   W            E2+
 1681.0   -0.011  -0.001
 1682.0   -0.011  -0.001
 1683.0   -0.012  -0.001
 1684.0   -0.012  -0.001
 1685.0   -0.012  -0.001
 1686.0   -0.012  -0.001
 1687.0   -0.012  -0.001
 1688.0   -0.012  -0.001
 1689.0   -0.013  -0.001
 1690.0   -0.013  -0.001
 1691.0   -0.013  -0.001
 1692.0   -0.013  -0.001
 1693.0   -0.013  -0.001
 1694.0   -0.013  -0.001
 1695.0   -0.014  -0.001
 1696.0   -0.014  -0.001
 1697.0   -0.014  -0.001
 1698.0   -0.014  -0.001
 1699.0   -0.014  -0.001
 1700.0   -0.014  -0.001
 1701.0   -0.014  -0.001
 1702.0   -0.015  -0.001
 1703.0   -0.015  -0.001
 1704.0   -0.015  -0.001
 1705.0   -0.015  -0.001
 1706.0   -0.015  -0.001
 1707.0   -0.015  -0.001
 1708.0   -0.016  -0.001
 1709.0   -0.016  -0.002
 1710.0   -0.016  -0.002
 1711.0   -0.016  -0.002
 1712.0   -0.016  -0.002
 1713.0   -0.016  -0.002
 1714.0   -0.017  -0.002
 1715.0   -0.017  -0.002
 1716.0   -0.017  -0.002
 1717.0   -0.017  -0.002
 1718.0   -0.017  -0.002
 1719.0   -0.017  -0.002
 1720.0   -0.018  -0.002
 1721.0   -0.018  -0.002
 1722.0   -0.018  -0.002
 1723.0   -0.018  -0.002
 1724.0   -0.018  -0.002
 1725.0   -0.018  -0.002
 1726.0   -0.018  -0.002
 1727.0   -0.019  -0.002
 1728.0   -0.019  -0.002
 1729.0   -0.019  -0.002
 1730.0   -0.019  -0.002
 1731.0   -0.019  -0.002
 1732.0   -0.019  -0.002
 1733.0   -0.020  -0.002
 1734.0   -0.020  -0.002
 1735.0   -0.020  -0.002
 1736.0   -0.020  -0.002
 1737.0   -0.020  -0.002
 1738.0   -0.020  -0.002
 1739.0   -0.021  -0.002
 1740.0   -0.021  -0.002
 1741.0   -0.021  -0.002
 1742.0   -0.021  -0.002
 1743.0   -0.021  -0.002
 1744.0   -0.021  -0.002
 1745.0   -0.021  -0.002
 1746.0   -0.022  -0.002
 1747.0   -0.022  -0.002
 1748.0   -0.022  -0.002
 1749.0   -0.022  -0.002
 1750.0   -0.022  -0.002
 1751.0   -0.022  -0.002
 1752.0   -0.023  -0.002
 1753.0   -0.023  -0.002
 1754.0   -0.023  -0.002
 1755.0   -0.023  -0.002
 1756.0   -0.023  -0.002
 1757.0   -0.023  -0.002
 1758.0   -0.023  -0.002
 1759.0   -0.024  -0.002
 1760.0   -0.024  -0.002
 1761.0   -0.024  -0.002
 1762.0   -0.024  -0.002
 1763.0   -0.024  -0.002
 1764.0   -0.024  -0.002
 1765.0   -0.025  -0.002
 1766.0   -0.025  -0.002
 1767.0   -0.025  -0.002
 1768.0   -0.025  -0.002
 1769.0   -0.025  -0.002
 1770.0   -0.025  -0.002
 1771.0   -0.025  -0.002
 1772.0   -0.026  -0.002
 1773.0   -0.026  -0.002
 1774.0   -0.026  -0.002
 1775.0   -0.026  -0.002
 1776.0   -0.026  -0.002
 1777.0   -0.026  -0.002
 1778.0   -0.026  -0.002
 1779.0   -0.027  -0.002
 1780.0   -0.027  -0.002
 1781.0   -0.027  -0.002
 1782.0   -0.027  -0.002
 1783.0   -0.027  -0.002
 1784.0   -0.027  -0.002
 1785.0   -0.028  -0.003
 1786.0   -0.028  -0.003
 1787.0   -0.028  -0.003
 1788.0   -0.028  -0.003
 1789.0   -0.028  -0.003
 1790.0   -0.028  -0.003
 1791.0   -0.028  -0.003
 1792.0   -0.029  -0.003
 1793.0   -0.029  -0.003
 1794.0   -0.029  -0.003
 1795.0   -0.029  -0.003
 1796.0   -0.029  -0.003
 1797.0   -0.029  -0.003
 1798.0   -0.029  -0.003
 1799.0   -0.030  -0.003
 1800.0   -0.030  -0.003
 1801.0   -0.030  -0.003
 1802.0   -0.030  -0.003
 1803.0   -0.030  -0.003
 1804.0   -0.030  -0.003
 1805.0   -0.030  -0.003
 1806.0   -0.031  -0.003
 1807.0   -0.031  -0.003
 1808.0   -0.031  -0.003
 1809.0   -0.031  -0.003
 1810.0   -0.031  -0.003
 1811.0   -0.031  -0.003
 1812.0   -0.031  -0.003
 1813.0   -0.032  -0.003
 1814.0   -0.032  -0.003
 1815.0   -0.032  -0.003
 1816.0   -0.032  -0.003
 1817.0   -0.032  -0.003
 1818.0   -0.032  -0.003
 1819.0   -0.032  -0.003
 1820.0   -0.033  -0.003
 1821.0   -0.033  -0.003
 1822.0   -0.033  -0.003
 1823.0   -0.033  -0.003
 1824.0   -0.033  -0.003
 1825.0   -0.033  -0.003
 1826.0   -0.033  -0.003
 1827.0   -0.034  -0.003
 1828.0   -0.034  -0.003
 1829.0   -0.034  -0.003
 1830.0   -0.034  -0.003
 1831.0   -0.034  -0.003
 1832.0   -0.034  -0.003
 1833.0   -0.034  -0.003
 1834.0   -0.035  -0.003
 1835.0   -0.035  -0.003
 1836.0   -0.035  -0.003
 1837.0   -0.035  -0.003
 1838.0   -0.035  -0.003
 1839.0   -0.035  -0.003
 1840.0   -0.035  -0.003
 1841.0   -0.035  -0.003
 1842.0   -0.036  -0.003
 1843.0   -0.036  -0.003
 1844.0   -0.036  -0.003
 1845.0   -0.036  -0.003
 1846.0   -0.036  -0.003
 1847.0   -0.036  -0.003
 1848.0   -0.036  -0.003
 1849.0   -0.037  -0.003
 1850.0   -0.037  -0.003
 1851.0   -0.037  -0.003
 1852.0   -0.037  -0.003
 1853.0   -0.037  -0.003
 1854.0   -0.037  -0.003
 1855.0   -0.037  -0.003
 1856.0   -0.037  -0.003
 1857.0   -0.038  -0.003
 1858.0   -0.038  -0.003
 1859.0   -0.038  -0.003
 1860.0   -0.038  -0.003
 1861.0   -0.038  -0.003
 1862.0   -0.038  -0.003
 1863.0   -0.038  -0.003
 1864.0   -0.039  -0.003
 1865.0   -0.039  -0.003
 1866.0   -0.039  -0.003
 1867.0   -0.039  -0.003
 1868.0   -0.039  -0.003
 1869.0   -0.039  -0.003
 1870.0   -0.039  -0.003
 1871.0   -0.039  -0.004
 1872.0   -0.040  -0.004
 1873.0   -0.040  -0.004
 1874.0   -0.040  -0.004
 1875.0   -0.040  -0.004
 1876.0   -0.040  -0.004
 1877.0   -0.040  -0.004
 1878.0   -0.040  -0.004
 1879.0   -0.041  -0.004
 1880.0   -0.041  -0.004
 1881.0   -0.041  -0.004
 1882.0   -0.041  -0.004
 1883.0   -0.041  -0.004
 1884.0   -0.041  -0.004
 1885.0   -0.041  -0.004
 1886.0   -0.041  -0.004
 1887.0   -0.042  -0.004
 1888.0   -0.042  -0.004
 1889.0   -0.042  -0.004
 1890.0   -0.042  -0.004
 1891.0   -0.042  -0.004
 1892.0   -0.042  -0.004
 1893.0   -0.042  -0.004
 1894.0   -0.042  -0.004
 1895.0   -0.043  -0.004
 1896.0   -0.043  -0.004
 1897.0   -0.043  -0.004
 1898.0   -0.043  -0.004
 1899.0   -0.043  -0.004
 1900.0   -0.043  -0.004
 1901.0   -0.043  -0.004
 1902.0   -0.043  -0.004
 1903.0   -0.044  -0.004
 1904.0   -0.044  -0.004
 1905.0   -0.044  -0.004
 1906.0   -0.044  -0.004
 1907.0   -0.044  -0.004
 1908.0   -0.044  -0.004
 1909.0   -0.044  -0.004
 1910.0   -0.044  -0.004
 1911.0   -0.045  -0.004
 1912.0   -0.045  -0.004
 1913.0   -0.045  -0.004
 1914.0   -0.045  -0.004
 1915.0   -0.045  -0.004
 1916.0   -0.045  -0.004
 1917.0   -0.045  -0.004
 1918.0   -0.045  -0.004
 1919.0   -0.045  -0.004
 1920.0   -0.046  -0.004
 1921.0   -0.046  -0.004
 1922.0   -0.046  -0.004
 1923.0   -0.046  -0.004
 1924.0   -0.046  -0.004
 1925.0   -0.046  -0.004
 1926.0   -0.046  -0.004
 1927.0   -0.046  -0.004
 1928.0   -0.047  -0.004
 1929.0   -0.047  -0.004
 1930.0   -0.047  -0.004
 1931.0   -0.047  -0.004
 1932.0   -0.047  -0.004
 1933.0   -0.047  -0.004
 1934.0   -0.047  -0.004
 1935.0   -0.047  -0.004
 1936.0   -0.048  -0.004
 1937.0   -0.048  -0.004
 1938.0   -0.048  -0.004
 1939.0   -0.048  -0.004
 1940.0   -0.048  -0.004
 1941.0   -0.048  -0.004
 1942.0   -0.048  -0.004
 1943.0   -0.048  -0.004
 1944.0   -0.048  -0.004
 1945.0   -0.049  -0.004
 1946.0   -0.049  -0.004
 1947.0   -0.049  -0.004
 1948.0   -0.049  -0.004
 1949.0   -0.049  -0.004
 1950.0   -0.049  -0.004
 1951.0   -0.049  -0.004
 1952.0   -0.049  -0.004
 1953.0   -0.049  -0.004
 1954.0   -0.050  -0.004
 1955.0   -0.050  -0.004
 1956.0   -0.050  -0.004
 1957.0   -0.050  -0.004
 1958.0   -0.050  -0.004
 1959.0   -0.050  -0.004
 1960.0   -0.050  -0.004
 1961.0   -0.050  -0.004
 1962.0   -0.050  -0.004
 1963.0   -0.051  -0.004
 1964.0   -0.051  -0.004
 1965.0   -0.051  -0.004
 1966.0   -0.051  -0.004
 1967.0   -0.051  -0.004
 1968.0   -0.051  -0.004
 1969.0   -0.051  -0.005
 1970.0   -0.051  -0.005
 1971.0   -0.051  -0.005
 1972.0   -0.052  -0.005
 1973.0   -0.052  -0.005
 1974.0   -0.052  -0.005
 1975.0   -0.052  -0.005
 1976.0   -0.052  -0.005
 1977.0   -0.052  -0.005
 1978.0   -0.052  -0.005
 1979.0   -0.052  -0.005
 1980.0   -0.052  -0.005
 1981.0   -0.053  -0.005
 1982.0   -0.053  -0.005
 1983.0   -0.053  -0.005
 1984.0   -0.053  -0.005
 1985.0   -0.053  -0.005
 1986.0   -0.053  -0.005
 1987.0   -0.053  -0.005
 1988.0   -0.053  -0.005
 1989.0   -0.053  -0.005
 1990.0   -0.054  -0.005
 1991.0   -0.054  -0.005
 1992.0   -0.054  -0.005
 1993.0   -0.054  -0.005
 1994.0   -0.054  -0.005
 1995.0   -0.054  -0.005
 1996.0   -0.054  -0.005
 1997.0   -0.054  -0.005
 1998.0   -0.054  -0.005
 1999.0   -0.055  -0.005
 2000.0   -0.055  -0.005
 2001.0   -0.055  -0.005
 2002.0   -0.055  -0.005
 2003.0   -0.055  -0.005
 2004.0   -0.055  -0.005
 2005.0   -0.055  -0.005
 2006.0   -0.055  -0.005
 2007.0   -0.055  -0.005
 2008.0   -0.055  -0.005
 2009.0   -0.056  -0.005
 2010.0   -0.056  -0.005
 2011.0   -0.056  -0.005
 2012.0   -0.056  -0.005
 2013.0   -0.056  -0.005
 2014.0   -0.056  -0.005
 2015.0   -0.056  -0.005
 2016.0   -0.056  -0.005
 2017.0   -0.056  -0.005
 2018.0   -0.056  -0.005
 2019.0   -0.057  -0.005
 2020.0   -0.057  -0.005
 2021.0   -0.057  -0.005
 2022.0   -0.057  -0.005
 2023.0   -0.057  -0.005
 2024.0   -0.057  -0.005
 2025.0   -0.057  -0.005
 2026.0   -0.057  -0.005
 2027.0   -0.057  -0.005
 2028.0   -0.058  -0.005
 2029.0   -0.058  -0.005
 2030.0   -0.058  -0.005
 2031.0   -0.058  -0.005
 2032.0   -0.058  -0.005
 2033.0   -0.058  -0.005
 2034.0   -0.058  -0.005
 2035.0   -0.058  -0.005
 2036.0   -0.058  -0.005
 2037.0   -0.058  -0.005
 2038.0   -0.059  -0.005
 2039.0   -0.059  -0.005
 2040.0   -0.059  -0.005
 2041.0   -0.059  -0.005
 2042.0   -0.059  -0.005
 2043.0   -0.059  -0.005
 2044.0   -0.059  -0.005
 2045.0   -0.059  -0.005
 2046.0   -0.059  -0.005
 2047.0   -0.059  -0.005
 2048.0   -0.059  -0.005
 2049.0   -0.060  -0.005
 2050.0   -0.060  -0.005
 2051.0   -0.060  -0.005
 2052.0   -0.060  -0.005
 2053.0   -0.060  -0.005
 2054.0   -0.060  -0.005
 2055.0   -0.060  -0.005
 2056.0   -0.060  -0.005
 2057.0   -0.060  -0.005
 2058.0   -0.060  -0.005
 2059.0   -0.061  -0.005
 2060.0   -0.061  -0.005
 2061.0   -0.061  -0.005
 2062.0   -0.061  -0.005
 2063.0   -0.061  -0.005
 2064.0   -0.061  -0.005
 2065.0   -0.061  -0.005
 2066.0   -0.061  -0.005
 2067.0   -0.061  -0.005
 2068.0   -0.061  -0.005
 2069.0   -0.061  -0.005
 2070.0   -0.062  -0.005
 2071.0   -0.062  -0.005
 2072.0   -0.062  -0.005
 2073.0   -0.062  -0.005
 2074.0   -0.062  -0.005
 2075.0   -0.062  -0.005
 2076.0   -0.062  -0.005
 2077.0   -0.062  -0.005
 2078.0   -0.062  -0.005
 2079.0   -0.062  -0.005
 2080.0   -0.062  -0.005
 2081.0   -0.063  -0.005
 2082.0   -0.063  -0.005
 2083.0   -0.063  -0.005
 2084.0   -0.063  -0.005
 2085.0   -0.063  -0.005
 2086.0   -0.063  -0.005
 2087.0   -0.063  -0.006
 2088.0   -0.063  -0.006
 2089.0   -0.063  -0.006
 2090.0   -0.063  -0.006
 2091.0   -0.063  -0.006
 2092.0   -0.064  -0.006
 2093.0   -0.064  -0.006
 2094.0   -0.064  -0.006
 2095.0   -0.064  -0.006
 2096.0   -0.064  -0.006
 2097.0   -0.064  -0.006
 2098.0   -0.064  -0.006
 2099.0   -0.064  -0.006
 2100.0   -0.064  -0.006
 2101.0   -0.064  -0.006
 2102.0   -0.064  -0.006
 2103.0   -0.065  -0.006
 2104.0   -0.065  -0.006
 2105.0   -0.065  -0.006
 2106.0   -0.065  -0.006
 2107.0   -0.065  -0.006
 2108.0   -0.065  -0.006
 2109.0   -0.065  -0.006
 2110.0   -0.065  -0.006
 2111.0   -0.065  -0.006
 2112.0   -0.065  -0.006
 2113.0   -0.065  -0.006
 2114.0   -0.066  -0.006
 2115.0   -0.066  -0.006
 2116.0   -0.066  -0.006
 2117.0   -0.066  -0.006
 2118.0   -0.066  -0.006
 2119.0   -0.066  -0.006
 2120.0   -0.066  -0.006
 2121.0   -0.066  -0.006
 2122.0   -0.066  -0.006
 2123.0   -0.066  -0.006
 2124.0   -0.066  -0.006
 2125.0   -0.066  -0.006
 2126.0   -0.067  -0.006
 2127.0   -0.067  -0.006
 2128.0   -0.067  -0.006
 2129.0   -0.067  -0.006
 2130.0   -0.067  -0.006
 2131.0   -0.067  -0.006
 2132.0   -0.067  -0.006
 2133.0   -0.067  -0.006
 2134.0   -0.067  -0.006
 2135.0   -0.067  -0.006
 2136.0   -0.067  -0.006
 2137.0   -0.067  -0.006
 2138.0   -0.068  -0.006
 2139.0   -0.068  -0.006
 2140.0   -0.068  -0.006
 2141.0   -0.068  -0.006
 2142.0   -0.068  -0.006
 2143.0   -0.068  -0.006
 2144.0   -0.068  -0.006
 2145.0   -0.068  -0.006
 2146.0   -0.068  -0.006
 2147.0   -0.068  -0.006
 2148.0   -0.068  -0.006
 2149.0   -0.068  -0.006
 2150.0   -0.069  -0.006
 2151.0   -0.069  -0.006
 2152.0   -0.069  -0.006
 2153.0   -0.069  -0.006
 2154.0   -0.069  -0.006
 2155.0   -0.069  -0.006
 2156.0   -0.069  -0.006
 2157.0   -0.069  -0.006
 2158.0   -0.069  -0.006
 2159.0   -0.069  -0.006
 2160.0   -0.069  -0.006
 2161.0   -0.069  -0.006
 2162.0   -0.069  -0.006
 2163.0   -0.070  -0.006
 2164.0   -0.070  -0.006
 2165.0   -0.070  -0.006
 2166.0   -0.070  -0.006
 2167.0   -0.070  -0.006
 2168.0   -0.070  -0.006
 2169.0   -0.070  -0.006
 2170.0   -0.070  -0.006
 2171.0   -0.070  -0.006
 2172.0   -0.070  -0.006
 2173.0   -0.070  -0.006
 2174.0   -0.070  -0.006
 2175.0   -0.070  -0.006
 2176.0   -0.071  -0.006
 2177.0   -0.071  -0.006
 2178.0   -0.071  -0.006
 2179.0   -0.071  -0.006
 2180.0   -0.071  -0.006
 2181.0   -0.071  -0.006
 2182.0   -0.071  -0.006
 2183.0   -0.071  -0.006
 2184.0   -0.071  -0.006
 2185.0   -0.071  -0.006
 2186.0   -0.071  -0.006
 2187.0   -0.071  -0.006
 2188.0   -0.071  -0.006
 2189.0   -0.072  -0.006
 2190.0   -0.072  -0.006
 2191.0   -0.072  -0.006
 2192.0   -0.072  -0.006
 2193.0   -0.072  -0.006
 2194.0   -0.072  -0.006
 2195.0   -0.072  -0.006
 2196.0   -0.072  -0.006
 2197.0   -0.072  -0.006
 2198.0   -0.072  -0.006
 2199.0   -0.072  -0.006
 2200.0   -0.072  -0.006
 2201.0   -0.072  -0.006
 2202.0   -0.072  -0.006
 2203.0   -0.073  -0.006
 2204.0   -0.073  -0.006
 2205.0   -0.073  -0.006
 2206.0   -0.073  -0.006
 2207.0   -0.073  -0.006
 2208.0   -0.073  -0.006
 2209.0   -0.073  -0.006
 2210.0   -0.073  -0.006
 2211.0   -0.073  -0.006
 2212.0   -0.073  -0.006
 2213.0   -0.073  -0.006
 2214.0   -0.073  -0.006
 2215.0   -0.073  -0.006
 2216.0   -0.073  -0.006
 2217.0   -0.074  -0.006
 2218.0   -0.074  -0.006
 2219.0   -0.074  -0.006
 2220.0   -0.074  -0.006
 2221.0   -0.074  -0.006
 2222.0   -0.074  -0.006
 2223.0   -0.074  -0.006
 2224.0   -0.074  -0.006
 2225.0   -0.074  -0.006
 2226.0   -0.074  -0.006
 2227.0   -0.074  -0.006
 2228.0   -0.074  -0.006
 2229.0   -0.074  -0.006
 2230.0   -0.074  -0.006
 2231.0   -0.074  -0.006
 2232.0   -0.075  -0.006
 2233.0   -0.075  -0.006
 2234.0   -0.075  -0.006
 2235.0   -0.075  -0.006
 2236.0   -0.075  -0.006
 2237.0   -0.075  -0.006
 2238.0   -0.075  -0.006
 2239.0   -0.075  -0.006
 2240.0   -0.075  -0.006
 2241.0   -0.075  -0.006
 2242.0   -0.075  -0.006
 2243.0   -0.075  -0.006
 2244.0   -0.075  -0.006
 2245.0   -0.075  -0.006
 2246.0   -0.076  -0.006
 2247.0   -0.076  -0.006
 2248.0   -0.076  -0.007
 2249.0   -0.076  -0.007
 2250.0   -0.076  -0.007
 2251.0   -0.076  -0.007
 2252.0   -0.076  -0.007
 2253.0   -0.076  -0.007
 2254.0   -0.076  -0.007
 2255.0   -0.076  -0.007
 2256.0   -0.076  -0.007
 2257.0   -0.076  -0.007
 2258.0   -0.076  -0.007
 2259.0   -0.076  -0.007
 2260.0   -0.076  -0.007
 2261.0   -0.076  -0.007
 2262.0   -0.077  -0.007
 2263.0   -0.077  -0.007
 2264.0   -0.077  -0.007
 2265.0   -0.077  -0.007
 2266.0   -0.077  -0.007
 2267.0   -0.077  -0.007
 2268.0   -0.077  -0.007
 2269.0   -0.077  -0.007
 2270.0   -0.077  -0.007
 2271.0   -0.077  -0.007
 2272.0   -0.077  -0.007
 2273.0   -0.077  -0.007
 2274.0   -0.077  -0.007
 2275.0   -0.077  -0.007
 2276.0   -0.077  -0.007
 2277.0   -0.077  -0.007
 2278.0   -0.078  -0.007
 2279.0   -0.078  -0.007
 2280.0   -0.078  -0.007
 2281.0   -0.078  -0.007
 2282.0   -0.078  -0.007
 2283.0   -0.078  -0.007
 2284.0   -0.078  -0.007
 2285.0   -0.078  -0.007
 2286.0   -0.078  -0.007
 2287.0   -0.078  -0.007
 2288.0   -0.078  -0.007
 2289.0   -0.078  -0.007
 2290.0   -0.078  -0.007
 2291.0   -0.078  -0.007
 2292.0   -0.078  -0.007
 2293.0   -0.078  -0.007
 2294.0   -0.078  -0.007
 2295.0   -0.079  -0.007
 2296.0   -0.079  -0.007
 2297.0   -0.079  -0.007
 2298.0   -0.079  -0.007
 2299.0   -0.079  -0.007
