   W         M2+(pi0_p)
 (MeV)      Re      Im
 1074.0   -0.001   0.000
 1075.0   -0.002   0.000
 1076.0   -0.003   0.000
 1077.0   -0.004   0.000
 1078.0   -0.005   0.000
 1079.0   -0.006   0.000
 1080.0   -0.006   0.000
 1081.0   -0.007   0.000
 1082.0   -0.008   0.000
 1083.0   -0.009   0.000
 1084.0   -0.010   0.000
 1085.0   -0.011   0.000
 1086.0   -0.012   0.000
 1087.0   -0.013   0.000
 1088.0   -0.014   0.000
 1089.0   -0.015   0.000
 1090.0   -0.016   0.000
 1091.0   -0.017   0.000
 1092.0   -0.018   0.000
 1093.0   -0.019   0.000
 1094.0   -0.020   0.000
 1095.0   -0.021   0.000
 1096.0   -0.022   0.000
 1097.0   -0.023   0.000
 1098.0   -0.024   0.000
 1099.0   -0.025   0.000
 1100.0   -0.025   0.000
 1101.0   -0.026   0.000
 1102.0   -0.027   0.000
 1103.0   -0.028   0.000
 1104.0   -0.029   0.000
 1105.0   -0.030   0.000
 1106.0   -0.031   0.000
 1107.0   -0.032   0.000
 1108.0   -0.033   0.000
 1109.0   -0.034   0.000
 1110.0   -0.035   0.000
 1111.0   -0.036   0.000
 1112.0   -0.037   0.000
 1113.0   -0.037   0.000
 1114.0   -0.038   0.000
 1115.0   -0.039   0.000
 1116.0   -0.040   0.000
 1117.0   -0.041   0.000
 1118.0   -0.042   0.000
 1119.0   -0.043   0.000
 1120.0   -0.044   0.000
 1121.0   -0.045   0.000
 1122.0   -0.046   0.000
 1123.0   -0.046   0.000
 1124.0   -0.047   0.000
 1125.0   -0.048   0.000
 1126.0   -0.049   0.000
 1127.0   -0.050   0.000
 1128.0   -0.051   0.000
 1129.0   -0.052   0.000
 1130.0   -0.053   0.000
 1131.0   -0.053   0.000
 1132.0   -0.054   0.000
 1133.0   -0.055   0.000
 1134.0   -0.056   0.000
 1135.0   -0.057   0.000
 1136.0   -0.058   0.000
 1137.0   -0.059   0.000
 1138.0   -0.059   0.000
 1139.0   -0.060   0.000
 1140.0   -0.061   0.000
 1141.0   -0.062   0.000
 1142.0   -0.063   0.000
 1143.0   -0.063   0.000
 1144.0   -0.064  -0.001
 1145.0   -0.065  -0.001
 1146.0   -0.066  -0.001
 1147.0   -0.067  -0.001
 1148.0   -0.068  -0.001
 1149.0   -0.068  -0.001
 1150.0   -0.069  -0.001
 1151.0   -0.070  -0.001
 1152.0   -0.071  -0.001
 1153.0   -0.071  -0.001
 1154.0   -0.072  -0.001
 1155.0   -0.073  -0.001
 1156.0   -0.074  -0.001
 1157.0   -0.074  -0.001
 1158.0   -0.075  -0.001
 1159.0   -0.076  -0.001
 1160.0   -0.077  -0.001
 1161.0   -0.077  -0.001
 1162.0   -0.078  -0.001
 1163.0   -0.079  -0.001
 1164.0   -0.080  -0.001
 1165.0   -0.080  -0.001
 1166.0   -0.081  -0.001
 1167.0   -0.082  -0.001
 1168.0   -0.083  -0.001
 1169.0   -0.083  -0.001
 1170.0   -0.084  -0.001
 1171.0   -0.085  -0.001
 1172.0   -0.085  -0.001
 1173.0   -0.086  -0.001
 1174.0   -0.087  -0.001
 1175.0   -0.087  -0.001
 1176.0   -0.088  -0.001
 1177.0   -0.089  -0.002
 1178.0   -0.089  -0.002
 1179.0   -0.090  -0.002
 1180.0   -0.091  -0.002
 1181.0   -0.091  -0.002
 1182.0   -0.092  -0.002
 1183.0   -0.093  -0.002
 1184.0   -0.093  -0.002
 1185.0   -0.094  -0.002
 1186.0   -0.094  -0.002
 1187.0   -0.095  -0.002
 1188.0   -0.096  -0.002
 1189.0   -0.096  -0.002
 1190.0   -0.097  -0.002
 1191.0   -0.098  -0.002
 1192.0   -0.098  -0.002
 1193.0   -0.099  -0.002
 1194.0   -0.099  -0.002
 1195.0   -0.100  -0.002
 1196.0   -0.100  -0.002
 1197.0   -0.101  -0.002
 1198.0   -0.102  -0.002
 1199.0   -0.102  -0.002
 1200.0   -0.103  -0.002
 1201.0   -0.103  -0.003
 1202.0   -0.104  -0.003
 1203.0   -0.104  -0.003
 1204.0   -0.105  -0.003
 1205.0   -0.105  -0.003
 1206.0   -0.106  -0.003
 1207.0   -0.106  -0.003
 1208.0   -0.107  -0.003
 1209.0   -0.107  -0.003
 1210.0   -0.108  -0.003
 1211.0   -0.108  -0.003
 1212.0   -0.109  -0.003
 1213.0   -0.109  -0.003
 1214.0   -0.110  -0.003
 1215.0   -0.110  -0.003
 1216.0   -0.111  -0.003
 1217.0   -0.111  -0.003
 1218.0   -0.111  -0.003
 1219.0   -0.112  -0.003
 1220.0   -0.112  -0.003
 1221.0   -0.113  -0.003
 1222.0   -0.113  -0.004
 1223.0   -0.114  -0.004
 1224.0   -0.114  -0.004
 1225.0   -0.114  -0.004
 1226.0   -0.115  -0.004
 1227.0   -0.115  -0.004
 1228.0   -0.116  -0.004
 1229.0   -0.116  -0.004
 1230.0   -0.116  -0.004
 1231.0   -0.117  -0.004
 1232.0   -0.117  -0.004
 1233.0   -0.117  -0.004
 1234.0   -0.118  -0.004
 1235.0   -0.118  -0.004
 1236.0   -0.118  -0.004
 1237.0   -0.119  -0.004
 1238.0   -0.119  -0.004
 1239.0   -0.119  -0.004
 1240.0   -0.120  -0.004
 1241.0   -0.120  -0.005
 1242.0   -0.120  -0.005
 1243.0   -0.121  -0.005
 1244.0   -0.121  -0.005
 1245.0   -0.121  -0.005
 1246.0   -0.121  -0.005
 1247.0   -0.122  -0.005
 1248.0   -0.122  -0.005
 1249.0   -0.122  -0.005
 1250.0   -0.122  -0.005
 1251.0   -0.123  -0.005
 1252.0   -0.123  -0.005
 1253.0   -0.123  -0.005
 1254.0   -0.123  -0.005
 1255.0   -0.124  -0.005
 1256.0   -0.124  -0.005
 1257.0   -0.124  -0.005
 1258.0   -0.124  -0.005
 1259.0   -0.124  -0.006
 1260.0   -0.125  -0.006
 1261.0   -0.125  -0.006
 1262.0   -0.125  -0.006
 1263.0   -0.125  -0.006
 1264.0   -0.125  -0.006
 1265.0   -0.125  -0.006
 1266.0   -0.126  -0.006
 1267.0   -0.126  -0.006
 1268.0   -0.126  -0.006
 1269.0   -0.126  -0.006
 1270.0   -0.126  -0.006
 1271.0   -0.126  -0.006
 1272.0   -0.126  -0.006
 1273.0   -0.126  -0.006
 1274.0   -0.127  -0.006
 1275.0   -0.127  -0.006
 1276.0   -0.127  -0.006
 1277.0   -0.127  -0.007
 1278.0   -0.127  -0.007
 1279.0   -0.127  -0.007
 1280.0   -0.127  -0.007
 1281.0   -0.127  -0.007
 1282.0   -0.127  -0.007
 1283.0   -0.127  -0.007
 1284.0   -0.127  -0.007
 1285.0   -0.127  -0.007
 1286.0   -0.127  -0.007
 1287.0   -0.127  -0.007
 1288.0   -0.127  -0.007
 1289.0   -0.127  -0.007
 1290.0   -0.127  -0.007
 1291.0   -0.127  -0.007
 1292.0   -0.127  -0.007
 1293.0   -0.127  -0.007
 1294.0   -0.127  -0.007
 1295.0   -0.127  -0.007
 1296.0   -0.127  -0.007
 1297.0   -0.127  -0.008
 1298.0   -0.127  -0.008
 1299.0   -0.127  -0.008
 1300.0   -0.127  -0.008
 1301.0   -0.127  -0.008
 1302.0   -0.127  -0.008
 1303.0   -0.127  -0.008
 1304.0   -0.127  -0.008
 1305.0   -0.126  -0.008
 1306.0   -0.126  -0.008
 1307.0   -0.126  -0.008
 1308.0   -0.126  -0.008
 1309.0   -0.126  -0.008
 1310.0   -0.126  -0.008
 1311.0   -0.126  -0.008
 1312.0   -0.126  -0.008
 1313.0   -0.125  -0.008
 1314.0   -0.125  -0.008
 1315.0   -0.125  -0.008
 1316.0   -0.125  -0.008
 1317.0   -0.125  -0.008
 1318.0   -0.125  -0.008
 1319.0   -0.124  -0.009
 1320.0   -0.124  -0.009
 1321.0   -0.124  -0.009
 1322.0   -0.124  -0.009
 1323.0   -0.124  -0.009
 1324.0   -0.123  -0.009
 1325.0   -0.123  -0.009
 1326.0   -0.123  -0.009
 1327.0   -0.123  -0.009
 1328.0   -0.122  -0.009
 1329.0   -0.122  -0.009
 1330.0   -0.122  -0.009
 1331.0   -0.122  -0.009
 1332.0   -0.121  -0.009
 1333.0   -0.121  -0.009
 1334.0   -0.121  -0.009
 1335.0   -0.120  -0.009
 1336.0   -0.120  -0.009
 1337.0   -0.120  -0.009
 1338.0   -0.120  -0.009
 1339.0   -0.119  -0.009
 1340.0   -0.119  -0.009
 1341.0   -0.119  -0.009
 1342.0   -0.118  -0.009
 1343.0   -0.118  -0.009
 1344.0   -0.117  -0.009
 1345.0   -0.117  -0.009
 1346.0   -0.117  -0.009
 1347.0   -0.116  -0.010
 1348.0   -0.116  -0.010
 1349.0   -0.116  -0.010
 1350.0   -0.115  -0.010
 1351.0   -0.115  -0.010
 1352.0   -0.114  -0.010
 1353.0   -0.114  -0.010
 1354.0   -0.114  -0.010
 1355.0   -0.113  -0.010
 1356.0   -0.113  -0.010
 1357.0   -0.112  -0.010
 1358.0   -0.112  -0.010
 1359.0   -0.111  -0.010
 1360.0   -0.111  -0.010
 1361.0   -0.110  -0.010
 1362.0   -0.110  -0.010
 1363.0   -0.110  -0.010
 1364.0   -0.109  -0.010
 1365.0   -0.109  -0.010
 1366.0   -0.108  -0.010
 1367.0   -0.108  -0.010
 1368.0   -0.107  -0.010
 1369.0   -0.106  -0.010
 1370.0   -0.106  -0.010
 1371.0   -0.105  -0.010
 1372.0   -0.105  -0.010
 1373.0   -0.104  -0.010
 1374.0   -0.104  -0.010
 1375.0   -0.103  -0.010
 1376.0   -0.103  -0.010
 1377.0   -0.102  -0.010
 1378.0   -0.102  -0.010
 1379.0   -0.101  -0.010
 1380.0   -0.100  -0.010
 1381.0   -0.100  -0.010
 1382.0   -0.099  -0.010
 1383.0   -0.098  -0.010
 1384.0   -0.098  -0.010
 1385.0   -0.097  -0.010
 1386.0   -0.097  -0.010
 1387.0   -0.096  -0.010
 1388.0   -0.095  -0.010
 1389.0   -0.095  -0.010
 1390.0   -0.094  -0.010
 1391.0   -0.093  -0.010
 1392.0   -0.093  -0.010
 1393.0   -0.092  -0.010
 1394.0   -0.091  -0.010
 1395.0   -0.091  -0.010
 1396.0   -0.090  -0.010
 1397.0   -0.089  -0.010
 1398.0   -0.088  -0.010
 1399.0   -0.088  -0.010
 1400.0   -0.087  -0.010
