   W         E1+(eta_p)
 1705.0    0.083  -0.221
 1706.0    0.086  -0.222
 1707.0    0.090  -0.223
 1708.0    0.093  -0.223
 1709.0    0.097  -0.224
 1710.0    0.101  -0.225
 1711.0    0.104  -0.225
 1712.0    0.108  -0.225
 1713.0    0.112  -0.226
 1714.0    0.115  -0.226
 1715.0    0.119  -0.226
 1716.0    0.122  -0.226
 1717.0    0.126  -0.226
 1718.0    0.130  -0.226
 1719.0    0.133  -0.226
 1720.0    0.137  -0.225
 1721.0    0.140  -0.225
 1722.0    0.144  -0.225
 1723.0    0.147  -0.224
 1724.0    0.151  -0.223
 1725.0    0.154  -0.223
 1726.0    0.157  -0.222
 1727.0    0.161  -0.221
 1728.0    0.164  -0.220
 1729.0    0.167  -0.219
 1730.0    0.170  -0.218
 1731.0    0.174  -0.217
 1732.0    0.177  -0.216
 1733.0    0.180  -0.215
 1734.0    0.183  -0.214
 1735.0    0.185  -0.213
 1736.0    0.188  -0.211
 1737.0    0.191  -0.210
 1738.0    0.194  -0.208
 1739.0    0.197  -0.207
 1740.0    0.199  -0.206
 1741.0    0.202  -0.204
 1742.0    0.204  -0.203
 1743.0    0.207  -0.201
 1744.0    0.209  -0.199
 1745.0    0.212  -0.198
 1746.0    0.214  -0.196
 1747.0    0.216  -0.195
 1748.0    0.218  -0.193
 1749.0    0.220  -0.191
 1750.0    0.223  -0.190
 1751.0    0.225  -0.188
 1752.0    0.227  -0.186
 1753.0    0.228  -0.185
 1754.0    0.230  -0.183
 1755.0    0.232  -0.181
 1756.0    0.234  -0.179
 1757.0    0.236  -0.178
 1758.0    0.237  -0.176
 1759.0    0.239  -0.174
 1760.0    0.240  -0.173
 1761.0    0.242  -0.171
 1762.0    0.244  -0.169
 1763.0    0.245  -0.168
 1764.0    0.246  -0.166
 1765.0    0.248  -0.164
 1766.0    0.249  -0.163
 1767.0    0.250  -0.161
 1768.0    0.252  -0.159
 1769.0    0.253  -0.158
 1770.0    0.254  -0.156
 1771.0    0.255  -0.154
 1772.0    0.256  -0.153
 1773.0    0.257  -0.151
 1774.0    0.258  -0.150
 1775.0    0.259  -0.148
 1776.0    0.260  -0.146
 1777.0    0.261  -0.145
 1778.0    0.262  -0.143
 1779.0    0.263  -0.142
 1780.0    0.264  -0.140
 1781.0    0.265  -0.139
 1782.0    0.266  -0.137
 1783.0    0.267  -0.136
 1784.0    0.267  -0.135
 1785.0    0.268  -0.133
 1786.0    0.269  -0.132
 1787.0    0.269  -0.130
 1788.0    0.270  -0.129
 1789.0    0.271  -0.128
 1790.0    0.271  -0.126
 1791.0    0.272  -0.125
 1792.0    0.273  -0.124
 1793.0    0.273  -0.122
 1794.0    0.274  -0.121
 1795.0    0.274  -0.120
 1796.0    0.275  -0.119
 1797.0    0.276  -0.117
 1798.0    0.276  -0.116
 1799.0    0.277  -0.115
 1800.0    0.277  -0.114
 1801.0    0.278  -0.113
 1802.0    0.278  -0.111
 1803.0    0.278  -0.110
 1804.0    0.279  -0.109
 1805.0    0.279  -0.108
 1806.0    0.280  -0.107
 1807.0    0.280  -0.106
 1808.0    0.281  -0.105
 1809.0    0.281  -0.104
 1810.0    0.281  -0.103
 1811.0    0.282  -0.102
 1812.0    0.282  -0.101
 1813.0    0.282  -0.100
 1814.0    0.283  -0.099
 1815.0    0.283  -0.098
 1816.0    0.284  -0.097
 1817.0    0.284  -0.096
 1818.0    0.284  -0.095
 1819.0    0.284  -0.094
 1820.0    0.285  -0.093
 1821.0    0.285  -0.092
 1822.0    0.285  -0.091
 1823.0    0.286  -0.090
 1824.0    0.286  -0.090
 1825.0    0.286  -0.089
 1826.0    0.287  -0.088
 1827.0    0.287  -0.087
 1828.0    0.287  -0.086
 1829.0    0.287  -0.086
 1830.0    0.288  -0.085
 1831.0    0.288  -0.084
 1832.0    0.288  -0.083
 1833.0    0.288  -0.082
 1834.0    0.289  -0.082
 1835.0    0.289  -0.081
 1836.0    0.289  -0.080
 1837.0    0.289  -0.079
 1838.0    0.290  -0.079
 1839.0    0.290  -0.078
 1840.0    0.290  -0.077
 1841.0    0.290  -0.077
 1842.0    0.291  -0.076
 1843.0    0.291  -0.075
 1844.0    0.291  -0.075
 1845.0    0.291  -0.074
 1846.0    0.291  -0.073
 1847.0    0.292  -0.073
 1848.0    0.292  -0.072
 1849.0    0.292  -0.072
 1850.0    0.292  -0.071
 1851.0    0.292  -0.070
 1852.0    0.293  -0.070
 1853.0    0.293  -0.069
 1854.0    0.293  -0.069
 1855.0    0.293  -0.068
 1856.0    0.293  -0.067
 1857.0    0.294  -0.067
 1858.0    0.294  -0.066
 1859.0    0.294  -0.066
 1860.0    0.294  -0.065
 1861.0    0.294  -0.065
 1862.0    0.295  -0.064
 1863.0    0.295  -0.064
 1864.0    0.295  -0.063
 1865.0    0.295  -0.063
 1866.0    0.295  -0.062
 1867.0    0.296  -0.062
 1868.0    0.296  -0.061
 1869.0    0.296  -0.061
 1870.0    0.296  -0.060
 1871.0    0.296  -0.060
 1872.0    0.297  -0.059
 1873.0    0.297  -0.059
 1874.0    0.297  -0.058
 1875.0    0.297  -0.058
 1876.0    0.297  -0.058
 1877.0    0.297  -0.057
 1878.0    0.298  -0.057
 1879.0    0.298  -0.056
 1880.0    0.298  -0.056
 1881.0    0.298  -0.055
 1882.0    0.298  -0.055
 1883.0    0.299  -0.055
 1884.0    0.299  -0.054
 1885.0    0.299  -0.054
 1886.0    0.299  -0.053
 1887.0    0.299  -0.053
 1888.0    0.300  -0.053
 1889.0    0.300  -0.052
 1890.0    0.300  -0.052
 1891.0    0.300  -0.052
 1892.0    0.300  -0.051
 1893.0    0.300  -0.051
 1894.0    0.301  -0.050
 1895.0    0.301  -0.050
 1896.0    0.301  -0.050
 1897.0    0.301  -0.049
 1898.0    0.301  -0.049
 1899.0    0.302  -0.049
 1900.0    0.302  -0.048
 1901.0    0.302  -0.048
 1902.0    0.302  -0.048
 1903.0    0.302  -0.047
 1904.0    0.302  -0.047
 1905.0    0.303  -0.047
 1906.0    0.303  -0.046
 1907.0    0.303  -0.046
 1908.0    0.303  -0.046
 1909.0    0.303  -0.046
 1910.0    0.304  -0.045
 1911.0    0.304  -0.045
 1912.0    0.304  -0.045
 1913.0    0.304  -0.044
 1914.0    0.304  -0.044
 1915.0    0.305  -0.044
 1916.0    0.305  -0.044
 1917.0    0.305  -0.043
 1918.0    0.305  -0.043
 1919.0    0.305  -0.043
 1920.0    0.306  -0.042
 1921.0    0.306  -0.042
 1922.0    0.306  -0.042
 1923.0    0.306  -0.042
 1924.0    0.306  -0.041
 1925.0    0.306  -0.041
 1926.0    0.307  -0.041
 1927.0    0.307  -0.041
 1928.0    0.307  -0.040
 1929.0    0.307  -0.040
 1930.0    0.307  -0.040
 1931.0    0.308  -0.040
 1932.0    0.308  -0.039
 1933.0    0.308  -0.039
 1934.0    0.308  -0.039
 1935.0    0.308  -0.039
 1936.0    0.309  -0.038
 1937.0    0.309  -0.038
 1938.0    0.309  -0.038
 1939.0    0.309  -0.038
 1940.0    0.309  -0.038
 1941.0    0.310  -0.037
 1942.0    0.310  -0.037
 1943.0    0.310  -0.037
 1944.0    0.310  -0.037
 1945.0    0.310  -0.036
 1946.0    0.310  -0.036
 1947.0    0.311  -0.036
 1948.0    0.311  -0.036
 1949.0    0.311  -0.036
 1950.0    0.311  -0.035
 1951.0    0.311  -0.035
 1952.0    0.312  -0.035
 1953.0    0.312  -0.035
 1954.0    0.312  -0.035
 1955.0    0.312  -0.034
 1956.0    0.312  -0.034
 1957.0    0.313  -0.034
 1958.0    0.313  -0.034
 1959.0    0.313  -0.034
 1960.0    0.313  -0.034
 1961.0    0.313  -0.033
 1962.0    0.314  -0.033
 1963.0    0.314  -0.033
 1964.0    0.314  -0.033
 1965.0    0.314  -0.033
 1966.0    0.314  -0.032
 1967.0    0.315  -0.032
 1968.0    0.315  -0.032
 1969.0    0.315  -0.032
 1970.0    0.315  -0.032
 1971.0    0.315  -0.032
