   W         M2+(eta_p)
 1820.0    0.212  -0.195
 1821.0    0.211  -0.194
 1822.0    0.211  -0.193
 1823.0    0.211  -0.192
 1824.0    0.210  -0.191
 1825.0    0.210  -0.190
 1826.0    0.209  -0.189
 1827.0    0.209  -0.188
 1828.0    0.208  -0.187
 1829.0    0.208  -0.186
 1830.0    0.207  -0.185
 1831.0    0.207  -0.184
 1832.0    0.207  -0.183
 1833.0    0.206  -0.182
 1834.0    0.206  -0.182
 1835.0    0.205  -0.181
 1836.0    0.205  -0.180
 1837.0    0.204  -0.179
 1838.0    0.204  -0.178
 1839.0    0.203  -0.177
 1840.0    0.203  -0.176
 1841.0    0.203  -0.175
 1842.0    0.202  -0.174
 1843.0    0.202  -0.174
 1844.0    0.201  -0.173
 1845.0    0.201  -0.172
 1846.0    0.200  -0.171
 1847.0    0.200  -0.170
 1848.0    0.199  -0.169
 1849.0    0.199  -0.169
 1850.0    0.199  -0.168
 1851.0    0.198  -0.167
 1852.0    0.198  -0.166
 1853.0    0.197  -0.166
 1854.0    0.197  -0.165
 1855.0    0.196  -0.164
 1856.0    0.196  -0.163
 1857.0    0.195  -0.162
 1858.0    0.195  -0.162
 1859.0    0.195  -0.161
 1860.0    0.194  -0.160
 1861.0    0.194  -0.160
 1862.0    0.193  -0.159
 1863.0    0.193  -0.158
 1864.0    0.192  -0.157
 1865.0    0.192  -0.157
 1866.0    0.192  -0.156
 1867.0    0.191  -0.155
 1868.0    0.191  -0.155
 1869.0    0.190  -0.154
 1870.0    0.190  -0.153
 1871.0    0.189  -0.153
 1872.0    0.189  -0.152
 1873.0    0.189  -0.151
 1874.0    0.188  -0.151
 1875.0    0.188  -0.150
 1876.0    0.187  -0.149
 1877.0    0.187  -0.149
 1878.0    0.186  -0.148
 1879.0    0.186  -0.148
 1880.0    0.186  -0.147
 1881.0    0.185  -0.146
 1882.0    0.185  -0.146
 1883.0    0.184  -0.145
 1884.0    0.184  -0.144
 1885.0    0.184  -0.144
 1886.0    0.183  -0.143
 1887.0    0.183  -0.143
 1888.0    0.182  -0.142
 1889.0    0.182  -0.142
 1890.0    0.182  -0.141
 1891.0    0.181  -0.140
 1892.0    0.181  -0.140
 1893.0    0.180  -0.139
 1894.0    0.180  -0.139
 1895.0    0.180  -0.138
 1896.0    0.179  -0.138
 1897.0    0.179  -0.137
 1898.0    0.178  -0.137
 1899.0    0.178  -0.136
 1900.0    0.178  -0.136
 1901.0    0.177  -0.135
 1902.0    0.177  -0.134
 1903.0    0.176  -0.134
 1904.0    0.176  -0.133
 1905.0    0.176  -0.133
 1906.0    0.175  -0.132
 1907.0    0.175  -0.132
 1908.0    0.175  -0.131
 1909.0    0.174  -0.131
 1910.0    0.174  -0.130
 1911.0    0.173  -0.130
 1912.0    0.173  -0.129
 1913.0    0.173  -0.129
 1914.0    0.172  -0.128
 1915.0    0.172  -0.128
 1916.0    0.172  -0.128
 1917.0    0.171  -0.127
 1918.0    0.171  -0.127
 1919.0    0.170  -0.126
 1920.0    0.170  -0.126
 1921.0    0.170  -0.125
 1922.0    0.169  -0.125
 1923.0    0.169  -0.124
 1924.0    0.169  -0.124
 1925.0    0.168  -0.123
 1926.0    0.168  -0.123
 1927.0    0.168  -0.123
 1928.0    0.167  -0.122
 1929.0    0.167  -0.122
 1930.0    0.166  -0.121
 1931.0    0.166  -0.121
 1932.0    0.166  -0.120
 1933.0    0.165  -0.120
 1934.0    0.165  -0.120
 1935.0    0.165  -0.119
 1936.0    0.164  -0.119
 1937.0    0.164  -0.118
 1938.0    0.164  -0.118
 1939.0    0.163  -0.118
 1940.0    0.163  -0.117
 1941.0    0.163  -0.117
 1942.0    0.162  -0.116
 1943.0    0.162  -0.116
 1944.0    0.162  -0.116
 1945.0    0.161  -0.115
 1946.0    0.161  -0.115
 1947.0    0.161  -0.114
 1948.0    0.160  -0.114
 1949.0    0.160  -0.114
 1950.0    0.160  -0.113
 1951.0    0.159  -0.113
 1952.0    0.159  -0.113
 1953.0    0.159  -0.112
 1954.0    0.158  -0.112
 1955.0    0.158  -0.111
 1956.0    0.158  -0.111
 1957.0    0.157  -0.111
 1958.0    0.157  -0.110
 1959.0    0.157  -0.110
 1960.0    0.156  -0.110
 1961.0    0.156  -0.109
 1962.0    0.156  -0.109
 1963.0    0.155  -0.109
 1964.0    0.155  -0.108
 1965.0    0.155  -0.108
 1966.0    0.154  -0.108
 1967.0    0.154  -0.107
 1968.0    0.154  -0.107
 1969.0    0.153  -0.107
 1970.0    0.153  -0.106
 1971.0    0.153  -0.106
