   W         M1-(eta_p)
 1688.0   -0.394  -1.275
 1689.0   -0.383  -1.303
 1690.0   -0.370  -1.330
 1691.0   -0.357  -1.358
 1692.0   -0.342  -1.386
 1693.0   -0.326  -1.413
 1694.0   -0.309  -1.440
 1695.0   -0.290  -1.467
 1696.0   -0.271  -1.494
 1697.0   -0.250  -1.520
 1698.0   -0.228  -1.545
 1699.0   -0.205  -1.570
 1700.0   -0.181  -1.595
 1701.0   -0.155  -1.618
 1702.0   -0.128  -1.641
 1703.0   -0.101  -1.662
 1704.0   -0.072  -1.683
 1705.0   -0.042  -1.703
 1706.0   -0.011  -1.722
 1707.0    0.021  -1.739
 1708.0    0.053  -1.755
 1709.0    0.087  -1.770
 1710.0    0.121  -1.783
 1711.0    0.155  -1.795
 1712.0    0.190  -1.806
 1713.0    0.226  -1.815
 1714.0    0.262  -1.822
 1715.0    0.298  -1.828
 1716.0    0.334  -1.833
 1717.0    0.371  -1.836
 1718.0    0.407  -1.837
 1719.0    0.443  -1.837
 1720.0    0.479  -1.835
 1721.0    0.515  -1.832
 1722.0    0.550  -1.828
 1723.0    0.585  -1.822
 1724.0    0.619  -1.815
 1725.0    0.652  -1.806
 1726.0    0.685  -1.796
 1727.0    0.717  -1.785
 1728.0    0.749  -1.773
 1729.0    0.779  -1.760
 1730.0    0.809  -1.746
 1731.0    0.837  -1.730
 1732.0    0.865  -1.714
 1733.0    0.892  -1.698
 1734.0    0.918  -1.680
 1735.0    0.942  -1.662
 1736.0    0.966  -1.643
 1737.0    0.989  -1.624
 1738.0    1.010  -1.604
 1739.0    1.031  -1.584
 1740.0    1.051  -1.563
 1741.0    1.069  -1.543
 1742.0    1.087  -1.522
 1743.0    1.103  -1.500
 1744.0    1.119  -1.479
 1745.0    1.134  -1.458
 1746.0    1.148  -1.436
 1747.0    1.161  -1.415
 1748.0    1.173  -1.393
 1749.0    1.184  -1.372
 1750.0    1.194  -1.350
 1751.0    1.204  -1.329
 1752.0    1.213  -1.308
 1753.0    1.221  -1.287
 1754.0    1.228  -1.266
 1755.0    1.235  -1.246
 1756.0    1.241  -1.225
 1757.0    1.247  -1.205
 1758.0    1.252  -1.186
 1759.0    1.256  -1.166
 1760.0    1.260  -1.147
 1761.0    1.263  -1.128
 1762.0    1.266  -1.109
 1763.0    1.268  -1.091
 1764.0    1.270  -1.072
 1765.0    1.272  -1.055
 1766.0    1.273  -1.037
 1767.0    1.273  -1.020
 1768.0    1.274  -1.003
 1769.0    1.274  -0.986
 1770.0    1.273  -0.970
 1771.0    1.273  -0.954
 1772.0    1.272  -0.938
 1773.0    1.270  -0.923
 1774.0    1.269  -0.908
 1775.0    1.267  -0.893
 1776.0    1.265  -0.879
 1777.0    1.263  -0.864
 1778.0    1.261  -0.851
 1779.0    1.258  -0.837
 1780.0    1.255  -0.824
 1781.0    1.252  -0.810
 1782.0    1.249  -0.798
 1783.0    1.246  -0.785
 1784.0    1.243  -0.773
 1785.0    1.239  -0.761
 1786.0    1.236  -0.749
 1787.0    1.232  -0.737
 1788.0    1.228  -0.726
 1789.0    1.224  -0.715
 1790.0    1.220  -0.704
 1791.0    1.216  -0.694
 1792.0    1.212  -0.683
 1793.0    1.208  -0.673
 1794.0    1.203  -0.663
 1795.0    1.199  -0.653
 1796.0    1.194  -0.644
 1797.0    1.190  -0.634
 1798.0    1.185  -0.625
 1799.0    1.181  -0.616
 1800.0    1.176  -0.607
 1801.0    1.171  -0.599
 1802.0    1.167  -0.590
 1803.0    1.162  -0.582
 1804.0    1.157  -0.574
 1805.0    1.152  -0.566
 1806.0    1.148  -0.558
 1807.0    1.143  -0.551
 1808.0    1.138  -0.543
 1809.0    1.133  -0.536
 1810.0    1.128  -0.529
 1811.0    1.123  -0.522
 1812.0    1.118  -0.515
 1813.0    1.113  -0.508
 1814.0    1.109  -0.501
 1815.0    1.104  -0.495
 1816.0    1.099  -0.489
 1817.0    1.094  -0.482
 1818.0    1.089  -0.476
 1819.0    1.084  -0.470
 1820.0    1.079  -0.464
 1821.0    1.074  -0.458
 1822.0    1.069  -0.453
 1823.0    1.064  -0.447
 1824.0    1.060  -0.442
 1825.0    1.055  -0.436
 1826.0    1.050  -0.431
 1827.0    1.045  -0.426
 1828.0    1.040  -0.421
 1829.0    1.035  -0.416
 1830.0    1.030  -0.411
 1831.0    1.026  -0.406
 1832.0    1.021  -0.402
 1833.0    1.016  -0.397
 1834.0    1.011  -0.392
 1835.0    1.006  -0.388
 1836.0    1.002  -0.384
 1837.0    0.997  -0.379
 1838.0    0.992  -0.375
 1839.0    0.988  -0.371
 1840.0    0.983  -0.367
 1841.0    0.978  -0.363
 1842.0    0.974  -0.359
 1843.0    0.969  -0.355
 1844.0    0.964  -0.351
 1845.0    0.960  -0.347
 1846.0    0.955  -0.344
 1847.0    0.951  -0.340
 1848.0    0.946  -0.337
 1849.0    0.942  -0.333
 1850.0    0.937  -0.330
 1851.0    0.933  -0.326
 1852.0    0.928  -0.323
 1853.0    0.924  -0.320
 1854.0    0.919  -0.316
 1855.0    0.915  -0.313
 1856.0    0.910  -0.310
 1857.0    0.906  -0.307
 1858.0    0.901  -0.304
 1859.0    0.897  -0.301
 1860.0    0.893  -0.298
 1861.0    0.888  -0.295
 1862.0    0.884  -0.292
 1863.0    0.880  -0.289
 1864.0    0.876  -0.287
 1865.0    0.871  -0.284
 1866.0    0.867  -0.281
 1867.0    0.863  -0.279
 1868.0    0.859  -0.276
 1869.0    0.854  -0.274
 1870.0    0.850  -0.271
 1871.0    0.846  -0.269
 1872.0    0.842  -0.266
 1873.0    0.838  -0.264
 1874.0    0.834  -0.261
 1875.0    0.830  -0.259
 1876.0    0.826  -0.257
 1877.0    0.821  -0.254
 1878.0    0.817  -0.252
 1879.0    0.813  -0.250
 1880.0    0.809  -0.248
 1881.0    0.805  -0.246
 1882.0    0.801  -0.243
 1883.0    0.797  -0.241
 1884.0    0.793  -0.239
 1885.0    0.790  -0.237
 1886.0    0.786  -0.235
 1887.0    0.782  -0.233
 1888.0    0.778  -0.231
 1889.0    0.774  -0.229
 1890.0    0.770  -0.228
 1891.0    0.766  -0.226
 1892.0    0.762  -0.224
 1893.0    0.759  -0.222
 1894.0    0.755  -0.220
 1895.0    0.751  -0.218
 1896.0    0.747  -0.217
 1897.0    0.743  -0.215
 1898.0    0.740  -0.213
 1899.0    0.736  -0.212
 1900.0    0.732  -0.210
 1901.0    0.728  -0.208
 1902.0    0.725  -0.207
 1903.0    0.721  -0.205
 1904.0    0.717  -0.203
 1905.0    0.714  -0.202
 1906.0    0.710  -0.200
 1907.0    0.706  -0.199
 1908.0    0.703  -0.197
 1909.0    0.699  -0.196
 1910.0    0.696  -0.194
 1911.0    0.692  -0.193
 1912.0    0.688  -0.191
 1913.0    0.685  -0.190
 1914.0    0.681  -0.189
 1915.0    0.678  -0.187
 1916.0    0.674  -0.186
 1917.0    0.671  -0.185
 1918.0    0.667  -0.183
 1919.0    0.664  -0.182
 1920.0    0.660  -0.181
 1921.0    0.657  -0.179
 1922.0    0.653  -0.178
 1923.0    0.650  -0.177
 1924.0    0.647  -0.176
 1925.0    0.643  -0.174
 1926.0    0.640  -0.173
 1927.0    0.636  -0.172
 1928.0    0.633  -0.171
 1929.0    0.630  -0.170
 1930.0    0.626  -0.168
 1931.0    0.623  -0.167
 1932.0    0.619  -0.166
 1933.0    0.616  -0.165
 1934.0    0.613  -0.164
 1935.0    0.609  -0.163
 1936.0    0.606  -0.162
 1937.0    0.603  -0.161
 1938.0    0.600  -0.160
 1939.0    0.596  -0.159
 1940.0    0.593  -0.157
 1941.0    0.590  -0.156
 1942.0    0.587  -0.155
 1943.0    0.583  -0.154
 1944.0    0.580  -0.153
 1945.0    0.577  -0.152
 1946.0    0.574  -0.151
 1947.0    0.570  -0.151
 1948.0    0.567  -0.150
 1949.0    0.564  -0.149
 1950.0    0.561  -0.148
 1951.0    0.558  -0.147
 1952.0    0.555  -0.146
 1953.0    0.551  -0.145
 1954.0    0.548  -0.144
 1955.0    0.545  -0.143
 1956.0    0.542  -0.142
 1957.0    0.539  -0.141
 1958.0    0.536  -0.141
 1959.0    0.533  -0.140
 1960.0    0.530  -0.139
 1961.0    0.526  -0.138
 1962.0    0.523  -0.137
 1963.0    0.520  -0.136
 1964.0    0.517  -0.136
 1965.0    0.514  -0.135
 1966.0    0.511  -0.134
 1967.0    0.508  -0.133
 1968.0    0.505  -0.132
 1969.0    0.502  -0.132
 1970.0    0.499  -0.131
 1971.0    0.496  -0.130
