   W         M2+(pi+_n)
 (MeV)      Re         Im
 1080.0   -0.05635    0.00000
 1081.0   -0.06468    0.00000
 1082.0   -0.07202    0.00000
 1083.0   -0.08036    0.00000
 1084.0   -0.08836    0.00000
 1085.0   -0.09569    0.00000
 1086.0   -0.10270    0.00000
 1087.0   -0.11103    0.00000
 1088.0   -0.11803    0.00000
 1089.0   -0.12503    0.00000
 1090.0   -0.13304    0.00000
 1091.0   -0.14004    0.00000
 1092.0   -0.14704    0.00000
 1093.0   -0.15404    0.00000
 1094.0   -0.16105    0.00000
 1095.0   -0.16805    0.00000
 1096.0   -0.17472    0.00000
 1097.0   -0.18072    0.00000
 1098.0   -0.18739    0.00000
 1099.0   -0.19439    0.00000
 1100.0   -0.20106    0.00000
 1101.0   -0.20672    0.00000
 1102.0   -0.21339    0.00000
 1103.0   -0.21906    0.00000
 1104.0   -0.22573    0.00000
 1105.0   -0.23140    0.00000
 1106.0   -0.23807    0.00000
 1107.0   -0.24373    0.00000
 1108.0   -0.24940    0.00000
 1109.0   -0.25474    0.00000
 1110.0   -0.26141    0.00000
 1111.0   -0.26707    0.00000
 1112.0   -0.27241    0.00000
 1113.0   -0.27774    0.00000
 1114.0   -0.28341    0.00000
 1115.0   -0.28875    0.00000
 1116.0   -0.29408    0.00000
 1117.0   -0.29842    0.00000
 1118.0   -0.30375    0.00000
 1119.0   -0.30909    0.00000
 1120.0   -0.31442    0.00000
 1121.0   -0.31976    0.00000
 1122.0   -0.32409    0.00000
 1123.0   -0.32943    0.00000
 1124.0   -0.33376    0.00000
 1125.0   -0.33876    0.00000
 1126.0   -0.34410    0.00000
 1127.0   -0.34843    0.00000
 1128.0   -0.35343    0.00000
 1129.0   -0.35777    0.00000
 1130.0   -0.36177    0.00000
 1131.0   -0.36677    0.00000
 1132.0   -0.37110   -0.00100
 1133.0   -0.37510   -0.00100
 1134.0   -0.37911   -0.00100
 1135.0   -0.38411   -0.00100
 1136.0   -0.38811   -0.00100
 1137.0   -0.39211   -0.00100
 1138.0   -0.39611   -0.00100
 1139.0   -0.40011   -0.00100
 1140.0   -0.40411   -0.00100
 1141.0   -0.40811   -0.00100
 1142.0   -0.41212   -0.00100
 1143.0   -0.41612   -0.00100
 1144.0   -0.41978   -0.00100
 1145.0   -0.42379   -0.00100
 1146.0   -0.42779   -0.00100
 1147.0   -0.43045   -0.00067
 1148.0   -0.43445   -0.00067
 1149.0   -0.43812   -0.00067
 1150.0   -0.44212   -0.00067
 1151.0   -0.44479   -0.00067
 1152.0   -0.44846   -0.00067
 1153.0   -0.45146   -0.00067
 1154.0   -0.45513   -0.00067
 1155.0   -0.45879   -0.00067
 1156.0   -0.46180   -0.00067
 1157.0   -0.46546   -0.00067
 1158.0   -0.46813   -0.00067
 1159.0   -0.47180   -0.00167
 1160.0   -0.47447   -0.00167
 1161.0   -0.47713   -0.00167
 1162.0   -0.48080   -0.00167
 1163.0   -0.48347   -0.00167
 1164.0   -0.48614   -0.00167
 1165.0   -0.48980   -0.00167
 1166.0   -0.49247   -0.00167
 1167.0   -0.49514   -0.00167
 1168.0   -0.49747   -0.00167
 1169.0   -0.50014   -0.00167
 1170.0   -0.50381   -0.00167
 1171.0   -0.50614   -0.00167
 1172.0   -0.50881   -0.00167
 1173.0   -0.51148   -0.00167
 1174.0   -0.51381   -0.00167
 1175.0   -0.51648   -0.00167
 1176.0   -0.51881   -0.00167
 1177.0   -0.52148   -0.00267
 1178.0   -0.52381   -0.00267
 1179.0   -0.52648   -0.00267
 1180.0   -0.52881   -0.00267
 1181.0   -0.53048   -0.00267
 1182.0   -0.53282   -0.00267
 1183.0   -0.53515   -0.00233
 1184.0   -0.53748   -0.00233
 1185.0   -0.54015   -0.00233
 1186.0   -0.54148   -0.00233
 1187.0   -0.54382   -0.00233
 1188.0   -0.54615   -0.00233
 1189.0   -0.54849   -0.00233
 1190.0   -0.55015   -0.00233
 1191.0   -0.55249   -0.00333
 1192.0   -0.55482   -0.00333
 1193.0   -0.55616   -0.00333
 1194.0   -0.55849   -0.00333
 1195.0   -0.55982   -0.00333
 1196.0   -0.56216   -0.00333
 1197.0   -0.56349   -0.00333
 1198.0   -0.56582   -0.00333
 1199.0   -0.56683   -0.00333
 1200.0   -0.56916   -0.00333
 1201.0   -0.57049   -0.00333
 1202.0   -0.57283   -0.00333
 1203.0   -0.57416   -0.00333
 1204.0   -0.57549   -0.00433
 1205.0   -0.57749   -0.00433
 1206.0   -0.57883   -0.00433
 1207.0   -0.58016   -0.00433
 1208.0   -0.58116   -0.00433
 1209.0   -0.58350   -0.00433
 1210.0   -0.58483   -0.00400
 1211.0   -0.58583   -0.00400
 1212.0   -0.58716   -0.00400
