   W         M3+(pi+_n)
 (MeV)      Re         Im
 1080.0   -0.00100    0.00000
 1081.0   -0.00100    0.00000
 1082.0   -0.00233    0.00000
 1083.0   -0.00233    0.00000
 1084.0   -0.00233    0.00000
 1085.0   -0.00333    0.00000
 1086.0   -0.00367    0.00000
 1087.0   -0.00467    0.00000
 1088.0   -0.00467    0.00000
 1089.0   -0.00600    0.00000
 1090.0   -0.00600    0.00000
 1091.0   -0.00734    0.00000
 1092.0   -0.00734    0.00000
 1093.0   -0.00834    0.00000
 1094.0   -0.00867    0.00000
 1095.0   -0.00967    0.00000
 1096.0   -0.01000    0.00000
 1097.0   -0.01100    0.00000
 1098.0   -0.01234    0.00000
 1099.0   -0.01234    0.00000
 1100.0   -0.01367    0.00000
 1101.0   -0.01400    0.00000
 1102.0   -0.01500    0.00000
 1103.0   -0.01634    0.00000
 1104.0   -0.01634    0.00000
 1105.0   -0.01767    0.00000
 1106.0   -0.01901    0.00000
 1107.0   -0.01901    0.00000
 1108.0   -0.02034    0.00000
 1109.0   -0.02167    0.00000
 1110.0   -0.02167    0.00000
 1111.0   -0.02301    0.00000
 1112.0   -0.02434    0.00000
 1113.0   -0.02434    0.00000
 1114.0   -0.02567    0.00000
 1115.0   -0.02701    0.00000
 1116.0   -0.02734    0.00000
 1117.0   -0.02834    0.00000
 1118.0   -0.02967    0.00000
 1119.0   -0.03001    0.00000
 1120.0   -0.03134    0.00000
 1121.0   -0.03268    0.00000
 1122.0   -0.03268    0.00000
 1123.0   -0.03401    0.00000
 1124.0   -0.03534    0.00000
 1125.0   -0.03568    0.00000
 1126.0   -0.03701    0.00000
 1127.0   -0.03834    0.00000
 1128.0   -0.03868    0.00000
 1129.0   -0.04001    0.00000
 1130.0   -0.04134    0.00000
 1131.0   -0.04235    0.00000
 1132.0   -0.04268    0.00000
 1133.0   -0.04401    0.00000
 1134.0   -0.04535    0.00000
 1135.0   -0.04568    0.00000
 1136.0   -0.04701    0.00000
 1137.0   -0.04835    0.00000
 1138.0   -0.04868    0.00000
 1139.0   -0.05001    0.00000
 1140.0   -0.05135    0.00000
 1141.0   -0.05168    0.00000
 1142.0   -0.05301    0.00000
 1143.0   -0.05435    0.00000
 1144.0   -0.05502    0.00000
 1145.0   -0.05635    0.00000
 1146.0   -0.05768    0.00000
 1147.0   -0.05902    0.00000
 1148.0   -0.05935    0.00000
 1149.0   -0.06068    0.00000
 1150.0   -0.06202    0.00000
 1151.0   -0.06235    0.00000
 1152.0   -0.06368    0.00000
 1153.0   -0.06502    0.00000
 1154.0   -0.06569    0.00000
 1155.0   -0.06702    0.00000
 1156.0   -0.06835    0.00000
 1157.0   -0.06869    0.00000
 1158.0   -0.07002    0.00000
 1159.0   -0.07169    0.00000
 1160.0   -0.07202    0.00000
 1161.0   -0.07335    0.00000
 1162.0   -0.07369    0.00000
 1163.0   -0.07502    0.00000
 1164.0   -0.07669    0.00000
 1165.0   -0.07702    0.00000
 1166.0   -0.07836    0.00000
 1167.0   -0.08002    0.00000
 1168.0   -0.08036    0.00000
 1169.0   -0.08169    0.00000
 1170.0   -0.08302    0.00000
 1171.0   -0.08369    0.00000
 1172.0   -0.08502    0.00000
 1173.0   -0.08636    0.00000
 1174.0   -0.08702    0.00000
 1175.0   -0.08836    0.00000
 1176.0   -0.08869    0.00000
 1177.0   -0.09036    0.00000
 1178.0   -0.09169    0.00000
 1179.0   -0.09203    0.00000
 1180.0   -0.09369    0.00000
 1181.0   -0.09403    0.00000
 1182.0   -0.09569    0.00000
 1183.0   -0.09703    0.00000
 1184.0   -0.09736    0.00000
 1185.0   -0.09903    0.00000
 1186.0   -0.09936    0.00000
 1187.0   -0.10103    0.00000
 1188.0   -0.10236    0.00000
 1189.0   -0.10303    0.00000
 1190.0   -0.10436    0.00000
 1191.0   -0.10470    0.00000
 1192.0   -0.10636    0.00000
 1193.0   -0.10770    0.00000
 1194.0   -0.10836    0.00000
 1195.0   -0.10970    0.00000
 1196.0   -0.11036    0.00000
 1197.0   -0.11170    0.00000
 1198.0   -0.11337    0.00000
 1199.0   -0.11370    0.00000
 1200.0   -0.11537    0.00000
 1201.0   -0.11570    0.00000
 1202.0   -0.11737    0.00000
 1203.0   -0.11770    0.00000
 1204.0   -0.11937    0.00000
 1205.0   -0.12003    0.00000
 1206.0   -0.12137    0.00000
 1207.0   -0.12303    0.00000
 1208.0   -0.12337    0.00000
 1209.0   -0.12503    0.00000
 1210.0   -0.12537    0.00000
 1211.0   -0.12704    0.00000
 1212.0   -0.12770    0.00000
 1213.0   -0.12904    0.00000
 1214.0   -0.12970    0.00000
 1215.0   -0.13104    0.00000
 1216.0   -0.13170    0.00000
 1217.0   -0.13337    0.00000
 1218.0   -0.13470    0.00000
 1219.0   -0.13537    0.00000
 1220.0   -0.13704    0.00000
 1221.0   -0.13737    0.00000
 1222.0   -0.13904    0.00000
 1223.0   -0.13971    0.00000
 1224.0   -0.14104    0.00000
 1225.0   -0.14171    0.00000
 1226.0   -0.14304    0.00000
 1227.0   -0.14371    0.00000
 1228.0   -0.14537    0.00000
 1229.0   -0.14571    0.00000
 1230.0   -0.14737    0.00000
 1231.0   -0.14804    0.00000
 1232.0   -0.14971    0.00000
 1233.0   -0.15004    0.00000
 1234.0   -0.15171    0.00000
 1235.0   -0.15238    0.00000
 1236.0   -0.15371    0.00000
 1237.0   -0.15438    0.00000
 1238.0   -0.15604   -0.00033
 1239.0   -0.15638   -0.00033
 1240.0   -0.15804   -0.00033
 1241.0   -0.15871   -0.00033
 1242.0   -0.16038   -0.00033
 1243.0   -0.16071   -0.00033
 1244.0   -0.16238   -0.00033
 1245.0   -0.16305   -0.00033
 1246.0   -0.16371   -0.00033
 1247.0   -0.16505   -0.00033
 1248.0   -0.16571   -0.00033
 1249.0   -0.16738   -0.00033
 1250.0   -0.16805   -0.00033
 1251.0   -0.16971   -0.00033
 1252.0   -0.17005   -0.00033
 1253.0   -0.17171   -0.00033
 1254.0   -0.17238   -0.00033
 1255.0   -0.17405   -0.00033
 1256.0   -0.17438   -0.00033
 1257.0   -0.17605   -0.00033
 1258.0   -0.17672   -0.00033
 1259.0   -0.17738   -0.00033
 1260.0   -0.17905   -0.00033
 1261.0   -0.17938   -0.00033
 1262.0   -0.18105   -0.00033
 1263.0   -0.18172   -0.00033
 1264.0   -0.18338   -0.00033
 1265.0   -0.18405   -0.00033
 1266.0   -0.18438   -0.00033
 1267.0   -0.18605   -0.00033
 1268.0   -0.18672   -0.00033
 1269.0   -0.18839   -0.00033
 1270.0   -0.18905   -0.00033
 1271.0   -0.19072   -0.00033
 1272.0   -0.19139   -0.00033
 1273.0   -0.19172   -0.00033
 1274.0   -0.19339   -0.00033
 1275.0   -0.19405   -0.00033
 1276.0   -0.19572   -0.00033
 1277.0   -0.19639   -0.00033
 1278.0   -0.19706   -0.00033
 1279.0   -0.19839   -0.00033
 1280.0   -0.19906   -0.00033
 1281.0   -0.20072   -0.00033
 1282.0   -0.20139   -0.00033
 1283.0   -0.20306   -0.00033
 1284.0   -0.20372   -0.00033
 1285.0   -0.20406   -0.00033
 1286.0   -0.20572   -0.00033
 1287.0   -0.20639   -0.00033
 1288.0   -0.20706   -0.00033
 1289.0   -0.20873   -0.00033
 1290.0   -0.20939   -0.00033
 1291.0   -0.21106   -0.00033
 1292.0   -0.21173   -0.00033
 1293.0   -0.21239   -0.00033
 1294.0   -0.21373   -0.00033
 1295.0   -0.21439   -0.00033
 1296.0   -0.21606   -0.00033
 1297.0   -0.21673   -0.00067
 1298.0   -0.21739   -0.00067
 1299.0   -0.21906   -0.00067
 1300.0   -0.21973   -0.00067
 1301.0   -0.22039   -0.00067
 1302.0   -0.22206   -0.00067
 1303.0   -0.22273   -0.00067
 1304.0   -0.22406   -0.00067
 1305.0   -0.22473   -0.00067
 1306.0   -0.22540   -0.00067
 1307.0   -0.22706   -0.00067
 1308.0   -0.22773   -0.00067
 1309.0   -0.22840   -0.00067
 1310.0   -0.23006   -0.00067
 1311.0   -0.23040   -0.00067
 1312.0   -0.23106   -0.00067
 1313.0   -0.23273   -0.00067
 1314.0   -0.23340   -0.00067
 1315.0   -0.23407   -0.00067
 1316.0   -0.23573   -0.00067
 1317.0   -0.23640   -0.00067
 1318.0   -0.23707   -0.00067
 1319.0   -0.23873   -0.00067
 1320.0   -0.23940   -0.00067
 1321.0   -0.24007   -0.00067
 1322.0   -0.24140   -0.00067
 1323.0   -0.24207   -0.00067
 1324.0   -0.24273   -0.00067
 1325.0   -0.24440   -0.00067
 1326.0   -0.24507   -0.00100
 1327.0   -0.24574   -0.00100
 1328.0   -0.24740   -0.00100
 1329.0   -0.24807   -0.00100
 1330.0   -0.24874   -0.00100
 1331.0   -0.25040   -0.00100
 1332.0   -0.25107   -0.00100
 1333.0   -0.25174   -0.00100
 1334.0   -0.25307   -0.00100
 1335.0   -0.25374   -0.00100
 1336.0   -0.25440   -0.00100
 1337.0   -0.25607   -0.00100
 1338.0   -0.25674   -0.00100
 1339.0   -0.25741   -0.00100
 1340.0   -0.25907   -0.00100
 1341.0   -0.25974   -0.00100
 1342.0   -0.26041   -0.00100
 1343.0   -0.26107   -0.00100
 1344.0   -0.26274   -0.00100
 1345.0   -0.26307   -0.00100
 1346.0   -0.26374   -0.00133
 1347.0   -0.26541   -0.00133
 1348.0   -0.26607   -0.00133
 1349.0   -0.26674   -0.00133
 1350.0   -0.26841   -0.00133
 1351.0   -0.26908   -0.00133
 1352.0   -0.26974   -0.00133
 1353.0   -0.27041   -0.00133
 1354.0   -0.27208   -0.00133
 1355.0   -0.27241   -0.00133
 1356.0   -0.27308   -0.00133
 1357.0   -0.27474   -0.00133
 1358.0   -0.27541   -0.00133
 1359.0   -0.27608   -0.00133
 1360.0   -0.27674   -0.00133
 1361.0   -0.27841   -0.00167
 1362.0   -0.27908   -0.00167
 1363.0   -0.27974   -0.00167
 1364.0   -0.28141   -0.00167
 1365.0   -0.28175   -0.00167
