   W         M4-(pi+_n)
 (MeV)      Re         Im
 1080.0    0.00000    0.00000
 1081.0    0.00000    0.00000
 1082.0    0.00033    0.00000
 1083.0    0.00033    0.00000
 1084.0    0.00133    0.00000
 1085.0    0.00133    0.00000
 1086.0    0.00133    0.00000
 1087.0    0.00133    0.00000
 1088.0    0.00133    0.00000
 1089.0    0.00167    0.00000
 1090.0    0.00167    0.00000
 1091.0    0.00167    0.00000
 1092.0    0.00267    0.00000
 1093.0    0.00267    0.00000
 1094.0    0.00300    0.00000
 1095.0    0.00300    0.00000
 1096.0    0.00300    0.00000
 1097.0    0.00300    0.00000
 1098.0    0.00433    0.00000
 1099.0    0.00433    0.00000
 1100.0    0.00433    0.00000
 1101.0    0.00467    0.00000
 1102.0    0.00467    0.00000
 1103.0    0.00467    0.00000
 1104.0    0.00567    0.00000
 1105.0    0.00600    0.00000
 1106.0    0.00600    0.00000
 1107.0    0.00600    0.00000
 1108.0    0.00734    0.00000
 1109.0    0.00734    0.00000
 1110.0    0.00734    0.00000
 1111.0    0.00767    0.00000
 1112.0    0.00767    0.00000
 1113.0    0.00867    0.00000
 1114.0    0.00900    0.00000
 1115.0    0.00900    0.00000
 1116.0    0.00900    0.00000
 1117.0    0.01034    0.00000
 1118.0    0.01034    0.00000
 1119.0    0.01034    0.00000
 1120.0    0.01067    0.00000
 1121.0    0.01167    0.00000
 1122.0    0.01167    0.00000
 1123.0    0.01200    0.00000
 1124.0    0.01200    0.00000
 1125.0    0.01334    0.00000
 1126.0    0.01334    0.00000
 1127.0    0.01334    0.00000
 1128.0    0.01467    0.00000
 1129.0    0.01467    0.00000
 1130.0    0.01467    0.00000
 1131.0    0.01500    0.00000
 1132.0    0.01600    0.00000
 1133.0    0.01600    0.00000
 1134.0    0.01634    0.00000
 1135.0    0.01634    0.00000
 1136.0    0.01767    0.00000
 1137.0    0.01767    0.00000
 1138.0    0.01767    0.00000
 1139.0    0.01901    0.00000
 1140.0    0.01901    0.00000
 1141.0    0.01901    0.00000
 1142.0    0.01934    0.00000
 1143.0    0.02034    0.00000
 1144.0    0.02067    0.00000
 1145.0    0.02067    0.00000
 1146.0    0.02167    0.00000
 1147.0    0.02201    0.00000
 1148.0    0.02201    0.00000
 1149.0    0.02201    0.00000
 1150.0    0.02334    0.00000
 1151.0    0.02334    0.00000
 1152.0    0.02334    0.00000
 1153.0    0.02467    0.00000
 1154.0    0.02467    0.00000
 1155.0    0.02501    0.00000
 1156.0    0.02501    0.00000
 1157.0    0.02601    0.00000
 1158.0    0.02634    0.00000
 1159.0    0.02634    0.00000
 1160.0    0.02734    0.00000
 1161.0    0.02767    0.00000
 1162.0    0.02767    0.00000
 1163.0    0.02767    0.00000
 1164.0    0.02901    0.00000
 1165.0    0.02901    0.00000
 1166.0    0.02901    0.00000
 1167.0    0.03034    0.00000
 1168.0    0.03034    0.00000
 1169.0    0.03034    0.00000
 1170.0    0.03068    0.00000
 1171.0    0.03168    0.00000
 1172.0    0.03168    0.00000
 1173.0    0.03201    0.00000
 1174.0    0.03301    0.00000
 1175.0    0.03301    0.00000
 1176.0    0.03334    0.00000
 1177.0    0.03334    0.00000
 1178.0    0.03434    0.00000
 1179.0    0.03468    0.00000
 1180.0    0.03468    0.00000
 1181.0    0.03568    0.00000
 1182.0    0.03601    0.00000
 1183.0    0.03601    0.00000
 1184.0    0.03601    0.00000
 1185.0    0.03701    0.00000
 1186.0    0.03734    0.00000
 1187.0    0.03734    0.00000
 1188.0    0.03834    0.00000
 1189.0    0.03868    0.00000
 1190.0    0.03868    0.00000
 1191.0    0.03868    0.00000
 1192.0    0.04001    0.00000
 1193.0    0.04001    0.00000
 1194.0    0.04001    0.00000
 1195.0    0.04001    0.00000
 1196.0    0.04134    0.00000
 1197.0    0.04134    0.00000
 1198.0    0.04134    0.00000
 1199.0    0.04168    0.00000
 1200.0    0.04268    0.00000
 1201.0    0.04268    0.00000
 1202.0    0.04268    0.00000
 1203.0    0.04401    0.00000
 1204.0    0.04401    0.00000
 1205.0    0.04401    0.00000
 1206.0    0.04401    0.00000
 1207.0    0.04535    0.00000
 1208.0    0.04535    0.00000
 1209.0    0.04535    0.00000
 1210.0    0.04535    0.00000
 1211.0    0.04668    0.00000
 1212.0    0.04668    0.00000
 1213.0    0.04668    0.00000
 1214.0    0.04668    0.00000
 1215.0    0.04801    0.00000
 1216.0    0.04801    0.00000
 1217.0    0.04801    0.00000
 1218.0    0.04801    0.00000
 1219.0    0.04935    0.00000
 1220.0    0.04935    0.00000
 1221.0    0.04935    0.00000
 1222.0    0.04935    0.00000
 1223.0    0.05035    0.00000
 1224.0    0.05068    0.00000
 1225.0    0.05068    0.00000
 1226.0    0.05068    0.00000
 1227.0    0.05168    0.00000
 1228.0    0.05201    0.00000
 1229.0    0.05201    0.00000
 1230.0    0.05201    0.00000
 1231.0    0.05301    0.00000
 1232.0    0.05301    0.00000
 1233.0    0.05335    0.00000
 1234.0    0.05335    0.00000
 1235.0    0.05335    0.00000
 1236.0    0.05435    0.00000
 1237.0    0.05435    0.00000
 1238.0    0.05468    0.00000
 1239.0    0.05468    0.00000
 1240.0    0.05568    0.00000
