   W           E0+(pi0_p)
 (MeV)       Re          Im
1073.52    -1.223004    0.000000
1073.59    -1.218279    0.000000
1073.67    -1.211882    0.000000
1073.76    -1.204923    0.000000
1073.86    -1.197452    0.000000
1073.96    -1.189272    0.000000
1074.08    -1.180062    0.000000
1074.20    -1.170040    0.000000
1074.33    -1.159310    0.000000
1074.47    -1.147649    0.000000
1074.62    -1.134994    0.000000
1074.77    -1.121477    0.000000
1074.94    -1.106886    0.000000
1075.11    -1.091192    0.000000
1075.29    -1.074417    0.000000
1075.48    -1.056337    0.000000
1075.67    -1.037020    0.000000
1075.88    -1.016238    0.000000
1076.09    -0.993984    0.000000
1076.31    -0.970047    0.000000
1076.54    -0.944351    0.000000
1076.78    -0.916633    0.000000
1077.02    -0.886779    0.000000
1077.27    -0.854452    0.000000
1077.54    -0.819453    0.000000
1077.80    -0.781398    0.000000
1078.08    -0.739910    0.000000
1078.36    -0.694395    0.000000
1078.66    -0.644330    0.000000
1078.96    -0.587244    0.000000
1079.26    -0.397853    0.122030
1079.58    -0.370347    0.325354
1079.90    -0.363462    0.426783
1080.23    -0.363684    0.504667
1080.57    -0.367443    0.579220
1080.92    -0.373489    0.644636
1081.27    -0.380946    0.705779
1081.63    -0.389486    0.763239
1082.00    -0.399199    0.817812
1082.37    -0.409798    0.870073
1082.76    -0.420969    0.920391
1083.15    -0.432679    0.969085
1083.54    -0.445161    1.016374
1083.95    -0.459024    1.062452
1084.36    -0.475051    1.107468
1084.78    -0.492678    1.151553
1085.20    -0.511444    1.194804
1085.63    -0.531447    1.237299
1086.07    -0.553393    1.279204
1086.52    -0.578627    1.319887
1086.97    -0.606489    1.346072
1087.43    -0.635384    1.371493
1087.90    -0.664193    1.397668
1088.37    -0.691753    1.424366
1088.85    -0.716743    1.451163
1089.34    -0.739811    1.477662
1089.83    -0.762009    1.503398
1090.33    -0.783966    1.527885
1090.84    -0.806187    1.550603
1091.35    -0.828854    1.571084
1091.87    -0.851545    1.589411
1092.40    -0.873768    1.605794
1092.93    -0.894802    1.620498
1093.47    -0.913881    1.633807
1094.01    -0.931560    1.646019
1094.56    -0.948270    1.657478
1095.12    -0.963971    1.668524
1095.68    -0.978361    1.679523
