   W         M2+(eta_p)
 1626.0    0.064076   0.014026
 1627.0    0.064017   0.014706
 1628.0    0.063957   0.015387
 1629.0    0.063898   0.016068
 1630.0    0.063838   0.016749
 1631.0    0.063701   0.017439
 1632.0    0.063564   0.018130
 1633.0    0.063427   0.018820
 1634.0    0.063291   0.019510
 1635.0    0.063154   0.020201
 1636.0    0.062945   0.020885
 1637.0    0.062736   0.021569
 1638.0    0.062528   0.022252
 1639.0    0.062319   0.022936
 1640.0    0.062110   0.023620
 1641.0    0.061829   0.024288
 1642.0    0.061547   0.024956
 1643.0    0.061265   0.025624
 1644.0    0.060983   0.026292
 1645.0    0.060702   0.026960
 1646.0    0.060350   0.027601
 1647.0    0.059998   0.028242
 1648.0    0.059646   0.028883
 1649.0    0.059294   0.029524
 1650.0    0.058942   0.030165
 1651.0    0.058525   0.030768
 1652.0    0.058108   0.031372
 1653.0    0.057690   0.031976
 1654.0    0.057273   0.032580
 1655.0    0.056855   0.033183
 1656.0    0.056380   0.033741
 1657.0    0.055905   0.034298
 1658.0    0.055430   0.034855
 1659.0    0.054954   0.035413
 1660.0    0.054479   0.035970
 1661.0    0.053954   0.036474
 1662.0    0.053430   0.036978
 1663.0    0.052905   0.037482
 1664.0    0.052381   0.037986
 1665.0    0.051856   0.038490
 1666.0    0.051291   0.038937
 1667.0    0.050726   0.039383
 1668.0    0.050161   0.039829
 1669.0    0.049596   0.040275
 1670.0    0.049032   0.040721
 1671.0    0.048436   0.041106
 1672.0    0.047840   0.041492
 1673.0    0.047244   0.041878
 1674.0    0.046648   0.042263
 1675.0    0.046052   0.042649
 1676.0    0.045434   0.042974
 1677.0    0.044816   0.043299
 1678.0    0.044198   0.043624
 1679.0    0.043579   0.043949
 1680.0    0.042961   0.044274
 1681.0    0.042328   0.044540
 1682.0    0.041694   0.044806
 1683.0    0.041061   0.045072
 1684.0    0.040427   0.045337
 1685.0    0.039794   0.045603
 1686.0    0.039152   0.045812
 1687.0    0.038509   0.046021
 1688.0    0.037866   0.046230
 1689.0    0.037224   0.046439
 1690.0    0.036581   0.046648
 1691.0    0.035934   0.046804
 1692.0    0.035287   0.046960
 1693.0    0.034640   0.047115
 1694.0    0.033993   0.047271
 1695.0    0.033346   0.047427
 1696.0    0.032697   0.047532
 1697.0    0.032049   0.047638
 1698.0    0.031400   0.047744
 1699.0    0.030752   0.047849
 1700.0    0.030103   0.047955
 1701.0    0.029455   0.048014
 1702.0    0.028807   0.048074
 1703.0    0.028159   0.048133
 1704.0    0.027511   0.048192
 1705.0    0.026864   0.048251
 1706.0    0.026215   0.048270
 1707.0    0.025567   0.048288
 1708.0    0.024918   0.048306
 1709.0    0.024269   0.048324
 1710.0    0.023621   0.048342
 1711.0    0.022981   0.048314
 1712.0    0.022342   0.048287
 1713.0    0.021702   0.048260
 1714.0    0.021062   0.048232
 1715.0    0.020423   0.048205
 1716.0    0.019782   0.048142
 1717.0    0.019142   0.048079
 1718.0    0.018502   0.048016
 1719.0    0.017862   0.047954
 1720.0    0.017222   0.047891
 1721.0    0.016585   0.047793
 1722.0    0.015948   0.047695
 1723.0    0.015311   0.047597
 1724.0    0.014675   0.047499
 1725.0    0.014038   0.047401
 1726.0    0.013404   0.047268
 1727.0    0.012770   0.047136
 1728.0    0.012137   0.047004
 1729.0    0.011503   0.046871
 1730.0    0.010869   0.046739
 1731.0    0.010239   0.046573
 1732.0    0.009609   0.046408
 1733.0    0.008978   0.046242
 1734.0    0.008348   0.046077
 1735.0    0.007718   0.045911
 1736.0    0.007091   0.045714
 1737.0    0.006464   0.045516
 1738.0    0.005837   0.045318
 1739.0    0.005211   0.045120
 1740.0    0.004584   0.044923
 1741.0    0.003961   0.044693
 1742.0    0.003338   0.044464
 1743.0    0.002715   0.044235
 1744.0    0.002093   0.044005
 1745.0    0.001470   0.043776
 1746.0    0.000851   0.043516
 1747.0    0.000233   0.043255
 1748.0   -0.000385   0.042994
 1749.0   -0.001004   0.042734
 1750.0   -0.001622   0.042473
 1751.0   -0.002235   0.042181
 1752.0   -0.002848   0.041889
 1753.0   -0.003461   0.041597
 1754.0   -0.004074   0.041305
 1755.0   -0.004688   0.041013
 1756.0   -0.005295   0.040690
 1757.0   -0.005901   0.040367
 1758.0   -0.006508   0.040043
 1759.0   -0.007115   0.039720
 1760.0   -0.007722   0.039397
 1761.0   -0.008322   0.039043
 1762.0   -0.008923   0.038689
 1763.0   -0.009523   0.038336
 1764.0   -0.010123   0.037982
 1765.0   -0.010723   0.037628
 1766.0   -0.011314   0.037242
 1767.0   -0.011905   0.036855
 1768.0   -0.012496   0.036468
 1769.0   -0.013087   0.036081
 1770.0   -0.013678   0.035694
 1771.0   -0.014260   0.035275
 1772.0   -0.014841   0.034856
 1773.0   -0.015422   0.034437
 1774.0   -0.016003   0.034018
 1775.0   -0.016584   0.033600
 1776.0   -0.017153   0.033148
 1777.0   -0.017723   0.032696
 1778.0   -0.018292   0.032245
 1779.0   -0.018862   0.031793
 1780.0   -0.019431   0.031342
 1781.0   -0.019987   0.030857
 1782.0   -0.020543   0.030373
 1783.0   -0.021099   0.029888
 1784.0   -0.021655   0.029404
 1785.0   -0.022211   0.028919
 1786.0   -0.022751   0.028401
 1787.0   -0.023292   0.027883
 1788.0   -0.023832   0.027366
 1789.0   -0.024373   0.026848
 1790.0   -0.024913   0.026330
 1791.0   -0.025436   0.025778
 1792.0   -0.025959   0.025227
 1793.0   -0.026482   0.024675
 1794.0   -0.027005   0.024123
 1795.0   -0.027528   0.023572
 1796.0   -0.028032   0.022987
 1797.0   -0.028535   0.022401
 1798.0   -0.029038   0.021816
 1799.0   -0.029541   0.021230
 1800.0   -0.030044   0.020645
 1801.0   -0.030525   0.020025
 1802.0   -0.031005   0.019404
 1803.0   -0.031485   0.018784
 1804.0   -0.031966   0.018163
 1805.0   -0.032446   0.017542
 1806.0   -0.032903   0.016889
 1807.0   -0.033359   0.016236
 1808.0   -0.033816   0.015583
 1809.0   -0.034273   0.014930
 1810.0   -0.034730   0.014277
 1811.0   -0.035160   0.013591
 1812.0   -0.035590   0.012904
 1813.0   -0.036020   0.012218
 1814.0   -0.036450   0.011531
 1815.0   -0.036880   0.010845
 1816.0   -0.037279   0.010124
 1817.0   -0.037679   0.009403
 1818.0   -0.038078   0.008681
 1819.0   -0.038477   0.007960
 1820.0   -0.038877   0.007239
 1821.0   -0.039244   0.006485
 1822.0   -0.039610   0.005731
 1823.0   -0.039977   0.004977
 1824.0   -0.040344   0.004223
 1825.0   -0.040711   0.003469
 1826.0   -0.041042   0.002682
 1827.0   -0.041373   0.001895
 1828.0   -0.041705   0.001109
 1829.0   -0.042036   0.000322
 1830.0   -0.042367  -0.000464
 1831.0   -0.042660  -0.001283
 1832.0   -0.042953  -0.002101
 1833.0   -0.043246  -0.002920
 1834.0   -0.043538  -0.003738
 1835.0   -0.043831  -0.004556
 1836.0   -0.044083  -0.005405
 1837.0   -0.044334  -0.006254
 1838.0   -0.044585  -0.007102
 1839.0   -0.044837  -0.007951
 1840.0   -0.045088  -0.008799
 1841.0   -0.045294  -0.009679
 1842.0   -0.045499  -0.010558
 1843.0   -0.045705  -0.011438
 1844.0   -0.045910  -0.012318
 1845.0   -0.046116  -0.013197
 1846.0   -0.046275  -0.014103
 1847.0   -0.046435  -0.015009
 1848.0   -0.046595  -0.015915
 1849.0   -0.046755  -0.016821
 1850.0   -0.046914  -0.017727
 1851.0   -0.047023  -0.018660
 1852.0   -0.047131  -0.019592
 1853.0   -0.047240  -0.020525
 1854.0   -0.047348  -0.021457
 1855.0   -0.047456  -0.022390
 1856.0   -0.047509  -0.023347
 1857.0   -0.047562  -0.024304
 1858.0   -0.047614  -0.025262
 1859.0   -0.047667  -0.026219
 1860.0   -0.047720  -0.027177
 1861.0   -0.047716  -0.028155
 1862.0   -0.047713  -0.029134
 1863.0   -0.047710  -0.030112
 1864.0   -0.047707  -0.031091
 1865.0   -0.047703  -0.032069
 1866.0   -0.047644  -0.033065
 1867.0   -0.047584  -0.034061
 1868.0   -0.047525  -0.035056
 1869.0   -0.047466  -0.036052
 1870.0   -0.047406  -0.037048
 1871.0   -0.047281  -0.038061
 1872.0   -0.047155  -0.039074
 1873.0   -0.047030  -0.040088
 1874.0   -0.046904  -0.041101
 1875.0   -0.046779  -0.042114
 1876.0   -0.046588  -0.043140
 1877.0   -0.046397  -0.044166
 1878.0   -0.046206  -0.045192
 1879.0   -0.046015  -0.046218
 1880.0   -0.045824  -0.047244
 1881.0   -0.045565  -0.048279
 1882.0   -0.045305  -0.049314
 1883.0   -0.045046  -0.050349
 1884.0   -0.044787  -0.051384
 1885.0   -0.044527  -0.052419
 1886.0   -0.044197  -0.053459
 1887.0   -0.043867  -0.054500
 1888.0   -0.043536  -0.055540
 1889.0   -0.043206  -0.056580
 1890.0   -0.042876  -0.057620
 1891.0   -0.042472  -0.058661
 1892.0   -0.042069  -0.059702
 1893.0   -0.041665  -0.060743
 1894.0   -0.041262  -0.061785
 1895.0   -0.040858  -0.062826
 1896.0   -0.040379  -0.063863
 1897.0   -0.039900  -0.064900
 1898.0   -0.039422  -0.065938
 1899.0   -0.038943  -0.066975
 1900.0   -0.038464  -0.068012
 1901.0   -0.037908  -0.069041
 1902.0   -0.037352  -0.070069
 1903.0   -0.036796  -0.071098
 1904.0   -0.036240  -0.072127
 1905.0   -0.035684  -0.073155
 1906.0   -0.035049  -0.074170
 1907.0   -0.034415  -0.075185
 1908.0   -0.033780  -0.076199
 1909.0   -0.033146  -0.077214
 1910.0   -0.032511  -0.078229
 1911.0   -0.031797  -0.079224
 1912.0   -0.031083  -0.080219
 1913.0   -0.030369  -0.081214
 1914.0   -0.029655  -0.082209
 1915.0   -0.028941  -0.083204
 1916.0   -0.028147  -0.084174
 1917.0   -0.027352  -0.085144
 1918.0   -0.026558  -0.086113
 1919.0   -0.025763  -0.087083
 1920.0   -0.024969  -0.088053
 1921.0   -0.024094  -0.088991
 1922.0   -0.023219  -0.089930
 1923.0   -0.022344  -0.090868
 1924.0   -0.021469  -0.091806
 1925.0   -0.020594  -0.092745
 1926.0   -0.019639  -0.093645
 1927.0   -0.018684  -0.094546
 1928.0   -0.017729  -0.095446
 1929.0   -0.016774  -0.096347
 1930.0   -0.015819  -0.097247
 1931.0   -0.014785  -0.098103
 1932.0   -0.013751  -0.098960
 1933.0   -0.012716  -0.099816
 1934.0   -0.011682  -0.100673
 1935.0   -0.010648  -0.101529
 1936.0   -0.009536  -0.102334
 1937.0   -0.008424  -0.103140
 1938.0   -0.007312  -0.103945
 1939.0   -0.006200  -0.104751
 1940.0   -0.005087  -0.105556
 1941.0   -0.003900  -0.106304
 1942.0   -0.002712  -0.107052
 1943.0   -0.001524  -0.107801
 1944.0   -0.000336  -0.108549
 1945.0    0.000852  -0.109297
 1946.0    0.002112  -0.109981
 1947.0    0.003373  -0.110665
 1948.0    0.004634  -0.111349
 1949.0    0.005895  -0.112033
 1950.0    0.007156  -0.112717
 1951.0    0.008486  -0.113330
 1952.0    0.009816  -0.113943
 1953.0    0.011146  -0.114557
 1954.0    0.012477  -0.115170
 1955.0    0.013807  -0.115783
 1956.0    0.015203  -0.116319
 1957.0    0.016598  -0.116856
 1958.0    0.017994  -0.117392
 1959.0    0.019390  -0.117928
 1960.0    0.020786  -0.118464
 1961.0    0.022242  -0.118917
 1962.0    0.023698  -0.119370
 1963.0    0.025155  -0.119823
 1964.0    0.026611  -0.120276
 1965.0    0.028067  -0.120728
 1966.0    0.029579  -0.121092
 1967.0    0.031090  -0.121456
 1968.0    0.032602  -0.121820
 1969.0    0.034114  -0.122184
 1970.0    0.035625  -0.122548
 1971.0    0.037186  -0.122817
