   W         M4-(eta_p)
 1762.0   -0.003431  -0.007571
 1763.0   -0.003417  -0.007643
 1764.0   -0.003404  -0.007715
 1765.0   -0.003390  -0.007788
 1766.0   -0.003374  -0.007861
 1767.0   -0.003357  -0.007935
 1768.0   -0.003340  -0.008008
 1769.0   -0.003323  -0.008082
 1770.0   -0.003307  -0.008155
 1771.0   -0.003286  -0.008230
 1772.0   -0.003266  -0.008305
 1773.0   -0.003246  -0.008379
 1774.0   -0.003226  -0.008454
 1775.0   -0.003205  -0.008528
 1776.0   -0.003182  -0.008604
 1777.0   -0.003158  -0.008680
 1778.0   -0.003134  -0.008755
 1779.0   -0.003110  -0.008831
 1780.0   -0.003086  -0.008907
 1781.0   -0.003059  -0.008983
 1782.0   -0.003031  -0.009060
 1783.0   -0.003003  -0.009136
 1784.0   -0.002976  -0.009213
 1785.0   -0.002948  -0.009289
 1786.0   -0.002917  -0.009367
 1787.0   -0.002885  -0.009444
 1788.0   -0.002854  -0.009521
 1789.0   -0.002822  -0.009598
 1790.0   -0.002791  -0.009676
 1791.0   -0.002755  -0.009754
 1792.0   -0.002720  -0.009831
 1793.0   -0.002684  -0.009909
 1794.0   -0.002649  -0.009987
 1795.0   -0.002613  -0.010065
 1796.0   -0.002573  -0.010144
 1797.0   -0.002534  -0.010222
 1798.0   -0.002494  -0.010300
 1799.0   -0.002454  -0.010379
 1800.0   -0.002414  -0.010457
 1801.0   -0.002370  -0.010536
 1802.0   -0.002326  -0.010614
 1803.0   -0.002282  -0.010693
 1804.0   -0.002238  -0.010772
 1805.0   -0.002194  -0.010851
 1806.0   -0.002145  -0.010929
 1807.0   -0.002097  -0.011008
 1808.0   -0.002048  -0.011087
 1809.0   -0.002000  -0.011166
 1810.0   -0.001951  -0.011245
 1811.0   -0.001898  -0.011324
 1812.0   -0.001845  -0.011403
 1813.0   -0.001792  -0.011482
 1814.0   -0.001739  -0.011560
 1815.0   -0.001685  -0.011639
 1816.0   -0.001628  -0.011718
 1817.0   -0.001570  -0.011797
 1818.0   -0.001512  -0.011875
 1819.0   -0.001454  -0.011954
 1820.0   -0.001396  -0.012033
 1821.0   -0.001333  -0.012111
 1822.0   -0.001270  -0.012189
 1823.0   -0.001207  -0.012267
 1824.0   -0.001145  -0.012346
 1825.0   -0.001082  -0.012424
 1826.0   -0.001014  -0.012502
 1827.0   -0.000946  -0.012579
 1828.0   -0.000878  -0.012657
 1829.0   -0.000811  -0.012735
 1830.0   -0.000743  -0.012813
 1831.0   -0.000670  -0.012890
 1832.0   -0.000597  -0.012967
 1833.0   -0.000524  -0.013043
 1834.0   -0.000451  -0.013120
 1835.0   -0.000378  -0.013197
 1836.0   -0.000300  -0.013273
 1837.0   -0.000221  -0.013349
 1838.0   -0.000143  -0.013425
 1839.0   -0.000065  -0.013501
 1840.0    0.000014  -0.013577
 1841.0    0.000097  -0.013652
 1842.0    0.000180  -0.013726
 1843.0    0.000263  -0.013800
 1844.0    0.000346  -0.013874
 1845.0    0.000429  -0.013948
 1846.0    0.000518  -0.014022
 1847.0    0.000607  -0.014095
 1848.0    0.000697  -0.014169
 1849.0    0.000786  -0.014242
 1850.0    0.000875  -0.014316
 1851.0    0.000970  -0.014387
 1852.0    0.001065  -0.014459
 1853.0    0.001159  -0.014530
 1854.0    0.001254  -0.014602
 1855.0    0.001349  -0.014673
 1856.0    0.001449  -0.014743
 1857.0    0.001549  -0.014812
 1858.0    0.001650  -0.014882
 1859.0    0.001750  -0.014951
 1860.0    0.001851  -0.015021
 1861.0    0.001957  -0.015088
 1862.0    0.002063  -0.015155
 1863.0    0.002169  -0.015223
 1864.0    0.002275  -0.015290
 1865.0    0.002381  -0.015357
 1866.0    0.002493  -0.015422
 1867.0    0.002605  -0.015487
 1868.0    0.002717  -0.015551
 1869.0    0.002829  -0.015616
 1870.0    0.002941  -0.015681
 1871.0    0.003059  -0.015743
 1872.0    0.003177  -0.015805
 1873.0    0.003295  -0.015867
 1874.0    0.003413  -0.015928
 1875.0    0.003531  -0.015990
 1876.0    0.003655  -0.016049
 1877.0    0.003779  -0.016108
 1878.0    0.003903  -0.016167
 1879.0    0.004027  -0.016225
 1880.0    0.004151  -0.016284
 1881.0    0.004281  -0.016339
 1882.0    0.004411  -0.016395
 1883.0    0.004541  -0.016450
 1884.0    0.004671  -0.016505
 1885.0    0.004801  -0.016561
 1886.0    0.004937  -0.016612
 1887.0    0.005073  -0.016664
 1888.0    0.005209  -0.016715
 1889.0    0.005346  -0.016767
 1890.0    0.005482  -0.016818
 1891.0    0.005624  -0.016866
 1892.0    0.005766  -0.016913
 1893.0    0.005909  -0.016960
 1894.0    0.006051  -0.017008
 1895.0    0.006194  -0.017055
 1896.0    0.006342  -0.017098
 1897.0    0.006491  -0.017141
 1898.0    0.006639  -0.017184
 1899.0    0.006788  -0.017226
 1900.0    0.006936  -0.017269
 1901.0    0.007091  -0.017307
 1902.0    0.007246  -0.017345
 1903.0    0.007401  -0.017383
 1904.0    0.007556  -0.017421
 1905.0    0.007710  -0.017459
 1906.0    0.007871  -0.017492
 1907.0    0.008032  -0.017525
 1908.0    0.008193  -0.017558
 1909.0    0.008354  -0.017590
 1910.0    0.008515  -0.017623
 1911.0    0.008683  -0.017650
 1912.0    0.008850  -0.017677
 1913.0    0.009017  -0.017704
 1914.0    0.009184  -0.017731
 1915.0    0.009351  -0.017758
 1916.0    0.009525  -0.017779
 1917.0    0.009698  -0.017800
 1918.0    0.009872  -0.017821
 1919.0    0.010045  -0.017842
 1920.0    0.010218  -0.017863
 1921.0    0.010398  -0.017877
 1922.0    0.010578  -0.017892
 1923.0    0.010757  -0.017906
 1924.0    0.010937  -0.017921
 1925.0    0.011116  -0.017935
 1926.0    0.011302  -0.017943
 1927.0    0.011487  -0.017950
 1928.0    0.011673  -0.017958
 1929.0    0.011859  -0.017965
 1930.0    0.012044  -0.017973
 1931.0    0.012236  -0.017973
 1932.0    0.012427  -0.017973
 1933.0    0.012619  -0.017973
 1934.0    0.012810  -0.017973
 1935.0    0.013002  -0.017973
 1936.0    0.013199  -0.017965
 1937.0    0.013397  -0.017957
 1938.0    0.013594  -0.017949
 1939.0    0.013792  -0.017941
 1940.0    0.013989  -0.017933
 1941.0    0.014192  -0.017917
 1942.0    0.014395  -0.017900
 1943.0    0.014598  -0.017884
 1944.0    0.014801  -0.017868
 1945.0    0.015004  -0.017851
 1946.0    0.015213  -0.017826
 1947.0    0.015422  -0.017801
 1948.0    0.015630  -0.017775
 1949.0    0.015839  -0.017750
 1950.0    0.016047  -0.017725
 1951.0    0.016261  -0.017690
 1952.0    0.016475  -0.017655
 1953.0    0.016689  -0.017620
 1954.0    0.016903  -0.017585
 1955.0    0.017117  -0.017551
 1956.0    0.017336  -0.017506
 1957.0    0.017555  -0.017461
 1958.0    0.017774  -0.017416
 1959.0    0.017993  -0.017371
 1960.0    0.018212  -0.017327
 1961.0    0.018436  -0.017271
 1962.0    0.018659  -0.017216
 1963.0    0.018883  -0.017160
 1964.0    0.019107  -0.017105
 1965.0    0.019331  -0.017050
 1966.0    0.019559  -0.016983
 1967.0    0.019787  -0.016916
 1968.0    0.020015  -0.016850
 1969.0    0.020243  -0.016783
 1970.0    0.020471  -0.016717
 1971.0    0.020704  -0.016638
