   W         E2-(eta_p)
 1573.0    0.230953  -0.582625
 1574.0    0.233908  -0.580250
 1575.0    0.236863  -0.577876
 1576.0    0.239193  -0.575355
 1577.0    0.241523  -0.572835
 1578.0    0.243853  -0.570314
 1579.0    0.246183  -0.567793
 1580.0    0.248513  -0.565272
 1581.0    0.250289  -0.562692
 1582.0    0.252065  -0.560113
 1583.0    0.253842  -0.557533
 1584.0    0.255618  -0.554954
 1585.0    0.257394  -0.552374
 1586.0    0.258691  -0.549804
 1587.0    0.259987  -0.547233
 1588.0    0.261283  -0.544663
 1589.0    0.262579  -0.542093
 1590.0    0.263876  -0.539522
 1591.0    0.264759  -0.537009
 1592.0    0.265642  -0.534495
 1593.0    0.266526  -0.531982
 1594.0    0.267409  -0.529468
 1595.0    0.268293  -0.526955
 1596.0    0.268826  -0.524532
 1597.0    0.269358  -0.522109
 1598.0    0.269891  -0.519686
 1599.0    0.270424  -0.517264
 1600.0    0.270957  -0.514841
 1601.0    0.271194  -0.512531
 1602.0    0.271432  -0.510222
 1603.0    0.271670  -0.507913
 1604.0    0.271908  -0.505604
 1605.0    0.272145  -0.503295
 1606.0    0.272138  -0.501114
 1607.0    0.272131  -0.498933
 1608.0    0.272124  -0.496752
 1609.0    0.272116  -0.494571
 1610.0    0.272109  -0.492390
 1611.0    0.271900  -0.490346
 1612.0    0.271692  -0.488301
 1613.0    0.271483  -0.486257
 1614.0    0.271275  -0.484212
 1615.0    0.271066  -0.482168
 1616.0    0.270695  -0.480264
 1617.0    0.270324  -0.478360
 1618.0    0.269953  -0.476457
 1619.0    0.269582  -0.474553
 1620.0    0.269212  -0.472649
 1621.0    0.268712  -0.470886
 1622.0    0.268213  -0.469123
 1623.0    0.267713  -0.467360
 1624.0    0.267214  -0.465597
 1625.0    0.266715  -0.463834
 1626.0    0.266118  -0.462210
 1627.0    0.265520  -0.460587
 1628.0    0.264923  -0.458963
 1629.0    0.264326  -0.457340
 1630.0    0.263729  -0.455716
 1631.0    0.263058  -0.454225
 1632.0    0.262388  -0.452735
 1633.0    0.261717  -0.451244
 1634.0    0.261046  -0.449753
 1635.0    0.260375  -0.448262
 1636.0    0.259656  -0.446901
 1637.0    0.258936  -0.445539
 1638.0    0.258217  -0.444177
 1639.0    0.257498  -0.442816
 1640.0    0.256778  -0.441454
 1641.0    0.256030  -0.440214
 1642.0    0.255281  -0.438973
 1643.0    0.254533  -0.437733
 1644.0    0.253784  -0.436493
 1645.0    0.253036  -0.435253
 1646.0    0.252270  -0.434130
 1647.0    0.251505  -0.433006
 1648.0    0.250740  -0.431883
 1649.0    0.249975  -0.430760
 1650.0    0.249210  -0.429637
 1651.0    0.248458  -0.428611
 1652.0    0.247706  -0.427585
 1653.0    0.246955  -0.426560
 1654.0    0.246203  -0.425534
 1655.0    0.245451  -0.424509
 1656.0    0.244714  -0.423576
 1657.0    0.243976  -0.422644
 1658.0    0.243238  -0.421711
 1659.0    0.242500  -0.420779
 1660.0    0.241763  -0.419846
 1661.0    0.241052  -0.418992
 1662.0    0.240342  -0.418139
 1663.0    0.239631  -0.417285
 1664.0    0.238921  -0.416431
 1665.0    0.238211  -0.415577
 1666.0    0.237538  -0.414819
 1667.0    0.236866  -0.414062
 1668.0    0.236194  -0.413304
 1669.0    0.235522  -0.412546
 1670.0    0.234849  -0.411788
 1671.0    0.234222  -0.411076
 1672.0    0.233594  -0.410365
 1673.0    0.232967  -0.409654
 1674.0    0.232339  -0.408942
 1675.0    0.231712  -0.408231
 1676.0    0.231135  -0.407569
 1677.0    0.230558  -0.406907
 1678.0    0.229981  -0.406245
 1679.0    0.229404  -0.405583
 1680.0    0.228827  -0.404921
 1681.0    0.228304  -0.404295
 1682.0    0.227781  -0.403670
 1683.0    0.227258  -0.403044
 1684.0    0.226735  -0.402418
 1685.0    0.226211  -0.401793
 1686.0    0.225744  -0.401191
 1687.0    0.225276  -0.400589
 1688.0    0.224808  -0.399987
 1689.0    0.224340  -0.399385
 1690.0    0.223872  -0.398783
 1691.0    0.223459  -0.398193
 1692.0    0.223046  -0.397603
 1693.0    0.222633  -0.397013
 1694.0    0.222220  -0.396423
 1695.0    0.221808  -0.395832
 1696.0    0.221447  -0.395242
 1697.0    0.221087  -0.394652
 1698.0    0.220727  -0.394062
 1699.0    0.220366  -0.393472
 1700.0    0.220006  -0.392882
 1701.0    0.219695  -0.392281
 1702.0    0.219383  -0.391681
 1703.0    0.219072  -0.391080
 1704.0    0.218761  -0.390480
 1705.0    0.218449  -0.389879
 1706.0    0.218181  -0.389259
 1707.0    0.217913  -0.388638
 1708.0    0.217645  -0.388017
 1709.0    0.217378  -0.387396
 1710.0    0.217110  -0.386776
 1711.0    0.216880  -0.386129
 1712.0    0.216651  -0.385482
 1713.0    0.216422  -0.384835
 1714.0    0.216192  -0.384188
 1715.0    0.215963  -0.383541
 1716.0    0.215764  -0.382860
 1717.0    0.215565  -0.382179
 1718.0    0.215366  -0.381498
 1719.0    0.215167  -0.380818
 1720.0    0.214968  -0.380137
 1721.0    0.214793  -0.379417
 1722.0    0.214617  -0.378697
 1723.0    0.214441  -0.377977
 1724.0    0.214266  -0.377257
 1725.0    0.214090  -0.376537
 1726.0    0.213932  -0.375776
 1727.0    0.213773  -0.375014
 1728.0    0.213615  -0.374253
 1729.0    0.213457  -0.373491
 1730.0    0.213299  -0.372730
 1731.0    0.213151  -0.371927
 1732.0    0.213004  -0.371124
 1733.0    0.212857  -0.370321
 1734.0    0.212709  -0.369518
 1735.0    0.212562  -0.368715
 1736.0    0.212420  -0.367871
 1737.0    0.212278  -0.367027
 1738.0    0.212136  -0.366182
 1739.0    0.211994  -0.365338
 1740.0    0.211852  -0.364494
 1741.0    0.211710  -0.363608
 1742.0    0.211569  -0.362723
 1743.0    0.211427  -0.361838
 1744.0    0.211286  -0.360952
 1745.0    0.211144  -0.360067
 1746.0    0.210999  -0.359142
 1747.0    0.210855  -0.358218
 1748.0    0.210710  -0.357294
 1749.0    0.210565  -0.356370
 1750.0    0.210421  -0.355445
 1751.0    0.210270  -0.354484
 1752.0    0.210119  -0.353523
 1753.0    0.209969  -0.352562
 1754.0    0.209818  -0.351601
 1755.0    0.209668  -0.350640
 1756.0    0.209509  -0.349644
 1757.0    0.209351  -0.348649
 1758.0    0.209193  -0.347653
 1759.0    0.209035  -0.346658
 1760.0    0.208876  -0.345662
 1761.0    0.208708  -0.344634
 1762.0    0.208540  -0.343605
 1763.0    0.208372  -0.342577
 1764.0    0.208204  -0.341548
 1765.0    0.208036  -0.340520
 1766.0    0.207860  -0.339460
 1767.0    0.207683  -0.338401
 1768.0    0.207507  -0.337342
 1769.0    0.207331  -0.336282
 1770.0    0.207154  -0.335223
 1771.0    0.206969  -0.334133
 1772.0    0.206783  -0.333043
 1773.0    0.206597  -0.331954
 1774.0    0.206411  -0.330864
 1775.0    0.206225  -0.329774
 1776.0    0.206030  -0.328654
 1777.0    0.205836  -0.327534
 1778.0    0.205641  -0.326414
 1779.0    0.205446  -0.325293
 1780.0    0.205251  -0.324173
 1781.0    0.205046  -0.323022
 1782.0    0.204842  -0.321871
 1783.0    0.204638  -0.320719
 1784.0    0.204434  -0.319568
 1785.0    0.204230  -0.318417
 1786.0    0.203995  -0.317144
 1787.0    0.203759  -0.315872
 1788.0    0.203524  -0.314599
 1789.0    0.203289  -0.313327
 1790.0    0.203054  -0.312055
 1791.0    0.202851  -0.310923
 1792.0    0.202649  -0.309790
 1793.0    0.202446  -0.308658
 1794.0    0.202244  -0.307526
 1795.0    0.202042  -0.306394
 1796.0    0.201805  -0.305135
 1797.0    0.201569  -0.303876
 1798.0    0.201333  -0.302617
 1799.0    0.201097  -0.301358
 1800.0    0.200860  -0.300099
 1801.0    0.200609  -0.298796
 1802.0    0.200358  -0.297493
 1803.0    0.200107  -0.296191
 1804.0    0.199856  -0.294888
 1805.0    0.199605  -0.293585
 1806.0    0.199334  -0.292235
 1807.0    0.199062  -0.290885
 1808.0    0.198791  -0.289535
 1809.0    0.198519  -0.288185
 1810.0    0.198248  -0.286835
 1811.0    0.197950  -0.285433
 1812.0    0.197652  -0.284030
 1813.0    0.197355  -0.282628
 1814.0    0.197057  -0.281226
 1815.0    0.196759  -0.279824
 1816.0    0.196428  -0.278365
 1817.0    0.196096  -0.276907
 1818.0    0.195765  -0.275448
 1819.0    0.195433  -0.273989
 1820.0    0.195102  -0.272530
 1821.0    0.194726  -0.271012
 1822.0    0.194350  -0.269493
 1823.0    0.193974  -0.267975
 1824.0    0.193598  -0.266457
 1825.0    0.193222  -0.264938
 1826.0    0.192790  -0.263359
 1827.0    0.192358  -0.261779
 1828.0    0.191926  -0.260199
 1829.0    0.191494  -0.258619
 1830.0    0.191062  -0.257039
 1831.0    0.190560  -0.255398
 1832.0    0.190058  -0.253757
 1833.0    0.189556  -0.252116
 1834.0    0.189054  -0.250475
 1835.0    0.188552  -0.248834
 1836.0    0.187966  -0.247135
 1837.0    0.187379  -0.245436
 1838.0    0.186792  -0.243737
 1839.0    0.186206  -0.242038
 1840.0    0.185619  -0.240339
 1841.0    0.184932  -0.238584
 1842.0    0.184244  -0.236828
 1843.0    0.183556  -0.235073
 1844.0    0.182869  -0.233317
 1845.0    0.182181  -0.231562
 1846.0    0.181377  -0.229769
 1847.0    0.180573  -0.227976
 1848.0    0.179770  -0.226183
 1849.0    0.178966  -0.224389
 1850.0    0.178162  -0.222596
 1851.0    0.177227  -0.220770
 1852.0    0.176293  -0.218943
 1853.0    0.175358  -0.217117
 1854.0    0.174423  -0.215290
 1855.0    0.173488  -0.213464
 1856.0    0.172409  -0.211623
 1857.0    0.171330  -0.209782
 1858.0    0.170250  -0.207940
 1859.0    0.169171  -0.206099
 1860.0    0.168092  -0.204258
 1861.0    0.166858  -0.202422
 1862.0    0.165624  -0.200586
 1863.0    0.164390  -0.198750
 1864.0    0.163156  -0.196914
 1865.0    0.161922  -0.195078
 1866.0    0.160527  -0.193269
 1867.0    0.159131  -0.191460
 1868.0    0.157736  -0.189652
 1869.0    0.156341  -0.187843
 1870.0    0.154945  -0.186034
 1871.0    0.153385  -0.184275
 1872.0    0.151825  -0.182516
 1873.0    0.150264  -0.180757
 1874.0    0.148704  -0.178997
 1875.0    0.147144  -0.177238
 1876.0    0.145420  -0.175553
 1877.0    0.143696  -0.173868
 1878.0    0.141972  -0.172182
 1879.0    0.140248  -0.170497
 1880.0    0.138524  -0.168812
 1881.0    0.136642  -0.167224
 1882.0    0.134761  -0.165636
 1883.0    0.132879  -0.164048
 1884.0    0.130997  -0.162460
 1885.0    0.129115  -0.160872
 1886.0    0.127085  -0.159404
 1887.0    0.125055  -0.157936
 1888.0    0.123025  -0.156467
 1889.0    0.120995  -0.154999
 1890.0    0.118965  -0.153531
 1891.0    0.116800  -0.152202
 1892.0    0.114635  -0.150873
 1893.0    0.112469  -0.149544
 1894.0    0.110304  -0.148215
 1895.0    0.108139  -0.146886
 1896.0    0.105854  -0.145713
 1897.0    0.103570  -0.144541
 1898.0    0.101285  -0.143368
 1899.0    0.099001  -0.142196
 1900.0    0.096716  -0.141023
 1901.0    0.094330  -0.140021
 1902.0    0.091944  -0.139018
 1903.0    0.089558  -0.138016
 1904.0    0.087172  -0.137014
 1905.0    0.084786  -0.136012
 1906.0    0.082318  -0.135190
 1907.0    0.079849  -0.134369
 1908.0    0.077381  -0.133547
 1909.0    0.074913  -0.132726
 1910.0    0.072444  -0.131904
 1911.0    0.069913  -0.131271
 1912.0    0.067382  -0.130638
 1913.0    0.064851  -0.130004
 1914.0    0.062320  -0.129371
 1915.0    0.059789  -0.128738
 1916.0    0.057214  -0.128297
 1917.0    0.054639  -0.127856
 1918.0    0.052064  -0.127415
 1919.0    0.049490  -0.126974
 1920.0    0.046915  -0.126533
 1921.0    0.044315  -0.126286
 1922.0    0.041715  -0.126039
 1923.0    0.039116  -0.125793
 1924.0    0.036516  -0.125546
 1925.0    0.033916  -0.125299
 1926.0    0.031309  -0.125246
 1927.0    0.028702  -0.125193
 1928.0    0.026095  -0.125140
 1929.0    0.023488  -0.125087
 1930.0    0.020881  -0.125034
 1931.0    0.018283  -0.125172
 1932.0    0.015685  -0.125311
 1933.0    0.013087  -0.125449
 1934.0    0.010489  -0.125588
 1935.0    0.007891  -0.125726
 1936.0    0.005317  -0.126052
 1937.0    0.002743  -0.126379
 1938.0    0.000169  -0.126705
 1939.0   -0.002405  -0.127031
 1940.0   -0.004979  -0.127358
 1941.0   -0.007515  -0.127867
 1942.0   -0.010051  -0.128377
 1943.0   -0.012587  -0.128887
 1944.0   -0.015122  -0.129397
 1945.0   -0.017658  -0.129907
 1946.0   -0.020144  -0.130595
 1947.0   -0.022629  -0.131283
 1948.0   -0.025115  -0.131971
 1949.0   -0.027600  -0.132659
 1950.0   -0.030085  -0.133347
 1951.0   -0.032509  -0.134208
 1952.0   -0.034932  -0.135068
 1953.0   -0.037355  -0.135929
 1954.0   -0.039778  -0.136790
 1955.0   -0.042201  -0.137650
 1956.0   -0.044552  -0.138677
 1957.0   -0.046902  -0.139704
 1958.0   -0.049253  -0.140732
 1959.0   -0.051603  -0.141759
 1960.0   -0.053954  -0.142786
 1961.0   -0.056222  -0.143974
 1962.0   -0.058489  -0.145162
 1963.0   -0.060757  -0.146350
 1964.0   -0.063025  -0.147537
 1965.0   -0.065293  -0.148725
 1966.0   -0.067469  -0.150068
 1967.0   -0.069645  -0.151410
 1968.0   -0.071821  -0.152752
 1969.0   -0.073996  -0.154095
 1970.0   -0.076172  -0.155437
 1971.0   -0.078247  -0.156927
