   W         E3-(eta_p)
 1575.0   -0.044288   0.003046
 1576.0   -0.045262   0.002940
 1577.0   -0.046237   0.002835
 1578.0   -0.047211   0.002729
 1579.0   -0.048186   0.002624
 1580.0   -0.049160   0.002518
 1581.0   -0.050204   0.002361
 1582.0   -0.051247   0.002204
 1583.0   -0.052291   0.002047
 1584.0   -0.053334   0.001890
 1585.0   -0.054377   0.001733
 1586.0   -0.055493   0.001513
 1587.0   -0.056609   0.001293
 1588.0   -0.057725   0.001073
 1589.0   -0.058841   0.000853
 1590.0   -0.059957   0.000632
 1591.0   -0.061147   0.000335
 1592.0   -0.062338   0.000037
 1593.0   -0.063529  -0.000261
 1594.0   -0.064719  -0.000559
 1595.0   -0.065910  -0.000857
 1596.0   -0.067176  -0.001249
 1597.0   -0.068441  -0.001642
 1598.0   -0.069707  -0.002035
 1599.0   -0.070973  -0.002427
 1600.0   -0.072239  -0.002820
 1601.0   -0.073579  -0.003328
 1602.0   -0.074919  -0.003836
 1603.0   -0.076259  -0.004343
 1604.0   -0.077599  -0.004851
 1605.0   -0.078939  -0.005359
 1606.0   -0.080348  -0.006006
 1607.0   -0.081758  -0.006652
 1608.0   -0.083167  -0.007298
 1609.0   -0.084576  -0.007945
 1610.0   -0.085985  -0.008591
 1611.0   -0.087454  -0.009403
 1612.0   -0.088923  -0.010215
 1613.0   -0.090392  -0.011027
 1614.0   -0.091862  -0.011839
 1615.0   -0.093331  -0.012651
 1616.0   -0.094844  -0.013658
 1617.0   -0.096357  -0.014665
 1618.0   -0.097870  -0.015672
 1619.0   -0.099383  -0.016679
 1620.0   -0.100896  -0.017687
 1621.0   -0.102428  -0.018921
 1622.0   -0.103960  -0.020155
 1623.0   -0.105493  -0.021389
 1624.0   -0.107025  -0.022623
 1625.0   -0.108557  -0.023857
 1626.0   -0.110073  -0.025350
 1627.0   -0.111589  -0.026843
 1628.0   -0.113106  -0.028336
 1629.0   -0.114622  -0.029829
 1630.0   -0.116138  -0.031322
 1631.0   -0.117589  -0.033102
 1632.0   -0.119041  -0.034882
 1633.0   -0.120492  -0.036662
 1634.0   -0.121943  -0.038442
 1635.0   -0.123395  -0.040222
 1636.0   -0.124718  -0.042311
 1637.0   -0.126041  -0.044399
 1638.0   -0.127364  -0.046487
 1639.0   -0.128687  -0.048575
 1640.0   -0.130010  -0.050663
 1641.0   -0.131126  -0.053066
 1642.0   -0.132243  -0.055468
 1643.0   -0.133359  -0.057871
 1644.0   -0.134476  -0.060274
 1645.0   -0.135592  -0.062676
 1646.0   -0.136412  -0.065377
 1647.0   -0.137232  -0.068078
 1648.0   -0.138051  -0.070779
 1649.0   -0.138871  -0.073481
 1650.0   -0.139691  -0.076182
 1651.0   -0.140119  -0.079136
 1652.0   -0.140547  -0.082090
 1653.0   -0.140975  -0.085045
 1654.0   -0.141403  -0.087999
 1655.0   -0.141831  -0.090953
 1656.0   -0.141777  -0.094078
 1657.0   -0.141723  -0.097202
 1658.0   -0.141669  -0.100327
 1659.0   -0.141615  -0.103452
 1660.0   -0.141561  -0.106577
 1661.0   -0.140963  -0.109764
 1662.0   -0.140365  -0.112951
 1663.0   -0.139767  -0.116138
 1664.0   -0.139169  -0.119325
 1665.0   -0.138572  -0.122513
 1666.0   -0.137395  -0.125612
 1667.0   -0.136219  -0.128711
 1668.0   -0.135043  -0.131810
 1669.0   -0.133866  -0.134909
 1670.0   -0.132690  -0.138009
 1671.0   -0.130958  -0.140870
 1672.0   -0.129226  -0.143731
 1673.0   -0.127493  -0.146592
 1674.0   -0.125761  -0.149454
 1675.0   -0.124029  -0.152315
 1676.0   -0.121814  -0.154796
 1677.0   -0.119599  -0.157277
 1678.0   -0.117384  -0.159758
 1679.0   -0.115169  -0.162239
 1680.0   -0.112954  -0.164720
 1681.0   -0.110375  -0.166711
 1682.0   -0.107795  -0.168703
 1683.0   -0.105215  -0.170694
 1684.0   -0.102635  -0.172685
 1685.0   -0.100055  -0.174677
 1686.0   -0.097255  -0.176117
 1687.0   -0.094455  -0.177557
 1688.0   -0.091654  -0.178997
 1689.0   -0.088854  -0.180437
 1690.0   -0.086053  -0.181877
 1691.0   -0.083181  -0.182756
 1692.0   -0.080309  -0.183636
 1693.0   -0.077437  -0.184515
 1694.0   -0.074565  -0.185394
 1695.0   -0.071693  -0.186274
 1696.0   -0.068883  -0.186628
 1697.0   -0.066072  -0.186983
 1698.0   -0.063261  -0.187338
 1699.0   -0.060451  -0.187693
 1700.0   -0.057640  -0.188047
 1701.0   -0.054996  -0.187946
 1702.0   -0.052351  -0.187845
 1703.0   -0.049706  -0.187744
 1704.0   -0.047062  -0.187642
 1705.0   -0.044417  -0.187541
 1706.0   -0.042009  -0.187069
 1707.0   -0.039601  -0.186597
 1708.0   -0.037193  -0.186125
 1709.0   -0.034785  -0.185653
 1710.0   -0.032377  -0.185181
 1711.0   -0.030243  -0.184427
 1712.0   -0.028110  -0.183674
 1713.0   -0.025977  -0.182920
 1714.0   -0.023844  -0.182167
 1715.0   -0.021711  -0.181413
 1716.0   -0.019865  -0.180461
 1717.0   -0.018020  -0.179508
 1718.0   -0.016174  -0.178555
 1719.0   -0.014329  -0.177602
 1720.0   -0.012483  -0.176649
 1721.0   -0.010917  -0.175569
 1722.0   -0.009352  -0.174488
 1723.0   -0.007786  -0.173408
 1724.0   -0.006221  -0.172327
 1725.0   -0.004655  -0.171247
 1726.0   -0.003351  -0.170096
 1727.0   -0.002046  -0.168945
 1728.0   -0.000741  -0.167794
 1729.0    0.000563  -0.166643
 1730.0    0.001868  -0.165492
 1731.0    0.002938  -0.164315
 1732.0    0.004007  -0.163138
 1733.0    0.005077  -0.161961
 1734.0    0.006147  -0.160784
 1735.0    0.007217  -0.159607
 1736.0    0.008081  -0.158436
 1737.0    0.008945  -0.157265
 1738.0    0.009808  -0.156093
 1739.0    0.010672  -0.154922
 1740.0    0.011536  -0.153751
 1741.0    0.012222  -0.152609
 1742.0    0.012909  -0.151466
 1743.0    0.013595  -0.150323
 1744.0    0.014281  -0.149181
 1745.0    0.014968  -0.148038
 1746.0    0.015503  -0.146939
 1747.0    0.016039  -0.145839
 1748.0    0.016575  -0.144740
 1749.0    0.017111  -0.143641
 1750.0    0.017647  -0.142541
 1751.0    0.018056  -0.141494
 1752.0    0.018465  -0.140446
 1753.0    0.018875  -0.139399
 1754.0    0.019284  -0.138351
 1755.0    0.019693  -0.137304
 1756.0    0.019998  -0.136313
 1757.0    0.020302  -0.135322
 1758.0    0.020606  -0.134331
 1759.0    0.020910  -0.133340
 1760.0    0.021215  -0.132349
 1761.0    0.021433  -0.131415
 1762.0    0.021650  -0.130482
 1763.0    0.021868  -0.129549
 1764.0    0.022086  -0.128616
 1765.0    0.022304  -0.127682
 1766.0    0.022450  -0.126806
 1767.0    0.022596  -0.125930
 1768.0    0.022742  -0.125053
 1769.0    0.022888  -0.124177
 1770.0    0.023034  -0.123300
 1771.0    0.023122  -0.122479
 1772.0    0.023210  -0.121657
 1773.0    0.023298  -0.120836
 1774.0    0.023386  -0.120014
 1775.0    0.023473  -0.119193
 1776.0    0.023514  -0.118423
 1777.0    0.023554  -0.117653
 1778.0    0.023594  -0.116883
 1779.0    0.023635  -0.116114
 1780.0    0.023675  -0.115344
 1781.0    0.023677  -0.114622
 1782.0    0.023678  -0.113901
 1783.0    0.023680  -0.113179
 1784.0    0.023682  -0.112458
 1785.0    0.023683  -0.111737
 1786.0    0.023654  -0.111060
 1787.0    0.023624  -0.110383
 1788.0    0.023594  -0.109706
 1789.0    0.023565  -0.109029
 1790.0    0.023535  -0.108352
 1791.0    0.023480  -0.107716
 1792.0    0.023425  -0.107079
 1793.0    0.023370  -0.106443
 1794.0    0.023315  -0.105807
 1795.0    0.023260  -0.105171
 1796.0    0.023184  -0.104572
 1797.0    0.023108  -0.103972
 1798.0    0.023032  -0.103373
 1799.0    0.022957  -0.102774
 1800.0    0.022881  -0.102175
 1801.0    0.022788  -0.101610
 1802.0    0.022694  -0.101044
 1803.0    0.022601  -0.100479
 1804.0    0.022507  -0.099914
 1805.0    0.022414  -0.099348
 1806.0    0.022302  -0.098814
 1807.0    0.022191  -0.098281
 1808.0    0.022080  -0.097747
 1809.0    0.021969  -0.097213
 1810.0    0.021858  -0.096679
 1811.0    0.021747  -0.096168
 1812.0    0.021636  -0.095658
 1813.0    0.021525  -0.095147
 1814.0    0.021415  -0.094637
 1815.0    0.021304  -0.094126
 1816.0    0.021176  -0.093642
 1817.0    0.021048  -0.093158
 1818.0    0.020920  -0.092675
 1819.0    0.020792  -0.092191
 1820.0    0.020664  -0.091707
 1821.0    0.020529  -0.091244
 1822.0    0.020394  -0.090782
 1823.0    0.020259  -0.090319
 1824.0    0.020124  -0.089857
 1825.0    0.019989  -0.089394
 1826.0    0.019846  -0.088951
 1827.0    0.019704  -0.088508
 1828.0    0.019562  -0.088064
 1829.0    0.019420  -0.087621
 1830.0    0.019278  -0.087178
 1831.0    0.019129  -0.086751
 1832.0    0.018981  -0.086325
 1833.0    0.018832  -0.085899
 1834.0    0.018684  -0.085472
 1835.0    0.018535  -0.085046
 1836.0    0.018380  -0.084635
 1837.0    0.018225  -0.084224
 1838.0    0.018070  -0.083814
 1839.0    0.017915  -0.083403
 1840.0    0.017761  -0.082992
 1841.0    0.017600  -0.082594
 1842.0    0.017439  -0.082197
 1843.0    0.017279  -0.081799
 1844.0    0.017118  -0.081402
 1845.0    0.016958  -0.081005
 1846.0    0.016792  -0.080619
 1847.0    0.016626  -0.080233
 1848.0    0.016460  -0.079848
 1849.0    0.016294  -0.079462
 1850.0    0.016128  -0.079077
 1851.0    0.015956  -0.078702
 1852.0    0.015784  -0.078327
 1853.0    0.015612  -0.077952
 1854.0    0.015440  -0.077578
 1855.0    0.015268  -0.077203
 1856.0    0.015089  -0.076838
 1857.0    0.014911  -0.076473
 1858.0    0.014732  -0.076108
 1859.0    0.014554  -0.075743
 1860.0    0.014376  -0.075378
 1861.0    0.014191  -0.075022
 1862.0    0.014006  -0.074665
 1863.0    0.013821  -0.074309
 1864.0    0.013637  -0.073953
 1865.0    0.013452  -0.073596
 1866.0    0.013261  -0.073247
 1867.0    0.013070  -0.072898
 1868.0    0.012878  -0.072550
 1869.0    0.012687  -0.072201
 1870.0    0.012496  -0.071852
 1871.0    0.012297  -0.071511
 1872.0    0.012098  -0.071170
 1873.0    0.011899  -0.070829
 1874.0    0.011700  -0.070488
 1875.0    0.011501  -0.070147
 1876.0    0.011294  -0.069812
 1877.0    0.011087  -0.069478
 1878.0    0.010880  -0.069144
 1879.0    0.010673  -0.068810
 1880.0    0.010466  -0.068476
 1881.0    0.010250  -0.068148
 1882.0    0.010035  -0.067821
 1883.0    0.009819  -0.067494
 1884.0    0.009604  -0.067166
 1885.0    0.009388  -0.066839
 1886.0    0.009164  -0.066518
 1887.0    0.008939  -0.066197
 1888.0    0.008714  -0.065876
 1889.0    0.008490  -0.065556
 1890.0    0.008265  -0.065235
 1891.0    0.008031  -0.064921
 1892.0    0.007796  -0.064607
 1893.0    0.007562  -0.064293
 1894.0    0.007328  -0.063978
 1895.0    0.007093  -0.063664
 1896.0    0.006849  -0.063357
 1897.0    0.006604  -0.063050
 1898.0    0.006360  -0.062743
 1899.0    0.006115  -0.062435
 1900.0    0.005871  -0.062128
 1901.0    0.005615  -0.061828
 1902.0    0.005360  -0.061528
 1903.0    0.005105  -0.061228
 1904.0    0.004849  -0.060928
 1905.0    0.004594  -0.060628
 1906.0    0.004327  -0.060336
 1907.0    0.004061  -0.060043
 1908.0    0.003794  -0.059751
 1909.0    0.003528  -0.059458
 1910.0    0.003261  -0.059166
 1911.0    0.002983  -0.058882
 1912.0    0.002705  -0.058598
 1913.0    0.002427  -0.058314
 1914.0    0.002148  -0.058030
 1915.0    0.001870  -0.057745
 1916.0    0.001580  -0.057470
 1917.0    0.001290  -0.057195
 1918.0    0.001000  -0.056920
 1919.0    0.000710  -0.056644
 1920.0    0.000420  -0.056369
 1921.0    0.000117  -0.056103
 1922.0   -0.000185  -0.055838
 1923.0   -0.000487  -0.055572
 1924.0   -0.000789  -0.055306
 1925.0   -0.001092  -0.055041
 1926.0   -0.001406  -0.054785
 1927.0   -0.001721  -0.054530
 1928.0   -0.002035  -0.054275
 1929.0   -0.002350  -0.054020
 1930.0   -0.002664  -0.053765
 1931.0   -0.002991  -0.053521
 1932.0   -0.003318  -0.053278
 1933.0   -0.003645  -0.053034
 1934.0   -0.003971  -0.052790
 1935.0   -0.004298  -0.052546
 1936.0   -0.004637  -0.052315
 1937.0   -0.004976  -0.052084
 1938.0   -0.005315  -0.051852
 1939.0   -0.005654  -0.051621
 1940.0   -0.005993  -0.051390
 1941.0   -0.006344  -0.051172
 1942.0   -0.006694  -0.050954
 1943.0   -0.007045  -0.050736
 1944.0   -0.007396  -0.050518
 1945.0   -0.007747  -0.050300
 1946.0   -0.008109  -0.050096
 1947.0   -0.008472  -0.049892
 1948.0   -0.008834  -0.049689
 1949.0   -0.009196  -0.049485
 1950.0   -0.009559  -0.049281
 1951.0   -0.009932  -0.049093
 1952.0   -0.010305  -0.048904
 1953.0   -0.010678  -0.048716
 1954.0   -0.011052  -0.048528
 1955.0   -0.011425  -0.048339
 1956.0   -0.011808  -0.048167
 1957.0   -0.012192  -0.047995
 1958.0   -0.012576  -0.047823
 1959.0   -0.012959  -0.047651
 1960.0   -0.013343  -0.047479
 1961.0   -0.013736  -0.047324
 1962.0   -0.014129  -0.047170
 1963.0   -0.014522  -0.047015
 1964.0   -0.014915  -0.046860
 1965.0   -0.015308  -0.046705
 1966.0   -0.015710  -0.046568
 1967.0   -0.016111  -0.046431
 1968.0   -0.016513  -0.046294
 1969.0   -0.016915  -0.046158
 1970.0   -0.017316  -0.046021
 1971.0   -0.017726  -0.045903
