   W         M2-(eta_p)
 (MeV)      Re         Im
 1486.0   -0.004744  -0.000142
 1487.0   -0.007970  -0.007325
 1488.0   -0.011196  -0.014507
 1489.0   -0.014423  -0.021690
 1490.0   -0.017649  -0.028872
 1491.0   -0.020876  -0.036055
 1492.0   -0.024102  -0.043237
 1493.0   -0.027329  -0.050420
 1494.0   -0.030555  -0.057602
 1495.0   -0.033782  -0.064785
 1496.0   -0.036007  -0.072499
 1497.0   -0.038233  -0.080213
 1498.0   -0.040458  -0.087926
 1499.0   -0.042684  -0.095640
 1500.0   -0.044909  -0.103354
 1501.0   -0.045989  -0.111346
 1502.0   -0.047068  -0.119338
 1503.0   -0.048148  -0.127330
 1504.0   -0.049227  -0.135322
 1505.0   -0.050307  -0.143315
 1506.0   -0.050180  -0.151287
 1507.0   -0.050054  -0.159260
 1508.0   -0.049927  -0.167233
 1509.0   -0.049801  -0.175206
 1510.0   -0.049674  -0.183179
 1511.0   -0.048388  -0.190824
 1512.0   -0.047102  -0.198470
 1513.0   -0.045816  -0.206116
 1514.0   -0.044530  -0.213761
 1515.0   -0.043244  -0.221407
 1516.0   -0.040947  -0.228455
 1517.0   -0.038650  -0.235502
 1518.0   -0.036353  -0.242550
 1519.0   -0.034055  -0.249598
 1520.0   -0.031758  -0.256646
 1521.0   -0.028670  -0.262900
 1522.0   -0.025581  -0.269154
 1523.0   -0.022493  -0.275408
 1524.0   -0.019404  -0.281663
 1525.0   -0.016316  -0.287917
 1526.0   -0.012692  -0.293272
 1527.0   -0.009068  -0.298628
 1528.0   -0.005445  -0.303983
 1529.0   -0.001821  -0.309339
 1530.0    0.001803  -0.314694
 1531.0    0.005713  -0.319136
 1532.0    0.009623  -0.323578
 1533.0    0.013533  -0.328020
 1534.0    0.017443  -0.332462
 1535.0    0.021353  -0.336904
 1536.0    0.025333  -0.340487
 1537.0    0.029312  -0.344070
 1538.0    0.033292  -0.347654
 1539.0    0.037272  -0.351237
 1540.0    0.041251  -0.354820
 1541.0    0.045134  -0.357645
 1542.0    0.049017  -0.360470
 1543.0    0.052901  -0.363295
 1544.0    0.056784  -0.366120
 1545.0    0.060667  -0.368945
 1546.0    0.064339  -0.371133
 1547.0    0.068011  -0.373322
 1548.0    0.071682  -0.375510
 1549.0    0.075354  -0.377699
 1550.0    0.079026  -0.379888
 1551.0    0.082422  -0.381567
 1552.0    0.085817  -0.383246
 1553.0    0.089213  -0.384925
 1554.0    0.092608  -0.386605
 1555.0    0.096004  -0.388284
 1556.0    0.099093  -0.389568
 1557.0    0.102181  -0.390852
 1558.0    0.105270  -0.392136
 1559.0    0.108359  -0.393420
 1560.0    0.111448  -0.394704
 1561.0    0.114225  -0.395696
 1562.0    0.117002  -0.396688
 1563.0    0.119779  -0.397680
 1564.0    0.122556  -0.398672
 1565.0    0.125333  -0.399664
 1566.0    0.127816  -0.400445
 1567.0    0.130298  -0.401226
 1568.0    0.132780  -0.402008
 1569.0    0.135262  -0.402789
 1570.0    0.137744  -0.403570
 1571.0    0.139957  -0.404207
 1572.0    0.142170  -0.404844
 1573.0    0.144382  -0.405481
 1574.0    0.146595  -0.406118
 1575.0    0.148807  -0.406755
 1576.0    0.150780  -0.407297
 1577.0    0.152752  -0.407839
 1578.0    0.154724  -0.408382
 1579.0    0.156697  -0.408924
 1580.0    0.158669  -0.409466
 1581.0    0.160437  -0.409954
 1582.0    0.162206  -0.410442
 1583.0    0.163974  -0.410931
 1584.0    0.165742  -0.411419
 1585.0    0.167510  -0.411907
 1586.0    0.169104  -0.412366
 1587.0    0.170697  -0.412824
 1588.0    0.172291  -0.413283
 1589.0    0.173884  -0.413742
 1590.0    0.175478  -0.414200
 1591.0    0.176928  -0.414649
 1592.0    0.178377  -0.415097
 1593.0    0.179827  -0.415545
 1594.0    0.181277  -0.415994
 1595.0    0.182727  -0.416442
 1596.0    0.184061  -0.416893
 1597.0    0.185395  -0.417343
 1598.0    0.186729  -0.417793
 1599.0    0.188063  -0.418243
 1600.0    0.189397  -0.418694
 1601.0    0.190640  -0.419153
 1602.0    0.191883  -0.419613
 1603.0    0.193126  -0.420072
 1604.0    0.194369  -0.420532
 1605.0    0.195612  -0.420991
 1606.0    0.196787  -0.421463
 1607.0    0.197961  -0.421935
 1608.0    0.199136  -0.422407
 1609.0    0.200310  -0.422879
 1610.0    0.201485  -0.423351
 1611.0    0.202610  -0.423835
 1612.0    0.203735  -0.424320
 1613.0    0.204861  -0.424804
 1614.0    0.205986  -0.425289
 1615.0    0.207111  -0.425774
 1616.0    0.208204  -0.426269
 1617.0    0.209298  -0.426765
 1618.0    0.210391  -0.427261
 1619.0    0.211484  -0.427756
 1620.0    0.212577  -0.428252
 1621.0    0.213652  -0.428755
 1622.0    0.214728  -0.429259
 1623.0    0.215803  -0.429762
 1624.0    0.216879  -0.430265
 1625.0    0.217954  -0.430769
 1626.0    0.219024  -0.431273
 1627.0    0.220093  -0.431778
 1628.0    0.221162  -0.432282
 1629.0    0.222232  -0.432787
 1630.0    0.223301  -0.433292
 1631.0    0.224378  -0.433796
 1632.0    0.225454  -0.434301
 1633.0    0.226531  -0.434806
 1634.0    0.227608  -0.435310
 1635.0    0.228684  -0.435815
 1636.0    0.229775  -0.436309
 1637.0    0.230865  -0.436804
 1638.0    0.231955  -0.437298
 1639.0    0.233045  -0.437792
 1640.0    0.234135  -0.438287
 1641.0    0.235247  -0.438765
 1642.0    0.236359  -0.439243
 1643.0    0.237470  -0.439722
 1644.0    0.238582  -0.440200
 1645.0    0.239694  -0.440678
 1646.0    0.240830  -0.441136
 1647.0    0.241966  -0.441594
 1648.0    0.243102  -0.442052
 1649.0    0.244239  -0.442509
 1650.0    0.245375  -0.442967
 1651.0    0.246547  -0.443389
 1652.0    0.247719  -0.443811
 1653.0    0.248891  -0.444232
 1654.0    0.250063  -0.444654
 1655.0    0.251235  -0.445075
 1656.0    0.252443  -0.445456
 1657.0    0.253652  -0.445837
 1658.0    0.254860  -0.446218
 1659.0    0.256068  -0.446599
 1660.0    0.257277  -0.446980
 1661.0    0.258526  -0.447309
 1662.0    0.259775  -0.447637
 1663.0    0.261024  -0.447966
 1664.0    0.262273  -0.448294
 1665.0    0.263522  -0.448623
 1666.0    0.264782  -0.448919
 1667.0    0.266041  -0.449216
 1668.0    0.267301  -0.449512
 1669.0    0.268561  -0.449808
 1670.0    0.269821  -0.450105
 1671.0    0.271128  -0.450324
 1672.0    0.272436  -0.450543
 1673.0    0.273744  -0.450762
 1674.0    0.275051  -0.450981
 1675.0    0.276359  -0.451200
 1676.0    0.277696  -0.451350
 1677.0    0.279032  -0.451499
 1678.0    0.280369  -0.451648
 1679.0    0.281705  -0.451798
 1680.0    0.283042  -0.451947
 1681.0    0.284403  -0.452019
 1682.0    0.285764  -0.452090
 1683.0    0.287125  -0.452162
 1684.0    0.288486  -0.452234
 1685.0    0.289847  -0.452306
 1686.0    0.291226  -0.452293
 1687.0    0.292605  -0.452281
 1688.0    0.293984  -0.452269
 1689.0    0.295363  -0.452257
 1690.0    0.296742  -0.452245
 1691.0    0.298131  -0.452144
 1692.0    0.299520  -0.452043
 1693.0    0.300909  -0.451941
 1694.0    0.302298  -0.451840
 1695.0    0.303687  -0.451739
 1696.0    0.305077  -0.451545
 1697.0    0.306467  -0.451351
 1698.0    0.307857  -0.451157
 1699.0    0.309246  -0.450963
 1700.0    0.310636  -0.450769
 1701.0    0.312017  -0.450480
 1702.0    0.313398  -0.450191
 1703.0    0.314779  -0.449902
 1704.0    0.316160  -0.449613
 1705.0    0.317540  -0.449324
 1706.0    0.318901  -0.448940
 1707.0    0.320262  -0.448556
 1708.0    0.321622  -0.448172
 1709.0    0.322983  -0.447788
 1710.0    0.324343  -0.447404
 1711.0    0.325675  -0.446925
 1712.0    0.327007  -0.446446
 1713.0    0.328339  -0.445968
 1714.0    0.329671  -0.445489
 1715.0    0.331003  -0.445010
 1716.0    0.332293  -0.444441
 1717.0    0.333584  -0.443871
 1718.0    0.334875  -0.443302
 1719.0    0.336166  -0.442732
 1720.0    0.337457  -0.442163
 1721.0    0.338696  -0.441509
 1722.0    0.339935  -0.440854
 1723.0    0.341174  -0.440200
 1724.0    0.342413  -0.439545
 1725.0    0.343652  -0.438891
 1726.0    0.344832  -0.438157
 1727.0    0.346013  -0.437424
 1728.0    0.347193  -0.436690
 1729.0    0.348373  -0.435957
 1730.0    0.349553  -0.435223
 1731.0    0.350666  -0.434420
 1732.0    0.351780  -0.433617
 1733.0    0.352893  -0.432814
 1734.0    0.354007  -0.432011
 1735.0    0.355121  -0.431208
 1736.0    0.356163  -0.430345
 1737.0    0.357204  -0.429482
 1738.0    0.358246  -0.428619
 1739.0    0.359288  -0.427756
 1740.0    0.360330  -0.426892
 1741.0    0.361296  -0.425979
 1742.0    0.362263  -0.425065
 1743.0    0.363229  -0.424151
 1744.0    0.364196  -0.423237
 1745.0    0.365162  -0.422323
