   W         E3+(eta_p)
 (MeV)      Re         Im
 1486.0    0.000015   0.000004
 1487.0    0.000006   0.000002
 1488.0   -0.000003  -0.000001
 1489.0   -0.000012  -0.000003
 1490.0   -0.000020  -0.000006
 1491.0   -0.000029  -0.000008
 1492.0   -0.000038  -0.000011
 1493.0   -0.000046  -0.000013
 1494.0   -0.000055  -0.000016
 1495.0   -0.000064  -0.000018
 1496.0   -0.000075  -0.000022
 1497.0   -0.000086  -0.000026
 1498.0   -0.000098  -0.000029
 1499.0   -0.000109  -0.000033
 1500.0   -0.000120  -0.000037
 1501.0   -0.000135  -0.000040
 1502.0   -0.000149  -0.000044
 1503.0   -0.000164  -0.000047
 1504.0   -0.000178  -0.000051
 1505.0   -0.000193  -0.000054
 1506.0   -0.000209  -0.000059
 1507.0   -0.000226  -0.000063
 1508.0   -0.000243  -0.000067
 1509.0   -0.000259  -0.000071
 1510.0   -0.000276  -0.000076
 1511.0   -0.000294  -0.000080
 1512.0   -0.000312  -0.000085
 1513.0   -0.000331  -0.000090
 1514.0   -0.000349  -0.000095
 1515.0   -0.000368  -0.000100
 1516.0   -0.000388  -0.000105
 1517.0   -0.000409  -0.000110
 1518.0   -0.000430  -0.000115
 1519.0   -0.000451  -0.000120
 1520.0   -0.000471  -0.000125
 1521.0   -0.000494  -0.000130
 1522.0   -0.000516  -0.000136
 1523.0   -0.000539  -0.000141
 1524.0   -0.000561  -0.000147
 1525.0   -0.000584  -0.000152
 1526.0   -0.000608  -0.000158
 1527.0   -0.000633  -0.000163
 1528.0   -0.000657  -0.000169
 1529.0   -0.000682  -0.000174
 1530.0   -0.000706  -0.000180
 1531.0   -0.000733  -0.000186
 1532.0   -0.000759  -0.000192
 1533.0   -0.000785  -0.000198
 1534.0   -0.000811  -0.000204
 1535.0   -0.000837  -0.000210
 1536.0   -0.000866  -0.000216
 1537.0   -0.000894  -0.000222
 1538.0   -0.000922  -0.000228
 1539.0   -0.000950  -0.000234
 1540.0   -0.000978  -0.000240
 1541.0   -0.001008  -0.000247
 1542.0   -0.001038  -0.000253
 1543.0   -0.001068  -0.000259
 1544.0   -0.001098  -0.000265
 1545.0   -0.001128  -0.000272
 1546.0   -0.001159  -0.000278
 1547.0   -0.001191  -0.000284
 1548.0   -0.001223  -0.000291
 1549.0   -0.001254  -0.000297
 1550.0   -0.001286  -0.000304
 1551.0   -0.001320  -0.000310
 1552.0   -0.001353  -0.000317
 1553.0   -0.001387  -0.000323
 1554.0   -0.001420  -0.000330
 1555.0   -0.001454  -0.000336
 1556.0   -0.001489  -0.000343
 1557.0   -0.001524  -0.000350
 1558.0   -0.001559  -0.000356
 1559.0   -0.001595  -0.000363
 1560.0   -0.001630  -0.000369
 1561.0   -0.001667  -0.000376
 1562.0   -0.001704  -0.000383
 1563.0   -0.001741  -0.000390
 1564.0   -0.001778  -0.000396
 1565.0   -0.001815  -0.000403
 1566.0   -0.001854  -0.000410
 1567.0   -0.001892  -0.000417
 1568.0   -0.001931  -0.000423
 1569.0   -0.001970  -0.000430
 1570.0   -0.002009  -0.000437
 1571.0   -0.002049  -0.000444
 1572.0   -0.002090  -0.000451
 1573.0   -0.002131  -0.000457
 1574.0   -0.002171  -0.000464
 1575.0   -0.002212  -0.000471
 1576.0   -0.002254  -0.000478
 1577.0   -0.002296  -0.000486
 1578.0   -0.002338  -0.000493
 1579.0   -0.002380  -0.000500
 1580.0   -0.002422  -0.000507
 1581.0   -0.002466  -0.000514
 1582.0   -0.002510  -0.000521
 1583.0   -0.002554  -0.000528
 1584.0   -0.002599  -0.000534
 1585.0   -0.002643  -0.000541
 1586.0   -0.002689  -0.000548
 1587.0   -0.002735  -0.000555
 1588.0   -0.002780  -0.000562
 1589.0   -0.002826  -0.000569
 1590.0   -0.002872  -0.000576
 1591.0   -0.002919  -0.000583
 1592.0   -0.002967  -0.000590
 1593.0   -0.003015  -0.000597
 1594.0   -0.003062  -0.000604
 1595.0   -0.003110  -0.000612
 1596.0   -0.003159  -0.000619
 1597.0   -0.003208  -0.000626
 1598.0   -0.003258  -0.000633
 1599.0   -0.003307  -0.000640
 1600.0   -0.003356  -0.000647
 1601.0   -0.003407  -0.000654
 1602.0   -0.003458  -0.000662
 1603.0   -0.003509  -0.000669
 1604.0   -0.003560  -0.000676
 1605.0   -0.003611  -0.000683
 1606.0   -0.003664  -0.000691
 1607.0   -0.003717  -0.000698
 1608.0   -0.003770  -0.000705
 1609.0   -0.003823  -0.000713
 1610.0   -0.003875  -0.000720
 1611.0   -0.003930  -0.000727
 1612.0   -0.003984  -0.000735
 1613.0   -0.004039  -0.000742
 1614.0   -0.004093  -0.000749
 1615.0   -0.004148  -0.000757
 1616.0   -0.004204  -0.000764
 1617.0   -0.004261  -0.000772
 1618.0   -0.004317  -0.000779
 1619.0   -0.004373  -0.000787
 1620.0   -0.004429  -0.000794
 1621.0   -0.004487  -0.000802
 1622.0   -0.004545  -0.000809
 1623.0   -0.004603  -0.000817
 1624.0   -0.004661  -0.000825
 1625.0   -0.004720  -0.000832
 1626.0   -0.004778  -0.000841
 1627.0   -0.004837  -0.000850
 1628.0   -0.004896  -0.000858
 1629.0   -0.004955  -0.000867
