   W         M1+(eta_p)
 (MeV)      Re         Im
 1486.0    0.017421  -0.016340
 1487.0    0.017406  -0.017979
 1488.0    0.017390  -0.019617
 1489.0    0.017374  -0.021255
 1490.0    0.017359  -0.022893
 1491.0    0.017343  -0.024531
 1492.0    0.017327  -0.026170
 1493.0    0.017312  -0.027808
 1494.0    0.017296  -0.029446
 1495.0    0.017280  -0.031084
 1496.0    0.016249  -0.032073
 1497.0    0.015218  -0.033062
 1498.0    0.014187  -0.034050
 1499.0    0.013156  -0.035039
 1500.0    0.012125  -0.036028
 1501.0    0.010512  -0.036719
 1502.0    0.008899  -0.037410
 1503.0    0.007286  -0.038101
 1504.0    0.005673  -0.038792
 1505.0    0.004060  -0.039484
 1506.0    0.002064  -0.040026
 1507.0    0.000068  -0.040569
 1508.0   -0.001928  -0.041111
 1509.0   -0.003923  -0.041654
 1510.0   -0.005919  -0.042197
 1511.0   -0.008181  -0.042671
 1512.0   -0.010443  -0.043146
 1513.0   -0.012704  -0.043621
 1514.0   -0.014966  -0.044096
 1515.0   -0.017228  -0.044571
 1516.0   -0.019673  -0.045032
 1517.0   -0.022119  -0.045492
 1518.0   -0.024564  -0.045953
 1519.0   -0.027009  -0.046413
 1520.0   -0.029455  -0.046874
 1521.0   -0.032028  -0.047351
 1522.0   -0.034601  -0.047829
 1523.0   -0.037174  -0.048307
 1524.0   -0.039748  -0.048785
 1525.0   -0.042321  -0.049263
 1526.0   -0.044975  -0.049783
 1527.0   -0.047629  -0.050304
 1528.0   -0.050283  -0.050824
 1529.0   -0.052938  -0.051345
 1530.0   -0.055592  -0.051865
 1531.0   -0.058293  -0.052442
 1532.0   -0.060994  -0.053020
 1533.0   -0.063696  -0.053597
 1534.0   -0.066397  -0.054175
 1535.0   -0.069098  -0.054752
 1536.0   -0.071816  -0.055399
 1537.0   -0.074533  -0.056046
 1538.0   -0.077251  -0.056692
 1539.0   -0.079968  -0.057339
 1540.0   -0.082686  -0.057986
 1541.0   -0.085395  -0.058708
 1542.0   -0.088105  -0.059431
 1543.0   -0.090814  -0.060154
 1544.0   -0.093523  -0.060877
 1545.0   -0.096233  -0.061599
 1546.0   -0.098904  -0.062399
 1547.0   -0.101576  -0.063198
 1548.0   -0.104248  -0.063997
 1549.0   -0.106920  -0.064797
 1550.0   -0.109591  -0.065596
 1551.0   -0.112265  -0.066514
 1552.0   -0.114939  -0.067432
 1553.0   -0.117612  -0.068350
 1554.0   -0.120286  -0.069268
 1555.0   -0.122960  -0.070185
 1556.0   -0.125559  -0.071183
 1557.0   -0.128158  -0.072180
 1558.0   -0.130758  -0.073178
 1559.0   -0.133357  -0.074175
 1560.0   -0.135956  -0.075172
 1561.0   -0.138432  -0.076207
 1562.0   -0.140907  -0.077241
 1563.0   -0.143383  -0.078276
 1564.0   -0.145859  -0.079310
 1565.0   -0.148334  -0.080345
 1566.0   -0.150681  -0.081423
 1567.0   -0.153027  -0.082501
 1568.0   -0.155373  -0.083579
 1569.0   -0.157720  -0.084657
 1570.0   -0.160066  -0.085736
 1571.0   -0.162397  -0.086931
 1572.0   -0.164728  -0.088126
 1573.0   -0.167058  -0.089321
 1574.0   -0.169389  -0.090516
 1575.0   -0.171720  -0.091711
 1576.0   -0.173907  -0.092972
 1577.0   -0.176094  -0.094234
 1578.0   -0.178281  -0.095495
