   W         M3-(eta_p)
 (MeV)      Re         Im
 1486.0    0.000123   0.000043
 1487.0    0.000050   0.000018
 1488.0   -0.000024  -0.000008
 1489.0   -0.000098  -0.000033
 1490.0   -0.000172  -0.000059
 1491.0   -0.000246  -0.000084
 1492.0   -0.000320  -0.000110
 1493.0   -0.000393  -0.000135
 1494.0   -0.000467  -0.000160
 1495.0   -0.000541  -0.000186
 1496.0   -0.000641  -0.000220
 1497.0   -0.000741  -0.000254
 1498.0   -0.000841  -0.000288
 1499.0   -0.000941  -0.000322
 1500.0   -0.001041  -0.000356
 1501.0   -0.001162  -0.000399
 1502.0   -0.001283  -0.000442
 1503.0   -0.001404  -0.000485
 1504.0   -0.001525  -0.000528
 1505.0   -0.001646  -0.000571
 1506.0   -0.001788  -0.000621
 1507.0   -0.001929  -0.000671
 1508.0   -0.002071  -0.000721
 1509.0   -0.002213  -0.000771
 1510.0   -0.002354  -0.000821
 1511.0   -0.002516  -0.000877
 1512.0   -0.002677  -0.000934
 1513.0   -0.002839  -0.000991
 1514.0   -0.003001  -0.001048
 1515.0   -0.003162  -0.001105
 1516.0   -0.003343  -0.001169
 1517.0   -0.003523  -0.001233
 1518.0   -0.003704  -0.001298
 1519.0   -0.003884  -0.001362
 1520.0   -0.004065  -0.001426
 1521.0   -0.004265  -0.001498
 1522.0   -0.004465  -0.001569
 1523.0   -0.004666  -0.001640
 1524.0   -0.004866  -0.001712
 1525.0   -0.005066  -0.001783
 1526.0   -0.005286  -0.001862
 1527.0   -0.005506  -0.001941
 1528.0   -0.005726  -0.002020
 1529.0   -0.005946  -0.002099
 1530.0   -0.006166  -0.002178
 1531.0   -0.006407  -0.002265
 1532.0   -0.006648  -0.002352
 1533.0   -0.006889  -0.002438
 1534.0   -0.007129  -0.002525
 1535.0   -0.007370  -0.002612
 1536.0   -0.007633  -0.002707
 1537.0   -0.007895  -0.002802
 1538.0   -0.008157  -0.002898
 1539.0   -0.008420  -0.002993
 1540.0   -0.008682  -0.003088
 1541.0   -0.008967  -0.003193
 1542.0   -0.009253  -0.003297
 1543.0   -0.009538  -0.003402
 1544.0   -0.009823  -0.003507
 1545.0   -0.010108  -0.003611
 1546.0   -0.010418  -0.003726
 1547.0   -0.010727  -0.003842
 1548.0   -0.011036  -0.003957
 1549.0   -0.011346  -0.004072
 1550.0   -0.011655  -0.004187
 1551.0   -0.011990  -0.004314
 1552.0   -0.012326  -0.004441
 1553.0   -0.012661  -0.004567
 1554.0   -0.012996  -0.004694
 1555.0   -0.013331  -0.004821
 1556.0   -0.013694  -0.004962
 1557.0   -0.014057  -0.005102
 1558.0   -0.014420  -0.005243
 1559.0   -0.014783  -0.005383
 1560.0   -0.015146  -0.005524
 1561.0   -0.015539  -0.005680
 1562.0   -0.015932  -0.005836
 1563.0   -0.016324  -0.005993
 1564.0   -0.016717  -0.006149
