   W         E1+(eta_p)
 (MeV)      Re         Im
 1486.0    0.000455  -0.017073
 1487.0    0.000072  -0.019500
 1488.0   -0.000310  -0.021928
 1489.0   -0.000693  -0.024355
 1490.0   -0.001076  -0.026783
 1491.0   -0.001458  -0.029210
 1492.0   -0.001841  -0.031638
 1493.0   -0.002224  -0.034065
 1494.0   -0.002606  -0.036493
 1495.0   -0.002989  -0.038920
 1496.0   -0.003453  -0.040749
 1497.0   -0.003916  -0.042578
 1498.0   -0.004380  -0.044406
 1499.0   -0.004844  -0.046235
 1500.0   -0.005307  -0.048064
 1501.0   -0.005822  -0.049609
 1502.0   -0.006336  -0.051155
 1503.0   -0.006851  -0.052700
 1504.0   -0.007365  -0.054246
 1505.0   -0.007879  -0.055791
 1506.0   -0.008424  -0.057174
 1507.0   -0.008968  -0.058557
 1508.0   -0.009512  -0.059940
 1509.0   -0.010056  -0.061323
 1510.0   -0.010601  -0.062706
 1511.0   -0.011161  -0.063987
 1512.0   -0.011722  -0.065268
 1513.0   -0.012282  -0.066548
 1514.0   -0.012843  -0.067829
 1515.0   -0.013403  -0.069110
 1516.0   -0.013968  -0.070325
 1517.0   -0.014533  -0.071541
 1518.0   -0.015098  -0.072756
 1519.0   -0.015663  -0.073972
 1520.0   -0.016228  -0.075187
 1521.0   -0.016790  -0.076359
 1522.0   -0.017351  -0.077530
 1523.0   -0.017913  -0.078702
 1524.0   -0.018475  -0.079874
 1525.0   -0.019037  -0.081045
 1526.0   -0.019588  -0.082189
 1527.0   -0.020138  -0.083333
 1528.0   -0.020689  -0.084477
 1529.0   -0.021240  -0.085621
 1530.0   -0.021791  -0.086764
 1531.0   -0.022324  -0.087890
 1532.0   -0.022858  -0.089016
 1533.0   -0.023392  -0.090142
 1534.0   -0.023925  -0.091268
 1535.0   -0.024459  -0.092394
 1536.0   -0.024970  -0.093509
 1537.0   -0.025480  -0.094625
 1538.0   -0.025991  -0.095740
 1539.0   -0.026502  -0.096856
 1540.0   -0.027012  -0.097972
 1541.0   -0.027495  -0.099081
 1542.0   -0.027977  -0.100191
 1543.0   -0.028459  -0.101301
 1544.0   -0.028942  -0.102411
 1545.0   -0.029424  -0.103521
 1546.0   -0.029851  -0.104639
 1547.0   -0.030278  -0.105756
 1548.0   -0.030705  -0.106874
 1549.0   -0.031132  -0.107992
 1550.0   -0.031559  -0.109109
 1551.0   -0.032112  -0.110150
 1552.0   -0.032665  -0.111190
 1553.0   -0.033218  -0.112230
 1554.0   -0.033771  -0.113270
 1555.0   -0.034324  -0.114310
 1556.0   -0.034806  -0.115365
 1557.0   -0.035288  -0.116420
 1558.0   -0.035771  -0.117474
 1559.0   -0.036253  -0.118529
 1560.0   -0.036735  -0.119584
 1561.0   -0.037001  -0.120715
 1562.0   -0.037267  -0.121847
 1563.0   -0.037533  -0.122979
 1564.0   -0.037800  -0.124111
 1565.0   -0.038066  -0.125243
 1566.0   -0.038157  -0.126423
 1567.0   -0.038249  -0.127604
 1568.0   -0.038341  -0.128784
 1569.0   -0.038433  -0.129965
 1570.0   -0.038524  -0.131145
 1571.0   -0.038738  -0.132244
 1572.0   -0.038952  -0.133344
 1573.0   -0.039165  -0.134443
 1574.0   -0.039379  -0.135542
 1575.0   -0.039593  -0.136642
 1576.0   -0.039747  -0.137727
 1577.0   -0.039901  -0.138813
 1578.0   -0.040056  -0.139898
 1579.0   -0.040210  -0.140984
 1580.0   -0.040364  -0.142069
 1581.0   -0.040451  -0.143140
 1582.0   -0.040539  -0.144210
 1583.0   -0.040626  -0.145280
 1584.0   -0.040713  -0.146351
 1585.0   -0.040800  -0.147421
 1586.0   -0.040819  -0.148474
 1587.0   -0.040838  -0.149527
 1588.0   -0.040857  -0.150580
 1589.0   -0.040876  -0.151633
 1590.0   -0.040894  -0.152686
 1591.0   -0.040840  -0.153714
 1592.0   -0.040785  -0.154741
 1593.0   -0.040730  -0.155769
 1594.0   -0.040675  -0.156796
 1595.0   -0.040620  -0.157824
 1596.0   -0.040486  -0.158816
 1597.0   -0.040352  -0.159808
 1598.0   -0.040218  -0.160800
 1599.0   -0.040084  -0.161792
 1600.0   -0.039949  -0.162784
 1601.0   -0.039729  -0.163729
 1602.0   -0.039510  -0.164674
 1603.0   -0.039290  -0.165619
 1604.0   -0.039070  -0.166564
 1605.0   -0.038850  -0.167509
 1606.0   -0.038543  -0.168400
 1607.0   -0.038236  -0.169291
 1608.0   -0.037929  -0.170182
 1609.0   -0.037622  -0.171073
 1610.0   -0.037315  -0.171963
 1611.0   -0.036991  -0.172829
 1612.0   -0.036668  -0.173695
 1613.0   -0.036344  -0.174561
 1614.0   -0.036020  -0.175427
 1615.0   -0.035696  -0.176293
 1616.0   -0.035315  -0.177080
 1617.0   -0.034935  -0.177867
 1618.0   -0.034554  -0.178655
 1619.0   -0.034173  -0.179442
 1620.0   -0.033792  -0.180229
 1621.0   -0.033351  -0.180932
 1622.0   -0.032909  -0.181635
 1623.0   -0.032468  -0.182337
 1624.0   -0.032026  -0.183040
 1625.0   -0.031585  -0.183743
 1626.0   -0.031085  -0.184352
 1627.0   -0.030585  -0.184960
 1628.0   -0.030086  -0.185569
 1629.0   -0.029586  -0.186178
 1630.0   -0.029086  -0.186786
 1631.0   -0.028525  -0.187299
 1632.0   -0.027963  -0.187813
 1633.0   -0.027402  -0.188326
 1634.0   -0.026840  -0.188839
 1635.0   -0.026279  -0.189352
 1636.0   -0.025664  -0.189758
 1637.0   -0.025048  -0.190164
 1638.0   -0.024433  -0.190570
 1639.0   -0.023818  -0.190976
 1640.0   -0.023203  -0.191382
 1641.0   -0.022537  -0.191678
 1642.0   -0.021872  -0.191974
 1643.0   -0.021206  -0.192270
 1644.0   -0.020540  -0.192566
 1645.0   -0.019875  -0.192862
 1646.0   -0.019242  -0.193034
 1647.0   -0.018610  -0.193205
 1648.0   -0.017978  -0.193377
 1649.0   -0.017346  -0.193549
 1650.0   -0.016714  -0.193720
 1651.0   -0.015945  -0.193791
 1652.0   -0.015176  -0.193861
 1653.0   -0.014406  -0.193931
 1654.0   -0.013637  -0.194002
 1655.0   -0.012868  -0.194072
 1656.0   -0.011993  -0.194027
 1657.0   -0.011118  -0.193981
 1658.0   -0.010243  -0.193936
 1659.0   -0.009368  -0.193891
 1660.0   -0.008493  -0.193845
 1661.0   -0.007654  -0.193682
 1662.0   -0.006815  -0.193519
 1663.0   -0.005976  -0.193356
 1664.0   -0.005137  -0.193193
 1665.0   -0.004298  -0.193030
 1666.0   -0.003431  -0.192745
 1667.0   -0.002564  -0.192460
 1668.0   -0.001697  -0.192175
 1669.0   -0.000830  -0.191890
 1670.0    0.000037  -0.191605
 1671.0    0.001022  -0.191203
 1672.0    0.002008  -0.190801
 1673.0    0.002993  -0.190399
 1674.0    0.003979  -0.189997
 1675.0    0.004964  -0.189595
 1676.0    0.006114  -0.189065
 1677.0    0.007264  -0.188534
 1678.0    0.008413  -0.188004
 1679.0    0.009563  -0.187473
 1680.0    0.010713  -0.186943
 1681.0    0.011451  -0.186158
 1682.0    0.012189  -0.185373
 1683.0    0.012928  -0.184589
 1684.0    0.013666  -0.183804
 1685.0    0.014404  -0.183019
 1686.0    0.013953  -0.181577
 1687.0    0.013501  -0.180134
 1688.0    0.013050  -0.178692
 1689.0    0.012598  -0.177249
 1690.0    0.012146  -0.175807
 1691.0    0.011518  -0.174067
 1692.0    0.010890  -0.172327
 1693.0    0.010262  -0.170588
 1694.0    0.009635  -0.168848
 1695.0    0.009007  -0.167108
 1696.0    0.008199  -0.165234
 1697.0    0.007391  -0.163360
 1698.0    0.006583  -0.161486
 1699.0    0.005776  -0.159612
 1700.0    0.004968  -0.157738
 1701.0    0.003983  -0.155817
 1702.0    0.002998  -0.153896
 1703.0    0.002013  -0.151975
 1704.0    0.001027  -0.150054
 1705.0    0.000042  -0.148133
 1706.0   -0.001111  -0.146227
 1707.0   -0.002265  -0.144320
 1708.0   -0.003418  -0.142413
 1709.0   -0.004572  -0.140507
 1710.0   -0.005726  -0.138600
 1711.0   -0.007045  -0.136742
 1712.0   -0.008365  -0.134884
 1713.0   -0.009684  -0.133026
 1714.0   -0.011003  -0.131168
 1715.0   -0.012323  -0.129310
 1716.0   -0.013788  -0.127541
 1717.0   -0.015252  -0.125773
 1718.0   -0.016717  -0.124005
 1719.0   -0.018182  -0.122236
 1720.0   -0.019646  -0.120468
 1721.0   -0.021244  -0.118813
 1722.0   -0.022841  -0.117158
 1723.0   -0.024439  -0.115503
 1724.0   -0.026036  -0.113848
 1725.0   -0.027634  -0.112193
 1726.0   -0.029350  -0.110669
 1727.0   -0.031066  -0.109145
 1728.0   -0.032782  -0.107621
 1729.0   -0.034498  -0.106097
 1730.0   -0.036215  -0.104573
 1731.0   -0.038035  -0.103195
 1732.0   -0.039855  -0.101818
 1733.0   -0.041675  -0.100440
 1734.0   -0.043495  -0.099062
 1735.0   -0.045315  -0.097685
 1736.0   -0.047224  -0.096464
 1737.0   -0.049133  -0.095244
 1738.0   -0.051042  -0.094024
 1739.0   -0.052951  -0.092804
