   W         M3+(eta_p)
 (MeV)      Re         Im
 1486.0    0.000008   0.000104
 1487.0    0.000002   0.000041
 1488.0   -0.000005  -0.000022
 1489.0   -0.000012  -0.000085
 1490.0   -0.000019  -0.000148
 1491.0   -0.000026  -0.000212
 1492.0   -0.000032  -0.000275
 1493.0   -0.000039  -0.000338
 1494.0   -0.000046  -0.000401
 1495.0   -0.000053  -0.000464
 1496.0   -0.000059  -0.000548
 1497.0   -0.000066  -0.000632
 1498.0   -0.000073  -0.000716
 1499.0   -0.000080  -0.000800
 1500.0   -0.000086  -0.000884
 1501.0   -0.000093  -0.000984
 1502.0   -0.000100  -0.001084
 1503.0   -0.000106  -0.001184
 1504.0   -0.000113  -0.001284
 1505.0   -0.000120  -0.001384
 1506.0   -0.000125  -0.001499
 1507.0   -0.000130  -0.001614
 1508.0   -0.000134  -0.001729
 1509.0   -0.000139  -0.001843
 1510.0   -0.000144  -0.001958
 1511.0   -0.000147  -0.002086
 1512.0   -0.000149  -0.002214
 1513.0   -0.000152  -0.002342
 1514.0   -0.000154  -0.002470
 1515.0   -0.000157  -0.002598
 1516.0   -0.000157  -0.002737
 1517.0   -0.000156  -0.002877
 1518.0   -0.000156  -0.003016
 1519.0   -0.000156  -0.003156
 1520.0   -0.000156  -0.003295
 1521.0   -0.000153  -0.003446
 1522.0   -0.000149  -0.003596
 1523.0   -0.000145  -0.003747
 1524.0   -0.000142  -0.003897
 1525.0   -0.000138  -0.004048
 1526.0   -0.000131  -0.004208
 1527.0   -0.000124  -0.004368
 1528.0   -0.000117  -0.004528
 1529.0   -0.000110  -0.004688
 1530.0   -0.000103  -0.004849
 1531.0   -0.000091  -0.005018
 1532.0   -0.000079  -0.005188
 1533.0   -0.000067  -0.005358
 1534.0   -0.000056  -0.005528
 1535.0   -0.000044  -0.005697
 1536.0   -0.000028  -0.005876
 1537.0   -0.000012  -0.006054
 1538.0    0.000005  -0.006232
 1539.0    0.000021  -0.006410
 1540.0    0.000037  -0.006588
 1541.0    0.000058  -0.006774
 1542.0    0.000079  -0.006961
 1543.0    0.000101  -0.007147
 1544.0    0.000122  -0.007333
 1545.0    0.000143  -0.007519
 1546.0    0.000169  -0.007712
 1547.0    0.000195  -0.007905
 1548.0    0.000221  -0.008098
 1549.0    0.000248  -0.008292
 1550.0    0.000274  -0.008485
 1551.0    0.000306  -0.008685
 1552.0    0.000338  -0.008885
 1553.0    0.000370  -0.009085
 1554.0    0.000402  -0.009285
 1555.0    0.000434  -0.009485
 1556.0    0.000472  -0.009691
 1557.0    0.000510  -0.009898
 1558.0    0.000548  -0.010104
 1559.0    0.000585  -0.010310
 1560.0    0.000623  -0.010516
 1561.0    0.000667  -0.010728
 1562.0    0.000711  -0.010940
 1563.0    0.000755  -0.011151
 1564.0    0.000799  -0.011363
 1565.0    0.000843  -0.011575
 1566.0    0.000893  -0.011792
 1567.0    0.000944  -0.012008
 1568.0    0.000994  -0.012225
 1569.0    0.001044  -0.012442
 1570.0    0.001094  -0.012659
 1571.0    0.001151  -0.012880
 1572.0    0.001208  -0.013101
 1573.0    0.001265  -0.013323
 1574.0    0.001322  -0.013544
 1575.0    0.001379  -0.013765
 1576.0    0.001442  -0.013990
 1577.0    0.001505  -0.014215
 1578.0    0.001568  -0.014440
 1579.0    0.001631  -0.014665
 1580.0    0.001695  -0.014890
 1581.0    0.001765  -0.015119
 1582.0    0.001836  -0.015348
 1583.0    0.001907  -0.015577
 1584.0    0.001977  -0.015806
 1585.0    0.002048  -0.016035
 1586.0    0.002126  -0.016266
 1587.0    0.002203  -0.016498
 1588.0    0.002281  -0.016730
 1589.0    0.002358  -0.016961
 1590.0    0.002436  -0.017193
 1591.0    0.002520  -0.017427
 1592.0    0.002605  -0.017661
 1593.0    0.002689  -0.017895
 1594.0    0.002774  -0.018129
 1595.0    0.002859  -0.018363
 1596.0    0.002951  -0.018600
 1597.0    0.003043  -0.018836
 1598.0    0.003134  -0.019072
 1599.0    0.003226  -0.019308
 1600.0    0.003318  -0.019544
 1601.0    0.003417  -0.019782
 1602.0    0.003517  -0.020019
 1603.0    0.003616  -0.020257
 1604.0    0.003715  -0.020495
 1605.0    0.003814  -0.020732
 1606.0    0.003921  -0.020971
 1607.0    0.004028  -0.021210
 1608.0    0.004134  -0.021448
 1609.0    0.004241  -0.021687
 1610.0    0.004348  -0.021926
 1611.0    0.004462  -0.022165
 1612.0    0.004576  -0.022404
 1613.0    0.004690  -0.022644
 1614.0    0.004804  -0.022883
 1615.0    0.004918  -0.023122
 1616.0    0.005040  -0.023362
 1617.0    0.005162  -0.023601
 1618.0    0.005283  -0.023841
 1619.0    0.005405  -0.024081
 1620.0    0.005526  -0.024320
 1621.0    0.005656  -0.024559
 1622.0    0.005785  -0.024799
 1623.0    0.005914  -0.025038
 1624.0    0.006043  -0.025277
 1625.0    0.006172  -0.025517
 1626.0    0.006309  -0.025756
 1627.0    0.006446  -0.025995
