   W         M1-(eta_p)
 (MeV)      Re         Im
 1486.0    0.092643  -0.109583
 1487.0    0.105024  -0.127635
 1488.0    0.117405  -0.145686
 1489.0    0.129786  -0.163738
 1490.0    0.142167  -0.181790
 1491.0    0.154548  -0.199841
 1492.0    0.166929  -0.217893
 1493.0    0.179311  -0.235944
 1494.0    0.191692  -0.253996
 1495.0    0.204073  -0.272048
 1496.0    0.213107  -0.286350
 1497.0    0.222140  -0.300652
 1498.0    0.231174  -0.314954
 1499.0    0.240208  -0.329256
 1500.0    0.249242  -0.343558
 1501.0    0.256690  -0.355943
 1502.0    0.264139  -0.368327
 1503.0    0.271587  -0.380712
 1504.0    0.279036  -0.393097
 1505.0    0.286484  -0.405481
 1506.0    0.293011  -0.416590
 1507.0    0.299538  -0.427698
 1508.0    0.306065  -0.438807
 1509.0    0.312592  -0.449915
 1510.0    0.319119  -0.461024
 1511.0    0.325064  -0.471171
 1512.0    0.331008  -0.481319
 1513.0    0.336953  -0.491466
 1514.0    0.342897  -0.501614
 1515.0    0.348842  -0.511761
 1516.0    0.354401  -0.521129
 1517.0    0.359961  -0.530497
 1518.0    0.365521  -0.539865
 1519.0    0.371080  -0.549233
 1520.0    0.376640  -0.558601
 1521.0    0.381946  -0.567315
 1522.0    0.387252  -0.576028
 1523.0    0.392559  -0.584741
 1524.0    0.397865  -0.593454
 1525.0    0.403171  -0.602167
 1526.0    0.408313  -0.610311
 1527.0    0.413455  -0.618456
 1528.0    0.418596  -0.626601
 1529.0    0.423738  -0.634745
 1530.0    0.428880  -0.642890
 1531.0    0.433925  -0.650536
 1532.0    0.438970  -0.658182
 1533.0    0.444015  -0.665828
 1534.0    0.449060  -0.673474
 1535.0    0.454105  -0.681120
 1536.0    0.459105  -0.688323
 1537.0    0.464105  -0.695525
 1538.0    0.469105  -0.702727
 1539.0    0.474105  -0.709930
 1540.0    0.479105  -0.717132
 1541.0    0.484104  -0.723937
 1542.0    0.489104  -0.730743
 1543.0    0.494103  -0.737549
 1544.0    0.499102  -0.744354
 1545.0    0.504101  -0.751160
 1546.0    0.509154  -0.757625
 1547.0    0.514207  -0.764091
 1548.0    0.519259  -0.770556
 1549.0    0.524312  -0.777021
 1550.0    0.529365  -0.783487
 1551.0    0.534379  -0.789518
 1552.0    0.539392  -0.795549
 1553.0    0.544406  -0.801579
 1554.0    0.549420  -0.807610
 1555.0    0.554434  -0.813641
 1556.0    0.559573  -0.819407
 1557.0    0.564713  -0.825173
 1558.0    0.569852  -0.830939
 1559.0    0.574992  -0.836705
 1560.0    0.580131  -0.842471
 1561.0    0.585533  -0.848097
 1562.0    0.590935  -0.853723
 1563.0    0.596336  -0.859349
 1564.0    0.601738  -0.864975
 1565.0    0.607139  -0.870601
 1566.0    0.612823  -0.876070
 1567.0    0.618507  -0.881540
 1568.0    0.624190  -0.887010
 1569.0    0.629874  -0.892479
 1570.0    0.635558  -0.897949
 1571.0    0.641395  -0.903013
 1572.0    0.647232  -0.908077
 1573.0    0.653069  -0.913141
 1574.0    0.658906  -0.918206
 1575.0    0.664743  -0.923270
 1576.0    0.670794  -0.928214
 1577.0    0.676844  -0.933159
 1578.0    0.682894  -0.938103
 1579.0    0.688945  -0.943047
 1580.0    0.694995  -0.947991
 1581.0    0.701335  -0.952817
 1582.0    0.707674  -0.957643
 1583.0    0.714013  -0.962469
 1584.0    0.720353  -0.967294
 1585.0    0.726692  -0.972120
 1586.0    0.733456  -0.976720
 1587.0    0.740220  -0.981319
 1588.0    0.746984  -0.985919
 1589.0    0.753748  -0.990518
 1590.0    0.760512  -0.995118
 1591.0    0.767734  -0.999544
 1592.0    0.774955  -1.003970
 1593.0    0.782176  -1.008396
 1594.0    0.789398  -1.012822
 1595.0    0.796619  -1.017248
 1596.0    0.804361  -1.021546
 1597.0    0.812102  -1.025844
 1598.0    0.819844  -1.030142
 1599.0    0.827586  -1.034440
 1600.0    0.835327  -1.038738
 1601.0    0.843684  -1.042946
 1602.0    0.852041  -1.047154
 1603.0    0.860398  -1.051361
 1604.0    0.868755  -1.055569
 1605.0    0.877112  -1.059777
 1606.0    0.886252  -1.063794
 1607.0    0.895391  -1.067812
 1608.0    0.904531  -1.071830
 1609.0    0.913670  -1.075848
 1610.0    0.922809  -1.079866
 1611.0    0.933360  -1.082401
 1612.0    0.943910  -1.084936
 1613.0    0.954461  -1.087471
 1614.0    0.965011  -1.090006
 1615.0    0.975562  -1.092541
 1616.0    0.987180  -1.094380
 1617.0    0.998799  -1.096218
 1618.0    1.010418  -1.098057
 1619.0    1.022036  -1.099895
 1620.0    1.033655  -1.101734
 1621.0    1.046234  -1.102669
 1622.0    1.058814  -1.103605
 1623.0    1.071393  -1.104540
 1624.0    1.083973  -1.105476
 1625.0    1.096552  -1.106411
 1626.0    1.110036  -1.106242
 1627.0    1.123519  -1.106073
 1628.0    1.137002  -1.105904
 1629.0    1.150485  -1.105735
 1630.0    1.163968  -1.105566
 1631.0    1.178268  -1.104072
 1632.0    1.192568  -1.102578
 1633.0    1.206868  -1.101084
 1634.0    1.221167  -1.099590
 1635.0    1.235467  -1.098096
 1636.0    1.250487  -1.095061
 1637.0    1.265508  -1.092026
 1638.0    1.280528  -1.088991
 1639.0    1.295549  -1.085956
 1640.0    1.310569  -1.082921
 1641.0    1.326153  -1.078115
 1642.0    1.341737  -1.073309
 1643.0    1.357321  -1.068502
 1644.0    1.372905  -1.063696
 1645.0    1.388489  -1.058890
 1646.0    1.404327  -1.052114
 1647.0    1.420164  -1.045337
 1648.0    1.436001  -1.038560
 1649.0    1.451839  -1.031784
 1650.0    1.467676  -1.025007
 1651.0    1.483712  -1.016015
 1652.0    1.499748  -1.007023
 1653.0    1.515784  -0.998031
 1654.0    1.531820  -0.989039
 1655.0    1.547856  -0.980047
 1656.0    1.563724  -0.968609
 1657.0    1.579592  -0.957171
 1658.0    1.595460  -0.945732
 1659.0    1.611328  -0.934294
 1660.0    1.627196  -0.922856
 1661.0    1.642271  -0.909086
 1662.0    1.657346  -0.895317
 1663.0    1.672421  -0.881548
 1664.0    1.687496  -0.867778
 1665.0    1.702572  -0.854009
 1666.0    1.716521  -0.837710
 1667.0    1.730471  -0.821411
 1668.0    1.744420  -0.805112
 1669.0    1.758369  -0.788813
 1670.0    1.772319  -0.772515
 1671.0    1.784721  -0.753771
 1672.0    1.797123  -0.735028
 1673.0    1.809525  -0.716285
 1674.0    1.821927  -0.697542
 1675.0    1.834329  -0.678799
 1676.0    1.844702  -0.657761
 1677.0    1.855075  -0.636722
 1678.0    1.865448  -0.615684
 1679.0    1.875821  -0.594646
 1680.0    1.886194  -0.573608
 1681.0    1.893432  -0.551108
 1682.0    1.900669  -0.528607
 1683.0    1.907907  -0.506107
 1684.0    1.915145  -0.483606
 1685.0    1.922383  -0.461106
 1686.0    1.925216  -0.438282
 1687.0    1.928049  -0.415459
 1688.0    1.930882  -0.392635
 1689.0    1.933715  -0.369812
 1690.0    1.936549  -0.346988
 1691.0    1.936124  -0.323806
 1692.0    1.935700  -0.300623
 1693.0    1.935276  -0.277440
 1694.0    1.934851  -0.254258
 1695.0    1.934427  -0.231075
 1696.0    1.930947  -0.208252
 1697.0    1.927467  -0.185428
 1698.0    1.923986  -0.162605
 1699.0    1.920506  -0.139782
 1700.0    1.917026  -0.116959
 1701.0    1.910753  -0.095080
 1702.0    1.904481  -0.073201
 1703.0    1.898208  -0.051322
 1704.0    1.891936  -0.029443
 1705.0    1.885663  -0.007564
 1706.0    1.876951   0.012906
 1707.0    1.868238   0.033376
 1708.0    1.859526   0.053846
 1709.0    1.850813   0.074315
 1710.0    1.842101   0.094785
 1711.0    1.831386   0.113489
 1712.0    1.820670   0.132192
 1713.0    1.809955   0.150896
 1714.0    1.799239   0.169599
 1715.0    1.788524   0.188303
 1716.0    1.776233   0.205030
 1717.0    1.763943   0.221758
 1718.0    1.751652   0.238485
 1719.0    1.739361   0.255212
 1720.0    1.727070   0.271940
 1721.0    1.713655   0.286577
 1722.0    1.700239   0.301214
 1723.0    1.686823   0.315852
 1724.0    1.673407   0.330489
 1725.0    1.659992   0.345126
 1726.0    1.645868   0.357663
 1727.0    1.631744   0.370200
 1728.0    1.617620   0.382737
 1729.0    1.603496   0.395273
 1730.0    1.589372   0.407810
 1731.0    1.574913   0.418312
 1732.0    1.560454   0.428815
 1733.0    1.545995   0.439317
 1734.0    1.531536   0.449819
 1735.0    1.517077   0.460322
 1736.0    1.502601   0.468916
 1737.0    1.488125   0.477511
 1738.0    1.473650   0.486105
 1739.0    1.459174   0.494700
 1740.0    1.444698   0.503294
 1741.0    1.430467   0.510146
 1742.0    1.416235   0.516998
 1743.0    1.402004   0.523850
 1744.0    1.387772   0.530702
 1745.0    1.373541   0.537554
 1746.0    1.359757   0.542852
 1747.0    1.345974   0.548149
 1748.0    1.332191   0.553446
 1749.0    1.318407   0.558743
 1750.0    1.304624   0.564041
 1751.0    1.291442   0.567980
 1752.0    1.278260   0.571919
 1753.0    1.265078   0.575857
 1754.0    1.251897   0.579796
 1755.0    1.238715   0.583735
 1756.0    1.226241   0.586512
 1757.0    1.213768   0.589290
 1758.0    1.201294   0.592067
 1759.0    1.188821   0.594844
 1760.0    1.176347   0.597621
 1761.0    1.164650   0.599425
 1762.0    1.152953   0.601228
 1763.0    1.141256   0.603032
 1764.0    1.129559   0.604836
 1765.0    1.117862   0.606640
 1766.0    1.106978   0.607647
 1767.0    1.096093   0.608654
 1768.0    1.085209   0.609662
 1769.0    1.074324   0.610669
 1770.0    1.063440   0.611676
 1771.0    1.053378   0.612049
 1772.0    1.043317   0.612422
 1773.0    1.033255   0.612795
 1774.0    1.023194   0.613168
 1775.0    1.013132   0.613541
 1776.0    1.003883   0.613426
 1777.0    0.994635   0.613311
 1778.0    0.985386   0.613196
 1779.0    0.976137   0.613082
 1780.0    0.966889   0.612967
 1781.0    0.958427   0.612496
 1782.0    0.949965   0.612024
 1783.0    0.941503   0.611553
 1784.0    0.933041   0.611081
 1785.0    0.924579   0.610610
 1786.0    0.916865   0.609897
 1787.0    0.909152   0.609184
 1788.0    0.901438   0.608471
 1789.0    0.893724   0.607759
 1790.0    0.886011   0.607046
 1791.0    0.878998   0.606193
 1792.0    0.871984   0.605340
 1793.0    0.864971   0.604486
 1794.0    0.857958   0.603633
 1795.0    0.850945   0.602780
 1796.0    0.844577   0.601874
 1797.0    0.838208   0.600968
 1798.0    0.831840   0.600061
 1799.0    0.825472   0.599155
 1800.0    0.819104   0.598249
 1801.0    0.813328   0.597367
 1802.0    0.807551   0.596485
 1803.0    0.801774   0.595604
 1804.0    0.795998   0.594722
 1805.0    0.790221   0.593840
 1806.0    0.785016   0.593071
 1807.0    0.779810   0.592302
 1808.0    0.774604   0.591533
 1809.0    0.769399   0.590764
 1810.0    0.764193   0.589995
 1811.0    0.759308   0.589280
 1812.0    0.754422   0.588564
 1813.0    0.749537   0.587848
 1814.0    0.744652   0.587132
 1815.0    0.739767   0.586416
 1816.0    0.735349   0.585922
 1817.0    0.730931   0.585428
 1818.0    0.726513   0.584934
 1819.0    0.722096   0.584440
 1820.0    0.717678   0.583946
 1821.0    0.713563   0.583643
 1822.0    0.709447   0.583341
 1823.0    0.705332   0.583039
 1824.0    0.701217   0.582737
 1825.0    0.697102   0.582434
 1826.0    0.693229   0.582346
 1827.0    0.689356   0.582259
 1828.0    0.685483   0.582171
 1829.0    0.681610   0.582083
 1830.0    0.677738   0.581995
 1831.0    0.674037   0.582127
 1832.0    0.670337   0.582259
 1833.0    0.666637   0.582392
 1834.0    0.662937   0.582524
 1835.0    0.659237   0.582656
 1836.0    0.655643   0.583003
 1837.0    0.652049   0.583351
 1838.0    0.648454   0.583698
 1839.0    0.644860   0.584045
 1840.0    0.641266   0.584393
 1841.0    0.637721   0.584940
 1842.0    0.634176   0.585488
 1843.0    0.630631   0.586036
 1844.0    0.627086   0.586583
 1845.0    0.623541   0.587131
 1846.0    0.619970   0.587849
 1847.0    0.616399   0.588567
 1848.0    0.612828   0.589285
 1849.0    0.609257   0.590003
 1850.0    0.605686   0.590721
 1851.0    0.602053   0.591581
 1852.0    0.598420   0.592441
 1853.0    0.594788   0.593301
 1854.0    0.591155   0.594162
 1855.0    0.587522   0.595022
 1856.0    0.583779   0.595979
 1857.0    0.580036   0.596936
 1858.0    0.576293   0.597892
 1859.0    0.572550   0.598849
 1860.0    0.568807   0.599806
 1861.0    0.564921   0.600811
 1862.0    0.561034   0.601815
 1863.0    0.557148   0.602820
 1864.0    0.553261   0.603825
 1865.0    0.549375   0.604829
 1866.0    0.545321   0.605828
 1867.0    0.541267   0.606826
 1868.0    0.537213   0.607824
 1869.0    0.533160   0.608823
 1870.0    0.529106   0.609821
 1871.0    0.524873   0.610756
 1872.0    0.520640   0.611691
 1873.0    0.516408   0.612627
 1874.0    0.512175   0.613562
 1875.0    0.507942   0.614497
 1876.0    0.503531   0.615311
 1877.0    0.499119   0.616126
 1878.0    0.494707   0.616940
 1879.0    0.490295   0.617755
 1880.0    0.485884   0.618569
 1881.0    0.481304   0.619207
 1882.0    0.476725   0.619845
 1883.0    0.472145   0.620483
 1884.0    0.467566   0.621121
 1885.0    0.462986   0.621759
 1886.0    0.458261   0.622169
 1887.0    0.453536   0.622579
 1888.0    0.448811   0.622988
 1889.0    0.444086   0.623398
 1890.0    0.439361   0.623808
 1891.0    0.434522   0.623943
 1892.0    0.429684   0.624078
 1893.0    0.424845   0.624214
 1894.0    0.420006   0.624349
 1895.0    0.415168   0.624484
 1896.0    0.410255   0.624307
 1897.0    0.405343   0.624130
 1898.0    0.400431   0.623952
 1899.0    0.395518   0.623775
 1900.0    0.390606   0.623597
 1901.0    0.385666   0.623078
 1902.0    0.380727   0.622558
 1903.0    0.375787   0.622039
 1904.0    0.370847   0.621519
 1905.0    0.365908   0.621000
 1906.0    0.360991   0.620118
 1907.0    0.356074   0.619237
 1908.0    0.351158   0.618355
 1909.0    0.346241   0.617474
 1910.0    0.341324   0.616592
 1911.0    0.336483   0.615339
 1912.0    0.331642   0.614085
 1913.0    0.326800   0.612832
 1914.0    0.321959   0.611578
 1915.0    0.317118   0.610325
 1916.0    0.312404   0.608699
 1917.0    0.307691   0.607073
 1918.0    0.302977   0.605447
 1919.0    0.298264   0.603821
 1920.0    0.293551   0.602195
 1921.0    0.289016   0.600205
 1922.0    0.284481   0.598215
 1923.0    0.279946   0.596225
 1924.0    0.275411   0.594235
 1925.0    0.270876   0.592245
 1926.0    0.266567   0.589908
 1927.0    0.262258   0.587570
 1928.0    0.257949   0.585233
 1929.0    0.253640   0.582896
 1930.0    0.249331   0.580559
 1931.0    0.245291   0.577897
 1932.0    0.241252   0.575236
 1933.0    0.237212   0.572574
 1934.0    0.233172   0.569912
 1935.0    0.229133   0.567251
 1936.0    0.225400   0.564294
 1937.0    0.221667   0.561337
 1938.0    0.217935   0.558381
 1939.0    0.214202   0.555424
 1940.0    0.210470   0.552468
 1941.0    0.207076   0.549248
 1942.0    0.203683   0.546029
 1943.0    0.200290   0.542810
 1944.0    0.196897   0.539590
 1945.0    0.193504   0.536371
 1946.0    0.190477   0.532925
 1947.0    0.187449   0.529479
 1948.0    0.184422   0.526034
 1949.0    0.181395   0.522588
 1950.0    0.178368   0.519142
 1951.0    0.175728   0.515508
 1952.0    0.173088   0.511873
 1953.0    0.170448   0.508239
 1954.0    0.167807   0.504604
 1955.0    0.165167   0.500970
 1956.0    0.162930   0.497186
 1957.0    0.160692   0.493401
 1958.0    0.158454   0.489617
 1959.0    0.156217   0.485833
 1960.0    0.153979   0.482048
 1961.0    0.152154   0.478152
 1962.0    0.150330   0.474256
 1963.0    0.148505   0.470361
 1964.0    0.146680   0.466465
 1965.0    0.144856   0.462569
 1966.0    0.143451   0.458599
 1967.0    0.142045   0.454630
 1968.0    0.140640   0.450660
 1969.0    0.139235   0.446691
 1970.0    0.137830   0.442721
 1971.0    0.136846   0.438716
