   W         M2+(pi0_p)
 (MeV)      Re       Im
1073.50   -0.0003   0.0000
1074.00   -0.0009   0.0000
1074.50   -0.0015   0.0000
1075.00   -0.0021   0.0000
1075.50   -0.0027   0.0000
1076.00   -0.0034   0.0000
1076.50   -0.0040   0.0000
1077.00   -0.0046   0.0000
1077.50   -0.0052   0.0000
1078.00   -0.0058   0.0000
1078.50   -0.0064   0.0000
1079.00   -0.0070   0.0000
1079.50   -0.0077   0.0000
1080.00   -0.0083   0.0000
1080.50   -0.0089   0.0000
1081.00   -0.0095   0.0000
1081.50   -0.0102   0.0000
1082.00   -0.0108   0.0000
1082.50   -0.0114   0.0000
1083.00   -0.0120   0.0000
1083.50   -0.0127   0.0000
1084.00   -0.0133   0.0000
1084.50   -0.0139   0.0000
1085.00   -0.0146   0.0000
1085.50   -0.0152   0.0000
1086.00   -0.0158   0.0000
1086.50   -0.0165   0.0000
1087.00   -0.0171   0.0000
1087.50   -0.0178   0.0000
1088.00   -0.0184   0.0000
1088.50   -0.0190   0.0000
1089.00   -0.0197   0.0000
1089.50   -0.0203   0.0000
1090.00   -0.0210   0.0000
1090.50   -0.0216   0.0000
1091.00   -0.0223   0.0000
1091.50   -0.0229   0.0000
1092.00   -0.0236   0.0000
1092.50   -0.0242   0.0000
1093.00   -0.0249   0.0000
1093.50   -0.0255   0.0000
1094.00   -0.0262   0.0000
1094.50   -0.0268   0.0000
1095.00   -0.0275   0.0000
1095.50   -0.0281   0.0000
1096.00   -0.0288   0.0000
1096.50   -0.0295   0.0000
1097.00   -0.0301   0.0000
1097.50   -0.0308   0.0000
1098.00   -0.0315   0.0000
1098.50   -0.0321   0.0000
1099.00   -0.0328   0.0000
1099.50   -0.0335   0.0000
1100.00   -0.0341   0.0000
1100.50   -0.0348   0.0000
1101.00   -0.0355   0.0000
1101.50   -0.0361   0.0000
1102.00   -0.0368   0.0000
1102.50   -0.0375   0.0000
1103.00   -0.0382   0.0000
1103.50   -0.0388   0.0000
1104.00   -0.0395   0.0000
1104.50   -0.0402   0.0000
1105.00   -0.0409   0.0000
1105.50   -0.0416   0.0000
1106.00   -0.0422   0.0000
1106.50   -0.0429  -0.0001
1107.00   -0.0436  -0.0001
1107.50   -0.0443  -0.0001
1108.00   -0.0450  -0.0001
1108.50   -0.0457  -0.0001
1109.00   -0.0464  -0.0001
1109.50   -0.0470  -0.0001
1110.00   -0.0477  -0.0001
1110.50   -0.0484  -0.0001
1111.00   -0.0491  -0.0001
1111.50   -0.0498  -0.0001
1112.00   -0.0505  -0.0001
1112.50   -0.0512  -0.0001
1113.00   -0.0519  -0.0001
1113.50   -0.0526  -0.0001
1114.00   -0.0533  -0.0001
1114.50   -0.0540  -0.0001
1115.00   -0.0547  -0.0001
1115.50   -0.0554  -0.0001
1116.00   -0.0561  -0.0001
1116.50   -0.0568  -0.0001
1117.00   -0.0575  -0.0001
1117.50   -0.0582  -0.0001
1118.00   -0.0589  -0.0001
1118.50   -0.0596  -0.0002
1119.00   -0.0604  -0.0002
1119.50   -0.0611  -0.0002
1120.00   -0.0618  -0.0002
1120.50   -0.0625  -0.0002
1121.00   -0.0632  -0.0002
1121.50   -0.0639  -0.0002
1122.00   -0.0646  -0.0002
1122.50   -0.0653  -0.0002
1123.00   -0.0661  -0.0002
1123.50   -0.0668  -0.0002
1124.00   -0.0675  -0.0002
