   W         E1+(pi0_p)
 (MeV)      Re       Im
1073.50   -0.0076   0.0000
1074.00   -0.0133   0.0000
1074.50   -0.0174   0.0000
1075.00   -0.0209   0.0000
1075.50   -0.0240   0.0000
1076.00   -0.0269   0.0000
1076.50   -0.0297   0.0000
1077.00   -0.0324   0.0000
1077.50   -0.0350   0.0000
1078.00   -0.0376   0.0000
1078.50   -0.0402   0.0000
1079.00   -0.0427   0.0000
1079.50   -0.0453   0.0000
1080.00   -0.0479  -0.0001
1080.50   -0.0505  -0.0003
1081.00   -0.0531  -0.0005
1081.50   -0.0556  -0.0007
1082.00   -0.0582  -0.0009
1082.50   -0.0607  -0.0012
1083.00   -0.0633  -0.0016
1083.50   -0.0658  -0.0019
1084.00   -0.0684  -0.0023
1084.50   -0.0709  -0.0027
1085.00   -0.0734  -0.0031
1085.50   -0.0760  -0.0036
1086.00   -0.0785  -0.0041
1086.50   -0.0810  -0.0046
1087.00   -0.0836  -0.0052
1087.50   -0.0861  -0.0058
1088.00   -0.0886  -0.0064
1088.50   -0.0912  -0.0070
1089.00   -0.0937  -0.0076
1089.50   -0.0963  -0.0083
1090.00   -0.0988  -0.0090
1090.50   -0.1013  -0.0097
1091.00   -0.1039  -0.0105
1091.50   -0.1064  -0.0113
1092.00   -0.1089  -0.0121
1092.50   -0.1115  -0.0129
1093.00   -0.1140  -0.0137
1093.50   -0.1166  -0.0146
1094.00   -0.1191  -0.0155
1094.50   -0.1216  -0.0164
1095.00   -0.1242  -0.0173
1095.50   -0.1267  -0.0183
1096.00   -0.1293  -0.0193
1096.50   -0.1318  -0.0203
1097.00   -0.1343  -0.0213
1097.50   -0.1369  -0.0223
1098.00   -0.1394  -0.0234
1098.50   -0.1419  -0.0244
1099.00   -0.1445  -0.0255
1099.50   -0.1470  -0.0266
1100.00   -0.1496  -0.0278
1100.50   -0.1521  -0.0289
1101.00   -0.1546  -0.0301
1101.50   -0.1572  -0.0313
1102.00   -0.1597  -0.0325
1102.50   -0.1622  -0.0337
1103.00   -0.1648  -0.0349
1103.50   -0.1673  -0.0362
1104.00   -0.1698  -0.0374
1104.50   -0.1724  -0.0387
1105.00   -0.1749  -0.0400
1105.50   -0.1774  -0.0413
1106.00   -0.1800  -0.0427
1106.50   -0.1825  -0.0440
1107.00   -0.1850  -0.0454
1107.50   -0.1875  -0.0468
1108.00   -0.1901  -0.0482
1108.50   -0.1926  -0.0496
1109.00   -0.1951  -0.0510
1109.50   -0.1976  -0.0524
1110.00   -0.2002  -0.0539
1110.50   -0.2027  -0.0554
1111.00   -0.2052  -0.0568
1111.50   -0.2077  -0.0583
1112.00   -0.2102  -0.0599
1112.50   -0.2127  -0.0614
1113.00   -0.2153  -0.0629
1113.50   -0.2178  -0.0645
1114.00   -0.2203  -0.0660
1114.50   -0.2228  -0.0676
1115.00   -0.2253  -0.0692
1115.50   -0.2278  -0.0708
1116.00   -0.2303  -0.0724
1116.50   -0.2328  -0.0740
1117.00   -0.2353  -0.0757
1117.50   -0.2379  -0.0773
1118.00   -0.2404  -0.0790
1118.50   -0.2429  -0.0806
1119.00   -0.2454  -0.0823
1119.50   -0.2479  -0.0840
1120.00   -0.2504  -0.0857
1120.50   -0.2529  -0.0874
1121.00   -0.2554  -0.0892
1121.50   -0.2579  -0.0909
1122.00   -0.2604  -0.0927
1122.50   -0.2629  -0.0944
1123.00   -0.2654  -0.0962
1123.50   -0.2679  -0.0980
1124.00   -0.2703  -0.0998
