   W         M1-(pi0_p)
 (MeV)      Re       Im
1073.50   -0.1911   0.0000
1074.00   -0.3380   0.0000
1074.50   -0.4348   0.0000
1075.00   -0.5127   0.0000
1075.50   -0.5796   0.0000
1076.00   -0.6389   0.0000
1076.50   -0.6926   0.0000
1077.00   -0.7420   0.0000
1077.50   -0.7878   0.0000
1078.00   -0.8307   0.0000
1078.50   -0.8712   0.0000
1079.00   -0.9095   0.0000
1079.50   -0.9459  -0.0002
1080.00   -0.9805  -0.0004
1080.50   -1.0135  -0.0006
1081.00   -1.0452  -0.0008
1081.50   -1.0756  -0.0010
1082.00   -1.1048  -0.0012
1082.50   -1.1330  -0.0014
1083.00   -1.1602  -0.0016
1083.50   -1.1864  -0.0018
1084.00   -1.2118  -0.0021
1084.50   -1.2364  -0.0024
1085.00   -1.2602  -0.0026
1085.50   -1.2833  -0.0029
1086.00   -1.3057  -0.0032
1086.50   -1.3275  -0.0035
1087.00   -1.3486  -0.0038
1087.50   -1.3692  -0.0042
1088.00   -1.3892  -0.0045
1088.50   -1.4087  -0.0048
1089.00   -1.4277  -0.0052
1089.50   -1.4461  -0.0056
1090.00   -1.4641  -0.0059
1090.50   -1.4817  -0.0063
1091.00   -1.4988  -0.0067
1091.50   -1.5154  -0.0071
1092.00   -1.5317  -0.0075
1092.50   -1.5476  -0.0079
1093.00   -1.5630  -0.0084
1093.50   -1.5782  -0.0088
1094.00   -1.5929  -0.0092
1094.50   -1.6073  -0.0097
1095.00   -1.6214  -0.0101
1095.50   -1.6351  -0.0106
1096.00   -1.6485  -0.0111
1096.50   -1.6616  -0.0115
1097.00   -1.6744  -0.0120
1097.50   -1.6869  -0.0125
1098.00   -1.6991  -0.0130
1098.50   -1.7110  -0.0135
1099.00   -1.7226  -0.0140
1099.50   -1.7340  -0.0145
1100.00   -1.7451  -0.0150
1100.50   -1.7559  -0.0155
1101.00   -1.7665  -0.0160
1101.50   -1.7769  -0.0165
1102.00   -1.7870  -0.0170
1102.50   -1.7968  -0.0175
1103.00   -1.8064  -0.0181
1103.50   -1.8158  -0.0186
1104.00   -1.8250  -0.0191
1104.50   -1.8339  -0.0197
1105.00   -1.8426  -0.0202
1105.50   -1.8511  -0.0208
1106.00   -1.8594  -0.0213
1106.50   -1.8675  -0.0219
1107.00   -1.8754  -0.0224
1107.50   -1.8831  -0.0230
1108.00   -1.8906  -0.0235
1108.50   -1.8979  -0.0241
1109.00   -1.9050  -0.0246
1109.50   -1.9119  -0.0252
1110.00   -1.9186  -0.0257
1110.50   -1.9252  -0.0263
1111.00   -1.9316  -0.0269
1111.50   -1.9377  -0.0274
1112.00   -1.9438  -0.0280
1112.50   -1.9496  -0.0286
1113.00   -1.9553  -0.0291
1113.50   -1.9608  -0.0297
1114.00   -1.9661  -0.0303
1114.50   -1.9713  -0.0308
1115.00   -1.9763  -0.0314
1115.50   -1.9812  -0.0320
1116.00   -1.9859  -0.0325
1116.50   -1.9904  -0.0331
1117.00   -1.9948  -0.0337
1117.50   -1.9991  -0.0342
1118.00   -2.0032  -0.0348
1118.50   -2.0071  -0.0354
1119.00   -2.0109  -0.0359
1119.50   -2.0146  -0.0365
1120.00   -2.0181  -0.0371
1120.50   -2.0214  -0.0376
1121.00   -2.0247  -0.0382
1121.50   -2.0278  -0.0388
1122.00   -2.0307  -0.0393
1122.50   -2.0336  -0.0399
1123.00   -2.0362  -0.0404
1123.50   -2.0388  -0.0410
1124.00   -2.0412  -0.0416

