   W         E0+(pi0_p)
 (MeV)      Re       Im
1073.50   -1.0904   0.0000
1074.00   -1.0608   0.0000
1074.50   -1.0295   0.0000
1075.00   -0.9960   0.0000
1075.50   -0.9600   0.0000
1076.00   -0.9210   0.0000
1076.50   -0.8781   0.0000
1077.00   -0.8301   0.0000
1077.50   -0.7751   0.0000
1078.00   -0.7093   0.0000
1078.50   -0.6241   0.0000
1079.00   -0.4769   0.0000
1079.50   -0.3657   0.2094
1080.00   -0.3758   0.3249
1080.50   -0.3858   0.4080
1081.00   -0.3959   0.4764
1081.50   -0.4061   0.5359
1082.00   -0.4162   0.5891
1082.50   -0.4264   0.6377
1083.00   -0.4367   0.6826
1083.50   -0.4470   0.7246
1084.00   -0.4573   0.7641
1084.50   -0.4676   0.8015
1085.00   -0.4780   0.8371
1085.50   -0.4884   0.8710
1086.00   -0.4989   0.9035
1086.50   -0.5093   0.9348
1087.00   -0.5199   0.9649
1087.50   -0.5304   0.9940
1088.00   -0.5410   1.0221
1088.50   -0.5516   1.0493
1089.00   -0.5623   1.0758
1089.50   -0.5730   1.1014
1090.00   -0.5837   1.1264
1090.50   -0.5945   1.1508
1091.00   -0.6053   1.1745
1091.50   -0.6162   1.1976
1092.00   -0.6271   1.2202
1092.50   -0.6380   1.2423
1093.00   -0.6489   1.2639
1093.50   -0.6599   1.2851
1094.00   -0.6710   1.3058
1094.50   -0.6820   1.3261
1095.00   -0.6931   1.3460
1095.50   -0.7043   1.3655
1096.00   -0.7155   1.3847
1096.50   -0.7267   1.4035
1097.00   -0.7379   1.4219
1097.50   -0.7492   1.4401
1098.00   -0.7605   1.4579
1098.50   -0.7719   1.4755
1099.00   -0.7833   1.4927
1099.50   -0.7948   1.5097
1100.00   -0.8062   1.5264
1100.50   -0.8178   1.5429
1101.00   -0.8293   1.5591
1101.50   -0.8409   1.5750
1102.00   -0.8526   1.5908
1102.50   -0.8642   1.6063
1103.00   -0.8759   1.6215
1103.50   -0.8877   1.6366
1104.00   -0.8995   1.6515
1104.50   -0.9113   1.6661
1105.00   -0.9232   1.6806
1105.50   -0.9351   1.6948
1106.00   -0.9470   1.7089
1106.50   -0.9590   1.7228
1107.00   -0.9710   1.7365
1107.50   -0.9831   1.7500
1108.00   -0.9952   1.7634
1108.50   -1.0073   1.7766
1109.00   -1.0195   1.7896
1109.50   -1.0317   1.8025
1110.00   -1.0440   1.8152
1110.50   -1.0563   1.8278
1111.00   -1.0686   1.8402
1111.50   -1.0810   1.8525
1112.00   -1.0934   1.8646
1112.50   -1.1059   1.8766
1113.00   -1.1184   1.8884
1113.50   -1.1309   1.9001
1114.00   -1.1435   1.9117
1114.50   -1.1561   1.9231
1115.00   -1.1687   1.9344
1115.50   -1.1814   1.9456
1116.00   -1.1942   1.9567
1116.50   -1.2070   1.9676
1117.00   -1.2198   1.9785
1117.50   -1.2326   1.9892
1118.00   -1.2455   1.9998
1118.50   -1.2585   2.0102
1119.00   -1.2714   2.0206
1119.50   -1.2845   2.0309
1120.00   -1.2975   2.0410
1120.50   -1.3106   2.0510
1121.00   -1.3238   2.0610
1121.50   -1.3369   2.0708
1122.00   -1.3502   2.0805
1122.50   -1.3634   2.0901
1123.00   -1.3767   2.0996
1123.50   -1.3901   2.1091
1124.00   -1.4035   2.1184
