   W         E2+(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.087564   0.005522
 1075.0   -0.070314   0.004434
 1076.0   -0.053065   0.003345
 1077.0   -0.035815   0.002257
 1078.0   -0.018566   0.001169
 1079.0   -0.001316   0.000081
 1080.0    0.015933  -0.001008
 1081.0    0.033183  -0.002096
 1082.0    0.050432  -0.003184
 1083.0    0.067682  -0.004272
 1084.0    0.084931  -0.005360
 1085.0    0.102181  -0.006449
 1086.0    0.117601  -0.007417
 1087.0    0.133021  -0.008385
 1088.0    0.148441  -0.009352
 1089.0    0.163860  -0.010320
 1090.0    0.179280  -0.011288
 1091.0    0.193087  -0.012149
 1092.0    0.206893  -0.013010
 1093.0    0.220699  -0.013871
 1094.0    0.234505  -0.014732
 1095.0    0.248312  -0.015593
 1096.0    0.260690  -0.016359
 1097.0    0.273068  -0.017125
 1098.0    0.285446  -0.017890
 1099.0    0.297824  -0.018656
 1100.0    0.310202  -0.019421
 1101.0    0.321314  -0.020101
 1102.0    0.332425  -0.020781
 1103.0    0.343536  -0.021462
 1104.0    0.354648  -0.022142
 1105.0    0.365759  -0.022822
 1106.0    0.375743  -0.023425
 1107.0    0.385728  -0.024028
 1108.0    0.395712  -0.024631
 1109.0    0.405696  -0.025235
 1110.0    0.415681  -0.025838
 1111.0    0.424660  -0.026371
 1112.0    0.433640  -0.026905
 1113.0    0.442619  -0.027439
 1114.0    0.451598  -0.027973
 1115.0    0.460578  -0.028506
 1116.0    0.468659  -0.028977
 1117.0    0.476740  -0.029448
 1118.0    0.484822  -0.029919
 1119.0    0.492903  -0.030390
 1120.0    0.500984  -0.030860
 1121.0    0.508261  -0.031274
 1122.0    0.515537  -0.031687
 1123.0    0.522814  -0.032101
 1124.0    0.530091  -0.032514
 1125.0    0.537367  -0.032928
 1126.0    0.543922  -0.033289
 1127.0    0.550477  -0.033650
 1128.0    0.557032  -0.034011
 1129.0    0.563586  -0.034373
 1130.0    0.570141  -0.034734
 1131.0    0.576047  -0.035047
 1132.0    0.581952  -0.035360
 1133.0    0.587858  -0.035674
 1134.0    0.593763  -0.035987
 1135.0    0.599669  -0.036300
 1136.0    0.604989  -0.036569
 1137.0    0.610310  -0.036838
 1138.0    0.615631  -0.037107
 1139.0    0.620951  -0.037377
 1140.0    0.626272  -0.037646
 1141.0    0.631065  -0.037874
 1142.0    0.635858  -0.038103
 1143.0    0.640651  -0.038331
 1144.0    0.645444  -0.038559
 1145.0    0.650237  -0.038788
 1146.0    0.654553  -0.038979
 1147.0    0.658870  -0.039169
 1148.0    0.663186  -0.039360
 1149.0    0.667502  -0.039551
 1150.0    0.671818  -0.039741
 1151.0    0.675702  -0.039897
 1152.0    0.679587  -0.040053
 1153.0    0.683471  -0.040209
 1154.0    0.687356  -0.040364
 1155.0    0.691240  -0.040520
 1156.0    0.694734  -0.040643
 1157.0    0.698227  -0.040766
 1158.0    0.701720  -0.040889
 1159.0    0.705213  -0.041012
 1160.0    0.708706  -0.041135
 1161.0    0.711844  -0.041228
 1162.0    0.714982  -0.041320
 1163.0    0.718120  -0.041413
 1164.0    0.721259  -0.041505
 1165.0    0.724397  -0.041598
 1166.0    0.727212  -0.041662
 1167.0    0.730027  -0.041726
 1168.0    0.732843  -0.041790
 1169.0    0.735658  -0.041854
 1170.0    0.738473  -0.041918
 1171.0    0.740995  -0.041955
 1172.0    0.743517  -0.041992
 1173.0    0.746038  -0.042029
 1174.0    0.748560  -0.042066
 1175.0    0.751082  -0.042103
