   W         M1-(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.554289   0.094680
 1075.0   -0.349907   0.059951
 1076.0   -0.145525   0.025223
 1077.0    0.058857  -0.009505
 1078.0    0.263239  -0.044233
 1079.0    0.467622  -0.078961
 1080.0    0.672004  -0.113690
 1081.0    0.876386  -0.148418
 1082.0    1.080768  -0.183146
 1083.0    1.285150  -0.217874
 1084.0    1.489533  -0.252603
 1085.0    1.693915  -0.287331
 1086.0    1.801896  -0.305642
 1087.0    1.909877  -0.323953
 1088.0    2.017858  -0.342264
 1089.0    2.125839  -0.360575
 1090.0    2.233821  -0.378886
 1091.0    2.310636  -0.391697
 1092.0    2.387451  -0.404509
 1093.0    2.464265  -0.417320
 1094.0    2.541080  -0.430132
 1095.0    2.617895  -0.442943
 1096.0    2.677208  -0.452525
 1097.0    2.736520  -0.462107
 1098.0    2.795833  -0.471689
 1099.0    2.855145  -0.481271
 1100.0    2.914458  -0.490853
 1101.0    2.962181  -0.498193
 1102.0    3.009905  -0.505533
 1103.0    3.057628  -0.512873
 1104.0    3.105352  -0.520213
 1105.0    3.153076  -0.527553
 1106.0    3.192468  -0.533204
 1107.0    3.231859  -0.538855
 1108.0    3.271251  -0.544506
 1109.0    3.310643  -0.550157
 1110.0    3.350035  -0.555808
 1111.0    3.383137  -0.560127
 1112.0    3.416239  -0.564445
 1113.0    3.449341  -0.568764
 1114.0    3.482443  -0.573083
 1115.0    3.515545  -0.577401
 1116.0    3.543743  -0.580639
 1117.0    3.571942  -0.583877
 1118.0    3.600140  -0.587115
 1119.0    3.628339  -0.590353
 1120.0    3.656537  -0.593591
 1121.0    3.680828  -0.595936
 1122.0    3.705119  -0.598282
 1123.0    3.729410  -0.600628
 1124.0    3.753700  -0.602974
 1125.0    3.777991  -0.605320
 1126.0    3.799117  -0.606921
 1127.0    3.820243  -0.608523
 1128.0    3.841369  -0.610125
 1129.0    3.862495  -0.611726
 1130.0    3.883621  -0.613328
 1131.0    3.902153  -0.614305
 1132.0    3.920684  -0.615283
 1133.0    3.939216  -0.616260
 1134.0    3.957747  -0.617237
 1135.0    3.976278  -0.618215
 1136.0    3.992663  -0.618667
 1137.0    4.009047  -0.619119
 1138.0    4.025431  -0.619571
 1139.0    4.041815  -0.620023
 1140.0    4.058199  -0.620475
 1141.0    4.072793  -0.620484
 1142.0    4.087387  -0.620494
 1143.0    4.101981  -0.620504
