   W         E4-(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.002329   0.000148
 1075.0   -0.001933   0.000123
 1076.0   -0.001537   0.000098
 1077.0   -0.001141   0.000072
 1078.0   -0.000745   0.000047
 1079.0   -0.000349   0.000022
 1080.0    0.000048  -0.000003
 1081.0    0.000444  -0.000028
 1082.0    0.000840  -0.000053
 1083.0    0.001236  -0.000078
 1084.0    0.001632  -0.000104
 1085.0    0.002028  -0.000129
 1086.0    0.002917  -0.000185
 1087.0    0.003805  -0.000242
 1088.0    0.004694  -0.000298
 1089.0    0.005583  -0.000354
 1090.0    0.006472  -0.000411
 1091.0    0.007748  -0.000492
 1092.0    0.009024  -0.000573
 1093.0    0.010301  -0.000654
 1094.0    0.011577  -0.000735
 1095.0    0.012853  -0.000816
 1096.0    0.014431  -0.000916
 1097.0    0.016009  -0.001016
 1098.0    0.017588  -0.001116
 1099.0    0.019166  -0.001216
 1100.0    0.020744  -0.001316
 1101.0    0.022553  -0.001431
 1102.0    0.024362  -0.001545
 1103.0    0.026172  -0.001660
 1104.0    0.027981  -0.001774
 1105.0    0.029791  -0.001889
 1106.0    0.031774  -0.002014
 1107.0    0.033757  -0.002140
 1108.0    0.035740  -0.002265
 1109.0    0.037723  -0.002391
 1110.0    0.039706  -0.002516
 1111.0    0.041816  -0.002650
 1112.0    0.043925  -0.002783
 1113.0    0.046035  -0.002917
 1114.0    0.048145  -0.003050
 1115.0    0.050254  -0.003183
 1116.0    0.052451  -0.003322
 1117.0    0.054649  -0.003461
 1118.0    0.056846  -0.003599
 1119.0    0.059043  -0.003738
 1120.0    0.061240  -0.003877
 1121.0    0.063493  -0.004019
 1122.0    0.065747  -0.004161
 1123.0    0.068000  -0.004303
 1124.0    0.070253  -0.004445
 1125.0    0.072506  -0.004587
 1126.0    0.074789  -0.004731
 1127.0    0.077073  -0.004875
 1128.0    0.079356  -0.005019
 1129.0    0.081639  -0.005162
 1130.0    0.083922  -0.005306
 1131.0    0.086214  -0.005450
 1132.0    0.088507  -0.005594
 1133.0    0.090799  -0.005739
 1134.0    0.093091  -0.005883
 1135.0    0.095383  -0.006027
 1136.0    0.097667  -0.006170
 1137.0    0.099951  -0.006314
 1138.0    0.102235  -0.006457
 1139.0    0.104519  -0.006600
 1140.0    0.106803  -0.006744
 1141.0    0.109065  -0.006885
 1142.0    0.111327  -0.007027
 1143.0    0.113589  -0.007169
 1144.0    0.115851  -0.007310
 1145.0    0.118113  -0.007452
 1146.0    0.120342  -0.007592
 1147.0    0.122571  -0.007731
 1148.0    0.124799  -0.007870
 1149.0    0.127028  -0.008010
 1150.0    0.129257  -0.008149
 1151.0    0.131444  -0.008285
 1152.0    0.133631  -0.008422
 1153.0    0.135818  -0.008558
 1154.0    0.138005  -0.008695
 1155.0    0.140192  -0.008831
 1156.0    0.142330  -0.008964
 1157.0    0.144468  -0.009097
 1158.0    0.146606  -0.009230
 1159.0    0.148744  -0.009364
 1160.0    0.150882  -0.009497
 1161.0    0.152965  -0.009626
 1162.0    0.155049  -0.009755
 1163.0    0.157133  -0.009885
 1164.0    0.159217  -0.010014
 1165.0    0.161301  -0.010143
 1166.0    0.163326  -0.010269
 1167.0    0.165352  -0.010394
 1168.0    0.167377  -0.010520
 1169.0    0.169403  -0.010645
 1170.0    0.171429  -0.010771
 1171.0    0.173393  -0.010892
 1172.0    0.175357  -0.011013
 1173.0    0.177322  -0.011134
 1174.0    0.179286  -0.011256
 1175.0    0.181250  -0.011377
 1176.0    0.183151  -0.011494
 1177.0    0.185053  -0.011611
 1178.0    0.186954  -0.011728
 1179.0    0.188855  -0.011845
 1180.0    0.190756  -0.011962
 1181.0    0.192592  -0.012074
 1182.0    0.194429  -0.012187
 1183.0    0.196265  -0.012299
 1184.0    0.198102  -0.012412
 1185.0    0.199938  -0.012525
 1186.0    0.201710  -0.012633
 1187.0    0.203481  -0.012741
 1188.0    0.205252  -0.012849
 1189.0    0.207023  -0.012957
 1190.0    0.208794  -0.013066
 1191.0    0.210500  -0.013169
 1192.0    0.212206  -0.013273
 1193.0    0.213912  -0.013377
 1194.0    0.215618  -0.013481
 1195.0    0.217323  -0.013585
 1196.0    0.218964  -0.013684
 1197.0    0.220604  -0.013783
 1198.0    0.222245  -0.013883
 1199.0    0.223885  -0.013982
 1200.0    0.225526  -0.014082
 1201.0    0.227102  -0.014177
 1202.0    0.228678  -0.014272
 1203.0    0.230254  -0.014367
 1204.0    0.231829  -0.014462
 1205.0    0.233405  -0.014557
 1206.0    0.234917  -0.014647
 1207.0    0.236429  -0.014738
 1208.0    0.237942  -0.014829
 1209.0    0.239454  -0.014920
 1210.0    0.240966  -0.015010
 1211.0    0.242415  -0.015097
 1212.0    0.243864  -0.015183
 1213.0    0.245314  -0.015270
 1214.0    0.246763  -0.015356
 1215.0    0.248212  -0.015443
 1216.0    0.249600  -0.015525
 1217.0    0.250988  -0.015607
 1218.0    0.252376  -0.015690
 1219.0    0.253763  -0.015772
 1220.0    0.255151  -0.015854
 1221.0    0.256479  -0.015933
 1222.0    0.257807  -0.016011
 1223.0    0.259134  -0.016089
 1224.0    0.260462  -0.016168
 1225.0    0.261790  -0.016246
 1226.0    0.263059  -0.016320
 1227.0    0.264328  -0.016394
 1228.0    0.265597  -0.016469
 1229.0    0.266866  -0.016543
 1230.0    0.268135  -0.016617
 1231.0    0.269347  -0.016688
 1232.0    0.270558  -0.016758
 1233.0    0.271770  -0.016829
 1234.0    0.272982  -0.016899
 1235.0    0.274194  -0.016970
 1236.0    0.275351  -0.017036
 1237.0    0.276507  -0.017103
 1238.0    0.277663  -0.017170
 1239.0    0.278820  -0.017236
 1240.0    0.279976  -0.017303
 1241.0    0.281079  -0.017366
 1242.0    0.282181  -0.017429
 1243.0    0.283284  -0.017492
 1244.0    0.284387  -0.017555
 1245.0    0.285489  -0.017618
 1246.0    0.286539  -0.017678
 1247.0    0.287590  -0.017737
 1248.0    0.288640  -0.017797
 1249.0    0.289691  -0.017856
 1250.0    0.290741  -0.017916
 1251.0    0.291741  -0.017972
 1252.0    0.292741  -0.018028
 1253.0    0.293741  -0.018084
 1254.0    0.294740  -0.018140
 1255.0    0.295740  -0.018196
 1256.0    0.296691  -0.018248
 1257.0    0.297643  -0.018301
 1258.0    0.298594  -0.018354
 1259.0    0.299545  -0.018406
 1260.0    0.300496  -0.018459
 1261.0    0.301400  -0.018509
 1262.0    0.302304  -0.018558
 1263.0    0.303208  -0.018607
 1264.0    0.304112  -0.018657
 1265.0    0.305016  -0.018706
 1266.0    0.305874  -0.018753
 1267.0    0.306733  -0.018799
 1268.0    0.307591  -0.018845
 1269.0    0.308450  -0.018892
 1270.0    0.309308  -0.018938
 1271.0    0.310123  -0.018981
 1272.0    0.310937  -0.019024
 1273.0    0.311751  -0.019067
 1274.0    0.312565  -0.019111
 1275.0    0.313380  -0.019154
 1276.0    0.314152  -0.019194
 1277.0    0.314924  -0.019234
 1278.0    0.315696  -0.019275
 1279.0    0.316468  -0.019315
 1280.0    0.317240  -0.019355
 1281.0    0.317972  -0.019393
 1282.0    0.318703  -0.019430
 1283.0    0.319435  -0.019467
 1284.0    0.320166  -0.019505
 1285.0    0.320898  -0.019542
 1286.0    0.321590  -0.019577
 1287.0    0.322282  -0.019611
 1288.0    0.322975  -0.019646
 1289.0    0.323667  -0.019681
 1290.0    0.324360  -0.019715
 1291.0    0.325014  -0.019747
 1292.0    0.325669  -0.019779
 1293.0    0.326323  -0.019811
 1294.0    0.326977  -0.019843
 1295.0    0.327632  -0.019875
 1296.0    0.328250  -0.019904
 1297.0    0.328868  -0.019933
 1298.0    0.329486  -0.019962
 1299.0    0.330104  -0.019991
 1300.0    0.330723  -0.020021
 1301.0    0.331306  -0.020047
 1302.0    0.331890  -0.020074
 1303.0    0.332474  -0.020101
 1304.0    0.333057  -0.020128
 1305.0    0.333641  -0.020154
