   W         E4+(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.000959   0.000061
 1075.0   -0.000796   0.000051
 1076.0   -0.000633   0.000040
 1077.0   -0.000470   0.000030
 1078.0   -0.000307   0.000020
 1079.0   -0.000144   0.000009
 1080.0    0.000020  -0.000001
 1081.0    0.000183  -0.000012
 1082.0    0.000346  -0.000022
 1083.0    0.000509  -0.000032
 1084.0    0.000672  -0.000043
 1085.0    0.000835  -0.000053
 1086.0    0.001200  -0.000077
 1087.0    0.001565  -0.000100
 1088.0    0.001930  -0.000123
 1089.0    0.002295  -0.000146
 1090.0    0.002661  -0.000170
 1091.0    0.003183  -0.000203
 1092.0    0.003706  -0.000236
 1093.0    0.004229  -0.000270
 1094.0    0.004752  -0.000303
 1095.0    0.005275  -0.000336
 1096.0    0.005920  -0.000377
 1097.0    0.006564  -0.000418
 1098.0    0.007209  -0.000459
 1099.0    0.007854  -0.000501
 1100.0    0.008499  -0.000542
 1101.0    0.009236  -0.000589
 1102.0    0.009973  -0.000636
 1103.0    0.010710  -0.000683
 1104.0    0.011447  -0.000730
 1105.0    0.012185  -0.000777
 1106.0    0.012990  -0.000828
 1107.0    0.013796  -0.000879
 1108.0    0.014602  -0.000931
 1109.0    0.015407  -0.000982
 1110.0    0.016213  -0.001033
 1111.0    0.017068  -0.001088
 1112.0    0.017922  -0.001142
 1113.0    0.018777  -0.001197
 1114.0    0.019632  -0.001251
 1115.0    0.020486  -0.001306
 1116.0    0.021374  -0.001362
 1117.0    0.022262  -0.001419
 1118.0    0.023149  -0.001476
 1119.0    0.024037  -0.001532
 1120.0    0.024925  -0.001589
 1121.0    0.025832  -0.001647
 1122.0    0.026740  -0.001704
 1123.0    0.027648  -0.001762
 1124.0    0.028555  -0.001820
 1125.0    0.029463  -0.001878
 1126.0    0.030380  -0.001936
 1127.0    0.031297  -0.001995
 1128.0    0.032214  -0.002053
 1129.0    0.033131  -0.002112
 1130.0    0.034048  -0.002170
 1131.0    0.034966  -0.002229
 1132.0    0.035884  -0.002287
 1133.0    0.036802  -0.002346
 1134.0    0.037720  -0.002404
 1135.0    0.038638  -0.002463
 1136.0    0.039550  -0.002521
 1137.0    0.040462  -0.002579
 1138.0    0.041374  -0.002637
 1139.0    0.042286  -0.002695
 1140.0    0.043198  -0.002753
 1141.0    0.044098  -0.002811
 1142.0    0.044999  -0.002868
 1143.0    0.045899  -0.002926
 1144.0    0.046800  -0.002983
 1145.0    0.047700  -0.003040
 1146.0    0.048585  -0.003097
 1147.0    0.049470  -0.003153
 1148.0    0.050354  -0.003210
 1149.0    0.051239  -0.003266
 1150.0    0.052123  -0.003322
 1151.0    0.052989  -0.003378
 1152.0    0.053854  -0.003433
 1153.0    0.054719  -0.003488
 1154.0    0.055585  -0.003543
 1155.0    0.056450  -0.003598
 1156.0    0.057293  -0.003652
 1157.0    0.058137  -0.003706
 1158.0    0.058980  -0.003759
 1159.0    0.059823  -0.003813
 1160.0    0.060667  -0.003867
 1161.0    0.061486  -0.003919
 1162.0    0.062305  -0.003971
 1163.0    0.063125  -0.004024
 1164.0    0.063944  -0.004076
 1165.0    0.064763  -0.004128
 1166.0    0.065557  -0.004179
 1167.0    0.066351  -0.004229
 1168.0    0.067145  -0.004280
 1169.0    0.067939  -0.004330
 1170.0    0.068733  -0.004381
 1171.0    0.069500  -0.004430
 1172.0    0.070267  -0.004479
 1173.0    0.071035  -0.004528
 1174.0    0.071802  -0.004576
 1175.0    0.072570  -0.004625
 1176.0    0.073310  -0.004673
 1177.0    0.074050  -0.004720
 1178.0    0.074790  -0.004767
 1179.0    0.075530  -0.004814
 1180.0    0.076270  -0.004861
 1181.0    0.076983  -0.004907
 1182.0    0.077696  -0.004952
 1183.0    0.078408  -0.004997
 1184.0    0.079121  -0.005043
 1185.0    0.079834  -0.005088
 1186.0    0.080519  -0.005132
 1187.0    0.081203  -0.005175
 1188.0    0.081888  -0.005219
 1189.0    0.082573  -0.005263
 1190.0    0.083258  -0.005306
 1191.0    0.083915  -0.005348
 1192.0    0.084573  -0.005390
 1193.0    0.085230  -0.005432
 1194.0    0.085887  -0.005474
 1195.0    0.086545  -0.005516
 1196.0    0.087174  -0.005556
 1197.0    0.087804  -0.005596
 1198.0    0.088434  -0.005636
 1199.0    0.089064  -0.005676
 1200.0    0.089694  -0.005716
 1201.0    0.090297  -0.005754
 1202.0    0.090900  -0.005793
 1203.0    0.091502  -0.005831
 1204.0    0.092105  -0.005869
 1205.0    0.092708  -0.005908
 1206.0    0.093284  -0.005944
 1207.0    0.093860  -0.005981
 1208.0    0.094437  -0.006018
 1209.0    0.095013  -0.006054
 1210.0    0.095589  -0.006091
 1211.0    0.096139  -0.006126
 1212.0    0.096689  -0.006161
 1213.0    0.097240  -0.006196
 1214.0    0.097790  -0.006231
 1215.0    0.098340  -0.006266
 1216.0    0.098865  -0.006299
 1217.0    0.099389  -0.006332
 1218.0    0.099914  -0.006366
 1219.0    0.100439  -0.006399
 1220.0    0.100963  -0.006432
 1221.0    0.101463  -0.006464
 1222.0    0.101963  -0.006496
 1223.0    0.102463  -0.006528
 1224.0    0.102963  -0.006559
 1225.0    0.103463  -0.006591
 1226.0    0.103939  -0.006621
