   W         E2-(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.531392   0.041885
 1075.0   -0.426874   0.033628
 1076.0   -0.322356   0.025371
 1077.0   -0.217838   0.017115
 1078.0   -0.113320   0.008858
 1079.0   -0.008802   0.000601
 1080.0    0.095716  -0.007655
 1081.0    0.200233  -0.015912
 1082.0    0.304751  -0.024169
 1083.0    0.409269  -0.032426
 1084.0    0.513787  -0.040682
 1085.0    0.618305  -0.048939
 1086.0    0.713167  -0.056246
 1087.0    0.808030  -0.063553
 1088.0    0.902892  -0.070861
 1089.0    0.997755  -0.078168
 1090.0    1.092617  -0.085475
 1091.0    1.178891  -0.091916
 1092.0    1.265164  -0.098357
 1093.0    1.351438  -0.104798
 1094.0    1.437711  -0.111239
 1095.0    1.523985  -0.117680
 1096.0    1.602592  -0.123327
 1097.0    1.681200  -0.128974
 1098.0    1.759807  -0.134621
 1099.0    1.838415  -0.140268
 1100.0    1.917022  -0.145915
 1101.0    1.988767  -0.150832
 1102.0    2.060512  -0.155749
 1103.0    2.132258  -0.160666
 1104.0    2.204003  -0.165583
 1105.0    2.275748  -0.170500
 1106.0    2.341333  -0.174743
 1107.0    2.406919  -0.178986
 1108.0    2.472505  -0.183229
 1109.0    2.538090  -0.187472
 1110.0    2.603676  -0.191715
 1111.0    2.663719  -0.195334
 1112.0    2.723762  -0.198952
 1113.0    2.783805  -0.202571
 1114.0    2.843848  -0.206189
 1115.0    2.903891  -0.209808
 1116.0    2.958931  -0.212846
 1117.0    3.013971  -0.215885
 1118.0    3.069011  -0.218923
 1119.0    3.124052  -0.221961
 1120.0    3.179092  -0.224999
 1121.0    3.229608  -0.227496
 1122.0    3.280125  -0.229993
 1123.0    3.330642  -0.232490
 1124.0    3.381158  -0.234988
 1125.0    3.431675  -0.237485
 1126.0    3.478093  -0.239476
 1127.0    3.524510  -0.241467
 1128.0    3.570927  -0.243458
 1129.0    3.617345  -0.245448
 1130.0    3.663762  -0.247439
 1131.0    3.706456  -0.248956
 1132.0    3.749150  -0.250472
 1133.0    3.791844  -0.251988
 1134.0    3.834538  -0.253504
 1135.0    3.877232  -0.255021
 1136.0    3.916537  -0.256090
 1137.0    3.955842  -0.257160
 1138.0    3.995147  -0.258230
 1139.0    4.034452  -0.259299
 1140.0    4.073757  -0.260369
 1141.0    4.109973  -0.261018
 1142.0    4.146188  -0.261666
 1143.0    4.182404  -0.262315
 1144.0    4.218619  -0.262963
 1145.0    4.254834  -0.263612
 1146.0    4.288228  -0.263863
 1147.0    4.321622  -0.264113
 1148.0    4.355016  -0.264364
 1149.0    4.388410  -0.264614
 1150.0    4.421804  -0.264865
 1151.0    4.452615  -0.264738
 1152.0    4.483426  -0.264611
 1153.0    4.514237  -0.264484
 1154.0    4.545048  -0.264357
 1155.0    4.575859  -0.264230
 1156.0    4.604304  -0.263745
 1157.0    4.632749  -0.263260
 1158.0    4.661194  -0.262775
 1159.0    4.689639  -0.262290
 1160.0    4.718084  -0.261804
 1161.0    4.744358  -0.260978
 1162.0    4.770633  -0.260152
 1163.0    4.796907  -0.259325
 1164.0    4.823181  -0.258499
 1165.0    4.849455  -0.257673
 1166.0    4.873734  -0.256521
 1167.0    4.898013  -0.255369
 1168.0    4.922292  -0.254217
 1169.0    4.946571  -0.253066
 1170.0    4.970850  -0.251914
 1171.0    4.993293  -0.250451
 1172.0    5.015737  -0.248988
 1173.0    5.038180  -0.247526
 1174.0    5.060623  -0.246063
 1175.0    5.083066  -0.244600
 1176.0    5.103819  -0.242840
 1177.0    5.124572  -0.241079
 1178.0    5.145324  -0.239318
 1179.0    5.166077  -0.237558
 1180.0    5.186830  -0.235797
 1181.0    5.206023  -0.233751
 1182.0    5.225216  -0.231704
 1183.0    5.244409  -0.229658
 1184.0    5.263602  -0.227611
 1185.0    5.282795  -0.225565
 1186.0    5.300549  -0.223244
 1187.0    5.318302  -0.220923
 1188.0    5.336056  -0.218602
 1189.0    5.353809  -0.216281
 1190.0    5.371563  -0.213960
 1191.0    5.387988  -0.211374
 1192.0    5.404413  -0.208789
 1193.0    5.420839  -0.206203
 1194.0    5.437264  -0.203618
 1195.0    5.453690  -0.201032
 1196.0    5.468886  -0.198191
 1197.0    5.484082  -0.195351
 1198.0    5.499278  -0.192510
 1199.0    5.514475  -0.189669
 1200.0    5.529671  -0.186829
 1201.0    5.543731  -0.183742
 1202.0    5.557791  -0.180654
 1203.0    5.571851  -0.177567
 1204.0    5.585911  -0.174480
 1205.0    5.599971  -0.171393
 1206.0    5.612981  -0.168067
 1207.0    5.625992  -0.164741
 1208.0    5.639002  -0.161415
 1209.0    5.652013  -0.158089
 1210.0    5.665023  -0.154763
 1211.0    5.677059  -0.151200
 1212.0    5.689095  -0.147637
 1213.0    5.701131  -0.144075
 1214.0    5.713167  -0.140512
 1215.0    5.725203  -0.136950
 1216.0    5.736340  -0.133156
 1217.0    5.747477  -0.129362
 1218.0    5.758614  -0.125569
 1219.0    5.769751  -0.121775
 1220.0    5.780887  -0.117981
 1221.0    5.791193  -0.113963
 1222.0    5.801498  -0.109945
 1223.0    5.811803  -0.105927
 1224.0    5.822108  -0.101908
 1225.0    5.832414  -0.097890
 1226.0    5.841951  -0.093654
 1227.0    5.851489  -0.089417
 1228.0    5.861027  -0.085180
 1229.0    5.870565  -0.080944
 1230.0    5.880103  -0.076707
 1231.0    5.888934  -0.072258
 1232.0    5.897766  -0.067809
 1233.0    5.906598  -0.063360
 1234.0    5.915429  -0.058912
 1235.0    5.924261  -0.054463
 1236.0    5.932442  -0.049807
 1237.0    5.940623  -0.045152
 1238.0    5.948804  -0.040497
 1239.0    5.956986  -0.035841
 1240.0    5.965167  -0.031186
 1241.0    5.972755  -0.026330
 1242.0    5.980343  -0.021474
 1243.0    5.987931  -0.016618
 1244.0    5.995519  -0.011762
 1245.0    6.003107  -0.006906
 1246.0    6.010150  -0.001855
 1247.0    6.017194   0.003196
 1248.0    6.024238   0.008247
 1249.0    6.031282   0.013298
 1250.0    6.038325   0.018349
 1251.0    6.044877   0.023589
 1252.0    6.051430   0.028829
 1253.0    6.057982   0.034068
 1254.0    6.064534   0.039308
 1255.0    6.071086   0.044548
 1256.0    6.077195   0.049971
 1257.0    6.083304   0.055394
 1258.0    6.089414   0.060817
 1259.0    6.095523   0.066240
 1260.0    6.101632   0.071663
 1261.0    6.107346   0.077264
 1262.0    6.113059   0.082864
 1263.0    6.118773   0.088464
 1264.0    6.124487   0.094064
 1265.0    6.130201   0.099664
 1266.0    6.135567   0.105435
 1267.0    6.140933   0.111206
 1268.0    6.146298   0.116977
 1269.0    6.151664   0.122748
 1270.0    6.157030   0.128519
 1271.0    6.162095   0.134454
 1272.0    6.167159   0.140390
 1273.0    6.172223   0.146326
 1274.0    6.177287   0.152261
 1275.0    6.182352   0.158197
 1276.0    6.187163   0.164291
 1277.0    6.191975   0.170385
 1278.0    6.196787   0.176478
 1279.0    6.201598   0.182572
 1280.0    6.206410   0.188666
 1281.0    6.211019   0.194911
 1282.0    6.215628   0.201156
 1283.0    6.220237   0.207401
 1284.0    6.224846   0.213646
 1285.0    6.229455   0.219890
 1286.0    6.233911   0.226281
 1287.0    6.238366   0.232672
 1288.0    6.242822   0.239062
 1289.0    6.247277   0.245453
 1290.0    6.251733   0.251843
 1291.0    6.256091   0.258373
 1292.0    6.260449   0.264903
 1293.0    6.264807   0.271433
 1294.0    6.269165   0.277963
 1295.0    6.273523   0.284493
 1296.0    6.277837   0.291158
 1297.0    6.282152   0.297823
 1298.0    6.286467   0.304489
 1299.0    6.290781   0.311154
 1300.0    6.295096   0.317819
 1301.0    6.299426   0.324619
 1302.0    6.303756   0.331418
 1303.0    6.308086   0.338217
 1304.0    6.312416   0.345016
 1305.0    6.316747   0.351815
 1306.0    6.321161   0.358750
 1307.0    6.325576   0.365684
 1308.0    6.329991   0.372618
 1309.0    6.334406   0.379553
 1310.0    6.338821   0.386487
 1311.0    6.343385   0.393566
 1312.0    6.347950   0.400644
 1313.0    6.352515   0.407722
 1314.0    6.357079   0.414800
 1315.0    6.361644   0.421878
 1316.0    6.366433   0.429118
 1317.0    6.371222   0.436357
 1318.0    6.376011   0.443596
 1319.0    6.380799   0.450836
 1320.0    6.385588   0.458075
 1321.0    6.390678   0.465505
 1322.0    6.395767   0.472935
 1323.0    6.400857   0.480365
 1324.0    6.405947   0.487795
 1325.0    6.411036   0.495225
 1326.0    6.416504   0.502891
 1327.0    6.421972   0.510557
 1328.0    6.427439   0.518222
 1329.0    6.432907   0.525888
 1330.0    6.438375   0.533554
