   W         E6-(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.000020   0.000001
 1075.0   -0.000017   0.000001
 1076.0   -0.000013   0.000001
 1077.0   -0.000010   0.000001
 1078.0   -0.000007   0.000000
 1079.0   -0.000003   0.000000
 1080.0    0.000000  -0.000000
 1081.0    0.000003  -0.000000
 1082.0    0.000007  -0.000000
 1083.0    0.000010  -0.000001
 1084.0    0.000013  -0.000001
 1085.0    0.000017  -0.000001
 1086.0    0.000033  -0.000002
 1087.0    0.000049  -0.000003
 1088.0    0.000065  -0.000004
 1089.0    0.000081  -0.000005
 1090.0    0.000097  -0.000006
 1091.0    0.000133  -0.000008
 1092.0    0.000169  -0.000011
 1093.0    0.000204  -0.000013
 1094.0    0.000240  -0.000015
 1095.0    0.000276  -0.000018
 1096.0    0.000336  -0.000021
 1097.0    0.000395  -0.000025
 1098.0    0.000455  -0.000029
 1099.0    0.000515  -0.000033
 1100.0    0.000575  -0.000037
 1101.0    0.000661  -0.000042
 1102.0    0.000747  -0.000048
 1103.0    0.000832  -0.000053
 1104.0    0.000918  -0.000059
 1105.0    0.001004  -0.000064
 1106.0    0.001117  -0.000071
 1107.0    0.001230  -0.000078
 1108.0    0.001343  -0.000086
 1109.0    0.001455  -0.000093
 1110.0    0.001568  -0.000100
 1111.0    0.001708  -0.000109
 1112.0    0.001847  -0.000118
 1113.0    0.001986  -0.000127
 1114.0    0.002126  -0.000135
 1115.0    0.002265  -0.000144
 1116.0    0.002430  -0.000155
 1117.0    0.002595  -0.000165
 1118.0    0.002760  -0.000176
 1119.0    0.002925  -0.000186
 1120.0    0.003090  -0.000197
 1121.0    0.003279  -0.000209
 1122.0    0.003468  -0.000221
 1123.0    0.003657  -0.000233
 1124.0    0.003846  -0.000245
 1125.0    0.004035  -0.000257
 1126.0    0.004246  -0.000271
 1127.0    0.004457  -0.000284
 1128.0    0.004668  -0.000298
 1129.0    0.004879  -0.000311
 1130.0    0.005091  -0.000324
 1131.0    0.005322  -0.000339
 1132.0    0.005553  -0.000354
 1133.0    0.005785  -0.000369
 1134.0    0.006016  -0.000383
 1135.0    0.006248  -0.000398
 1136.0    0.006497  -0.000414
 1137.0    0.006747  -0.000430
 1138.0    0.006996  -0.000446
 1139.0    0.007246  -0.000462
 1140.0    0.007495  -0.000478
 1141.0    0.007761  -0.000495
 1142.0    0.008026  -0.000511
 1143.0    0.008292  -0.000528
 1144.0    0.008557  -0.000545
 1145.0    0.008823  -0.000562
 1146.0    0.009103  -0.000580
 1147.0    0.009382  -0.000598
 1148.0    0.009662  -0.000616
 1149.0    0.009941  -0.000634
 1150.0    0.010221  -0.000651
 1151.0    0.010512  -0.000670
 1152.0    0.010804  -0.000688
 1153.0    0.011096  -0.000707
 1154.0    0.011387  -0.000726
 1155.0    0.011679  -0.000744
 1156.0    0.011980  -0.000763
 1157.0    0.012282  -0.000783
 1158.0    0.012584  -0.000802
 1159.0    0.012885  -0.000821
 1160.0    0.013187  -0.000840
 1161.0    0.013497  -0.000860
 1162.0    0.013807  -0.000880
 1163.0    0.014117  -0.000900
 1164.0    0.014427  -0.000919
 1165.0    0.014737  -0.000939
 1166.0    0.015054  -0.000959
 1167.0    0.015371  -0.000979
 1168.0    0.015688  -0.001000
 1169.0    0.016005  -0.001020
 1170.0    0.016321  -0.001040
 1171.0    0.016643  -0.001061
 1172.0    0.016965  -0.001081
 1173.0    0.017287  -0.001102
 1174.0    0.017609  -0.001122
 1175.0    0.017931  -0.001143
 1176.0    0.018257  -0.001163
 1177.0    0.018583  -0.001184
 1178.0    0.018908  -0.001205
 1179.0    0.019234  -0.001226
 1180.0    0.019560  -0.001246
 1181.0    0.019888  -0.001267
 1182.0    0.020216  -0.001288
 1183.0    0.020545  -0.001309
 1184.0    0.020873  -0.001330
 1185.0    0.021201  -0.001351
 1186.0    0.021531  -0.001372
 1187.0    0.021860  -0.001393
 1188.0    0.022190  -0.001414
 1189.0    0.022519  -0.001435
 1190.0    0.022849  -0.001456
 1191.0    0.023179  -0.001477
 1192.0    0.023508  -0.001498
 1193.0    0.023838  -0.001519
 1194.0    0.024168  -0.001540
 1195.0    0.024498  -0.001561
 1196.0    0.024827  -0.001582
 1197.0    0.025156  -0.001603
 1198.0    0.025485  -0.001624
 1199.0    0.025814  -0.001645
 1200.0    0.026143  -0.001666
 1201.0    0.026471  -0.001687
 1202.0    0.026799  -0.001707
 1203.0    0.027126  -0.001728
 1204.0    0.027454  -0.001749
 1205.0    0.027781  -0.001770
 1206.0    0.028107  -0.001791
 1207.0    0.028432  -0.001811
 1208.0    0.028757  -0.001832
 1209.0    0.029082  -0.001853
 1210.0    0.029408  -0.001874
 1211.0    0.029730  -0.001894
 1212.0    0.030052  -0.001915
 1213.0    0.030374  -0.001935
 1214.0    0.030697  -0.001956
 1215.0    0.031019  -0.001976
 1216.0    0.031338  -0.001996
 1217.0    0.031656  -0.002017
 1218.0    0.031975  -0.002037
 1219.0    0.032294  -0.002057
 1220.0    0.032612  -0.002078
 1221.0    0.032927  -0.002098
 1222.0    0.033241  -0.002118
 1223.0    0.033556  -0.002138
 1224.0    0.033871  -0.002158
 1225.0    0.034185  -0.002178
 1226.0    0.034495  -0.002197
 1227.0    0.034805  -0.002217
 1228.0    0.035115  -0.002237
 1229.0    0.035425  -0.002257
 1230.0    0.035735  -0.002276
 1231.0    0.036040  -0.002296
 1232.0    0.036345  -0.002315
 1233.0    0.036650  -0.002335
 1234.0    0.036955  -0.002354
 1235.0    0.037260  -0.002373
 1236.0    0.037560  -0.002393
 1237.0    0.037859  -0.002412
 1238.0    0.038159  -0.002431
 1239.0    0.038459  -0.002450
 1240.0    0.038758  -0.002469
 1241.0    0.039052  -0.002488
 1242.0    0.039347  -0.002506
 1243.0    0.039641  -0.002525
 1244.0    0.039935  -0.002544
 1245.0    0.040229  -0.002562
 1246.0    0.040517  -0.002581
 1247.0    0.040805  -0.002599
 1248.0    0.041093  -0.002617
 1249.0    0.041382  -0.002636
 1250.0    0.041670  -0.002654
 1251.0    0.041952  -0.002672
 1252.0    0.042234  -0.002690
 1253.0    0.042516  -0.002708
 1254.0    0.042798  -0.002726
 1255.0    0.043080  -0.002744
 1256.0    0.043356  -0.002761
 1257.0    0.043632  -0.002779
 1258.0    0.043908  -0.002796
 1259.0    0.044184  -0.002814
 1260.0    0.044460  -0.002832
 1261.0    0.044729  -0.002849
 1262.0    0.044999  -0.002866
 1263.0    0.045269  -0.002883
 1264.0    0.045538  -0.002900
 1265.0    0.045808  -0.002917
 1266.0    0.046071  -0.002934
 1267.0    0.046334  -0.002951
 1268.0    0.046597  -0.002967
 1269.0    0.046860  -0.002984
 1270.0    0.047123  -0.003001
 1271.0    0.047379  -0.003017
 1272.0    0.047636  -0.003033
 1273.0    0.047892  -0.003050
 1274.0    0.048148  -0.003066
 1275.0    0.048405  -0.003082
 1276.0    0.048655  -0.003098
 1277.0    0.048905  -0.003114
 1278.0    0.049155  -0.003130
 1279.0    0.049405  -0.003146
 1280.0    0.049655  -0.003162
 1281.0    0.049898  -0.003177
 1282.0    0.050141  -0.003193
 1283.0    0.050385  -0.003208
 1284.0    0.050628  -0.003224
 1285.0    0.050871  -0.003239
 1286.0    0.051108  -0.003254
 1287.0    0.051345  -0.003269
 1288.0    0.051581  -0.003284
 1289.0    0.051818  -0.003299
 1290.0    0.052055  -0.003314
 1291.0    0.052285  -0.003329
 1292.0    0.052515  -0.003344
 1293.0    0.052745  -0.003358
 1294.0    0.052975  -0.003373
 1295.0    0.053205  -0.003387
 1296.0    0.053428  -0.003402
 1297.0    0.053651  -0.003416
 1298.0    0.053875  -0.003430
 1299.0    0.054098  -0.003444
 1300.0    0.054322  -0.003458
 1301.0    0.054538  -0.003472
 1302.0    0.054755  -0.003486
 1303.0    0.054972  -0.003500
 1304.0    0.055189  -0.003513
 1305.0    0.055406  -0.003527
 1306.0    0.055616  -0.003541
 1307.0    0.055827  -0.003554
 1308.0    0.056037  -0.003567
 1309.0    0.056247  -0.003581
 1310.0    0.056458  -0.003594
 1311.0    0.056662  -0.003607
 1312.0    0.056865  -0.003620
 1313.0    0.057069  -0.003633
 1314.0    0.057273  -0.003646
 1315.0    0.057477  -0.003659
 1316.0    0.057675  -0.003671
 1317.0    0.057872  -0.003684
 1318.0    0.058070  -0.003696
 1319.0    0.058267  -0.003709
 1320.0    0.058465  -0.003721
 1321.0    0.058656  -0.003734
 1322.0    0.058847  -0.003746
 1323.0    0.059038  -0.003758
 1324.0    0.059229  -0.003770
 1325.0    0.059420  -0.003782
 1326.0    0.059605  -0.003794
 1327.0    0.059790  -0.003805
 1328.0    0.059975  -0.003817
 1329.0    0.060160  -0.003829
 1330.0    0.060346  -0.003841
 1331.0    0.060524  -0.003852
 1332.0    0.060703  -0.003863
 1333.0    0.060882  -0.003875
 1334.0    0.061061  -0.003886
 1335.0    0.061240  -0.003897
 1336.0    0.061413  -0.003908
 1337.0    0.061586  -0.003919
 1338.0    0.061759  -0.003930
 1339.0    0.061931  -0.003941
 1340.0    0.062104  -0.003952
 1341.0    0.062271  -0.003963
