   W         M6-(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.000002   0.000000
 1075.0   -0.000002   0.000000
 1076.0   -0.000001   0.000000
 1077.0   -0.000001   0.000000
 1078.0   -0.000001   0.000000
 1079.0   -0.000000   0.000000
 1080.0    0.000000  -0.000000
 1081.0    0.000000  -0.000000
 1082.0    0.000001  -0.000000
 1083.0    0.000001  -0.000000
 1084.0    0.000001  -0.000000
 1085.0    0.000002  -0.000000
 1086.0    0.000004  -0.000000
 1087.0    0.000005  -0.000000
 1088.0    0.000007  -0.000000
 1089.0    0.000009  -0.000001
 1090.0    0.000011  -0.000001
 1091.0    0.000015  -0.000001
 1092.0    0.000019  -0.000001
 1093.0    0.000023  -0.000001
 1094.0    0.000027  -0.000002
 1095.0    0.000032  -0.000002
 1096.0    0.000039  -0.000002
 1097.0    0.000046  -0.000003
 1098.0    0.000053  -0.000003
 1099.0    0.000060  -0.000004
 1100.0    0.000067  -0.000004
 1101.0    0.000078  -0.000005
 1102.0    0.000089  -0.000006
 1103.0    0.000099  -0.000006
 1104.0    0.000110  -0.000007
 1105.0    0.000121  -0.000008
 1106.0    0.000135  -0.000009
 1107.0    0.000150  -0.000010
 1108.0    0.000164  -0.000010
 1109.0    0.000179  -0.000011
 1110.0    0.000193  -0.000012
 1111.0    0.000212  -0.000014
 1112.0    0.000230  -0.000015
 1113.0    0.000249  -0.000016
 1114.0    0.000267  -0.000017
 1115.0    0.000286  -0.000018
 1116.0    0.000309  -0.000020
 1117.0    0.000331  -0.000021
 1118.0    0.000354  -0.000023
 1119.0    0.000377  -0.000024
 1120.0    0.000399  -0.000025
 1121.0    0.000426  -0.000027
 1122.0    0.000453  -0.000029
 1123.0    0.000479  -0.000031
 1124.0    0.000506  -0.000032
 1125.0    0.000533  -0.000034
 1126.0    0.000564  -0.000036
 1127.0    0.000595  -0.000038
 1128.0    0.000625  -0.000040
 1129.0    0.000656  -0.000042
 1130.0    0.000687  -0.000044
 1131.0    0.000722  -0.000046
 1132.0    0.000757  -0.000048
 1133.0    0.000791  -0.000050
 1134.0    0.000826  -0.000053
 1135.0    0.000861  -0.000055
 1136.0    0.000899  -0.000057
 1137.0    0.000938  -0.000060
 1138.0    0.000977  -0.000062
 1139.0    0.001015  -0.000065
 1140.0    0.001054  -0.000067
 1141.0    0.001096  -0.000070
 1142.0    0.001138  -0.000073
 1143.0    0.001181  -0.000075
 1144.0    0.001223  -0.000078
 1145.0    0.001265  -0.000081
 1146.0    0.001311  -0.000084
 1147.0    0.001356  -0.000086
 1148.0    0.001402  -0.000089
 1149.0    0.001448  -0.000092
 1150.0    0.001494  -0.000095
 1151.0    0.001543  -0.000098
 1152.0    0.001592  -0.000101
 1153.0    0.001641  -0.000105
 1154.0    0.001690  -0.000108
 1155.0    0.001739  -0.000111
 1156.0    0.001791  -0.000114
 1157.0    0.001843  -0.000117
 1158.0    0.001895  -0.000121
 1159.0    0.001947  -0.000124
 1160.0    0.001999  -0.000127
 1161.0    0.002054  -0.000131
 1162.0    0.002109  -0.000134
 1163.0    0.002163  -0.000138
 1164.0    0.002218  -0.000141
 1165.0    0.002273  -0.000145
 1166.0    0.002331  -0.000149
 1167.0    0.002388  -0.000152
 1168.0    0.002446  -0.000156
 1169.0    0.002503  -0.000160
 1170.0    0.002561  -0.000163
 1171.0    0.002621  -0.000167
 1172.0    0.002681  -0.000171
 1173.0    0.002741  -0.000175
 1174.0    0.002801  -0.000178
 1175.0    0.002861  -0.000182
 1176.0    0.002923  -0.000186
 1177.0    0.002985  -0.000190
 1178.0    0.003047  -0.000194
 1179.0    0.003109  -0.000198
 1180.0    0.003171  -0.000202
 1181.0    0.003236  -0.000206
 1182.0    0.003300  -0.000210
 1183.0    0.003364  -0.000214
 1184.0    0.003428  -0.000218
 1185.0    0.003492  -0.000222
 1186.0    0.003558  -0.000227
 1187.0    0.003624  -0.000231
 1188.0    0.003690  -0.000235
 1189.0    0.003756  -0.000239
 1190.0    0.003822  -0.000243
 1191.0    0.003890  -0.000248
 1192.0    0.003957  -0.000252
 1193.0    0.004025  -0.000256
 1194.0    0.004092  -0.000261
 1195.0    0.004160  -0.000265
 1196.0    0.004229  -0.000269
 1197.0    0.004298  -0.000274
 1198.0    0.004367  -0.000278
 1199.0    0.004436  -0.000283
 1200.0    0.004505  -0.000287
 1201.0    0.004575  -0.000291
 1202.0    0.004645  -0.000296
 1203.0    0.004716  -0.000300
 1204.0    0.004786  -0.000305
 1205.0    0.004856  -0.000309
 1206.0    0.004928  -0.000314
 1207.0    0.004999  -0.000318
 1208.0    0.005070  -0.000323
 1209.0    0.005142  -0.000328
 1210.0    0.005213  -0.000332
 1211.0    0.005285  -0.000337
 1212.0    0.005357  -0.000341
 1213.0    0.005430  -0.000346
 1214.0    0.005502  -0.000350
 1215.0    0.005574  -0.000355
 1216.0    0.005647  -0.000360
 1217.0    0.005720  -0.000364
 1218.0    0.005793  -0.000369
 1219.0    0.005866  -0.000374
 1220.0    0.005940  -0.000378
 1221.0    0.006013  -0.000383
 1222.0    0.006087  -0.000388
 1223.0    0.006161  -0.000392
 1224.0    0.006234  -0.000397
 1225.0    0.006308  -0.000402
 1226.0    0.006382  -0.000406
 1227.0    0.006456  -0.000411
 1228.0    0.006531  -0.000416
 1229.0    0.006605  -0.000421
 1230.0    0.006679  -0.000425
 1231.0    0.006753  -0.000430
 1232.0    0.006828  -0.000435
 1233.0    0.006903  -0.000440
 1234.0    0.006977  -0.000444
 1235.0    0.007052  -0.000449
 1236.0    0.007126  -0.000454
 1237.0    0.007201  -0.000459
 1238.0    0.007276  -0.000463
 1239.0    0.007351  -0.000468
 1240.0    0.007426  -0.000473
 1241.0    0.007501  -0.000478
 1242.0    0.007576  -0.000482
 1243.0    0.007651  -0.000487
 1244.0    0.007726  -0.000492
 1245.0    0.007801  -0.000497
 1246.0    0.007876  -0.000501
 1247.0    0.007951  -0.000506
 1248.0    0.008026  -0.000511
 1249.0    0.008101  -0.000516
 1250.0    0.008176  -0.000521
 1251.0    0.008251  -0.000525
 1252.0    0.008325  -0.000530
 1253.0    0.008400  -0.000535
 1254.0    0.008475  -0.000540
 1255.0    0.008550  -0.000544
 1256.0    0.008625  -0.000549
 1257.0    0.008700  -0.000554
 1258.0    0.008775  -0.000559
 1259.0    0.008850  -0.000563
 1260.0    0.008924  -0.000568
 1261.0    0.008999  -0.000573
 1262.0    0.009073  -0.000578
 1263.0    0.009148  -0.000582
 1264.0    0.009223  -0.000587
 1265.0    0.009297  -0.000592
 1266.0    0.009371  -0.000597
 1267.0    0.009446  -0.000601
 1268.0    0.009520  -0.000606
 1269.0    0.009594  -0.000611
 1270.0    0.009669  -0.000616
 1271.0    0.009743  -0.000620
 1272.0    0.009817  -0.000625
 1273.0    0.009891  -0.000630
 1274.0    0.009965  -0.000634
 1275.0    0.010038  -0.000639
 1276.0    0.010112  -0.000644
 1277.0    0.010185  -0.000648
 1278.0    0.010258  -0.000653
 1279.0    0.010332  -0.000658
 1280.0    0.010405  -0.000662
 1281.0    0.010478  -0.000667
 1282.0    0.010551  -0.000671
 1283.0    0.010624  -0.000676
 1284.0    0.010697  -0.000681
 1285.0    0.010770  -0.000685
 1286.0    0.010842  -0.000690
 1287.0    0.010915  -0.000695
 1288.0    0.010987  -0.000699
 1289.0    0.011059  -0.000704
 1290.0    0.011131  -0.000708
 1291.0    0.011203  -0.000713
 1292.0    0.011275  -0.000717
 1293.0    0.011347  -0.000722
 1294.0    0.011419  -0.000727
 1295.0    0.011491  -0.000731
 1296.0    0.011562  -0.000736
 1297.0    0.011633  -0.000740
 1298.0    0.011704  -0.000745
 1299.0    0.011775  -0.000749
 1300.0    0.011846  -0.000754
 1301.0    0.011917  -0.000758
 1302.0    0.011988  -0.000763
 1303.0    0.012058  -0.000767
 1304.0    0.012129  -0.000772
 1305.0    0.012199  -0.000776
 1306.0    0.012269  -0.000781
 1307.0    0.012339  -0.000785
 1308.0    0.012408  -0.000790
 1309.0    0.012478  -0.000794
 1310.0    0.012547  -0.000798
 1311.0    0.012616  -0.000803
 1312.0    0.012685  -0.000807
 1313.0    0.012754  -0.000811
 1314.0    0.012823  -0.000816
 1315.0    0.012892  -0.000820
 1316.0    0.012960  -0.000824
 1317.0    0.013028  -0.000829
 1318.0    0.013096  -0.000833
 1319.0    0.013164  -0.000837
 1320.0    0.013232  -0.000842
 1321.0    0.013300  -0.000846
 1322.0    0.013367  -0.000850
 1323.0    0.013435  -0.000855
 1324.0    0.013503  -0.000859
 1325.0    0.013570  -0.000863
 1326.0    0.013636  -0.000867
 1327.0    0.013703  -0.000872
 1328.0    0.013769  -0.000876
 1329.0    0.013835  -0.000880
 1330.0    0.013901  -0.000884
 1331.0    0.013967  -0.000888
 1332.0    0.014032  -0.000893
 1333.0    0.014098  -0.000897
 1334.0    0.014163  -0.000901
 1335.0    0.014229  -0.000905
 1336.0    0.014293  -0.000909
 1337.0    0.014358  -0.000913
 1338.0    0.014423  -0.000917
 1339.0    0.014487  -0.000921
 1340.0    0.014552  -0.000926
 1341.0    0.014616  -0.000930
 1342.0    0.014679  -0.000934
 1343.0    0.014743  -0.000938
 1344.0    0.014807  -0.000942
 1345.0    0.014870  -0.000946
 1346.0    0.014933  -0.000950
 1347.0    0.014996  -0.000954
 1348.0    0.015059  -0.000958
 1349.0    0.015122  -0.000962
 1350.0    0.015184  -0.000966
 1351.0    0.015246  -0.000970
 1352.0    0.015308  -0.000974
 1353.0    0.015370  -0.000978
 1354.0    0.015432  -0.000981
 1355.0    0.015493  -0.000985
 1356.0    0.015554  -0.000989
 1357.0    0.015615  -0.000993
 1358.0    0.015676  -0.000997
 1359.0    0.015737  -0.001001
 1360.0    0.015798  -0.001005
 1361.0    0.015857  -0.001009
 1362.0    0.015917  -0.001012
 1363.0    0.015977  -0.001016
 1364.0    0.016037  -0.001020
 1365.0    0.016097  -0.001024
 1366.0    0.016156  -0.001028
 1367.0    0.016215  -0.001031
 1368.0    0.016274  -0.001035
 1369.0    0.016333  -0.001039
 1370.0    0.016392  -0.001043
 1371.0    0.016450  -0.001046
 1372.0    0.016507  -0.001050
 1373.0    0.016565  -0.001054
 1374.0    0.016623  -0.001057
 1375.0    0.016681  -0.001061
 1376.0    0.016738  -0.001065
 1377.0    0.016795  -0.001068
 1378.0    0.016852  -0.001072
 1379.0    0.016909  -0.001076
 1380.0    0.016966  -0.001079
 1381.0    0.017022  -0.001083
 1382.0    0.017078  -0.001087
 1383.0    0.017134  -0.001090
 1384.0    0.017190  -0.001094
 1385.0    0.017246  -0.001098
 1386.0    0.017301  -0.001101
 1387.0    0.017355  -0.001104
 1388.0    0.017410  -0.001108
 1389.0    0.017465  -0.001111
 1390.0    0.017519  -0.001115
 1391.0    0.017573  -0.001118
 1392.0    0.017627  -0.001122
 1393.0    0.017681  -0.001125
 1394.0    0.017735  -0.001129
 1395.0    0.017789  -0.001132
 1396.0    0.017842  -0.001136
 1397.0    0.017895  -0.001139
 1398.0    0.017948  -0.001143
 1399.0    0.018001  -0.001146
 1400.0    0.018054  -0.001149
 1401.0    0.018106  -0.001153
 1402.0    0.018158  -0.001156
 1403.0    0.018210  -0.001160
 1404.0    0.018262  -0.001163
 1405.0    0.018314  -0.001166
 1406.0    0.018365  -0.001170
 1407.0    0.018416  -0.001173
 1408.0    0.018467  -0.001176
 1409.0    0.018517  -0.001180
 1410.0    0.018568  -0.001183
 1411.0    0.018618  -0.001186
 1412.0    0.018668  -0.001190
 1413.0    0.018718  -0.001193
 1414.0    0.018768  -0.001196
 1415.0    0.018818  -0.001199
 1416.0    0.018867  -0.001203
 1417.0    0.018916  -0.001206
 1418.0    0.018965  -0.001209
 1419.0    0.019014  -0.001212
 1420.0    0.019063  -0.001216
 1421.0    0.019111  -0.001219
 1422.0    0.019159  -0.001222
 1423.0    0.019207  -0.001225
 1424.0    0.019255  -0.001228
 1425.0    0.019303  -0.001231
 1426.0    0.019350  -0.001235
 1427.0    0.019397  -0.001238
 1428.0    0.019444  -0.001241
 1429.0    0.019491  -0.001244
 1430.0    0.019538  -0.001247
 1431.0    0.019584  -0.001250
 1432.0    0.019630  -0.001253
 1433.0    0.019676  -0.001256
 1434.0    0.019722  -0.001260
 1435.0    0.019768  -0.001263
 1436.0    0.019813  -0.001266
 1437.0    0.019858  -0.001269
 1438.0    0.019903  -0.001272
 1439.0    0.019947  -0.001275
 1440.0    0.019992  -0.001278
 1441.0    0.020036  -0.001281
 1442.0    0.020081  -0.001284
 1443.0    0.020125  -0.001287
 1444.0    0.020169  -0.001290
 1445.0    0.020213  -0.001293
 1446.0    0.020256  -0.001296
 1447.0    0.020299  -0.001299
 1448.0    0.020342  -0.001302
 1449.0    0.020385  -0.001305
 1450.0    0.020428  -0.001308
 1451.0    0.020471  -0.001311
 1452.0    0.020513  -0.001314
 1453.0    0.020555  -0.001317
 1454.0    0.020597  -0.001320
 1455.0    0.020639  -0.001323
 1456.0    0.020681  -0.001326
 1457.0    0.020722  -0.001329
 1458.0    0.020763  -0.001332
 1459.0    0.020804  -0.001335
 1460.0    0.020845  -0.001338
 1461.0    0.020886  -0.001341
 1462.0    0.020926  -0.001344
 1463.0    0.020966  -0.001346
 1464.0    0.021007  -0.001349
 1465.0    0.021047  -0.001352
 1466.0    0.021086  -0.001355
 1467.0    0.021126  -0.001358
 1468.0    0.021165  -0.001361
 1469.0    0.021204  -0.001364
 1470.0    0.021244  -0.001367
 1471.0    0.021282  -0.001370
 1472.0    0.021321  -0.001373
 1473.0    0.021359  -0.001375
 1474.0    0.021398  -0.001378
 1475.0    0.021436  -0.001381
 1476.0    0.021474  -0.001384
 1477.0    0.021511  -0.001387
 1478.0    0.021549  -0.001390
 1479.0    0.021586  -0.001393
 1480.0    0.021624  -0.001395
 1481.0    0.021661  -0.001398
 1482.0    0.021697  -0.001401
 1483.0    0.021734  -0.001404
 1484.0    0.021771  -0.001407
 1485.0    0.021807  -0.001410
 1486.0    0.021843  -0.001413
 1487.0    0.021879  -0.001415
 1488.0    0.021915  -0.001418
 1489.0    0.021950  -0.001421
 1490.0    0.021986  -0.001424
 1491.0    0.022021  -0.001427
 1492.0    0.022056  -0.001430
 1493.0    0.022091  -0.001432
 1494.0    0.022126  -0.001435
 1495.0    0.022161  -0.001438
 1496.0    0.022195  -0.001441
 1497.0    0.022229  -0.001444
 1498.0    0.022263  -0.001447
 1499.0    0.022297  -0.001449
 1500.0    0.022331  -0.001452
 1501.0    0.022363  -0.001454
 1502.0    0.022395  -0.001457
 1503.0    0.022427  -0.001459
 1504.0    0.022460  -0.001461
 1505.0    0.022492  -0.001463
 1506.0    0.022525  -0.001467
 1507.0    0.022559  -0.001470
 1508.0    0.022592  -0.001474
 1509.0    0.022626  -0.001477
 1510.0    0.022659  -0.001481
 1511.0    0.022691  -0.001484
 1512.0    0.022722  -0.001487
 1513.0    0.022754  -0.001489
 1514.0    0.022785  -0.001492
 1515.0    0.022817  -0.001495
 1516.0    0.022848  -0.001498
 1517.0    0.022878  -0.001501
 1518.0    0.022909  -0.001504
 1519.0    0.022940  -0.001507
 1520.0    0.022970  -0.001509
 1521.0    0.023000  -0.001512
 1522.0    0.023030  -0.001515
 1523.0    0.023060  -0.001518
 1524.0    0.023090  -0.001521
 1525.0    0.023120  -0.001524
 1526.0    0.023149  -0.001527
 1527.0    0.023178  -0.001530
 1528.0    0.023207  -0.001533
 1529.0    0.023237  -0.001536
 1530.0    0.023266  -0.001538
 1531.0    0.023294  -0.001541
 1532.0    0.023322  -0.001544
 1533.0    0.023351  -0.001547
 1534.0    0.023379  -0.001550
 1535.0    0.023407  -0.001553
 1536.0    0.023435  -0.001556
 1537.0    0.023463  -0.001559
 1538.0    0.023490  -0.001562
 1539.0    0.023518  -0.001565
 1540.0    0.023545  -0.001568
 1541.0    0.023572  -0.001571
 1542.0    0.023599  -0.001574
 1543.0    0.023626  -0.001577
 1544.0    0.023653  -0.001580
 1545.0    0.023680  -0.001583
 1546.0    0.023706  -0.001586
 1547.0    0.023732  -0.001589
 1548.0    0.023758  -0.001592
 1549.0    0.023784  -0.001595
 1550.0    0.023810  -0.001598
 1551.0    0.023835  -0.001601
 1552.0    0.023861  -0.001604
 1553.0    0.023886  -0.001608
 1554.0    0.023912  -0.001611
 1555.0    0.023937  -0.001614
 1556.0    0.023962  -0.001617
 1557.0    0.023986  -0.001620
 1558.0    0.024011  -0.001623
 1559.0    0.024036  -0.001626
 1560.0    0.024060  -0.001629
 1561.0    0.024084  -0.001633
 1562.0    0.024108  -0.001636
 1563.0    0.024132  -0.001639
 1564.0    0.024156  -0.001642
 1565.0    0.024180  -0.001645
 1566.0    0.024203  -0.001649
 1567.0    0.024227  -0.001652
 1568.0    0.024250  -0.001655
 1569.0    0.024273  -0.001658
 1570.0    0.024296  -0.001662
 1571.0    0.024319  -0.001665
 1572.0    0.024342  -0.001668
 1573.0    0.024364  -0.001671
 1574.0    0.024387  -0.001675
 1575.0    0.024409  -0.001678
 1576.0    0.024431  -0.001681
 1577.0    0.024453  -0.001685
 1578.0    0.024475  -0.001688
 1579.0    0.024497  -0.001692
 1580.0    0.024519  -0.001695
 1581.0    0.024541  -0.001698
 1582.0    0.024562  -0.001702
 1583.0    0.024583  -0.001705
 1584.0    0.024604  -0.001709
 1585.0    0.024626  -0.001712
 1586.0    0.024646  -0.001716
 1587.0    0.024667  -0.001719
 1588.0    0.024688  -0.001723
 1589.0    0.024708  -0.001726
 1590.0    0.024729  -0.001730
 1591.0    0.024749  -0.001733
 1592.0    0.024769  -0.001737
 1593.0    0.024789  -0.001740
 1594.0    0.024809  -0.001744
 1595.0    0.024829  -0.001748
 1596.0    0.024849  -0.001751
 1597.0    0.024868  -0.001755
 1598.0    0.024888  -0.001758
 1599.0    0.024907  -0.001762
 1600.0    0.024926  -0.001766
 1601.0    0.024946  -0.001770
 1602.0    0.024965  -0.001773
 1603.0    0.024985  -0.001777
 1604.0    0.025004  -0.001781
 1605.0    0.025023  -0.001785
 1606.0    0.025041  -0.001789
 1607.0    0.025059  -0.001793
 1608.0    0.025077  -0.001796
 1609.0    0.025095  -0.001800
 1610.0    0.025113  -0.001804
 1611.0    0.025131  -0.001808
 1612.0    0.025149  -0.001812
 1613.0    0.025167  -0.001816
 1614.0    0.025184  -0.001819
 1615.0    0.025202  -0.001823
 1616.0    0.025219  -0.001827
 1617.0    0.025237  -0.001831
 1618.0    0.025254  -0.001835
 1619.0    0.025271  -0.001839
 1620.0    0.025288  -0.001843
 1621.0    0.025305  -0.001847
 1622.0    0.025322  -0.001852
 1623.0    0.025338  -0.001856
 1624.0    0.025355  -0.001860
 1625.0    0.025372  -0.001864
 1626.0    0.025388  -0.001868
 1627.0    0.025404  -0.001872
 1628.0    0.025420  -0.001876
 1629.0    0.025437  -0.001881
 1630.0    0.025453  -0.001885
 1631.0    0.025468  -0.001889
 1632.0    0.025484  -0.001893
 1633.0    0.025500  -0.001898
 1634.0    0.025516  -0.001902
 1635.0    0.025531  -0.001906
 1636.0    0.025547  -0.001911
 1637.0    0.025562  -0.001915
 1638.0    0.025577  -0.001919
 1639.0    0.025592  -0.001924
 1640.0    0.025608  -0.001928
 1641.0    0.025622  -0.001933
 1642.0    0.025637  -0.001937
 1643.0    0.025652  -0.001942
 1644.0    0.025667  -0.001946
 1645.0    0.025681  -0.001951
 1646.0    0.025696  -0.001955
 1647.0    0.025710  -0.001960
 1648.0    0.025724  -0.001964
 1649.0    0.025739  -0.001969
 1650.0    0.025753  -0.001973
 1651.0    0.025767  -0.001978
 1652.0    0.025781  -0.001983
 1653.0    0.025795  -0.001988
 1654.0    0.025809  -0.001992
 1655.0    0.025823  -0.001997
 1656.0    0.025836  -0.002002
 1657.0    0.025850  -0.002007
 1658.0    0.025863  -0.002011
 1659.0    0.025877  -0.002016
 1660.0    0.025890  -0.002021
 1661.0    0.025903  -0.002026
 1662.0    0.025916  -0.002031
 1663.0    0.025929  -0.002036
 1664.0    0.025943  -0.002040
 1665.0    0.025956  -0.002045
 1666.0    0.025968  -0.002050
 1667.0    0.025981  -0.002055
 1668.0    0.025994  -0.002060
 1669.0    0.026007  -0.002065
 1670.0    0.026019  -0.002070
 1671.0    0.026032  -0.002075
 1672.0    0.026044  -0.002081
 1673.0    0.026056  -0.002086
 1674.0    0.026069  -0.002091
 1675.0    0.026081  -0.002096
 1676.0    0.026093  -0.002101
 1677.0    0.026105  -0.002106
 1678.0    0.026117  -0.002111
 1679.0    0.026129  -0.002117
 1680.0    0.026141  -0.002122
 1681.0    0.026153  -0.002127
 1682.0    0.026165  -0.002132
 1683.0    0.026176  -0.002138
