   W         M4+(pi+_n)
 (MeV)      Re         Im
 1074.0    0.000248  -0.000015
 1075.0    0.000206  -0.000013
 1076.0    0.000164  -0.000010
 1077.0    0.000122  -0.000008
 1078.0    0.000079  -0.000005
 1079.0    0.000037  -0.000002
 1080.0   -0.000005   0.000000
 1081.0   -0.000047   0.000003
 1082.0   -0.000089   0.000006
 1083.0   -0.000131   0.000008
 1084.0   -0.000174   0.000011
 1085.0   -0.000216   0.000013
 1086.0   -0.000314   0.000019
 1087.0   -0.000412   0.000025
 1088.0   -0.000511   0.000032
 1089.0   -0.000609   0.000038
 1090.0   -0.000707   0.000044
 1091.0   -0.000854   0.000053
 1092.0   -0.001000   0.000062
 1093.0   -0.001147   0.000071
 1094.0   -0.001294   0.000080
 1095.0   -0.001440   0.000089
 1096.0   -0.001629   0.000100
 1097.0   -0.001817   0.000112
 1098.0   -0.002005   0.000123
 1099.0   -0.002193   0.000135
 1100.0   -0.002382   0.000146
 1101.0   -0.002606   0.000160
 1102.0   -0.002830   0.000174
 1103.0   -0.003054   0.000188
 1104.0   -0.003278   0.000201
 1105.0   -0.003502   0.000215
 1106.0   -0.003756   0.000230
 1107.0   -0.004010   0.000246
 1108.0   -0.004265   0.000261
 1109.0   -0.004519   0.000277
 1110.0   -0.004773   0.000292
 1111.0   -0.005054   0.000309
 1112.0   -0.005334   0.000326
 1113.0   -0.005614   0.000343
 1114.0   -0.005894   0.000360
 1115.0   -0.006174   0.000377
 1116.0   -0.006476   0.000395
 1117.0   -0.006778   0.000413
 1118.0   -0.007080   0.000431
 1119.0   -0.007382   0.000450
 1120.0   -0.007684   0.000468
 1121.0   -0.008004   0.000487
 1122.0   -0.008323   0.000506
 1123.0   -0.008643   0.000525
 1124.0   -0.008963   0.000544
 1125.0   -0.009283   0.000564
 1126.0   -0.009618   0.000584
 1127.0   -0.009953   0.000603
 1128.0   -0.010288   0.000623
 1129.0   -0.010623   0.000643
 1130.0   -0.010957   0.000663
 1131.0   -0.011304   0.000684
 1132.0   -0.011651   0.000704
 1133.0   -0.011998   0.000725
 1134.0   -0.012345   0.000745
 1135.0   -0.012692   0.000766
 1136.0   -0.013048   0.000787
 1137.0   -0.013405   0.000808
 1138.0   -0.013761   0.000829
 1139.0   -0.014118   0.000850
 1140.0   -0.014474   0.000871
 1141.0   -0.014838   0.000892
 1142.0   -0.015202   0.000913
 1143.0   -0.015566   0.000934
 1144.0   -0.015929   0.000955
 1145.0   -0.016293   0.000977
 1146.0   -0.016663   0.000998
 1147.0   -0.017032   0.001019
 1148.0   -0.017401   0.001041
 1149.0   -0.017770   0.001062
 1150.0   -0.018140   0.001083
 1151.0   -0.018513   0.001105
 1152.0   -0.018886   0.001126
 1153.0   -0.019259   0.001148
 1154.0   -0.019632   0.001169
 1155.0   -0.020005   0.001190
 1156.0   -0.020380   0.001212
 1157.0   -0.020755   0.001233
 1158.0   -0.021131   0.001254
 1159.0   -0.021506   0.001276
 1160.0   -0.021881   0.001297
 1161.0   -0.022257   0.001318
 1162.0   -0.022634   0.001339
 1163.0   -0.023010   0.001360
 1164.0   -0.023386   0.001382
 1165.0   -0.023762   0.001403
 1166.0   -0.024138   0.001424
 1167.0   -0.024514   0.001444
 1168.0   -0.024890   0.001465
 1169.0   -0.025266   0.001486
 1170.0   -0.025642   0.001507
 1171.0   -0.026017   0.001528
 1172.0   -0.026391   0.001548
 1173.0   -0.026766   0.001569
 1174.0   -0.027141   0.001589
 1175.0   -0.027516   0.001610
 1176.0   -0.027888   0.001630
 1177.0   -0.028261   0.001650
 1178.0   -0.028633   0.001670
 1179.0   -0.029006   0.001691
 1180.0   -0.029379   0.001711
 1181.0   -0.029748   0.001731
 1182.0   -0.030118   0.001750
 1183.0   -0.030487   0.001770
 1184.0   -0.030857   0.001790
 1185.0   -0.031227   0.001809
 1186.0   -0.031593   0.001829
 1187.0   -0.031959   0.001848
 1188.0   -0.032325   0.001867
 1189.0   -0.032691   0.001886
 1190.0   -0.033057   0.001906
 1191.0   -0.033419   0.001924
 1192.0   -0.033781   0.001943
 1193.0   -0.034143   0.001962
 1194.0   -0.034505   0.001980
 1195.0   -0.034867   0.001999
 1196.0   -0.035224   0.002017
 1197.0   -0.035581   0.002035
 1198.0   -0.035938   0.002053
 1199.0   -0.036296   0.002071
 1200.0   -0.036653   0.002090
 1201.0   -0.037005   0.002107
 1202.0   -0.037357   0.002125
 1203.0   -0.037709   0.002142
 1204.0   -0.038061   0.002159
 1205.0   -0.038413   0.002177
 1206.0   -0.038760   0.002194
 1207.0   -0.039107   0.002211
 1208.0   -0.039453   0.002227
 1209.0   -0.039800   0.002244
 1210.0   -0.040147   0.002261
 1211.0   -0.040488   0.002277
 1212.0   -0.040828   0.002293
 1213.0   -0.041169   0.002309
 1214.0   -0.041510   0.002326
 1215.0   -0.041851   0.002342
 1216.0   -0.042186   0.002357
 1217.0   -0.042521   0.002372
 1218.0   -0.042855   0.002388
 1219.0   -0.043190   0.002403
 1220.0   -0.043525   0.002419
 1221.0   -0.043854   0.002433
 1222.0   -0.044182   0.002448
 1223.0   -0.044511   0.002463
 1224.0   -0.044839   0.002477
 1225.0   -0.045168   0.002492
 1226.0   -0.045490   0.002506
 1227.0   -0.045812   0.002520
 1228.0   -0.046134   0.002534
 1229.0   -0.046456   0.002548
 1230.0   -0.046778   0.002562
 1231.0   -0.047094   0.002575
 1232.0   -0.047409   0.002588
 1233.0   -0.047725   0.002601
 1234.0   -0.048041   0.002614
 1235.0   -0.048356   0.002627
 1236.0   -0.048665   0.002639
 1237.0   -0.048974   0.002652
 1238.0   -0.049283   0.002664
 1239.0   -0.049591   0.002676
 1240.0   -0.049900   0.002689
 1241.0   -0.050202   0.002700
