   W         M3-(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.004323   0.000282
 1075.0   -0.003563   0.000232
 1076.0   -0.002803   0.000183
 1077.0   -0.002043   0.000133
 1078.0   -0.001283   0.000084
 1079.0   -0.000523   0.000034
 1080.0    0.000237  -0.000015
 1081.0    0.000998  -0.000065
 1082.0    0.001758  -0.000115
 1083.0    0.002518  -0.000164
 1084.0    0.003278  -0.000214
 1085.0    0.004038  -0.000263
 1086.0    0.005192  -0.000339
 1087.0    0.006347  -0.000414
 1088.0    0.007501  -0.000490
 1089.0    0.008655  -0.000566
 1090.0    0.009810  -0.000641
 1091.0    0.011185  -0.000732
 1092.0    0.012560  -0.000822
 1093.0    0.013936  -0.000913
 1094.0    0.015311  -0.001003
 1095.0    0.016687  -0.001094
 1096.0    0.018205  -0.001194
 1097.0    0.019723  -0.001295
 1098.0    0.021241  -0.001395
 1099.0    0.022759  -0.001495
 1100.0    0.024277  -0.001596
 1101.0    0.025890  -0.001703
 1102.0    0.027502  -0.001811
 1103.0    0.029115  -0.001918
 1104.0    0.030727  -0.002025
 1105.0    0.032340  -0.002133
 1106.0    0.034014  -0.002245
 1107.0    0.035688  -0.002357
 1108.0    0.037362  -0.002470
 1109.0    0.039037  -0.002582
 1110.0    0.040711  -0.002694
 1111.0    0.042423  -0.002810
 1112.0    0.044135  -0.002926
 1113.0    0.045846  -0.003042
 1114.0    0.047558  -0.003157
 1115.0    0.049270  -0.003273
 1116.0    0.051002  -0.003391
 1117.0    0.052734  -0.003510
 1118.0    0.054466  -0.003628
 1119.0    0.056197  -0.003746
 1120.0    0.057929  -0.003864
 1121.0    0.059667  -0.003984
 1122.0    0.061405  -0.004104
 1123.0    0.063144  -0.004224
 1124.0    0.064882  -0.004344
 1125.0    0.066620  -0.004464
 1126.0    0.068354  -0.004585
 1127.0    0.070088  -0.004706
 1128.0    0.071822  -0.004827
 1129.0    0.073556  -0.004948
 1130.0    0.075290  -0.005069
 1131.0    0.077011  -0.005191
 1132.0    0.078733  -0.005313
 1133.0    0.080454  -0.005434
 1134.0    0.082176  -0.005556
 1135.0    0.083898  -0.005678
 1136.0    0.085601  -0.005800
 1137.0    0.087304  -0.005922
 1138.0    0.089007  -0.006044
 1139.0    0.090710  -0.006167
 1140.0    0.092412  -0.006289
 1141.0    0.094092  -0.006411
 1142.0    0.095771  -0.006534
 1143.0    0.097450  -0.006656
 1144.0    0.099130  -0.006779
 1145.0    0.100809  -0.006901
 1146.0    0.102461  -0.007023
 1147.0    0.104113  -0.007146
 1148.0    0.105765  -0.007268
 1149.0    0.107417  -0.007391
 1150.0    0.109069  -0.007514
 1151.0    0.110691  -0.007636
 1152.0    0.112312  -0.007759
 1153.0    0.113934  -0.007881
 1154.0    0.115556  -0.008004
 1155.0    0.117177  -0.008126
 1156.0    0.118767  -0.008249
 1157.0    0.120356  -0.008371
 1158.0    0.121945  -0.008494
 1159.0    0.123535  -0.008616
 1160.0    0.125124  -0.008739
 1161.0    0.126680  -0.008862
 1162.0    0.128235  -0.008984
 1163.0    0.129791  -0.009107
 1164.0    0.131346  -0.009229
 1165.0    0.132902  -0.009352
 1166.0    0.134422  -0.009474
 1167.0    0.135943  -0.009597
 1168.0    0.137464  -0.009720
 1169.0    0.138984  -0.009842
 1170.0    0.140505  -0.009965
 1171.0    0.141990  -0.010088
 1172.0    0.143475  -0.010210
 1173.0    0.144961  -0.010333
 1174.0    0.146446  -0.010456
 1175.0    0.147931  -0.010579
 1176.0    0.149381  -0.010702
 1177.0    0.150830  -0.010825
 1178.0    0.152280  -0.010948
 1179.0    0.153730  -0.011071
 1180.0    0.155179  -0.011193
 1181.0    0.156593  -0.011317
 1182.0    0.158007  -0.011440
 1183.0    0.159421  -0.011563
 1184.0    0.160835  -0.011686
