   W         E5+(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.000100   0.000006
 1075.0   -0.000083   0.000005
 1076.0   -0.000066   0.000004
 1077.0   -0.000050   0.000003
 1078.0   -0.000033   0.000002
 1079.0   -0.000016   0.000001
 1080.0    0.000001  -0.000000
 1081.0    0.000018  -0.000001
 1082.0    0.000034  -0.000002
 1083.0    0.000051  -0.000003
 1084.0    0.000068  -0.000004
 1085.0    0.000085  -0.000005
 1086.0    0.000141  -0.000009
 1087.0    0.000196  -0.000013
 1088.0    0.000252  -0.000016
 1089.0    0.000308  -0.000020
 1090.0    0.000364  -0.000023
 1091.0    0.000464  -0.000030
 1092.0    0.000564  -0.000036
 1093.0    0.000664  -0.000042
 1094.0    0.000764  -0.000049
 1095.0    0.000864  -0.000055
 1096.0    0.001007  -0.000064
 1097.0    0.001151  -0.000073
 1098.0    0.001294  -0.000083
 1099.0    0.001438  -0.000092
 1100.0    0.001582  -0.000101
 1101.0    0.001766  -0.000113
 1102.0    0.001950  -0.000124
 1103.0    0.002134  -0.000136
 1104.0    0.002318  -0.000148
 1105.0    0.002502  -0.000159
 1106.0    0.002723  -0.000174
 1107.0    0.002944  -0.000188
 1108.0    0.003164  -0.000202
 1109.0    0.003385  -0.000216
 1110.0    0.003606  -0.000230
 1111.0    0.003858  -0.000246
 1112.0    0.004111  -0.000262
 1113.0    0.004364  -0.000278
 1114.0    0.004616  -0.000294
 1115.0    0.004869  -0.000310
 1116.0    0.005149  -0.000328
 1117.0    0.005429  -0.000346
 1118.0    0.005709  -0.000364
 1119.0    0.005990  -0.000382
 1120.0    0.006270  -0.000400
 1121.0    0.006573  -0.000419
 1122.0    0.006876  -0.000438
 1123.0    0.007180  -0.000458
 1124.0    0.007483  -0.000477
 1125.0    0.007786  -0.000496
 1126.0    0.008109  -0.000517
 1127.0    0.008431  -0.000537
 1128.0    0.008753  -0.000558
 1129.0    0.009076  -0.000578
 1130.0    0.009398  -0.000599
 1131.0    0.009736  -0.000620
 1132.0    0.010073  -0.000642
 1133.0    0.010411  -0.000664
 1134.0    0.010749  -0.000685
 1135.0    0.011086  -0.000707
 1136.0    0.011436  -0.000729
 1137.0    0.011786  -0.000751
 1138.0    0.012135  -0.000773
 1139.0    0.012485  -0.000796
 1140.0    0.012834  -0.000818
 1141.0    0.013193  -0.000841
 1142.0    0.013551  -0.000864
 1143.0    0.013910  -0.000887
 1144.0    0.014268  -0.000909
 1145.0    0.014627  -0.000932
 1146.0    0.014991  -0.000955
 1147.0    0.015356  -0.000979
 1148.0    0.015721  -0.001002
 1149.0    0.016085  -0.001025
 1150.0    0.016450  -0.001048
 1151.0    0.016818  -0.001072
 1152.0    0.017187  -0.001095
 1153.0    0.017555  -0.001119
 1154.0    0.017924  -0.001142
 1155.0    0.018292  -0.001166
 1156.0    0.018662  -0.001189
 1157.0    0.019032  -0.001213
 1158.0    0.019403  -0.001237
 1159.0    0.019773  -0.001260
 1160.0    0.020143  -0.001284
 1161.0    0.020513  -0.001307
 1162.0    0.020883  -0.001331
 1163.0    0.021253  -0.001355
 1164.0    0.021623  -0.001378
 1165.0    0.021993  -0.001402
 1166.0    0.022361  -0.001425
 1167.0    0.022729  -0.001449
 1168.0    0.023098  -0.001472
 1169.0    0.023466  -0.001496
 1170.0    0.023834  -0.001519
 1171.0    0.024199  -0.001542
 1172.0    0.024565  -0.001566
 1173.0    0.024930  -0.001589
 1174.0    0.025295  -0.001612
 1175.0    0.025660  -0.001635
 1176.0    0.026021  -0.001658
 1177.0    0.026382  -0.001681
 1178.0    0.026743  -0.001704
 1179.0    0.027104  -0.001727
 1180.0    0.027465  -0.001750
 1181.0    0.027821  -0.001773
 1182.0    0.028176  -0.001796
 1183.0    0.028532  -0.001818
 1184.0    0.028888  -0.001841
 1185.0    0.029244  -0.001864
 1186.0    0.029593  -0.001886
 1187.0    0.029943  -0.001908
 1188.0    0.030292  -0.001931
 1189.0    0.030642  -0.001953
 1190.0    0.030992  -0.001975
 1191.0    0.031335  -0.001997
 1192.0    0.031678  -0.002019
 1193.0    0.032020  -0.002041
 1194.0    0.032363  -0.002063
 1195.0    0.032706  -0.002084
 1196.0    0.033042  -0.002106
 1197.0    0.033377  -0.002127
 1198.0    0.033713  -0.002149
 1199.0    0.034048  -0.002170
 1200.0    0.034384  -0.002191
 1201.0    0.034712  -0.002212
 1202.0    0.035039  -0.002233
 1203.0    0.035367  -0.002254
 1204.0    0.035695  -0.002275
 1205.0    0.036022  -0.002296
