   W         M2+(pi+_n)
 (MeV)      Re         Im
 1074.0    0.042882  -0.000339
 1075.0    0.034478  -0.000269
 1076.0    0.026073  -0.000199
 1077.0    0.017669  -0.000129
 1078.0    0.009264  -0.000059
 1079.0    0.000860   0.000011
 1080.0   -0.007545   0.000082
 1081.0   -0.015949   0.000152
 1082.0   -0.024354   0.000222
 1083.0   -0.032758   0.000292
 1084.0   -0.041163   0.000362
 1085.0   -0.049567   0.000432
 1086.0   -0.057449   0.000464
 1087.0   -0.065331   0.000495
 1088.0   -0.073214   0.000526
 1089.0   -0.081096   0.000557
 1090.0   -0.088978   0.000589
 1091.0   -0.096369   0.000584
 1092.0   -0.103760   0.000579
 1093.0   -0.111150   0.000574
 1094.0   -0.118541   0.000570
 1095.0   -0.125932   0.000565
 1096.0   -0.132860   0.000527
 1097.0   -0.139788   0.000489
 1098.0   -0.146716   0.000451
 1099.0   -0.153644   0.000413
 1100.0   -0.160572   0.000375
 1101.0   -0.167064   0.000306
 1102.0   -0.173556   0.000237
 1103.0   -0.180047   0.000169
 1104.0   -0.186539   0.000100
 1105.0   -0.193030   0.000031
 1106.0   -0.199110  -0.000065
 1107.0   -0.205190  -0.000162
 1108.0   -0.211270  -0.000259
 1109.0   -0.217350  -0.000355
 1110.0   -0.223429  -0.000452
 1111.0   -0.229120  -0.000575
 1112.0   -0.234811  -0.000697
 1113.0   -0.240502  -0.000819
 1114.0   -0.246192  -0.000942
 1115.0   -0.251883  -0.001064
 1116.0   -0.257206  -0.001210
 1117.0   -0.262528  -0.001356
 1118.0   -0.267851  -0.001502
 1119.0   -0.273174  -0.001647
 1120.0   -0.278496  -0.001793
 1121.0   -0.283471  -0.001960
 1122.0   -0.288445  -0.002127
 1123.0   -0.293419  -0.002294
 1124.0   -0.298394  -0.002461
 1125.0   -0.303368  -0.002628
 1126.0   -0.308013  -0.002814
 1127.0   -0.312657  -0.003000
 1128.0   -0.317302  -0.003186
 1129.0   -0.321946  -0.003372
 1130.0   -0.326591  -0.003558
 1131.0   -0.330922  -0.003761
 1132.0   -0.335254  -0.003964
 1133.0   -0.339586  -0.004167
 1134.0   -0.343917  -0.004370
 1135.0   -0.348249  -0.004573
 1136.0   -0.352284  -0.004792
 1137.0   -0.356319  -0.005010
 1138.0   -0.360354  -0.005228
 1139.0   -0.364389  -0.005446
 1140.0   -0.368424  -0.005664
 1141.0   -0.372177  -0.005896
 1142.0   -0.375931  -0.006127
 1143.0   -0.379684  -0.006358
 1144.0   -0.383437  -0.006590
 1145.0   -0.387191  -0.006821
 1146.0   -0.390677  -0.007064
 1147.0   -0.394162  -0.007307
 1148.0   -0.397648  -0.007550
 1149.0   -0.401134  -0.007793
 1150.0   -0.404620  -0.008036
 1151.0   -0.407851  -0.008288
 1152.0   -0.411082  -0.008541
 1153.0   -0.414314  -0.008794
 1154.0   -0.417545  -0.009046
 1155.0   -0.420777  -0.009299
 1156.0   -0.423766  -0.009560
 1157.0   -0.426756  -0.009821
 1158.0   -0.429745  -0.010081
 1159.0   -0.432735  -0.010342
 1160.0   -0.435724  -0.010603
 1161.0   -0.438484  -0.010871
 1162.0   -0.441243  -0.011138
 1163.0   -0.444003  -0.011406
 1164.0   -0.446762  -0.011673
 1165.0   -0.449521  -0.011940
 1166.0   -0.452062  -0.012213
 1167.0   -0.454602  -0.012486
 1168.0   -0.457143  -0.012759
 1169.0   -0.459683  -0.013031
 1170.0   -0.462223  -0.013304
 1171.0   -0.464555  -0.013580
 1172.0   -0.466887  -0.013857
 1173.0   -0.469219  -0.014133
 1174.0   -0.471551  -0.014410
 1175.0   -0.473883  -0.014686
 1176.0   -0.476016  -0.014965
 1177.0   -0.478149  -0.015244
 1178.0   -0.480282  -0.015523
 1179.0   -0.482415  -0.015802
 1180.0   -0.484548  -0.016081
 1181.0   -0.486492  -0.016362
 1182.0   -0.488436  -0.016642
 1183.0   -0.490380  -0.016922
 1184.0   -0.492324  -0.017202
 1185.0   -0.494267  -0.017483
 1186.0   -0.496031  -0.017763
 1187.0   -0.497794  -0.018043
 1188.0   -0.499558  -0.018324
 1189.0   -0.501321  -0.018604
 1190.0   -0.503084  -0.018885
 1191.0   -0.504676  -0.019164
 1192.0   -0.506267  -0.019444
 1193.0   -0.507858  -0.019723
 1194.0   -0.509450  -0.020002
 1195.0   -0.511041  -0.020282
 1196.0   -0.512468  -0.020559
 1197.0   -0.513896  -0.020837
 1198.0   -0.515323  -0.021114
 1199.0   -0.516750  -0.021392
 1200.0   -0.518178  -0.021669
 1201.0   -0.519449  -0.021944
 1202.0   -0.520720  -0.022219
 1203.0   -0.521991  -0.022493
 1204.0   -0.523261  -0.022768
 1205.0   -0.524532  -0.023042
 1206.0   -0.525654  -0.023313
 1207.0   -0.526776  -0.023584
 1208.0   -0.527898  -0.023855
 1209.0   -0.529019  -0.024126
 1210.0   -0.530141  -0.024397
 1211.0   -0.531121  -0.024663
 1212.0   -0.532100  -0.024929
 1213.0   -0.533079  -0.025196
 1214.0   -0.534059  -0.025462
 1215.0   -0.535038  -0.025729
 1216.0   -0.535882  -0.025990
 1217.0   -0.536726  -0.026251
 1218.0   -0.537569  -0.026513
 1219.0   -0.538413  -0.026774
 1220.0   -0.539257  -0.027035
 1221.0   -0.539971  -0.027291
 1222.0   -0.540685  -0.027546
 1223.0   -0.541400  -0.027802
 1224.0   -0.542114  -0.028057
 1225.0   -0.542828  -0.028313
 1226.0   -0.543419  -0.028562
 1227.0   -0.544010  -0.028812
 1228.0   -0.544600  -0.029061
 1229.0   -0.545191  -0.029310
 1230.0   -0.545782  -0.029560
 1231.0   -0.546255  -0.029802
 1232.0   -0.546728  -0.030045
 1233.0   -0.547201  -0.030287
 1234.0   -0.547674  -0.030530
 1235.0   -0.548146  -0.030772
 1236.0   -0.548507  -0.031008
 1237.0   -0.548867  -0.031243
 1238.0   -0.549228  -0.031479
 1239.0   -0.549588  -0.031714
 1240.0   -0.549949  -0.031949
 1241.0   -0.550202  -0.032177
 1242.0   -0.550456  -0.032405
 1243.0   -0.550709  -0.032633
 1244.0   -0.550962  -0.032861
 1245.0   -0.551215  -0.033089
 1246.0   -0.551366  -0.033309
 1247.0   -0.551517  -0.033530
 1248.0   -0.551668  -0.033750
 1249.0   -0.551819  -0.033970
 1250.0   -0.551970  -0.034190
 1251.0   -0.552024  -0.034402
 1252.0   -0.552077  -0.034615
 1253.0   -0.552131  -0.034827
 1254.0   -0.552184  -0.035039
 1255.0   -0.552237  -0.035251
 1256.0   -0.552198  -0.035456
 1257.0   -0.552158  -0.035660
 1258.0   -0.552118  -0.035864
 1259.0   -0.552079  -0.036068
 1260.0   -0.552039  -0.036272
 1261.0   -0.551910  -0.036468
 1262.0   -0.551782  -0.036664
 1263.0   -0.551653  -0.036860
 1264.0   -0.551525  -0.037057
 1265.0   -0.551396  -0.037253
 1266.0   -0.551182  -0.037441
 1267.0   -0.550969  -0.037628
 1268.0   -0.550755  -0.037816
 1269.0   -0.550542  -0.038004
 1270.0   -0.550328  -0.038192
 1271.0   -0.550035  -0.038372
 1272.0   -0.549741  -0.038552
 1273.0   -0.549447  -0.038731
 1274.0   -0.549154  -0.038911
 1275.0   -0.548860  -0.039091
 1276.0   -0.548489  -0.039262
 1277.0   -0.548118  -0.039434
 1278.0   -0.547748  -0.039606
 1279.0   -0.547377  -0.039777
 1280.0   -0.547006  -0.039949
 1281.0   -0.546560  -0.040113
 1282.0   -0.546115  -0.040277
 1283.0   -0.545670  -0.040441
 1284.0   -0.545224  -0.040605
 1285.0   -0.544779  -0.040769
 1286.0   -0.544264  -0.040925
 1287.0   -0.543749  -0.041081
 1288.0   -0.543235  -0.041237
 1289.0   -0.542720  -0.041393
 1290.0   -0.542205  -0.041549
 1291.0   -0.541622  -0.041698
 1292.0   -0.541039  -0.041847
 1293.0   -0.540456  -0.041996
 1294.0   -0.539873  -0.042145
 1295.0   -0.539290  -0.042294
 1296.0   -0.538642  -0.042436
 1297.0   -0.537995  -0.042577
 1298.0   -0.537348  -0.042719
 1299.0   -0.536701  -0.042861
 1300.0   -0.536054  -0.043003
 1301.0   -0.535346  -0.043137
 1302.0   -0.534638  -0.043272
 1303.0   -0.533930  -0.043407
 1304.0   -0.533222  -0.043541
 1305.0   -0.532514  -0.043676
 1306.0   -0.531746  -0.043805
 1307.0   -0.530978  -0.043933
 1308.0   -0.530210  -0.044062
 1309.0   -0.529442  -0.044191
 1310.0   -0.528675  -0.044319
 1311.0   -0.527851  -0.044442
 1312.0   -0.527027  -0.044564
 1313.0   -0.526202  -0.044687
 1314.0   -0.525378  -0.044809
 1315.0   -0.524554  -0.044932
 1316.0   -0.523676  -0.045049
 1317.0   -0.522798  -0.045166
 1318.0   -0.521919  -0.045283
 1319.0   -0.521041  -0.045400
 1320.0   -0.520163  -0.045517
 1321.0   -0.519232  -0.045628
 1322.0   -0.518302  -0.045739
 1323.0   -0.517372  -0.045851
 1324.0   -0.516442  -0.045962
 1325.0   -0.515512  -0.046074
 1326.0   -0.514531  -0.046181
 1327.0   -0.513550  -0.046288
 1328.0   -0.512569  -0.046395
 1329.0   -0.511589  -0.046503
 1330.0   -0.510608  -0.046610
 1331.0   -0.509579  -0.046713
 1332.0   -0.508550  -0.046815
 1333.0   -0.507521  -0.046918
 1334.0   -0.506491  -0.047021
 1335.0   -0.505462  -0.047124
 1336.0   -0.504386  -0.047223
 1337.0   -0.503311  -0.047322
 1338.0   -0.502235  -0.047421
 1339.0   -0.501159  -0.047520
 1340.0   -0.500083  -0.047619
 1341.0   -0.498961  -0.047714
 1342.0   -0.497840  -0.047810
 1343.0   -0.496719  -0.047906
 1344.0   -0.495597  -0.048001
 1345.0   -0.494476  -0.048097
 1346.0   -0.493311  -0.048190
 1347.0   -0.492146  -0.048283
 1348.0   -0.490981  -0.048376
 1349.0   -0.489816  -0.048469
 1350.0   -0.488650  -0.048562
 1351.0   -0.487441  -0.048652
 1352.0   -0.486232  -0.048742
 1353.0   -0.485024  -0.048832
 1354.0   -0.483815  -0.048922
 1355.0   -0.482606  -0.049013
 1356.0   -0.481355  -0.049101
 1357.0   -0.480105  -0.049189
 1358.0   -0.478854  -0.049278
 1359.0   -0.477604  -0.049366
 1360.0   -0.476353  -0.049454
 1361.0   -0.475061  -0.049541
 1362.0   -0.473770  -0.049628
 1363.0   -0.472478  -0.049715
 1364.0   -0.471186  -0.049801
 1365.0   -0.469894  -0.049888
 1366.0   -0.468562  -0.049973
 1367.0   -0.467229  -0.050059
 1368.0   -0.465897  -0.050144
 1369.0   -0.464565  -0.050230
 1370.0   -0.463232  -0.050315
 1371.0   -0.461860  -0.050399
 1372.0   -0.460487  -0.050484
 1373.0   -0.459114  -0.050568
 1374.0   -0.457742  -0.050652
 1375.0   -0.456369  -0.050737
 1376.0   -0.454957  -0.050820
 1377.0   -0.453544  -0.050904
 1378.0   -0.452132  -0.050987
 1379.0   -0.450719  -0.051071
 1380.0   -0.449307  -0.051154
 1381.0   -0.447854  -0.051237
 1382.0   -0.446402  -0.051320
 1383.0   -0.444950  -0.051403
 1384.0   -0.443498  -0.051486
 1385.0   -0.442046  -0.051569
 1386.0   -0.440554  -0.051651
 1387.0   -0.439061  -0.051733
 1388.0   -0.437568  -0.051816
 1389.0   -0.436075  -0.051898
 1390.0   -0.434583  -0.051980
 1391.0   -0.433051  -0.052062
 1392.0   -0.431519  -0.052144
 1393.0   -0.429987  -0.052225
 1394.0   -0.428455  -0.052307
 1395.0   -0.426923  -0.052389
 1396.0   -0.425351  -0.052470
 1397.0   -0.423779  -0.052551
 1398.0   -0.422206  -0.052632
 1399.0   -0.420634  -0.052712
 1400.0   -0.419062  -0.052793
 1401.0   -0.417448  -0.052873
 1402.0   -0.415835  -0.052953
 1403.0   -0.414222  -0.053033
 1404.0   -0.412608  -0.053113
 1405.0   -0.410995  -0.053193
 1406.0   -0.409340  -0.053272
 1407.0   -0.407685  -0.053351
 1408.0   -0.406030  -0.053429
 1409.0   -0.404376  -0.053508
 1410.0   -0.402721  -0.053586
 1411.0   -0.401023  -0.053663
 1412.0   -0.399326  -0.053740
 1413.0   -0.397628  -0.053817
 1414.0   -0.395931  -0.053893
 1415.0   -0.394234  -0.053970
 1416.0   -0.392493  -0.054044
 1417.0   -0.390752  -0.054119
 1418.0   -0.389011  -0.054193
 1419.0   -0.387270  -0.054267
 1420.0   -0.385529  -0.054341
 1421.0   -0.383743  -0.054412
 1422.0   -0.381958  -0.054483
 1423.0   -0.380172  -0.054553
 1424.0   -0.378386  -0.054624
 1425.0   -0.376601  -0.054695
 1426.0   -0.374769  -0.054761
 1427.0   -0.372937  -0.054827
 1428.0   -0.371106  -0.054894
 1429.0   -0.369274  -0.054960
 1430.0   -0.367442  -0.055026
 1431.0   -0.365563  -0.055086
 1432.0   -0.363684  -0.055147
 1433.0   -0.361805  -0.055207
 1434.0   -0.359926  -0.055267
 1435.0   -0.358047  -0.055327
 1436.0   -0.356117  -0.055381
 1437.0   -0.354187  -0.055434
 1438.0   -0.352256  -0.055487
 1439.0   -0.350326  -0.055541
 1440.0   -0.348396  -0.055594
 1441.0   -0.346416  -0.055638
 1442.0   -0.344436  -0.055681
 1443.0   -0.342456  -0.055725
 1444.0   -0.340476  -0.055769
 1445.0   -0.338495  -0.055812
 1446.0   -0.336462  -0.055845
 1447.0   -0.334428  -0.055877
 1448.0   -0.332394  -0.055909
 1449.0   -0.330361  -0.055942
 1450.0   -0.328327  -0.055974
 1451.0   -0.326238  -0.055992
 1452.0   -0.324148  -0.056011
 1453.0   -0.322059  -0.056029
 1454.0   -0.319969  -0.056048
 1455.0   -0.317880  -0.056066
 1456.0   -0.315732  -0.056067
 1457.0   -0.313585  -0.056069
 1458.0   -0.311438  -0.056071
 1459.0   -0.309290  -0.056072
 1460.0   -0.307143  -0.056074
 1461.0   -0.304935  -0.056055
 1462.0   -0.302727  -0.056036
 1463.0   -0.300519  -0.056018
 1464.0   -0.298311  -0.055999
 1465.0   -0.296103  -0.055980
 1466.0   -0.293832  -0.055937
 1467.0   -0.291561  -0.055895
 1468.0   -0.289289  -0.055852
 1469.0   -0.287018  -0.055809
 1470.0   -0.284747  -0.055766
 1471.0   -0.282410  -0.055695
 1472.0   -0.280073  -0.055624
 1473.0   -0.277736  -0.055553
 1474.0   -0.275399  -0.055481
 1475.0   -0.273062  -0.055410
 1476.0   -0.270656  -0.055305
 1477.0   -0.268250  -0.055201
 1478.0   -0.265844  -0.055096
 1479.0   -0.263438  -0.054991
 1480.0   -0.261032  -0.054886
 1481.0   -0.258554  -0.054743
 1482.0   -0.256076  -0.054599
 1483.0   -0.253599  -0.054455
 1484.0   -0.251121  -0.054311
 1485.0   -0.248643  -0.054167
 1486.0   -0.246091  -0.053977
 1487.0   -0.243539  -0.053788
 1488.0   -0.240987  -0.053598
 1489.0   -0.238435  -0.053409
 1490.0   -0.235883  -0.053219
 1491.0   -0.233253  -0.052977
 1492.0   -0.230623  -0.052734
 1493.0   -0.227994  -0.052492
 1494.0   -0.225364  -0.052249
 1495.0   -0.222734  -0.052007
 1496.0   -0.220025  -0.051703
 1497.0   -0.217315  -0.051399
 1498.0   -0.214605  -0.051095
 1499.0   -0.211895  -0.050791
 1500.0   -0.209185  -0.050487
 1501.0   -0.206399  -0.050111
 1502.0   -0.203613  -0.049734
 1503.0   -0.200826  -0.049357
 1504.0   -0.198040  -0.048980
 1505.0   -0.195254  -0.048603
 1506.0   -0.192369  -0.048151
 1507.0   -0.189484  -0.047698
 1508.0   -0.186599  -0.047245
 1509.0   -0.183715  -0.046792
 1510.0   -0.180830  -0.046340
 1511.0   -0.177865  -0.045791
 1512.0   -0.174901  -0.045243
 1513.0   -0.171937  -0.044694
 1514.0   -0.168972  -0.044146
 1515.0   -0.166008  -0.043597
 1516.0   -0.162956  -0.042943
 1517.0   -0.159903  -0.042288
 1518.0   -0.156851  -0.041634
 1519.0   -0.153798  -0.040979
 1520.0   -0.150746  -0.040324
 1521.0   -0.147605  -0.039549
