   W         E3-(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.029980   0.001954
 1075.0   -0.024701   0.001610
 1076.0   -0.019422   0.001266
 1077.0   -0.014143   0.000922
 1078.0   -0.008864   0.000578
 1079.0   -0.003585   0.000234
 1080.0    0.001694  -0.000110
 1081.0    0.006973  -0.000454
 1082.0    0.012252  -0.000798
 1083.0    0.017531  -0.001142
 1084.0    0.022810  -0.001486
 1085.0    0.028089  -0.001830
 1086.0    0.035793  -0.002333
 1087.0    0.043496  -0.002837
 1088.0    0.051199  -0.003340
 1089.0    0.058903  -0.003843
 1090.0    0.066606  -0.004346
 1091.0    0.075427  -0.004924
 1092.0    0.084247  -0.005502
 1093.0    0.093068  -0.006080
 1094.0    0.101888  -0.006657
 1095.0    0.110708  -0.007235
 1096.0    0.120073  -0.007850
 1097.0    0.129439  -0.008466
 1098.0    0.138804  -0.009081
 1099.0    0.148169  -0.009696
 1100.0    0.157534  -0.010311
 1101.0    0.167116  -0.010942
 1102.0    0.176698  -0.011574
 1103.0    0.186280  -0.012205
 1104.0    0.195861  -0.012836
 1105.0    0.205443  -0.013468
 1106.0    0.215036  -0.014101
 1107.0    0.224628  -0.014735
 1108.0    0.234220  -0.015369
 1109.0    0.243813  -0.016003
 1110.0    0.253405  -0.016637
 1111.0    0.262874  -0.017264
 1112.0    0.272343  -0.017892
 1113.0    0.281813  -0.018519
 1114.0    0.291282  -0.019147
 1115.0    0.300751  -0.019774
 1116.0    0.310008  -0.020389
 1117.0    0.319265  -0.021004
 1118.0    0.328522  -0.021619
 1119.0    0.337779  -0.022235
 1120.0    0.347036  -0.022850
 1121.0    0.356024  -0.023448
 1122.0    0.365011  -0.024047
 1123.0    0.373999  -0.024646
 1124.0    0.382986  -0.025245
 1125.0    0.391974  -0.025843
 1126.0    0.400655  -0.026423
 1127.0    0.409337  -0.027003
 1128.0    0.418018  -0.027583
 1129.0    0.426699  -0.028162
 1130.0    0.435381  -0.028742
 1131.0    0.443734  -0.029301
 1132.0    0.452088  -0.029860
 1133.0    0.460442  -0.030419
 1134.0    0.468796  -0.030978
 1135.0    0.477149  -0.031537
 1136.0    0.485164  -0.032074
 1137.0    0.493179  -0.032611
 1138.0    0.501194  -0.033148
 1139.0    0.509209  -0.033685
 1140.0    0.517224  -0.034222
 1141.0    0.524897  -0.034736
 1142.0    0.532570  -0.035251
 1143.0    0.540243  -0.035765
 1144.0    0.547916  -0.036280
 1145.0    0.555589  -0.036794
 1146.0    0.562922  -0.037286
 1147.0    0.570255  -0.037778
 1148.0    0.577588  -0.038269
 1149.0    0.584921  -0.038761
 1150.0    0.592254  -0.039253
 1151.0    0.599254  -0.039722
 1152.0    0.606253  -0.040191
 1153.0    0.613252  -0.040659
 1154.0    0.620252  -0.041128
 1155.0    0.627251  -0.041597
 1156.0    0.633926  -0.042043
 1157.0    0.640600  -0.042489
 1158.0    0.647275  -0.042936
 1159.0    0.653949  -0.043382
 1160.0    0.660624  -0.043828
 1161.0    0.666984  -0.044251
 1162.0    0.673345  -0.044675
 1163.0    0.679706  -0.045098
 1164.0    0.686066  -0.045522
 1165.0    0.692427  -0.045946
 1166.0    0.698486  -0.046347
 1167.0    0.704545  -0.046748
 1168.0    0.710604  -0.047150
 1169.0    0.716663  -0.047551
 1170.0    0.722722  -0.047952
 1171.0    0.728492  -0.048332
 1172.0    0.734262  -0.048711
 1173.0    0.740032  -0.049090
 1174.0    0.745802  -0.049470
 1175.0    0.751572  -0.049849
 1176.0    0.757067  -0.050207
 1177.0    0.762562  -0.050564
 1178.0    0.768057  -0.050922
 1179.0    0.773551  -0.051280
 1180.0    0.779046  -0.051637
 1181.0    0.784279  -0.051974
 1182.0    0.789512  -0.052310
 1183.0    0.794745  -0.052646
 1184.0    0.799978  -0.052983
 1185.0    0.805211  -0.053319
 1186.0    0.810196  -0.053634
 1187.0    0.815181  -0.053950
 1188.0    0.820165  -0.054265
 1189.0    0.825150  -0.054580
 1190.0    0.830135  -0.054896
 1191.0    0.834885  -0.055190
 1192.0    0.839635  -0.055484
 1193.0    0.844386  -0.055779
 1194.0    0.849136  -0.056073
 1195.0    0.853886  -0.056368
 1196.0    0.858415  -0.056642
 1197.0    0.862943  -0.056916
 1198.0    0.867472  -0.057190
 1199.0    0.872000  -0.057463
 1200.0    0.876529  -0.057737
 1201.0    0.880849  -0.057991
 1202.0    0.885168  -0.058244
 1203.0    0.889488  -0.058498
 1204.0    0.893808  -0.058751
 1205.0    0.898128  -0.059005
 1206.0    0.902251  -0.059238
 1207.0    0.906375  -0.059471
 1208.0    0.910499  -0.059705
 1209.0    0.914622  -0.059938
 1210.0    0.918746  -0.060171
 1211.0    0.922685  -0.060384
 1212.0    0.926624  -0.060597
 1213.0    0.930563  -0.060810
 1214.0    0.934503  -0.061023
 1215.0    0.938442  -0.061236
 1216.0    0.942208  -0.061429
 1217.0    0.945975  -0.061623
 1218.0    0.949742  -0.061816
 1219.0    0.953508  -0.062009
 1220.0    0.957275  -0.062202
 1221.0    0.960880  -0.062374
 1222.0    0.964484  -0.062547
 1223.0    0.968089  -0.062720
 1224.0    0.971694  -0.062893
 1225.0    0.975299  -0.063066
 1226.0    0.978753  -0.063219
 1227.0    0.982207  -0.063372
 1228.0    0.985660  -0.063525
 1229.0    0.989114  -0.063678
 1230.0    0.992568  -0.063830
 1231.0    0.995881  -0.063963
 1232.0    0.999193  -0.064096
 1233.0    1.002506  -0.064228
 1234.0    1.005819  -0.064361
 1235.0    1.009132  -0.064494
 1236.0    1.012313  -0.064606
 1237.0    1.015495  -0.064718
 1238.0    1.018676  -0.064831
 1239.0    1.021857  -0.064943
 1240.0    1.025039  -0.065055
 1241.0    1.028098  -0.065147
 1242.0    1.031158  -0.065239
 1243.0    1.034217  -0.065331
 1244.0    1.037277  -0.065423
 1245.0    1.040337  -0.065515
 1246.0    1.043283  -0.065586
 1247.0    1.046229  -0.065657
 1248.0    1.049175  -0.065729
 1249.0    1.052121  -0.065800
 1250.0    1.055066  -0.065871
 1251.0    1.057908  -0.065921
 1252.0    1.060749  -0.065972
 1253.0    1.063590  -0.066022
 1254.0    1.066431  -0.066072
 1255.0    1.069272  -0.066123
 1256.0    1.072017  -0.066152
 1257.0    1.074761  -0.066181
 1258.0    1.077505  -0.066210
 1259.0    1.080250  -0.066239
 1260.0    1.082994  -0.066269
 1261.0    1.085649  -0.066276
 1262.0    1.088304  -0.066284
 1263.0    1.090959  -0.066292
 1264.0    1.093614  -0.066299
 1265.0    1.096268  -0.066307
 1266.0    1.098841  -0.066293
 1267.0    1.101414  -0.066278
 1268.0    1.103986  -0.066264
 1269.0    1.106559  -0.066250
 1270.0    1.109132  -0.066236
 1271.0    1.111630  -0.066199
 1272.0    1.114128  -0.066163
 1273.0    1.116626  -0.066127
 1274.0    1.119124  -0.066090
 1275.0    1.121622  -0.066054
 1276.0    1.124051  -0.065995
 1277.0    1.126480  -0.065936
 1278.0    1.128909  -0.065877
 1279.0    1.131338  -0.065818
 1280.0    1.133767  -0.065759
 1281.0    1.136133  -0.065677
 1282.0    1.138499  -0.065594
 1283.0    1.140865  -0.065512
 1284.0    1.143231  -0.065430
 1285.0    1.145597  -0.065348
 1286.0    1.147908  -0.065242
 1287.0    1.150218  -0.065136
 1288.0    1.152528  -0.065030
 1289.0    1.154838  -0.064924
 1290.0    1.157148  -0.064819
 1291.0    1.159407  -0.064689
 1292.0    1.161666  -0.064558
 1293.0    1.163925  -0.064428
 1294.0    1.166184  -0.064298
 1295.0    1.168443  -0.064168
 1296.0    1.170656  -0.064013
 1297.0    1.172870  -0.063859
 1298.0    1.175084  -0.063704
 1299.0    1.177297  -0.063549
 1300.0    1.179511  -0.063394
 1301.0    1.181684  -0.063214
 1302.0    1.183857  -0.063034
 1303.0    1.186030  -0.062854
 1304.0    1.188203  -0.062673
 1305.0    1.190377  -0.062493
 1306.0    1.192515  -0.062287
 1307.0    1.194653  -0.062081
 1308.0    1.196792  -0.061874
 1309.0    1.198930  -0.061668
 1310.0    1.201068  -0.061462
 1311.0    1.203176  -0.061229
 1312.0    1.205284  -0.060996
 1313.0    1.207391  -0.060762
 1314.0    1.209499  -0.060529
 1315.0    1.211606  -0.060296
 1316.0    1.213688  -0.060036
 1317.0    1.215770  -0.059775
 1318.0    1.217851  -0.059514
 1319.0    1.219933  -0.059254
 1320.0    1.222015  -0.058993
 1321.0    1.224075  -0.058704
 1322.0    1.226135  -0.058415
 1323.0    1.228195  -0.058126
 1324.0    1.230255  -0.057836
 1325.0    1.232315  -0.057547
 1326.0    1.234358  -0.057229
 1327.0    1.236401  -0.056911
 1328.0    1.238444  -0.056592
 1329.0    1.240487  -0.056274
 1330.0    1.242530  -0.055956
 1331.0    1.244560  -0.055607
 1332.0    1.246589  -0.055258
 1333.0    1.248619  -0.054910
 1334.0    1.250649  -0.054561
 1335.0    1.252678  -0.054212
 1336.0    1.254699  -0.053832
 1337.0    1.256719  -0.053452
 1338.0    1.258740  -0.053072
 1339.0    1.260760  -0.052692
 1340.0    1.262781  -0.052312
 1341.0    1.264796  -0.051900
 1342.0    1.266811  -0.051488
 1343.0    1.268826  -0.051075
 1344.0    1.270841  -0.050663
 1345.0    1.272856  -0.050250
 1346.0    1.274870  -0.049804
 1347.0    1.276884  -0.049359
 1348.0    1.278899  -0.048913
 1349.0    1.280913  -0.048467
 1350.0    1.282927  -0.048021
 1351.0    1.284942  -0.047540
 1352.0    1.286956  -0.047059
 1353.0    1.288971  -0.046578
 1354.0    1.290986  -0.046097
 1355.0    1.293001  -0.045616
 1356.0    1.295022  -0.045099
 1357.0    1.297044  -0.044582
 1358.0    1.299065  -0.044065
 1359.0    1.301086  -0.043548
 1360.0    1.303107  -0.043031
 1361.0    1.305138  -0.042476
 1362.0    1.307169  -0.041921
 1363.0    1.309200  -0.041367
 1364.0    1.311230  -0.040812
 1365.0    1.313261  -0.040257
 1366.0    1.315304  -0.039664
 1367.0    1.317348  -0.039070
 1368.0    1.319391  -0.038476
 1369.0    1.321435  -0.037882
 1370.0    1.323478  -0.037288
 1371.0    1.325538  -0.036654
 1372.0    1.327598  -0.036019
 1373.0    1.329658  -0.035385
 1374.0    1.331718  -0.034750
 1375.0    1.333778  -0.034116
 1376.0    1.335857  -0.033439
 1377.0    1.337937  -0.032761
 1378.0    1.340016  -0.032084
 1379.0    1.342096  -0.031407
 1380.0    1.344175  -0.030730
 1381.0    1.346278  -0.030009
 1382.0    1.348382  -0.029288
 1383.0    1.350485  -0.028566
 1384.0    1.352588  -0.027845
 1385.0    1.354691  -0.027124
 1386.0    1.356821  -0.026356
 1387.0    1.358950  -0.025588
 1388.0    1.361080  -0.024820
 1389.0    1.363209  -0.024053
 1390.0    1.365339  -0.023285
 1391.0    1.367500  -0.022469
 1392.0    1.369660  -0.021653
 1393.0    1.371821  -0.020837
 1394.0    1.373981  -0.020021
 1395.0    1.376142  -0.019205
 1396.0    1.378337  -0.018338
 1397.0    1.380531  -0.017471
 1398.0    1.382726  -0.016604
 1399.0    1.384920  -0.015738
 1400.0    1.387115  -0.014871
 1401.0    1.389348  -0.013951
 1402.0    1.391580  -0.013031
 1403.0    1.393812  -0.012111
 1404.0    1.396045  -0.011191
 1405.0    1.398277  -0.010271
 1406.0    1.400552  -0.009296
 1407.0    1.402826  -0.008320
 1408.0    1.405100  -0.007344
 1409.0    1.407374  -0.006368
 1410.0    1.409648  -0.005393
 1411.0    1.411968  -0.004358
 1412.0    1.414288  -0.003324
 1413.0    1.416608  -0.002289
 1414.0    1.418927  -0.001255
 1415.0    1.421247  -0.000220
 1416.0    1.423616   0.000876
 1417.0    1.425985   0.001973
 1418.0    1.428355   0.003069
 1419.0    1.430724   0.004165
 1420.0    1.433093   0.005262
 1421.0    1.435516   0.006423
 1422.0    1.437939   0.007585
 1423.0    1.440362   0.008747
 1424.0    1.442785   0.009908
 1425.0    1.445209   0.011070
 1426.0    1.447690   0.012301
 1427.0    1.450171   0.013532
 1428.0    1.452652   0.014763
 1429.0    1.455134   0.015993
 1430.0    1.457615   0.017224
 1431.0    1.460159   0.018528
 1432.0    1.462703   0.019832
 1433.0    1.465246   0.021136
 1434.0    1.467790   0.022441
 1435.0    1.470334   0.023745
 1436.0    1.472944   0.025127
 1437.0    1.475555   0.026508
 1438.0    1.478165   0.027890
 1439.0    1.480776   0.029272
 1440.0    1.483386   0.030654
 1441.0    1.486069   0.032119
 1442.0    1.488752   0.033584
 1443.0    1.491435   0.035048
 1444.0    1.494118   0.036513
 1445.0    1.496801   0.037978
 1446.0    1.499561   0.039531
 1447.0    1.502321   0.041084
 1448.0    1.505082   0.042637
 1449.0    1.507842   0.044190
 1450.0    1.510602   0.045743
 1451.0    1.513444   0.047391
 1452.0    1.516286   0.049038
 1453.0    1.519129   0.050686
 1454.0    1.521971   0.052333
 1455.0    1.524814   0.053981
 1456.0    1.527744   0.055730
 1457.0    1.530674   0.057478
 1458.0    1.533605   0.059227
 1459.0    1.536535   0.060976
 1460.0    1.539466   0.062725
 1461.0    1.542490   0.064582
 1462.0    1.545514   0.066440
 1463.0    1.548539   0.068297
 1464.0    1.551563   0.070155
 1465.0    1.554587   0.072012
 1466.0    1.557711   0.073987
 1467.0    1.560836   0.075962
 1468.0    1.563960   0.077936
 1469.0    1.567084   0.079911
 1470.0    1.570208   0.081886
 1471.0    1.573439   0.083987
 1472.0    1.576669   0.086088
 1473.0    1.579900   0.088189
 1474.0    1.583130   0.090290
 1475.0    1.586360   0.092391
 1476.0    1.589703   0.094629
 1477.0    1.593046   0.096867
 1478.0    1.596390   0.099105
 1479.0    1.599733   0.101343
 1480.0    1.603076   0.103581
 1481.0    1.606539   0.105967
 1482.0    1.610001   0.108353
 1483.0    1.613464   0.110740
 1484.0    1.616927   0.113126
 1485.0    1.620390   0.115512
 1486.0    1.623980   0.118060
 1487.0    1.627570   0.120608
 1488.0    1.631160   0.123155
 1489.0    1.634750   0.125703
