   W         M2-(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.067531   0.003160
 1075.0   -0.054303   0.002539
 1076.0   -0.041075   0.001919
 1077.0   -0.027846   0.001298
 1078.0   -0.014618   0.000677
 1079.0   -0.001390   0.000056
 1080.0    0.011838  -0.000564
 1081.0    0.025066  -0.001185
 1082.0    0.038294  -0.001806
 1083.0    0.051522  -0.002426
 1084.0    0.064750  -0.003047
 1085.0    0.077978  -0.003668
 1086.0    0.090456  -0.004237
 1087.0    0.102934  -0.004807
 1088.0    0.115412  -0.005376
 1089.0    0.127890  -0.005946
 1090.0    0.140368  -0.006515
 1091.0    0.152144  -0.007038
 1092.0    0.163920  -0.007560
 1093.0    0.175696  -0.008082
 1094.0    0.187473  -0.008604
 1095.0    0.199249  -0.009127
 1096.0    0.210367  -0.009605
 1097.0    0.221485  -0.010084
 1098.0    0.232603  -0.010562
 1099.0    0.243722  -0.011041
 1100.0    0.254840  -0.011520
 1101.0    0.265342  -0.011958
 1102.0    0.275843  -0.012396
 1103.0    0.286345  -0.012835
 1104.0    0.296847  -0.013273
 1105.0    0.307349  -0.013712
 1106.0    0.317272  -0.014113
 1107.0    0.327196  -0.014514
 1108.0    0.337119  -0.014915
 1109.0    0.347043  -0.015317
 1110.0    0.356966  -0.015718
 1111.0    0.366347  -0.016085
 1112.0    0.375729  -0.016452
 1113.0    0.385110  -0.016819
 1114.0    0.394491  -0.017187
 1115.0    0.403872  -0.017554
 1116.0    0.412744  -0.017889
 1117.0    0.421616  -0.018225
 1118.0    0.430488  -0.018561
 1119.0    0.439360  -0.018896
 1120.0    0.448231  -0.019232
 1121.0    0.456625  -0.019538
 1122.0    0.465019  -0.019845
 1123.0    0.473413  -0.020151
 1124.0    0.481807  -0.020458
 1125.0    0.490200  -0.020764
 1126.0    0.498145  -0.021044
 1127.0    0.506090  -0.021324
 1128.0    0.514035  -0.021604
 1129.0    0.521980  -0.021883
 1130.0    0.529925  -0.022163
 1131.0    0.537449  -0.022418
 1132.0    0.544972  -0.022673
 1133.0    0.552496  -0.022927
 1134.0    0.560019  -0.023182
 1135.0    0.567543  -0.023437
 1136.0    0.574670  -0.023669
 1137.0    0.581798  -0.023901
 1138.0    0.588926  -0.024132
 1139.0    0.596053  -0.024364
 1140.0    0.603181  -0.024596
 1141.0    0.609937  -0.024806
 1142.0    0.616693  -0.025016
 1143.0    0.623449  -0.025227
 1144.0    0.630205  -0.025437
 1145.0    0.636961  -0.025647
 1146.0    0.643368  -0.025838
 1147.0    0.649776  -0.026028
 1148.0    0.656183  -0.026218
 1149.0    0.662590  -0.026408
 1150.0    0.668997  -0.026598
 1151.0    0.675077  -0.026770
 1152.0    0.681157  -0.026941
 1153.0    0.687237  -0.027112
 1154.0    0.693317  -0.027284
 1155.0    0.699396  -0.027455
 1156.0    0.705169  -0.027608
 1157.0    0.710942  -0.027762
 1158.0    0.716715  -0.027915
 1159.0    0.722488  -0.028068
 1160.0    0.728260  -0.028222
 1161.0    0.733745  -0.028358
 1162.0    0.739230  -0.028494
 1163.0    0.744715  -0.028631
 1164.0    0.750200  -0.028767
 1165.0    0.755685  -0.028903
 1166.0    0.760901  -0.029023
 1167.0    0.766116  -0.029143
 1168.0    0.771332  -0.029263
 1169.0    0.776547  -0.029382
 1170.0    0.781763  -0.029502
 1171.0    0.786726  -0.029606
 1172.0    0.791690  -0.029710
 1173.0    0.796653  -0.029813
 1174.0    0.801616  -0.029917
