   W         E7-(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.000002   0.000000
 1075.0   -0.000002   0.000000
 1076.0   -0.000001   0.000000
 1077.0   -0.000001   0.000000
 1078.0   -0.000001   0.000000
 1079.0   -0.000000   0.000000
 1080.0    0.000000  -0.000000
 1081.0    0.000000  -0.000000
 1082.0    0.000001  -0.000000
 1083.0    0.000001  -0.000000
 1084.0    0.000001  -0.000000
 1085.0    0.000002  -0.000000
 1086.0    0.000004  -0.000000
 1087.0    0.000006  -0.000000
 1088.0    0.000009  -0.000001
 1089.0    0.000011  -0.000001
 1090.0    0.000013  -0.000001
 1091.0    0.000020  -0.000001
 1092.0    0.000026  -0.000002
 1093.0    0.000032  -0.000002
 1094.0    0.000039  -0.000002
 1095.0    0.000045  -0.000003
 1096.0    0.000058  -0.000004
 1097.0    0.000070  -0.000004
 1098.0    0.000082  -0.000005
 1099.0    0.000095  -0.000006
 1100.0    0.000107  -0.000007
 1101.0    0.000127  -0.000008
 1102.0    0.000147  -0.000009
 1103.0    0.000167  -0.000011
 1104.0    0.000187  -0.000012
 1105.0    0.000207  -0.000013
 1106.0    0.000235  -0.000015
 1107.0    0.000264  -0.000017
 1108.0    0.000292  -0.000019
 1109.0    0.000321  -0.000020
 1110.0    0.000349  -0.000022
 1111.0    0.000387  -0.000025
 1112.0    0.000425  -0.000027
 1113.0    0.000463  -0.000030
 1114.0    0.000501  -0.000032
 1115.0    0.000540  -0.000034
 1116.0    0.000587  -0.000037
 1117.0    0.000635  -0.000040
 1118.0    0.000683  -0.000044
 1119.0    0.000731  -0.000047
 1120.0    0.000779  -0.000050
 1121.0    0.000837  -0.000053
 1122.0    0.000895  -0.000057
 1123.0    0.000953  -0.000061
 1124.0    0.001011  -0.000064
 1125.0    0.001069  -0.000068
 1126.0    0.001137  -0.000072
 1127.0    0.001205  -0.000077
 1128.0    0.001273  -0.000081
 1129.0    0.001341  -0.000085
 1130.0    0.001408  -0.000090
 1131.0    0.001486  -0.000095
 1132.0    0.001564  -0.000100
 1133.0    0.001642  -0.000105
 1134.0    0.001719  -0.000110
 1135.0    0.001797  -0.000115
 1136.0    0.001884  -0.000120
 1137.0    0.001971  -0.000126
 1138.0    0.002058  -0.000131
 1139.0    0.002146  -0.000137
 1140.0    0.002233  -0.000142
 1141.0    0.002329  -0.000148
 1142.0    0.002425  -0.000155
 1143.0    0.002521  -0.000161
 1144.0    0.002617  -0.000167
 1145.0    0.002713  -0.000173
 1146.0    0.002817  -0.000180
 1147.0    0.002922  -0.000186
 1148.0    0.003026  -0.000193
 1149.0    0.003130  -0.000200
 1150.0    0.003235  -0.000206
 1151.0    0.003347  -0.000213
 1152.0    0.003459  -0.000220
 1153.0    0.003571  -0.000228
 1154.0    0.003683  -0.000235
 1155.0    0.003795  -0.000242
 1156.0    0.003915  -0.000249
 1157.0    0.004034  -0.000257
 1158.0    0.004153  -0.000265
 1159.0    0.004272  -0.000272
 1160.0    0.004392  -0.000280
 1161.0    0.004517  -0.000288
 1162.0    0.004643  -0.000296
 1163.0    0.004769  -0.000304
 1164.0    0.004894  -0.000312
 1165.0    0.005020  -0.000320
 1166.0    0.005152  -0.000328
 1167.0    0.005283  -0.000337
 1168.0    0.005415  -0.000345
 1169.0    0.005546  -0.000353
 1170.0    0.005678  -0.000362
 1171.0    0.005815  -0.000371
 1172.0    0.005951  -0.000379
 1173.0    0.006088  -0.000388
 1174.0    0.006225  -0.000397
 1175.0    0.006361  -0.000405
 1176.0    0.006503  -0.000414
 1177.0    0.006644  -0.000423
 1178.0    0.006785  -0.000432
 1179.0    0.006926  -0.000441
 1180.0    0.007067  -0.000450
 1181.0    0.007213  -0.000460
 1182.0    0.007358  -0.000469
 1183.0    0.007503  -0.000478
 1184.0    0.007648  -0.000487
 1185.0    0.007793  -0.000497
 1186.0    0.007942  -0.000506
 1187.0    0.008090  -0.000516
 1188.0    0.008239  -0.000525
 1189.0    0.008387  -0.000535
 1190.0    0.008536  -0.000544
 1191.0    0.008687  -0.000554
 1192.0    0.008838  -0.000563
 1193.0    0.008990  -0.000573
 1194.0    0.009141  -0.000583
 1195.0    0.009292  -0.000592
 1196.0    0.009446  -0.000602
 1197.0    0.009599  -0.000612
 1198.0    0.009753  -0.000622
 1199.0    0.009907  -0.000631
 1200.0    0.010060  -0.000641
 1201.0    0.010216  -0.000651
 1202.0    0.010371  -0.000661
 1203.0    0.010526  -0.000671
 1204.0    0.010682  -0.000681
 1205.0    0.010837  -0.000691
 1206.0    0.010994  -0.000701
 1207.0    0.011150  -0.000711
 1208.0    0.011307  -0.000721
 1209.0    0.011464  -0.000731
 1210.0    0.011620  -0.000741
 1211.0    0.011778  -0.000751
 1212.0    0.011935  -0.000761
 1213.0    0.012093  -0.000771
 1214.0    0.012250  -0.000781
 1215.0    0.012408  -0.000791
 1216.0    0.012566  -0.000801
 1217.0    0.012724  -0.000811
 1218.0    0.012882  -0.000821
 1219.0    0.013040  -0.000831
 1220.0    0.013198  -0.000841
 1221.0    0.013356  -0.000851
 1222.0    0.013514  -0.000861
 1223.0    0.013673  -0.000871
 1224.0    0.013831  -0.000882
 1225.0    0.013989  -0.000892
 1226.0    0.014147  -0.000902
 1227.0    0.014305  -0.000912
 1228.0    0.014463  -0.000922
 1229.0    0.014621  -0.000932
 1230.0    0.014779  -0.000942
 1231.0    0.014936  -0.000952
 1232.0    0.015093  -0.000962
 1233.0    0.015251  -0.000972
 1234.0    0.015408  -0.000982
 1235.0    0.015566  -0.000992
 1236.0    0.015722  -0.001002
 1237.0    0.015879  -0.001012
 1238.0    0.016035  -0.001022
 1239.0    0.016192  -0.001032
 1240.0    0.016349  -0.001042
 1241.0    0.016504  -0.001052
 1242.0    0.016660  -0.001062
 1243.0    0.016815  -0.001072
 1244.0    0.016971  -0.001082
 1245.0    0.017126  -0.001092
 1246.0    0.017280  -0.001101
 1247.0    0.017435  -0.001111
 1248.0    0.017589  -0.001121
 1249.0    0.017743  -0.001131
 1250.0    0.017897  -0.001141
 1251.0    0.018050  -0.001151
 1252.0    0.018203  -0.001160
 1253.0    0.018355  -0.001170
 1254.0    0.018508  -0.001180
 1255.0    0.018661  -0.001189
 1256.0    0.018812  -0.001199
 1257.0    0.018963  -0.001209
 1258.0    0.019114  -0.001218
 1259.0    0.019265  -0.001228
 1260.0    0.019416  -0.001238
 1261.0    0.019565  -0.001247
 1262.0    0.019714  -0.001257
 1263.0    0.019863  -0.001266
 1264.0    0.020012  -0.001276
 1265.0    0.020161  -0.001285
 1266.0    0.020309  -0.001294
 1267.0    0.020456  -0.001304
 1268.0    0.020603  -0.001313
 1269.0    0.020750  -0.001323
 1270.0    0.020897  -0.001332
 1271.0    0.021042  -0.001341
 1272.0    0.021187  -0.001351
 1273.0    0.021332  -0.001360
 1274.0    0.021477  -0.001369
 1275.0    0.021622  -0.001378
 1276.0    0.021764  -0.001387
 1277.0    0.021907  -0.001396
 1278.0    0.022050  -0.001405
 1279.0    0.022192  -0.001415
 1280.0    0.022335  -0.001424
 1281.0    0.022475  -0.001433
 1282.0    0.022615  -0.001442
 1283.0    0.022756  -0.001450
 1284.0    0.022896  -0.001459
 1285.0    0.023036  -0.001468
 1286.0    0.023174  -0.001477
 1287.0    0.023312  -0.001486
 1288.0    0.023449  -0.001495
 1289.0    0.023587  -0.001503
 1290.0    0.023725  -0.001512
 1291.0    0.023860  -0.001521
 1292.0    0.023996  -0.001530
 1293.0    0.024131  -0.001538
 1294.0    0.024266  -0.001547
 1295.0    0.024401  -0.001555
 1296.0    0.024534  -0.001564
 1297.0    0.024667  -0.001572
 1298.0    0.024799  -0.001581
 1299.0    0.024932  -0.001589
 1300.0    0.025065  -0.001598
 1301.0    0.025195  -0.001606
 1302.0    0.025325  -0.001614
 1303.0    0.025455  -0.001623
 1304.0    0.025585  -0.001631
 1305.0    0.025715  -0.001639
 1306.0    0.025842  -0.001647
 1307.0    0.025970  -0.001655
 1308.0    0.026097  -0.001664
 1309.0    0.026224  -0.001672
 1310.0    0.026351  -0.001680
 1311.0    0.026476  -0.001688
 1312.0    0.026600  -0.001696
 1313.0    0.026725  -0.001704
 1314.0    0.026849  -0.001711
 1315.0    0.026974  -0.001719
 1316.0    0.027096  -0.001727
 1317.0    0.027217  -0.001735
 1318.0    0.027339  -0.001743
 1319.0    0.027461  -0.001750
 1320.0    0.027583  -0.001758
 1321.0    0.027702  -0.001766
 1322.0    0.027821  -0.001773
 1323.0    0.027940  -0.001781
 1324.0    0.028059  -0.001789
 1325.0    0.028179  -0.001796
 1326.0    0.028295  -0.001804
 1327.0    0.028411  -0.001811
 1328.0    0.028527  -0.001818
 1329.0    0.028643  -0.001826
 1330.0    0.028759  -0.001833
 1331.0    0.028872  -0.001841
 1332.0    0.028986  -0.001848
 1333.0    0.029099  -0.001855
 1334.0    0.029212  -0.001862
 1335.0    0.029326  -0.001869
 1336.0    0.029436  -0.001876
 1337.0    0.029547  -0.001884
 1338.0    0.029657  -0.001891
 1339.0    0.029768  -0.001898
 1340.0    0.029879  -0.001905
 1341.0    0.029986  -0.001912
 1342.0    0.030094  -0.001918
 1343.0    0.030202  -0.001925
 1344.0    0.030310  -0.001932
 1345.0    0.030417  -0.001939
 1346.0    0.030522  -0.001946
 1347.0    0.030628  -0.001952
 1348.0    0.030733  -0.001959
 1349.0    0.030838  -0.001966
 1350.0    0.030943  -0.001973
 1351.0    0.031045  -0.001979
 1352.0    0.031147  -0.001986
 1353.0    0.031249  -0.001992
 1354.0    0.031351  -0.001999
 1355.0    0.031453  -0.002005
 1356.0    0.031553  -0.002011
 1357.0    0.031652  -0.002018
 1358.0    0.031752  -0.002024
 1359.0    0.031851  -0.002030
 1360.0    0.031951  -0.002037
 1361.0    0.032048  -0.002043
 1362.0    0.032144  -0.002049
 1363.0    0.032241  -0.002055
 1364.0    0.032338  -0.002062
 1365.0    0.032435  -0.002068
 1366.0    0.032529  -0.002074
 1367.0    0.032623  -0.002080
 1368.0    0.032717  -0.002086
 1369.0    0.032811  -0.002092
 1370.0    0.032905  -0.002098
 1371.0    0.032996  -0.002104
 1372.0    0.033088  -0.002109
 1373.0    0.033179  -0.002115
 1374.0    0.033270  -0.002121
 1375.0    0.033362  -0.002127
 1376.0    0.033450  -0.002133
 1377.0    0.033539  -0.002138
 1378.0    0.033628  -0.002144
 1379.0    0.033716  -0.002149
 1380.0    0.033805  -0.002155
 1381.0    0.033891  -0.002161
 1382.0    0.033977  -0.002166
 1383.0    0.034064  -0.002172
 1384.0    0.034150  -0.002177
 1385.0    0.034236  -0.002183
 1386.0    0.034319  -0.002188
 1387.0    0.034403  -0.002193
 1388.0    0.034486  -0.002199
 1389.0    0.034569  -0.002204
 1390.0    0.034653  -0.002209
 1391.0    0.034734  -0.002214
 1392.0    0.034815  -0.002220
 1393.0    0.034896  -0.002225
 1394.0    0.034977  -0.002230
 1395.0    0.035058  -0.002235
 1396.0    0.035136  -0.002240
 1397.0    0.035215  -0.002245
 1398.0    0.035293  -0.002250
 1399.0    0.035372  -0.002255
 1400.0    0.035450  -0.002260
 1401.0    0.035526  -0.002265
 1402.0    0.035602  -0.002270
 1403.0    0.035678  -0.002275
 1404.0    0.035754  -0.002280
 1405.0    0.035830  -0.002284
 1406.0    0.035904  -0.002289
 1407.0    0.035977  -0.002294
 1408.0    0.036051  -0.002298
 1409.0    0.036124  -0.002303
 1410.0    0.036198  -0.002308
 1411.0    0.036269  -0.002312
 1412.0    0.036340  -0.002317
 1413.0    0.036411  -0.002321
 1414.0    0.036482  -0.002326
 1415.0    0.036554  -0.002331
 1416.0    0.036622  -0.002335
 1417.0    0.036691  -0.002339
 1418.0    0.036760  -0.002344
 1419.0    0.036829  -0.002348
 1420.0    0.036898  -0.002353
 1421.0    0.036964  -0.002357
 1422.0    0.037031  -0.002361
 1423.0    0.037097  -0.002365
 1424.0    0.037164  -0.002370
 1425.0    0.037230  -0.002374
 1426.0    0.037294  -0.002378
 1427.0    0.037359  -0.002382
 1428.0    0.037423  -0.002386
 1429.0    0.037487  -0.002390
 1430.0    0.037551  -0.002394
 1431.0    0.037613  -0.002398
 1432.0    0.037675  -0.002402
 1433.0    0.037737  -0.002406
 1434.0    0.037799  -0.002410
 1435.0    0.037861  -0.002414
 1436.0    0.037921  -0.002418
 1437.0    0.037981  -0.002422
 1438.0    0.038041  -0.002426
 1439.0    0.038101  -0.002429
 1440.0    0.038160  -0.002433
 1441.0    0.038218  -0.002437
 1442.0    0.038276  -0.002441
 1443.0    0.038334  -0.002444
 1444.0    0.038391  -0.002448
 1445.0    0.038449  -0.002452
 1446.0    0.038505  -0.002455
 1447.0    0.038560  -0.002459
 1448.0    0.038616  -0.002462
 1449.0    0.038671  -0.002466
 1450.0    0.038727  -0.002470
 1451.0    0.038780  -0.002473
 1452.0    0.038834  -0.002476
 1453.0    0.038887  -0.002480
 1454.0    0.038941  -0.002483
 1455.0    0.038995  -0.002487
 1456.0    0.039046  -0.002490
 1457.0    0.039098  -0.002493
 1458.0    0.039149  -0.002497
 1459.0    0.039201  -0.002500
 1460.0    0.039252  -0.002503
 1461.0    0.039302  -0.002506
 1462.0    0.039351  -0.002510
 1463.0    0.039401  -0.002513
 1464.0    0.039450  -0.002516
 1465.0    0.039500  -0.002519
 1466.0    0.039547  -0.002522
 1467.0    0.039595  -0.002525
 1468.0    0.039643  -0.002528
 1469.0    0.039690  -0.002531
 1470.0    0.039738  -0.002534
 1471.0    0.039784  -0.002537
 1472.0    0.039829  -0.002540
 1473.0    0.039875  -0.002543
 1474.0    0.039921  -0.002546
 1475.0    0.039967  -0.002549
 1476.0    0.040011  -0.002552
 1477.0    0.040054  -0.002555
 1478.0    0.040098  -0.002558
 1479.0    0.040142  -0.002560
 1480.0    0.040186  -0.002563
 1481.0    0.040228  -0.002566
 1482.0    0.040270  -0.002569
 1483.0    0.040312  -0.002571
 1484.0    0.040354  -0.002574
 1485.0    0.040396  -0.002577
 1486.0    0.040437  -0.002579
 1487.0    0.040477  -0.002582
 1488.0    0.040517  -0.002584
 1489.0    0.040558  -0.002587
 1490.0    0.040598  -0.002590
 1491.0    0.040637  -0.002592
 1492.0    0.040675  -0.002595
 1493.0    0.040714  -0.002597
 1494.0    0.040752  -0.002600
 1495.0    0.040791  -0.002602
 1496.0    0.040828  -0.002605
 1497.0    0.040865  -0.002607
 1498.0    0.040902  -0.002609
 1499.0    0.040939  -0.002612
 1500.0    0.040975  -0.002614
 1501.0    0.041010  -0.002616
 1502.0    0.041045  -0.002619
 1503.0    0.041080  -0.002621
 1504.0    0.041115  -0.002623
 1505.0    0.041150  -0.002625
 1506.0    0.041184  -0.002627
 1507.0    0.041218  -0.002630
 1508.0    0.041252  -0.002632
 1509.0    0.041286  -0.002634
 1510.0    0.041320  -0.002636
 1511.0    0.041352  -0.002639
 1512.0    0.041384  -0.002641
 1513.0    0.041416  -0.002643
 1514.0    0.041448  -0.002645
 1515.0    0.041480  -0.002647
 1516.0    0.041511  -0.002649
 1517.0    0.041541  -0.002651
 1518.0    0.041572  -0.002653
 1519.0    0.041603  -0.002655
 1520.0    0.041633  -0.002657
 1521.0    0.041662  -0.002659
 1522.0    0.041691  -0.002661
 1523.0    0.041720  -0.002663
 1524.0    0.041749  -0.002664
 1525.0    0.041778  -0.002666
 1526.0    0.041806  -0.002668
 1527.0    0.041833  -0.002670
 1528.0    0.041861  -0.002672
 1529.0    0.041889  -0.002674
 1530.0    0.041916  -0.002675
 1531.0    0.041942  -0.002677
 1532.0    0.041969  -0.002679
 1533.0    0.041995  -0.002681
 1534.0    0.042021  -0.002682
 1535.0    0.042047  -0.002684
 1536.0    0.042072  -0.002686
 1537.0    0.042096  -0.002687
 1538.0    0.042121  -0.002689
 1539.0    0.042146  -0.002691
 1540.0    0.042171  -0.002692
 1541.0    0.042194  -0.002694
 1542.0    0.042218  -0.002695
 1543.0    0.042241  -0.002697
 1544.0    0.042264  -0.002698
 1545.0    0.042288  -0.002700
 1546.0    0.042310  -0.002702
 1547.0    0.042332  -0.002703
 1548.0    0.042354  -0.002704
 1549.0    0.042376  -0.002706
 1550.0    0.042398  -0.002707
 1551.0    0.042419  -0.002709
 1552.0    0.042440  -0.002710
 1553.0    0.042461  -0.002712
 1554.0    0.042481  -0.002713
 1555.0    0.042502  -0.002714
 1556.0    0.042522  -0.002716
 1557.0    0.042541  -0.002717
 1558.0    0.042561  -0.002718
 1559.0    0.042580  -0.002720
 1560.0    0.042600  -0.002721
 1561.0    0.042618  -0.002722
 1562.0    0.042637  -0.002724
 1563.0    0.042655  -0.002725
 1564.0    0.042673  -0.002726
 1565.0    0.042691  -0.002727
 1566.0    0.042709  -0.002728
 1567.0    0.042726  -0.002730
 1568.0    0.042743  -0.002731
 1569.0    0.042760  -0.002732
 1570.0    0.042777  -0.002733
 1571.0    0.042793  -0.002734
 1572.0    0.042809  -0.002735
 1573.0    0.042825  -0.002737
 1574.0    0.042841  -0.002738
 1575.0    0.042857  -0.002739
 1576.0    0.042872  -0.002740
 1577.0    0.042886  -0.002741
 1578.0    0.042901  -0.002742
 1579.0    0.042916  -0.002743
 1580.0    0.042931  -0.002744
 1581.0    0.042945  -0.002745
 1582.0    0.042958  -0.002746
 1583.0    0.042972  -0.002747
 1584.0    0.042986  -0.002748
 1585.0    0.043000  -0.002749
 1586.0    0.043012  -0.002750
 1587.0    0.043025  -0.002751
 1588.0    0.043038  -0.002752
 1589.0    0.043050  -0.002753
 1590.0    0.043063  -0.002753
 1591.0    0.043074  -0.002754
 1592.0    0.043086  -0.002755
 1593.0    0.043098  -0.002756
 1594.0    0.043109  -0.002757
 1595.0    0.043121  -0.002758
 1596.0    0.043131  -0.002758
 1597.0    0.043142  -0.002759
 1598.0    0.043152  -0.002760
 1599.0    0.043163  -0.002761
 1600.0    0.043174  -0.002762
 1601.0    0.043183  -0.002762
 1602.0    0.043193  -0.002763
 1603.0    0.043203  -0.002764
 1604.0    0.043212  -0.002765
 1605.0    0.043222  -0.002765
 1606.0    0.043231  -0.002766
 1607.0    0.043239  -0.002767
 1608.0    0.043248  -0.002767
 1609.0    0.043256  -0.002768
 1610.0    0.043265  -0.002769
 1611.0    0.043273  -0.002769
 1612.0    0.043280  -0.002770
 1613.0    0.043288  -0.002771
 1614.0    0.043296  -0.002771
 1615.0    0.043303  -0.002772
 1616.0    0.043310  -0.002772
 1617.0    0.043317  -0.002773
 1618.0    0.043324  -0.002774
 1619.0    0.043330  -0.002774
 1620.0    0.043337  -0.002775
 1621.0    0.043343  -0.002775
 1622.0    0.043349  -0.002776
 1623.0    0.043355  -0.002776
 1624.0    0.043361  -0.002777
 1625.0    0.043367  -0.002777
 1626.0    0.043372  -0.002778
 1627.0    0.043377  -0.002778
 1628.0    0.043382  -0.002779
 1629.0    0.043387  -0.002779
 1630.0    0.043392  -0.002780
 1631.0    0.043396  -0.002780
 1632.0    0.043400  -0.002781
 1633.0    0.043404  -0.002781
 1634.0    0.043408  -0.002781
 1635.0    0.043413  -0.002782
 1636.0    0.043416  -0.002782
 1637.0    0.043419  -0.002783
 1638.0    0.043423  -0.002783
 1639.0    0.043426  -0.002783
 1640.0    0.043429  -0.002784
 1641.0    0.043432  -0.002784
 1642.0    0.043435  -0.002784
 1643.0    0.043437  -0.002785
 1644.0    0.043440  -0.002785
 1645.0    0.043442  -0.002785
 1646.0    0.043444  -0.002786
 1647.0    0.043446  -0.002786
 1648.0    0.043448  -0.002786
 1649.0    0.043450  -0.002787
 1650.0    0.043451  -0.002787
 1651.0    0.043453  -0.002787
 1652.0    0.043454  -0.002787
 1653.0    0.043455  -0.002788
 1654.0    0.043456  -0.002788
 1655.0    0.043457  -0.002788
 1656.0    0.043457  -0.002788
 1657.0    0.043457  -0.002788
 1658.0    0.043458  -0.002789
 1659.0    0.043458  -0.002789
 1660.0    0.043458  -0.002789
 1661.0    0.043458  -0.002789
 1662.0    0.043458  -0.002789
 1663.0    0.043457  -0.002789
 1664.0    0.043457  -0.002790
 1665.0    0.043457  -0.002790
 1666.0    0.043456  -0.002790
 1667.0    0.043455  -0.002790
 1668.0    0.043454  -0.002790
 1669.0    0.043453  -0.002790
 1670.0    0.043451  -0.002790
 1671.0    0.043450  -0.002790
 1672.0    0.043448  -0.002791
 1673.0    0.043446  -0.002791
 1674.0    0.043445  -0.002791
 1675.0    0.043443  -0.002791
 1676.0    0.043441  -0.002791
 1677.0    0.043438  -0.002791
 1678.0    0.043436  -0.002791
 1679.0    0.043433  -0.002791
 1680.0    0.043431  -0.002791
 1681.0    0.043428  -0.002791
 1682.0    0.043425  -0.002791
 1683.0    0.043422  -0.002791
