   W         E1+(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.448367   0.040404
 1075.0   -0.278721   0.025192
 1076.0   -0.109074   0.009980
 1077.0    0.060573  -0.005232
 1078.0    0.230220  -0.020444
 1079.0    0.399866  -0.035657
 1080.0    0.569513  -0.050869
 1081.0    0.739160  -0.066081
 1082.0    0.908806  -0.081293
 1083.0    1.078453  -0.096505
 1084.0    1.248100  -0.111717
 1085.0    1.417747  -0.126929
 1086.0    1.503618  -0.134561
 1087.0    1.589489  -0.142192
 1088.0    1.675361  -0.149823
 1089.0    1.761232  -0.157454
 1090.0    1.847103  -0.165086
 1091.0    1.905533  -0.170073
 1092.0    1.963962  -0.175061
 1093.0    2.022391  -0.180049
 1094.0    2.080821  -0.185037
 1095.0    2.139250  -0.190025
 1096.0    2.182227  -0.193380
 1097.0    2.225205  -0.196736
 1098.0    2.268182  -0.200091
 1099.0    2.311160  -0.203447
 1100.0    2.354137  -0.206802
 1101.0    2.386890  -0.208944
 1102.0    2.419643  -0.211086
 1103.0    2.452396  -0.213228
 1104.0    2.485150  -0.215369
 1105.0    2.517903  -0.217511
 1106.0    2.543312  -0.218653
 1107.0    2.568722  -0.219795
 1108.0    2.594132  -0.220937
 1109.0    2.619542  -0.222079
 1110.0    2.644952  -0.223221
 1111.0    2.664813  -0.223483
 1112.0    2.684675  -0.223744
 1113.0    2.704536  -0.224006
 1114.0    2.724397  -0.224268
 1115.0    2.744259  -0.224530
 1116.0    2.759775  -0.223980
 1117.0    2.775290  -0.223430
 1118.0    2.790806  -0.222880
 1119.0    2.806322  -0.222330
 1120.0    2.821838  -0.221779
 1121.0    2.833852  -0.220454
 1122.0    2.845866  -0.219128
 1123.0    2.857880  -0.217803
 1124.0    2.869894  -0.216477
 1125.0    2.881909  -0.215151
 1126.0    2.891028  -0.213066
 1127.0    2.900148  -0.210981
 1128.0    2.909268  -0.208896
 1129.0    2.918387  -0.206811
 1130.0    2.927507  -0.204726
 1131.0    2.934172  -0.201884
 1132.0    2.940837  -0.199043
 1133.0    2.947502  -0.196201
 1134.0    2.954166  -0.193359
 1135.0    2.960831  -0.190517
 1136.0    2.965356  -0.186913
 1137.0    2.969880  -0.183309
 1138.0    2.974405  -0.179705
 1139.0    2.978929  -0.176101
 1140.0    2.983454  -0.172497
 1141.0    2.986052  -0.168123
 1142.0    2.988650  -0.163748
 1143.0    2.991248  -0.159374
 1144.0    2.993847  -0.155000
 1145.0    2.996445  -0.150626
 1146.0    2.997247  -0.145478
 1147.0    2.998050  -0.140330
 1148.0    2.998852  -0.135182
 1149.0    2.999654  -0.130034
 1150.0    3.000456  -0.124886
 1151.0    2.999518  -0.118972
 1152.0    2.998580  -0.113059
 1153.0    2.997641  -0.107145
 1154.0    2.996703  -0.101231
 1155.0    2.995765  -0.095318
 1156.0    2.993074  -0.088671
 1157.0    2.990383  -0.082025
 1158.0    2.987692  -0.075379
 1159.0    2.985001  -0.068732
 1160.0    2.982310  -0.062086
 1161.0    2.977793  -0.054779
 1162.0    2.973276  -0.047473
 1163.0    2.968759  -0.040166
 1164.0    2.964242  -0.032860
 1165.0    2.959725  -0.025553
 1166.0    2.953258  -0.017720
 1167.0    2.946791  -0.009886
 1168.0    2.940325  -0.002052
 1169.0    2.933858   0.005781
 1170.0    2.927391   0.013615
 1171.0    2.918817   0.021758
 1172.0    2.910243   0.029901
 1173.0    2.901669   0.038044
 1174.0    2.893095   0.046187
 1175.0    2.884521   0.054330
 1176.0    2.873681   0.062455
 1177.0    2.862840   0.070580
 1178.0    2.851999   0.078706
 1179.0    2.841159   0.086831
 1180.0    2.830318   0.094956
 1181.0    2.817098   0.102609
 1182.0    2.803878   0.110261
 1183.0    2.790658   0.117913
 1184.0    2.777437   0.125566
 1185.0    2.764217   0.133218
 1186.0    2.748618   0.139817
 1187.0    2.733018   0.146416
 1188.0    2.717419   0.153014
 1189.0    2.701820   0.159613
 1190.0    2.686220   0.166211
 1191.0    2.668432   0.171086
 1192.0    2.650645   0.175961
 1193.0    2.632857   0.180836
 1194.0    2.615069   0.185710
 1195.0    2.597281   0.190585
 1196.0    2.577753   0.193061
 1197.0    2.558225   0.195537
 1198.0    2.538696   0.198014
 1199.0    2.519168   0.200490
 1200.0    2.499639   0.202966
 1201.0    2.479094   0.202494
 1202.0    2.458548   0.202023
 1203.0    2.438002   0.201551
 1204.0    2.417457   0.201080
 1205.0    2.396911   0.200608
 1206.0    2.376292   0.196908
 1207.0    2.355673   0.193207
 1208.0    2.335054   0.189507
 1209.0    2.314436   0.185806
 1210.0    2.293817   0.182106
 1211.0    2.274145   0.175265
 1212.0    2.254473   0.168424
 1213.0    2.234801   0.161583
 1214.0    2.215129   0.154742
 1215.0    2.195457   0.147901
 1216.0    2.177647   0.138388
 1217.0    2.159837   0.128875
 1218.0    2.142026   0.119361
 1219.0    2.124216   0.109848
 1220.0    2.106406   0.100334
 1221.0    2.091102   0.088899
 1222.0    2.075799   0.077464
 1223.0    2.060495   0.066029
 1224.0    2.045191   0.054594
 1225.0    2.029888   0.043158
 1226.0    2.017386   0.030672
 1227.0    2.004884   0.018185
 1228.0    1.992382   0.005699
 1229.0    1.979880  -0.006788
 1230.0    1.967378  -0.019274
 1231.0    1.957642  -0.031987
 1232.0    1.947905  -0.044700
 1233.0    1.938169  -0.057412
 1234.0    1.928433  -0.070125
 1235.0    1.918696  -0.082837
 1236.0    1.911446  -0.095110
 1237.0    1.904197  -0.107382
 1238.0    1.896947  -0.119655
 1239.0    1.889697  -0.131927
 1240.0    1.882448  -0.144200
 1241.0    1.877273  -0.155571
 1242.0    1.872099  -0.166942
 1243.0    1.866925  -0.178313
 1244.0    1.861750  -0.189685
 1245.0    1.856576  -0.201056
 1246.0    1.853031  -0.211262
 1247.0    1.849486  -0.221468
 1248.0    1.845941  -0.231674
 1249.0    1.842396  -0.241880
 1250.0    1.838851  -0.252086
 1251.0    1.836517  -0.261019
 1252.0    1.834183  -0.269951
 1253.0    1.831849  -0.278883
 1254.0    1.829516  -0.287815
 1255.0    1.827182  -0.296748
 1256.0    1.825703  -0.304409
 1257.0    1.824224  -0.312071
 1258.0    1.822746  -0.319733
 1259.0    1.821267  -0.327395
 1260.0    1.819788  -0.335057
 1261.0    1.818881  -0.341519
 1262.0    1.817973  -0.347981
 1263.0    1.817066  -0.354443
 1264.0    1.816158  -0.360905
 1265.0    1.815251  -0.367367
 1266.0    1.814699  -0.372735
 1267.0    1.814148  -0.378103
 1268.0    1.813596  -0.383472
 1269.0    1.813044  -0.388840
 1270.0    1.812493  -0.394208
 1271.0    1.812142  -0.398603
 1272.0    1.811791  -0.402998
 1273.0    1.811440  -0.407393
 1274.0    1.811088  -0.411788
 1275.0    1.810737  -0.416183
 1276.0    1.810476  -0.419725
 1277.0    1.810215  -0.423267
 1278.0    1.809953  -0.426808
 1279.0    1.809692  -0.430350
 1280.0    1.809431  -0.433891
 1281.0    1.809185  -0.436692
 1282.0    1.808939  -0.439493
 1283.0    1.808693  -0.442294
 1284.0    1.808447  -0.445094
 1285.0    1.808201  -0.447895
 1286.0    1.807927  -0.450057
 1287.0    1.807653  -0.452219
 1288.0    1.807378  -0.454381
 1289.0    1.807104  -0.456543
 1290.0    1.806830  -0.458704
 1291.0    1.806499  -0.460316
 1292.0    1.806167  -0.461928
 1293.0    1.805836  -0.463539
 1294.0    1.805504  -0.465151
 1295.0    1.805173  -0.466762
 1296.0    1.804751  -0.467901
 1297.0    1.804330  -0.469039
 1298.0    1.803908  -0.470177
 1299.0    1.803486  -0.471316
 1300.0    1.803064  -0.472454
 1301.0    1.802578  -0.473186
 1302.0    1.802091  -0.473918
 1303.0    1.801604  -0.474650
 1304.0    1.801118  -0.475382
 1305.0    1.800631  -0.476114
 1306.0    1.800083  -0.476495
 1307.0    1.799536  -0.476876
 1308.0    1.798988  -0.477256
 1309.0    1.798440  -0.477637
 1310.0    1.797893  -0.478018
 1311.0    1.797280  -0.478095
 1312.0    1.796667  -0.478172
 1313.0    1.796054  -0.478249
 1314.0    1.795441  -0.478326
 1315.0    1.794829  -0.478402
 1316.0    1.794185  -0.478214
 1317.0    1.793542  -0.478025
 1318.0    1.792898  -0.477837
 1319.0    1.792255  -0.477648
 1320.0    1.791611  -0.477460
 1321.0    1.790920  -0.477040
 1322.0    1.790228  -0.476621
 1323.0    1.789536  -0.476202
 1324.0    1.788845  -0.475783
 1325.0    1.788153  -0.475363
 1326.0    1.787420  -0.474742
 1327.0    1.786688  -0.474122
 1328.0    1.785955  -0.473501
 1329.0    1.785222  -0.472880
 1330.0    1.784490  -0.472259
 1331.0    1.783741  -0.471460
 1332.0    1.782992  -0.470661
 1333.0    1.782243  -0.469862
 1334.0    1.781494  -0.469063
 1335.0    1.780745  -0.468264
 1336.0    1.779992  -0.467307
 1337.0    1.779238  -0.466351
 1338.0    1.778485  -0.465394
 1339.0    1.777731  -0.464438
 1340.0    1.776978  -0.463481
 1341.0    1.776230  -0.462385
 1342.0    1.775483  -0.461289
 1343.0    1.774735  -0.460193
 1344.0    1.773988  -0.459097
 1345.0    1.773240  -0.458000
 1346.0    1.772508  -0.456780
 1347.0    1.771775  -0.455560
 1348.0    1.771043  -0.454340
 1349.0    1.770310  -0.453119
 1350.0    1.769578  -0.451899
 1351.0    1.768869  -0.450569
 1352.0    1.768160  -0.449238
 1353.0    1.767451  -0.447907
 1354.0    1.766742  -0.446577
 1355.0    1.766033  -0.445246
 1356.0    1.765353  -0.443818
 1357.0    1.764673  -0.442389
 1358.0    1.763993  -0.440961
 1359.0    1.763313  -0.439532
 1360.0    1.762633  -0.438103
 1361.0    1.761986  -0.436588
 1362.0    1.761339  -0.435073
 1363.0    1.760692  -0.433557
 1364.0    1.760045  -0.432042
 1365.0    1.759398  -0.430526
 1366.0    1.758786  -0.428934
 1367.0    1.758175  -0.427342
 1368.0    1.757563  -0.425750
 1369.0    1.756951  -0.424158
 1370.0    1.756340  -0.422566
 1371.0    1.755764  -0.420906
 1372.0    1.755187  -0.419247
 1373.0    1.754611  -0.417587
 1374.0    1.754035  -0.415928
 1375.0    1.753459  -0.414268
 1376.0    1.752918  -0.412550
 1377.0    1.752376  -0.410831
 1378.0    1.751835  -0.409113
 1379.0    1.751293  -0.407395
 1380.0    1.750752  -0.405676
 1381.0    1.750242  -0.403907
 1382.0    1.749732  -0.402137
 1383.0    1.749222  -0.400367
 1384.0    1.748712  -0.398598
 1385.0    1.748202  -0.396828
 1386.0    1.747719  -0.395014
 1387.0    1.747236  -0.393201
 1388.0    1.746754  -0.391387
 1389.0    1.746271  -0.389573
 1390.0    1.745788  -0.387759
 1391.0    1.745328  -0.385907
 1392.0    1.744868  -0.384056
 1393.0    1.744409  -0.382204
 1394.0    1.743949  -0.380352
 1395.0    1.743489  -0.378500
 1396.0    1.743046  -0.376616
 1397.0    1.742603  -0.374732
 1398.0    1.742160  -0.372848
 1399.0    1.741716  -0.370963
 1400.0    1.741273  -0.369079
 1401.0    1.740840  -0.367168
 1402.0    1.740407  -0.365256
 1403.0    1.739974  -0.363344
