   W         M1+(pi+_n)
 (MeV)      Re         Im
 1074.0    0.952105  -0.116805
 1075.0    0.627900  -0.073913
 1076.0    0.303694  -0.031022
 1077.0   -0.020511   0.011869
 1078.0   -0.344717   0.054760
 1079.0   -0.668922   0.097652
 1080.0   -0.993128   0.140543
 1081.0   -1.317333   0.183434
 1082.0   -1.641539   0.226325
 1083.0   -1.965744   0.269216
 1084.0   -2.289950   0.312108
 1085.0   -2.614155   0.354999
 1086.0   -2.811533   0.376742
 1087.0   -3.008912   0.398484
 1088.0   -3.206290   0.420227
 1089.0   -3.403668   0.441970
 1090.0   -3.601046   0.463713
 1091.0   -3.762803   0.477147
 1092.0   -3.924560   0.490581
 1093.0   -4.086317   0.504016
 1094.0   -4.248074   0.517450
 1095.0   -4.409831   0.530884
 1096.0   -4.554229   0.538181
 1097.0   -4.698626   0.545479
 1098.0   -4.843023   0.552776
 1099.0   -4.987421   0.560073
 1100.0   -5.131818   0.567371
 1101.0   -5.266579   0.569058
 1102.0   -5.401339   0.570746
 1103.0   -5.536100   0.572434
 1104.0   -5.670860   0.574121
 1105.0   -5.805621   0.575809
 1106.0   -5.934965   0.571785
 1107.0   -6.064308   0.567762
 1108.0   -6.193652   0.563738
 1109.0   -6.322996   0.559715
 1110.0   -6.452340   0.555691
 1111.0   -6.578926   0.545491
 1112.0   -6.705512   0.535291
 1113.0   -6.832098   0.525091
 1114.0   -6.958684   0.514891
 1115.0   -7.085270   0.504691
 1116.0   -7.210916   0.487569
 1117.0   -7.336563   0.470447
 1118.0   -7.462209   0.453325
 1119.0   -7.587855   0.436203
 1120.0   -7.713502   0.419080
 1121.0   -7.839506   0.394029
 1122.0   -7.965510   0.368979
 1123.0   -8.091514   0.343928
 1124.0   -8.217519   0.318877
 1125.0   -8.343523   0.293826
 1126.0   -8.470795   0.259571
 1127.0   -8.598068   0.225315
 1128.0   -8.725340   0.191059
 1129.0   -8.852613   0.156804
 1130.0   -8.979885   0.122548
 1131.0   -9.108993   0.077519
 1132.0   -9.238101   0.032490
 1133.0   -9.367208  -0.012540
 1134.0   -9.496316  -0.057569
 1135.0   -9.625424  -0.102599
 1136.0   -9.756573  -0.160293
 1137.0   -9.887721  -0.217987
 1138.0  -10.018870  -0.275681
 1139.0  -10.150019  -0.333376
 1140.0  -10.281168  -0.391070
 1141.0  -10.414132  -0.463668
 1142.0  -10.547097  -0.536266
 1143.0  -10.680062  -0.608865
 1144.0  -10.813026  -0.681463
 1145.0  -10.945991  -0.754061
 1146.0  -11.079989  -0.844160
 1147.0  -11.213988  -0.934259
 1148.0  -11.347987  -1.024358
 1149.0  -11.481985  -1.114457
 1150.0  -11.615984  -1.204556
 1151.0  -11.749506  -1.315098
 1152.0  -11.883028  -1.425640
 1153.0  -12.016550  -1.536182
 1154.0  -12.150072  -1.646724
 1155.0  -12.283594  -1.757266
 1156.0  -12.414147  -1.891434
 1157.0  -12.544700  -2.025602
 1158.0  -12.675252  -2.159771
 1159.0  -12.805805  -2.293939
 1160.0  -12.936358  -2.428107
 1161.0  -13.060194  -2.589157
 1162.0  -13.184031  -2.750207
