   W         M3+(pi+_n)
 (MeV)      Re         Im
 1074.0    0.003272  -0.000238
 1075.0    0.002697  -0.000196
 1076.0    0.002122  -0.000154
 1077.0    0.001546  -0.000113
 1078.0    0.000971  -0.000071
 1079.0    0.000396  -0.000029
 1080.0   -0.000180   0.000013
 1081.0   -0.000755   0.000055
 1082.0   -0.001330   0.000097
 1083.0   -0.001905   0.000138
 1084.0   -0.002481   0.000180
 1085.0   -0.003056   0.000222
 1086.0   -0.003931   0.000286
 1087.0   -0.004805   0.000350
 1088.0   -0.005680   0.000415
 1089.0   -0.006554   0.000479
 1090.0   -0.007428   0.000543
 1091.0   -0.008472   0.000620
 1092.0   -0.009515   0.000697
 1093.0   -0.010558   0.000774
 1094.0   -0.011601   0.000852
 1095.0   -0.012644   0.000929
 1096.0   -0.013796   0.001015
 1097.0   -0.014949   0.001101
 1098.0   -0.016101   0.001187
 1099.0   -0.017254   0.001273
 1100.0   -0.018406   0.001359
 1101.0   -0.019632   0.001452
 1102.0   -0.020857   0.001544
 1103.0   -0.022083   0.001636
 1104.0   -0.023309   0.001729
 1105.0   -0.024534   0.001821
 1106.0   -0.025808   0.001918
 1107.0   -0.027082   0.002015
 1108.0   -0.028356   0.002112
 1109.0   -0.029630   0.002209
 1110.0   -0.030904   0.002306
 1111.0   -0.032208   0.002406
 1112.0   -0.033513   0.002506
 1113.0   -0.034817   0.002606
 1114.0   -0.036121   0.002707
 1115.0   -0.037426   0.002807
 1116.0   -0.038747   0.002909
 1117.0   -0.040068   0.003012
 1118.0   -0.041390   0.003114
 1119.0   -0.042711   0.003217
 1120.0   -0.044032   0.003319
 1121.0   -0.045360   0.003423
 1122.0   -0.046688   0.003527
 1123.0   -0.048017   0.003631
 1124.0   -0.049345   0.003735
 1125.0   -0.050673   0.003839
 1126.0   -0.051999   0.003943
 1127.0   -0.053326   0.004048
 1128.0   -0.054653   0.004153
 1129.0   -0.055980   0.004258
 1130.0   -0.057306   0.004363
 1131.0   -0.058626   0.004468
 1132.0   -0.059945   0.004573
 1133.0   -0.061264   0.004678
 1134.0   -0.062584   0.004783
 1135.0   -0.063903   0.004888
 1136.0   -0.065210   0.004994
 1137.0   -0.066517   0.005099
 1138.0   -0.067824   0.005204
 1139.0   -0.069131   0.005309
 1140.0   -0.070438   0.005414
 1141.0   -0.071729   0.005519
 1142.0   -0.073020   0.005624
 1143.0   -0.074311   0.005728
 1144.0   -0.075602   0.005833
 1145.0   -0.076893   0.005938
 1146.0   -0.078165   0.006042
 1147.0   -0.079437   0.006146
 1148.0   -0.080709   0.006250
 1149.0   -0.081981   0.006354
 1150.0   -0.083253   0.006458
 1151.0   -0.084503   0.006561
 1152.0   -0.085754   0.006665
 1153.0   -0.087005   0.006768
 1154.0   -0.088255   0.006871
 1155.0   -0.089506   0.006974
 1156.0   -0.090734   0.007076
 1157.0   -0.091961   0.007178
 1158.0   -0.093189   0.007280
 1159.0   -0.094417   0.007383
 1160.0   -0.095644   0.007485
 1161.0   -0.096848   0.007586
 1162.0   -0.098051   0.007686
 1163.0   -0.099254   0.007787
