   W         E0+(pi+_n)
 (MeV)      Re         Im
 1074.0   26.485971   0.287668
 1075.0   26.405616   0.277867
 1076.0   26.325262   0.268066
 1077.0   26.244908   0.258266
 1078.0   26.164553   0.248465
 1079.0   26.084199   0.238665
 1080.0   26.003845   0.228864
 1081.0   25.923490   0.219064
 1082.0   25.843136   0.209263
 1083.0   25.762782   0.199463
 1084.0   25.682427   0.189662
 1085.0   25.602073   0.179862
 1086.0   25.482472   0.158724
 1087.0   25.362870   0.137587
 1088.0   25.243269   0.116450
 1089.0   25.123667   0.095313
 1090.0   25.004066   0.074175
 1091.0   24.862432   0.049517
 1092.0   24.720799   0.024860
 1093.0   24.579166   0.000202
 1094.0   24.437532  -0.024456
 1095.0   24.295899  -0.049114
 1096.0   24.146475  -0.073303
 1097.0   23.997052  -0.097492
 1098.0   23.847628  -0.121681
 1099.0   23.698205  -0.145870
 1100.0   23.548781  -0.170059
 1101.0   23.400790  -0.192159
 1102.0   23.252799  -0.214259
 1103.0   23.104808  -0.236359
 1104.0   22.956816  -0.258458
 1105.0   22.808825  -0.280558
 1106.0   22.667197  -0.300181
 1107.0   22.525569  -0.319805
 1108.0   22.383940  -0.339428
 1109.0   22.242312  -0.359051
 1110.0   22.100684  -0.378675
 1111.0   21.967552  -0.395963
 1112.0   21.834421  -0.413250
 1113.0   21.701289  -0.430538
 1114.0   21.568158  -0.447826
 1115.0   21.435026  -0.465114
 1116.0   21.310916  -0.480385
 1117.0   21.186806  -0.495656
 1118.0   21.062695  -0.510927
 1119.0   20.938585  -0.526198
 1120.0   20.814475  -0.541469
 1121.0   20.699112  -0.555060
 1122.0   20.583749  -0.568650
 1123.0   20.468387  -0.582241
 1124.0   20.353024  -0.595832
 1125.0   20.237661  -0.609423
 1126.0   20.130398  -0.621634
 1127.0   20.023135  -0.633845
 1128.0   19.915872  -0.646057
 1129.0   19.808610  -0.658268
 1130.0   19.701347  -0.670479
 1131.0   19.601440  -0.681556
 1132.0   19.501534  -0.692634
 1133.0   19.401628  -0.703711
 1134.0   19.301721  -0.714789
 1135.0   19.201815  -0.725866
 1136.0   19.108518  -0.736005
 1137.0   19.015220  -0.746144
 1138.0   18.921923  -0.756282
 1139.0   18.828626  -0.766421
 1140.0   18.735329  -0.776560
 1141.0   18.647950  -0.785912
 1142.0   18.560571  -0.795263
 1143.0   18.473192  -0.804615
 1144.0   18.385813  -0.813967
 1145.0   18.298434  -0.823319
 1146.0   18.216363  -0.832000
 1147.0   18.134292  -0.840682
 1148.0   18.052221  -0.849363
 1149.0   17.970149  -0.858045
 1150.0   17.888078  -0.866726
 1151.0   17.810774  -0.874827
 1152.0   17.733470  -0.882927
 1153.0   17.656165  -0.891028
 1154.0   17.578861  -0.899128
 1155.0   17.501557  -0.907229
 1156.0   17.428558  -0.914816
 1157.0   17.355559  -0.922403
 1158.0   17.282560  -0.929990
 1159.0   17.209561  -0.937577
 1160.0   17.136562  -0.945164
 1161.0   17.067468  -0.952290
 1162.0   16.998373  -0.959415
 1163.0   16.929279  -0.966541
 1164.0   16.860184  -0.973666
 1165.0   16.791089  -0.980792
 1166.0   16.725552  -0.987494
 1167.0   16.660015  -0.994197
 1168.0   16.594478  -1.000900
 1169.0   16.528941  -1.007603
 1170.0   16.463404  -1.014305
 1171.0   16.401125  -1.020615
 1172.0   16.338847  -1.026924
 1173.0   16.276569  -1.033233
 1174.0   16.214291  -1.039542
 1175.0   16.152013  -1.045852
 1176.0   16.092734  -1.051790
 1177.0   16.033455  -1.057728
 1178.0   15.974176  -1.063666
 1179.0   15.914897  -1.069604
 1180.0   15.855618  -1.075542
 1181.0   15.799113  -1.081125
 1182.0   15.742608  -1.086708
 1183.0   15.686103  -1.092291
 1184.0   15.629598  -1.097874
 1185.0   15.573093  -1.103457
 1186.0   15.519166  -1.108697
 1187.0   15.465238  -1.113937
 1188.0   15.411310  -1.119177
 1189.0   15.357382  -1.124417
 1190.0   15.303455  -1.129657
 1191.0   15.251931  -1.134562
 1192.0   15.200408  -1.139468
 1193.0   15.148884  -1.144374
 1194.0   15.097361  -1.149279
 1195.0   15.045837  -1.154185
 1196.0   14.996566  -1.158762
 1197.0   14.947295  -1.163339
 1198.0   14.898024  -1.167916
 1199.0   14.848752  -1.172493
 1200.0   14.799481  -1.177070
 1201.0   14.752327  -1.181323
 1202.0   14.705173  -1.185576
 1203.0   14.658020  -1.189828
 1204.0   14.610866  -1.194081
 1205.0   14.563712  -1.198334
 1206.0   14.518557  -1.202264
 1207.0   14.473403  -1.206194
 1208.0   14.428248  -1.210124
 1209.0   14.383094  -1.214054
 1210.0   14.337940  -1.217985
 1211.0   14.294670  -1.221590
 1212.0   14.251401  -1.225195
 1213.0   14.208131  -1.228800
 1214.0   14.164862  -1.232405
 1215.0   14.121592  -1.236010
 1216.0   14.080111  -1.239289
 1217.0   14.038629  -1.242567
 1218.0   13.997148  -1.245845
 1219.0   13.955667  -1.249123
 1220.0   13.914186  -1.252401
 1221.0   13.874408  -1.255351
 1222.0   13.834630  -1.258300
 1223.0   13.794852  -1.261250
 1224.0   13.755074  -1.264199
