   W         M4-(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.000311   0.000020
 1075.0   -0.000258   0.000016
 1076.0   -0.000205   0.000013
 1077.0   -0.000152   0.000010
 1078.0   -0.000099   0.000006
 1079.0   -0.000047   0.000003
 1080.0    0.000006  -0.000000
 1081.0    0.000059  -0.000004
 1082.0    0.000112  -0.000007
 1083.0    0.000165  -0.000010
 1084.0    0.000217  -0.000014
 1085.0    0.000270  -0.000017
 1086.0    0.000393  -0.000025
 1087.0    0.000516  -0.000033
 1088.0    0.000639  -0.000041
 1089.0    0.000762  -0.000048
 1090.0    0.000885  -0.000056
 1091.0    0.001069  -0.000068
 1092.0    0.001253  -0.000080
 1093.0    0.001436  -0.000091
 1094.0    0.001620  -0.000103
 1095.0    0.001803  -0.000115
 1096.0    0.002039  -0.000130
 1097.0    0.002275  -0.000145
 1098.0    0.002511  -0.000160
 1099.0    0.002747  -0.000175
 1100.0    0.002983  -0.000190
 1101.0    0.003263  -0.000208
 1102.0    0.003544  -0.000225
 1103.0    0.003824  -0.000243
 1104.0    0.004105  -0.000261
 1105.0    0.004385  -0.000279
 1106.0    0.004704  -0.000299
 1107.0    0.005023  -0.000319
 1108.0    0.005342  -0.000340
 1109.0    0.005660  -0.000360
 1110.0    0.005979  -0.000380
 1111.0    0.006330  -0.000403
 1112.0    0.006681  -0.000425
 1113.0    0.007032  -0.000447
 1114.0    0.007383  -0.000470
 1115.0    0.007735  -0.000492
 1116.0    0.008113  -0.000516
 1117.0    0.008491  -0.000540
 1118.0    0.008870  -0.000564
 1119.0    0.009248  -0.000588
 1120.0    0.009626  -0.000612
 1121.0    0.010028  -0.000638
 1122.0    0.010429  -0.000663
 1123.0    0.010830  -0.000689
 1124.0    0.011231  -0.000714
 1125.0    0.011632  -0.000740
 1126.0    0.012052  -0.000767
 1127.0    0.012472  -0.000793
 1128.0    0.012892  -0.000820
 1129.0    0.013312  -0.000847
 1130.0    0.013731  -0.000873
 1131.0    0.014167  -0.000901
 1132.0    0.014602  -0.000929
 1133.0    0.015037  -0.000957
 1134.0    0.015472  -0.000984
 1135.0    0.015907  -0.001012
 1136.0    0.016354  -0.001040
 1137.0    0.016802  -0.001069
 1138.0    0.017249  -0.001097
 1139.0    0.017696  -0.001126
 1140.0    0.018143  -0.001154
 1141.0    0.018600  -0.001183
 1142.0    0.019057  -0.001212
 1143.0    0.019513  -0.001242
 1144.0    0.019970  -0.001271
 1145.0    0.020427  -0.001300
 1146.0    0.020890  -0.001329
 1147.0    0.021354  -0.001359
 1148.0    0.021818  -0.001388
 1149.0    0.022281  -0.001418
 1150.0    0.022745  -0.001447
 1151.0    0.023213  -0.001477
 1152.0    0.023682  -0.001507
 1153.0    0.024150  -0.001537
 1154.0    0.024619  -0.001567
 1155.0    0.025087  -0.001597
 1156.0    0.025559  -0.001627
 1157.0    0.026030  -0.001657
 1158.0    0.026501  -0.001687
 1159.0    0.026973  -0.001717
 1160.0    0.027444  -0.001747
 1161.0    0.027917  -0.001778
 1162.0    0.028390  -0.001808
 1163.0    0.028863  -0.001838
 1164.0    0.029335  -0.001868
 1165.0    0.029808  -0.001899
 1166.0    0.030281  -0.001929
 1167.0    0.030753  -0.001959
 1168.0    0.031226  -0.001989
 1169.0    0.031698  -0.002020
 1170.0    0.032171  -0.002050
 1171.0    0.032642  -0.002080
 1172.0    0.033113  -0.002110
 1173.0    0.033585  -0.002141
 1174.0    0.034056  -0.002171
 1175.0    0.034527  -0.002201
 1176.0    0.034996  -0.002231
 1177.0    0.035464  -0.002261
 1178.0    0.035933  -0.002292
 1179.0    0.036402  -0.002322
 1180.0    0.036870  -0.002352
 1181.0    0.037335  -0.002382
 1182.0    0.037801  -0.002412
 1183.0    0.038266  -0.002442
 1184.0    0.038731  -0.002472
 1185.0    0.039196  -0.002502
 1186.0    0.039657  -0.002532
 1187.0    0.040118  -0.002561
 1188.0    0.040579  -0.002591
 1189.0    0.041039  -0.002621
 1190.0    0.041500  -0.002651
 1191.0    0.041956  -0.002680
 1192.0    0.042412  -0.002710
 1193.0    0.042867  -0.002740
 1194.0    0.043323  -0.002769
 1195.0    0.043779  -0.002799
 1196.0    0.044229  -0.002828
 1197.0    0.044679  -0.002857
 1198.0    0.045129  -0.002887
 1199.0    0.045579  -0.002916
 1200.0    0.046029  -0.002945
 1201.0    0.046473  -0.002974
 1202.0    0.046917  -0.003003
 1203.0    0.047360  -0.003033
 1204.0    0.047804  -0.003062
 1205.0    0.048248  -0.003091
 1206.0    0.048685  -0.003119
 1207.0    0.049122  -0.003148
 1208.0    0.049559  -0.003177
 1209.0    0.049996  -0.003206
 1210.0    0.050433  -0.003235
 1211.0    0.050863  -0.003263
 1212.0    0.051293  -0.003292
