   W         E3+(pi+_n)
 (MeV)      Re         Im
 1074.0   -0.009364   0.000596
 1075.0   -0.007715   0.000491
 1076.0   -0.006066   0.000386
 1077.0   -0.004416   0.000281
 1078.0   -0.002767   0.000176
 1079.0   -0.001118   0.000071
 1080.0    0.000531  -0.000034
 1081.0    0.002180  -0.000139
 1082.0    0.003830  -0.000244
 1083.0    0.005479  -0.000349
 1084.0    0.007128  -0.000454
 1085.0    0.008777  -0.000559
 1086.0    0.011170  -0.000711
 1087.0    0.013563  -0.000863
 1088.0    0.015956  -0.001015
 1089.0    0.018349  -0.001168
 1090.0    0.020742  -0.001320
 1091.0    0.023465  -0.001493
 1092.0    0.026188  -0.001666
 1093.0    0.028912  -0.001839
 1094.0    0.031635  -0.002013
 1095.0    0.034358  -0.002186
 1096.0    0.037231  -0.002368
 1097.0    0.040104  -0.002551
 1098.0    0.042978  -0.002734
 1099.0    0.045851  -0.002916
 1100.0    0.048724  -0.003099
 1101.0    0.051644  -0.003284
 1102.0    0.054564  -0.003470
 1103.0    0.057484  -0.003655
 1104.0    0.060404  -0.003841
 1105.0    0.063324  -0.004026
 1106.0    0.066227  -0.004211
 1107.0    0.069130  -0.004395
 1108.0    0.072033  -0.004579
 1109.0    0.074936  -0.004763
 1110.0    0.077840  -0.004948
 1111.0    0.080684  -0.005128
 1112.0    0.083529  -0.005309
 1113.0    0.086374  -0.005489
 1114.0    0.089219  -0.005670
 1115.0    0.092064  -0.005850
 1116.0    0.094824  -0.006025
 1117.0    0.097584  -0.006200
 1118.0    0.100344  -0.006375
 1119.0    0.103104  -0.006549
 1120.0    0.105864  -0.006724
 1121.0    0.108522  -0.006893
 1122.0    0.111179  -0.007061
 1123.0    0.113837  -0.007229
 1124.0    0.116495  -0.007397
 1125.0    0.119153  -0.007565
 1126.0    0.121699  -0.007726
 1127.0    0.124244  -0.007887
 1128.0    0.126790  -0.008048
 1129.0    0.129335  -0.008209
 1130.0    0.131881  -0.008370
 1131.0    0.134308  -0.008523
 1132.0    0.136736  -0.008676
 1133.0    0.139163  -0.008829
 1134.0    0.141590  -0.008982
 1135.0    0.144017  -0.009136
 1136.0    0.146324  -0.009281
