   W            E2+(pi0_p)
 (MeV)        Re          Im
1073.249     0.000000    0.000000
1073.414    -0.000003    0.000000
1073.579    -0.000006    0.000000
1073.744    -0.000009    0.000000
1073.908    -0.000012    0.000000
1074.073    -0.000015    0.000000
1074.238    -0.000018    0.000000
1074.403    -0.000021    0.000000
1074.568    -0.000024    0.000000
1074.733    -0.000027    0.000000
1074.898    -0.000030    0.000000
1075.062    -0.000033    0.000000
1075.227    -0.000036    0.000000
1075.392    -0.000039    0.000000
1075.556    -0.000042    0.000000
1075.721    -0.000045    0.000000
1075.886    -0.000048    0.000000
1076.050    -0.000051    0.000000
1076.215    -0.000054    0.000000
1076.379    -0.000057    0.000000
1076.544    -0.000060    0.000000
1076.708    -0.000063    0.000000
1076.873    -0.000066    0.000000
1077.037    -0.000068    0.000000
1077.202    -0.000071    0.000000
1077.366    -0.000074    0.000000
1077.531    -0.000077    0.000000
1077.695    -0.000080    0.000000
1077.859    -0.000083    0.000000
1078.024    -0.000086    0.000000
1078.188    -0.000089    0.000000
1078.352    -0.000092    0.000000
1078.516    -0.000095    0.000000
1078.681    -0.000097    0.000000
1078.845    -0.000100    0.000000
1079.009    -0.000103    0.000000
1079.173    -0.000106    0.000000
1079.337    -0.000109    0.000000
1079.501    -0.000112    0.000000
1079.665    -0.000115    0.000000
1079.829    -0.000117    0.000000
1079.993    -0.000120    0.000000
1080.157    -0.000123    0.000000
1080.321    -0.000126    0.000000
1080.485    -0.000129    0.000000
1080.649    -0.000132    0.000000
1080.813    -0.000134    0.000000
1080.977    -0.000137    0.000000
1081.141    -0.000140    0.000000
1081.304    -0.000143    0.000000
1081.468    -0.000146    0.000000
1081.632    -0.000148    0.000000
1081.796    -0.000151    0.000000
1081.959    -0.000154    0.000000
1082.123    -0.000157    0.000000
1082.287    -0.000159    0.000000
1082.450    -0.000162    0.000000
1082.614    -0.000165    0.000000
1082.777    -0.000168    0.000000
1082.941    -0.000171    0.000000
1083.105    -0.000173    0.000000
1083.268    -0.000176    0.000000
1083.432    -0.000179    0.000000
1083.595    -0.000181    0.000000
1083.758    -0.000184    0.000000
1083.922    -0.000187    0.000000
1084.085    -0.000190    0.000000
1084.249    -0.000192    0.000000
1084.412    -0.000195    0.000000
1084.575    -0.000198    0.000000
1084.738    -0.000201    0.000000
1084.902    -0.000203    0.000000
1085.065    -0.000206    0.000000
1085.228    -0.000209    0.000000
1085.391    -0.000211    0.000000
1085.555    -0.000214    0.000000
1085.718    -0.000217    0.000000
1085.881    -0.000219    0.000000
1086.044    -0.000222    0.000000
1086.207    -0.000225    0.000000
1086.370    -0.000227    0.000000
1086.533    -0.000230    0.000000
1086.696    -0.000233    0.000000
1086.859    -0.000235    0.000000
1087.022    -0.000238    0.000000
1087.185    -0.000241    0.000000
1087.348    -0.000243    0.000000
1087.511    -0.000246    0.000000
1087.673    -0.000249    0.000000
1087.836    -0.000251    0.000000
1087.999    -0.000254    0.000000
1088.162    -0.000256    0.000000
1088.325    -0.000259    0.000000
1088.487    -0.000262    0.000000
1088.650    -0.000264    0.000000
1088.813    -0.000267    0.000000
1088.975    -0.000269    0.000000
1089.138    -0.000272    0.000000
1089.300    -0.000275    0.000000
1089.463    -0.000277    0.000000
1089.626    -0.000280    0.000000
1089.788    -0.000282    0.000000
1089.951    -0.000285    0.000000
1090.113    -0.000287    0.000000
1090.276    -0.000290    0.000000
1090.438    -0.000293    0.000000
1090.600    -0.000295    0.000000
1090.763    -0.000298    0.000000
1090.925    -0.000300    0.000000
1091.087    -0.000303    0.000000
1091.250    -0.000305    0.000000
1091.412    -0.000308    0.000000
1091.574    -0.000310    0.000000
1091.737    -0.000313    0.000000
1091.899    -0.000316    0.000000
1092.061    -0.000318    0.000000
1092.223    -0.000321    0.000000
1092.385    -0.000323    0.000000
1092.547    -0.000326    0.000000
1092.709    -0.000328    0.000000
1092.872    -0.000331    0.000000
1093.034    -0.000333    0.000000
1093.196    -0.000336    0.000000
1093.358    -0.000338    0.000000
1093.520    -0.000341    0.000000
1093.682    -0.000343    0.000000
1093.843    -0.000346    0.000000
1094.005    -0.000348    0.000000
1094.167    -0.000351    0.000000
1094.329    -0.000353    0.000000
1094.491    -0.000355    0.000000
1094.653    -0.000358    0.000000
1094.815    -0.000360    0.000000
1094.976    -0.000363    0.000000
1095.138    -0.000365    0.000000
1095.300    -0.000368    0.000000
1095.461    -0.000370    0.000000
1095.623    -0.000373    0.000000
1095.785    -0.000375    0.000000
1095.946    -0.000377    0.000000
1096.108    -0.000380    0.000000
1096.269    -0.000382    0.000000
1096.431    -0.000385    0.000000
1096.593    -0.000387    0.000000
1096.754    -0.000390    0.000000
1096.916    -0.000392    0.000000
1097.077    -0.000394    0.000000
1097.238    -0.000397    0.000000
1097.400    -0.000399    0.000000
1097.561    -0.000402    0.000000
1097.723    -0.000404    0.000000
1097.884    -0.000406    0.000000
1098.045    -0.000409    0.000000
1098.206    -0.000411    0.000000
1098.368    -0.000414    0.000000
1098.529    -0.000416    0.000000
1098.690    -0.000418    0.000000
1098.851    -0.000421    0.000000
1099.012    -0.000423    0.000000
1099.174    -0.000425    0.000000
1099.335    -0.000428    0.000000
1099.496    -0.000430    0.000000
1099.657    -0.000432    0.000000
1099.818    -0.000435    0.000000
1099.979    -0.000437    0.000000
1100.140    -0.000440    0.000000
1100.301    -0.000442    0.000000
1100.462    -0.000444    0.000000
1100.623    -0.000447    0.000000
1100.784    -0.000449    0.000000
1100.945    -0.000451    0.000000
1101.105    -0.000454    0.000000
1101.266    -0.000456    0.000000
1101.427    -0.000458    0.000000
1101.588    -0.000460    0.000000
1101.749    -0.000463    0.000000
1101.909    -0.000465    0.000000
1102.070    -0.000467    0.000000
1102.231    -0.000470    0.000000
1102.391    -0.000472    0.000000
1102.552    -0.000474    0.000000
1102.713    -0.000477    0.000000
1102.873    -0.000479    0.000000
1103.034    -0.000481    0.000000
1103.194    -0.000483    0.000000
1103.355    -0.000486    0.000000
1103.515    -0.000488    0.000000
1103.676    -0.000490    0.000000
1103.836    -0.000492    0.000000
1103.997    -0.000495    0.000000
1104.157    -0.000497    0.000000
1104.318    -0.000499    0.000000
1104.478    -0.000501    0.000000
1104.638    -0.000504    0.000000
1104.799    -0.000506    0.000000
1104.959    -0.000508    0.000000
1105.119    -0.000510    0.000000
1105.279    -0.000513    0.000000
1105.440    -0.000515    0.000000
1105.600    -0.000517    0.000000
1105.760    -0.000519    0.000000
1105.920    -0.000522    0.000000
1106.080    -0.000524    0.000000
1106.240    -0.000526    0.000000
1106.401    -0.000528    0.000000
1106.561    -0.000530    0.000000
1106.721    -0.000533    0.000000
1106.881    -0.000535    0.000000
1107.041    -0.000537    0.000000
1107.201    -0.000539    0.000000
1107.361    -0.000541    0.000000
1107.521    -0.000544    0.000000
1107.680    -0.000546    0.000000
1107.840    -0.000548    0.000000
1108.000    -0.000550    0.000000
1108.160    -0.000552    0.000000
1108.320    -0.000555    0.000000
1108.480    -0.000557    0.000000
1108.639    -0.000559    0.000000
1108.799    -0.000561    0.000000
1108.959    -0.000563    0.000000
1109.119    -0.000565    0.000000
1109.278    -0.000568    0.000000
1109.438    -0.000570    0.000000
1109.597    -0.000572    0.000000
1109.757    -0.000574    0.000000
1109.917    -0.000576    0.000000
1110.076    -0.000578    0.000000
1110.236    -0.000580    0.000000
1110.395    -0.000583    0.000000
1110.555    -0.000585    0.000000
1110.714    -0.000587    0.000000
1110.874    -0.000589    0.000000
1111.033    -0.000591    0.000000
1111.192    -0.000593    0.000000
1111.352    -0.000595    0.000000
1111.511    -0.000597    0.000000
1111.671    -0.000600    0.000000
1111.830    -0.000602    0.000000
1111.989    -0.000604    0.000000
1112.148    -0.000606    0.000000
1112.308    -0.000608    0.000000
1112.467    -0.000610    0.000000
1112.626    -0.000612    0.000000
1112.785    -0.000614    0.000000
1112.944    -0.000616    0.000000
1113.103    -0.000618    0.000000
1113.263    -0.000620    0.000000
1113.422    -0.000623    0.000000
1113.581    -0.000625    0.000000
1113.740    -0.000627    0.000000
1113.899    -0.000629    0.000000
1114.058    -0.000631    0.000000
1114.217    -0.000633    0.000000
1114.376    -0.000635    0.000000
1114.535    -0.000637    0.000000
1114.693    -0.000639    0.000000
1114.852    -0.000641    0.000000
1115.011    -0.000643    0.000000
1115.170    -0.000645    0.000000
1115.329    -0.000647    0.000000
1115.488    -0.000649    0.000000
1115.646    -0.000651    0.000000
1115.805    -0.000653    0.000000
1115.964    -0.000655    0.000000
1116.122    -0.000657    0.000000
1116.281    -0.000659    0.000000
1116.440    -0.000661    0.000000
1116.598    -0.000663    0.000000
1116.757    -0.000666    0.000000
1116.916    -0.000668    0.000000
1117.074    -0.000670    0.000000
1117.233    -0.000672    0.000000
1117.391    -0.000674    0.000000
1117.550    -0.000676    0.000000
1117.708    -0.000678    0.000000
1117.867    -0.000680    0.000000
1118.025    -0.000682    0.000000
1118.183    -0.000684    0.000000
1118.342    -0.000686    0.000000
1118.500    -0.000688    0.000000
1118.658    -0.000689    0.000000
1118.817    -0.000691    0.000000
1118.975    -0.000693    0.000000
1119.133    -0.000695    0.000000
1119.292    -0.000697    0.000000
1119.450    -0.000699    0.000000
1119.608    -0.000701    0.000000
1119.766    -0.000703    0.000000
1119.924    -0.000705    0.000000
1120.082    -0.000707    0.000000
1120.241    -0.000709    0.000000
1120.399    -0.000711    0.000000
1120.557    -0.000713    0.000000
1120.715    -0.000715    0.000000
1120.873    -0.000717    0.000000
1121.031    -0.000719    0.000000
1121.189    -0.000721    0.000000
1121.347    -0.000723    0.000000
1121.505    -0.000725    0.000000
1121.663    -0.000727    0.000000
1121.820    -0.000729    0.000000
1121.978    -0.000730    0.000000
1122.136    -0.000732    0.000000
1122.294    -0.000734    0.000000
1122.452    -0.000736    0.000000
1122.610    -0.000738    0.000000
1122.767    -0.000740    0.000000
1122.925    -0.000742    0.000000
1123.083    -0.000744    0.000000
1123.240    -0.000746    0.000000
1123.398    -0.000748    0.000000
1123.556    -0.000750    0.000000
1123.713    -0.000751    0.000000
1123.871    -0.000753    0.000000
1124.028    -0.000755    0.000000
1124.186    -0.000757    0.000000
1124.344    -0.000759    0.000000
1124.501    -0.000761    0.000000
1124.659    -0.000763    0.000000
1124.816    -0.000765    0.000000
1124.973    -0.000766    0.000000
1125.131    -0.000768    0.000000
1125.288    -0.000770    0.000000
1125.446    -0.000772    0.000000
1125.603    -0.000774    0.000000
1125.760    -0.000776    0.000000
1125.918    -0.000778    0.000000
1126.075    -0.000780    0.000000
1126.232    -0.000781    0.000000
1126.389    -0.000783    0.000000
1126.547    -0.000785    0.000000
1126.704    -0.000787    0.000000
1126.861    -0.000789    0.000000
1127.018    -0.000791    0.000000
1127.175    -0.000792    0.000000
1127.332    -0.000794    0.000000
1127.490    -0.000796    0.000000
1127.647    -0.000798    0.000000
1127.804    -0.000800    0.000000
1127.961    -0.000802    0.000000
1128.118    -0.000803    0.000000
1128.275    -0.000805    0.000000
1128.432    -0.000807    0.000000
1128.589    -0.000809    0.000000
1128.746    -0.000811    0.000000
1128.902    -0.000812    0.000000
1129.059    -0.000814    0.000000
1129.216    -0.000816    0.000000
1129.373    -0.000818    0.000000
1129.530    -0.000820    0.000000
1129.687    -0.000821    0.000000
1129.843    -0.000823    0.000000
1130.000    -0.000825    0.000000
1130.157    -0.000827    0.000000
1130.313    -0.000829    0.000000
1130.470    -0.000830    0.000000
1130.627    -0.000832    0.000000
1130.783    -0.000834    0.000000
1130.940    -0.000836    0.000000
1131.097    -0.000837    0.000000
1131.253    -0.000839    0.000000
1131.410    -0.000841    0.000000
1131.566    -0.000843    0.000000
1131.723    -0.000844    0.000000
1131.879    -0.000846    0.000000
