   W            E1+(pi0_p)
 (MeV)        Re          Im
1073.249     0.000000    0.000000
1073.414    -0.004091    0.000000
1073.579    -0.005823    0.000000
1073.744    -0.007179    0.000000
1073.908    -0.008345   -0.000001
1074.073    -0.009392   -0.000001
1074.238    -0.010357   -0.000002
1074.403    -0.011261   -0.000002
1074.568    -0.012118   -0.000003
1074.733    -0.012939   -0.000004
1074.898    -0.013729   -0.000005
1075.062    -0.014495   -0.000006
1075.227    -0.015241   -0.000007
1075.392    -0.015969   -0.000008
1075.556    -0.016683   -0.000010
1075.721    -0.017384   -0.000011
1075.886    -0.018075   -0.000013
1076.050    -0.018757   -0.000015
1076.215    -0.019431   -0.000016
1076.379    -0.020098   -0.000018
1076.544    -0.020760   -0.000021
1076.708    -0.021418   -0.000023
1076.873    -0.022071   -0.000025
1077.037    -0.022722   -0.000028
1077.202    -0.023370   -0.000030
1077.366    -0.024017   -0.000033
1077.531    -0.024663   -0.000036
1077.695    -0.025308   -0.000039
1077.859    -0.025953   -0.000043
1078.024    -0.026600   -0.000046
1078.188    -0.027247   -0.000050
1078.352    -0.027897   -0.000054
1078.516    -0.028549   -0.000058
1078.681    -0.029206   -0.000062
1078.845    -0.029867   -0.000066
1079.009    -0.030535   -0.000071
1079.173    -0.031216   -0.000077
1079.337    -0.031906   -0.000099
1079.501    -0.032596   -0.000131
1079.665    -0.033287   -0.000171
1079.829    -0.033978   -0.000218
1079.993    -0.034670   -0.000271
1080.157    -0.035362   -0.000330
1080.321    -0.036055   -0.000394
1080.485    -0.036748   -0.000464
1080.649    -0.037443   -0.000539
1080.813    -0.038137   -0.000620
1080.977    -0.038833   -0.000705
1081.141    -0.039529   -0.000796
1081.304    -0.040226   -0.000891
1081.468    -0.040924   -0.000991
1081.632    -0.041622   -0.001096
1081.796    -0.042321   -0.001205
1081.959    -0.043021   -0.001320
1082.123    -0.043722   -0.001439
1082.287    -0.044424   -0.001562
1082.450    -0.045126   -0.001690
1082.614    -0.045829   -0.001823
1082.777    -0.046533   -0.001960
1082.941    -0.047238   -0.002102
1083.105    -0.047944   -0.002248
1083.268    -0.048650   -0.002399
1083.432    -0.049357   -0.002554
1083.595    -0.050065   -0.002713
1083.758    -0.050774   -0.002877
1083.922    -0.051484   -0.003046
1084.085    -0.052194   -0.003219
1084.249    -0.052905   -0.003396
1084.412    -0.053617   -0.003577
1084.575    -0.054330   -0.003763
1084.738    -0.055043   -0.003953
1084.902    -0.055758   -0.004148
1085.065    -0.056473   -0.004346
1085.228    -0.057189   -0.004549
1085.391    -0.057905   -0.004757
1085.555    -0.058622   -0.004968
1085.718    -0.059340   -0.005184
1085.881    -0.060059   -0.005404
1086.044    -0.060778   -0.005629
1086.207    -0.061499   -0.005858
1086.370    -0.062219   -0.006090
1086.533    -0.062941   -0.006328
1086.696    -0.063663   -0.006569
1086.859    -0.064386   -0.006814
1087.022    -0.065109   -0.007064
1087.185    -0.065833   -0.007318
1087.348    -0.066558   -0.007576
1087.511    -0.067283   -0.007839
1087.673    -0.068009   -0.008105
1087.836    -0.068736   -0.008376
1087.999    -0.069463   -0.008651
1088.162    -0.070190   -0.008929
1088.325    -0.070918   -0.009213
1088.487    -0.071647   -0.009500
1088.650    -0.072377   -0.009791
1088.813    -0.073106   -0.010087
1088.975    -0.073837   -0.010386
1089.138    -0.074568   -0.010690
1089.300    -0.075299   -0.010998
1089.463    -0.076031   -0.011310
1089.626    -0.076763   -0.011626
1089.788    -0.077496   -0.011946
1089.951    -0.078229   -0.012271
1090.113    -0.078963   -0.012599
1090.276    -0.079697   -0.012932
1090.438    -0.080432   -0.013268
1090.600    -0.081167   -0.013609
1090.763    -0.081902   -0.013954
1090.925    -0.082638   -0.014302
1091.087    -0.083374   -0.014655
1091.250    -0.084111   -0.015012
1091.412    -0.084848   -0.015373
1091.574    -0.085585   -0.015738
1091.737    -0.086323   -0.016107
1091.899    -0.087061   -0.016480
1092.061    -0.087799   -0.016858
1092.223    -0.088537   -0.017239
1092.385    -0.089276   -0.017624
1092.547    -0.090015   -0.018014
1092.709    -0.090755   -0.018407
1092.872    -0.091494   -0.018804
1093.034    -0.092234   -0.019206
1093.196    -0.092974   -0.019611
1093.358    -0.093715   -0.020021
1093.520    -0.094455   -0.020434
1093.682    -0.095196   -0.020852
1093.843    -0.095937   -0.021273
1094.005    -0.096678   -0.021699
1094.167    -0.097420   -0.022128
1094.329    -0.098161   -0.022562
1094.491    -0.098903   -0.023000
1094.653    -0.099645   -0.023441
1094.815    -0.100387   -0.023887
1094.976    -0.101129   -0.024336
1095.138    -0.101871   -0.024790
1095.300    -0.102613   -0.025248
1095.461    -0.103356   -0.025709
1095.623    -0.104098   -0.026175
1095.785    -0.104841   -0.026645
1095.946    -0.105583   -0.027118
1096.108    -0.106326   -0.027596
1096.269    -0.107069   -0.028077
1096.431    -0.107812   -0.028563
1096.593    -0.108554   -0.029053
1096.754    -0.109297   -0.029546
1096.916    -0.110040   -0.030044
1097.077    -0.110783   -0.030545
1097.238    -0.111526   -0.031051
1097.400    -0.112268   -0.031561
1097.561    -0.113011   -0.032074
1097.723    -0.113754   -0.032592
1097.884    -0.114496   -0.033113
1098.045    -0.115239   -0.033639
1098.206    -0.115981   -0.034168
1098.368    -0.116724   -0.034702
1098.529    -0.117466   -0.035239
1098.690    -0.118208   -0.035781
1098.851    -0.118950   -0.036326
1099.012    -0.119692   -0.036876
1099.174    -0.120434   -0.037429
1099.335    -0.121176   -0.037987
1099.496    -0.121917   -0.038548
1099.657    -0.122659   -0.039113
1099.818    -0.123400   -0.039683
1099.979    -0.124141   -0.040256
1100.140    -0.124881   -0.040834
1100.301    -0.125622   -0.041415
1100.462    -0.126362   -0.042000
1100.623    -0.127102   -0.042590
1100.784    -0.127842   -0.043183
1100.945    -0.128582   -0.043781
1101.105    -0.129321   -0.044382
1101.266    -0.130060   -0.044987
1101.427    -0.130799   -0.045597
1101.588    -0.131538   -0.046210
1101.749    -0.132276   -0.046828
1101.909    -0.133014   -0.047449
1102.070    -0.133752   -0.048074
1102.231    -0.134489   -0.048704
1102.391    -0.135226   -0.049337
1102.552    -0.135963   -0.049975
1102.713    -0.136699   -0.050616
1102.873    -0.137435   -0.051262
1103.034    -0.138170   -0.051911
1103.194    -0.138905   -0.052565
1103.355    -0.139640   -0.053222
1103.515    -0.140375   -0.053884
1103.676    -0.141108   -0.054550
1103.836    -0.141842   -0.055219
1103.997    -0.142575   -0.055893
1104.157    -0.143308   -0.056571
1104.318    -0.144040   -0.057252
1104.478    -0.144772   -0.057938
1104.638    -0.145503   -0.058628
1104.799    -0.146234   -0.059322
1104.959    -0.146964   -0.060020
1105.119    -0.147694   -0.060722
1105.279    -0.148423   -0.061428
1105.440    -0.149152   -0.062138
1105.600    -0.149880   -0.062852
1105.760    -0.150607   -0.063570
1105.920    -0.151334   -0.064292
1106.080    -0.152061   -0.065019
1106.240    -0.152787   -0.065749
1106.401    -0.153512   -0.066483
1106.561    -0.154237   -0.067222
1106.721    -0.154961   -0.067965
1106.881    -0.155685   -0.068711
1107.041    -0.156407   -0.069462
1107.201    -0.157130   -0.070217
1107.361    -0.157851   -0.070976
1107.521    -0.158572   -0.071739
1107.680    -0.159292   -0.072506
1107.840    -0.160012   -0.073277
1108.000    -0.160731   -0.074053
1108.160    -0.161449   -0.074832
1108.320    -0.162167   -0.075616
1108.480    -0.162883   -0.076404
1108.639    -0.163599   -0.077195
1108.799    -0.164315   -0.077991
1108.959    -0.165029   -0.078791
1109.119    -0.165743   -0.079596
1109.278    -0.166456   -0.080404
1109.438    -0.167168   -0.081217
1109.597    -0.167880   -0.082033
1109.757    -0.168590   -0.082854
1109.917    -0.169300   -0.083679
1110.076    -0.170009   -0.084508
1110.236    -0.170717   -0.085342
1110.395    -0.171424   -0.086179
1110.555    -0.172131   -0.087021
1110.714    -0.172836   -0.087867
1110.874    -0.173541   -0.088717
1111.033    -0.174244   -0.089571
1111.192    -0.174947   -0.090429
1111.352    -0.175649   -0.091292
1111.511    -0.176350   -0.092159
1111.671    -0.177050   -0.093030
1111.830    -0.177749   -0.093905
1111.989    -0.178447   -0.094784
1112.148    -0.179144   -0.095668
1112.308    -0.179840   -0.096556
1112.467    -0.180535   -0.097448
1112.626    -0.181229   -0.098344
1112.785    -0.181922   -0.099245
1112.944    -0.182614   -0.100150
1113.103    -0.183305   -0.101059
1113.263    -0.183995   -0.101972
1113.422    -0.184684   -0.102890
1113.581    -0.185372   -0.103812
1113.740    -0.186058   -0.104738
1113.899    -0.186744   -0.105669
1114.058    -0.187428   -0.106603
1114.217    -0.188112   -0.107542
1114.376    -0.188794   -0.108486
1114.535    -0.189475   -0.109433
1114.693    -0.190155   -0.110385
1114.852    -0.190833   -0.111342
1115.011    -0.191511   -0.112302
1115.170    -0.192187   -0.113267
1115.329    -0.192862   -0.114236
1115.488    -0.193535   -0.115210
1115.646    -0.194208   -0.116188
1115.805    -0.194879   -0.117170
1115.964    -0.195549   -0.118157
1116.122    -0.196218   -0.119148
1116.281    -0.196885   -0.120143
1116.440    -0.197551   -0.121143
1116.598    -0.198216   -0.122147
1116.757    -0.198879   -0.123156
1116.916    -0.199541   -0.124169
1117.074    -0.200202   -0.125186
1117.233    -0.200861   -0.126208
1117.391    -0.201519   -0.127234
1117.550    -0.202175   -0.128265
1117.708    -0.202830   -0.129300
1117.867    -0.203484   -0.130339
1118.025    -0.204136   -0.131383
1118.183    -0.204786   -0.132431
1118.342    -0.205436   -0.133484
1118.500    -0.206083   -0.134541
1118.658    -0.206729   -0.135603
1118.817    -0.207374   -0.136669
1118.975    -0.208017   -0.137740
1119.133    -0.208659   -0.138815
1119.292    -0.209299   -0.139895
1119.450    -0.209937   -0.140979
1119.608    -0.210574   -0.142068
1119.766    -0.211209   -0.143161
1119.924    -0.211842   -0.144259
1120.082    -0.212474   -0.145361
1120.241    -0.213105   -0.146468
1120.399    -0.213733   -0.147579
1120.557    -0.214360   -0.148695
1120.715    -0.214985   -0.149815
1120.873    -0.215609   -0.150940
1121.031    -0.216230   -0.152070
1121.189    -0.216850   -0.153204
1121.347    -0.217468   -0.154343
1121.505    -0.218085   -0.155486
1121.663    -0.218699   -0.156634
1121.820    -0.219312   -0.157787
1121.978    -0.219923   -0.158944
1122.136    -0.220532   -0.160106
1122.294    -0.221139   -0.161272
1122.452    -0.221745   -0.162443
1122.610    -0.222348   -0.163619
1122.767    -0.222950   -0.164799
1122.925    -0.223549   -0.165985
1123.083    -0.224147   -0.167174
1123.240    -0.224742   -0.168369
1123.398    -0.225336   -0.169568
1123.556    -0.225928   -0.170772
1123.713    -0.226517   -0.171980
1123.871    -0.227105   -0.173193
1124.028    -0.227690   -0.174411
1124.186    -0.228274   -0.175634
1124.344    -0.228855   -0.176861
1124.501    -0.229435   -0.178093
1124.659    -0.230012   -0.179330
1124.816    -0.230587   -0.180572
1124.973    -0.231160   -0.181818
1125.131    -0.231730   -0.183069
1125.288    -0.232299   -0.184325
1125.446    -0.232865   -0.185586
1125.603    -0.233429   -0.186851
1125.760    -0.233990   -0.188122
1125.918    -0.234550   -0.189397
1126.075    -0.235107   -0.190677
1126.232    -0.235662   -0.191961
1126.389    -0.236214   -0.193251
1126.547    -0.236764   -0.194545
1126.704    -0.237312   -0.195845
1126.861    -0.237857   -0.197149
1127.018    -0.238400   -0.198458
1127.175    -0.238941   -0.199772
1127.332    -0.239479   -0.201090
1127.490    -0.240014   -0.202414
1127.647    -0.240547   -0.203743
1127.804    -0.241078   -0.205076
1127.961    -0.241606   -0.206414
1128.118    -0.242131   -0.207758
1128.275    -0.242654   -0.209106
1128.432    -0.243174   -0.210459
1128.589    -0.243692   -0.211817
