   W            M2-(pi0_p)
 (MeV)        Re          Im
1073.249    0.000000     0.000000
1073.414    0.000043     0.000000
1073.579    0.000086     0.000000
1073.744    0.000129     0.000000
1073.908    0.000172     0.000000
1074.073    0.000215     0.000000
1074.238    0.000258     0.000000
1074.403    0.000302     0.000000
1074.568    0.000345     0.000000
1074.733    0.000388     0.000000
1074.898    0.000431     0.000000
1075.062    0.000474     0.000000
1075.227    0.000518     0.000000
1075.392    0.000561     0.000000
1075.556    0.000604     0.000000
1075.721    0.000647     0.000000
1075.886    0.000691     0.000000
1076.050    0.000734     0.000000
1076.215    0.000777     0.000000
1076.379    0.000821     0.000000
1076.544    0.000864     0.000000
1076.708    0.000907     0.000000
1076.873    0.000951     0.000000
1077.037    0.000994     0.000000
1077.202    0.001038     0.000000
1077.366    0.001081     0.000000
1077.531    0.001125     0.000000
1077.695    0.001168     0.000000
1077.859    0.001212     0.000000
1078.024    0.001255     0.000000
1078.188    0.001299     0.000000
1078.352    0.001342     0.000000
1078.516    0.001386     0.000000
1078.681    0.001429     0.000000
1078.845    0.001473     0.000000
1079.009    0.001517     0.000000
1079.173    0.001560     0.000000
1079.337    0.001604     0.000000
1079.501    0.001648     0.000000
1079.665    0.001691     0.000000
1079.829    0.001735     0.000000
1079.993    0.001779     0.000000
1080.157    0.001822     0.000000
1080.321    0.001866     0.000000
1080.485    0.001910     0.000000
1080.649    0.001954     0.000000
1080.813    0.001997     0.000000
1080.977    0.002041     0.000000
1081.141    0.002085     0.000000
1081.304    0.002129     0.000000
1081.468    0.002173     0.000000
1081.632    0.002217     0.000000
1081.796    0.002261     0.000000
1081.959    0.002304     0.000000
1082.123    0.002348     0.000000
1082.287    0.002392     0.000000
1082.450    0.002436     0.000000
1082.614    0.002480     0.000000
1082.777    0.002524     0.000000
1082.941    0.002568     0.000000
1083.105    0.002612     0.000000
1083.268    0.002656     0.000000
1083.432    0.002700     0.000000
1083.595    0.002744     0.000000
1083.758    0.002788     0.000000
1083.922    0.002833     0.000000
1084.085    0.002877     0.000000
1084.249    0.002921     0.000000
1084.412    0.002965     0.000000
1084.575    0.003009     0.000000
1084.738    0.003053     0.000000
1084.902    0.003097     0.000000
1085.065    0.003142     0.000000
1085.228    0.003186     0.000000
1085.391    0.003230     0.000000
1085.555    0.003274     0.000000
1085.718    0.003319     0.000000
1085.881    0.003363     0.000000
1086.044    0.003407     0.000000
1086.207    0.003451     0.000000
1086.370    0.003496     0.000000
1086.533    0.003540     0.000000
1086.696    0.003584     0.000000
1086.859    0.003629     0.000000
1087.022    0.003673     0.000000
1087.185    0.003718     0.000000
1087.348    0.003762     0.000000
1087.511    0.003806     0.000000
1087.673    0.003851     0.000000
1087.836    0.003895     0.000000
1087.999    0.003940     0.000000
1088.162    0.003984     0.000000
1088.325    0.004029     0.000000
1088.487    0.004073     0.000000
1088.650    0.004118     0.000000
1088.813    0.004162     0.000000
1088.975    0.004207     0.000000
1089.138    0.004251     0.000000
1089.300    0.004296     0.000000
1089.463    0.004340     0.000000
1089.626    0.004385     0.000000
1089.788    0.004430     0.000000
1089.951    0.004474     0.000000
1090.113    0.004519     0.000000
1090.276    0.004564     0.000000
1090.438    0.004608     0.000000
1090.600    0.004653     0.000000
1090.763    0.004698     0.000000
1090.925    0.004742     0.000000
1091.087    0.004787     0.000000
1091.250    0.004832     0.000000
1091.412    0.004877     0.000000
1091.574    0.004921     0.000000
1091.737    0.004966     0.000000
1091.899    0.005011     0.000000
1092.061    0.005056     0.000000
1092.223    0.005101     0.000000
1092.385    0.005145     0.000000
1092.547    0.005190     0.000000
1092.709    0.005235     0.000000
1092.872    0.005280     0.000000
1093.034    0.005325     0.000000
1093.196    0.005370     0.000000
1093.358    0.005415     0.000000
1093.520    0.005460     0.000000
1093.682    0.005505     0.000000
1093.843    0.005549     0.000000
1094.005    0.005594     0.000000
1094.167    0.005639     0.000000
1094.329    0.005684     0.000000
1094.491    0.005729     0.000000
1094.653    0.005774     0.000000
1094.815    0.005819     0.000000
1094.976    0.005864     0.000000
1095.138    0.005909     0.000000
1095.300    0.005955     0.000000
1095.461    0.006000     0.000000
1095.623    0.006045     0.000000
1095.785    0.006090     0.000000
1095.946    0.006135     0.000000
1096.108    0.006180     0.000000
1096.269    0.006225     0.000000
1096.431    0.006270     0.000000
1096.593    0.006315     0.000000
1096.754    0.006361     0.000000
1096.916    0.006406     0.000000
1097.077    0.006451     0.000000
1097.238    0.006496     0.000000
1097.400    0.006541     0.000000
1097.561    0.006587     0.000000
1097.723    0.006632     0.000000
1097.884    0.006677     0.000000
1098.045    0.006722     0.000000
1098.206    0.006768     0.000000
1098.368    0.006813     0.000000
1098.529    0.006858     0.000000
1098.690    0.006904     0.000000
1098.851    0.006949     0.000000
1099.012    0.006994     0.000000
1099.174    0.007040     0.000000
1099.335    0.007085     0.000000
1099.496    0.007130     0.000000
1099.657    0.007176     0.000000
1099.818    0.007221     0.000000
1099.979    0.007267     0.000000
1100.140    0.007312     0.000000
1100.301    0.007357     0.000000
1100.462    0.007403     0.000000
1100.623    0.007448     0.000000
1100.784    0.007494     0.000000
1100.945    0.007539     0.000000
1101.105    0.007585     0.000000
1101.266    0.007630     0.000000
1101.427    0.007676     0.000000
1101.588    0.007721     0.000000
1101.749    0.007767     0.000000
1101.909    0.007812     0.000000
1102.070    0.007858     0.000000
1102.231    0.007904     0.000000
1102.391    0.007949     0.000000
1102.552    0.007995     0.000000
1102.713    0.008040     0.000000
1102.873    0.008086     0.000000
1103.034    0.008132     0.000000
1103.194    0.008177     0.000000
1103.355    0.008223     0.000000
1103.515    0.008268     0.000000
1103.676    0.008314     0.000000
1103.836    0.008360     0.000000
1103.997    0.008405     0.000000
1104.157    0.008451     0.000000
1104.318    0.008497     0.000000
1104.478    0.008543     0.000000
1104.638    0.008588     0.000000
1104.799    0.008634     0.000000
1104.959    0.008680     0.000000
1105.119    0.008726     0.000000
1105.279    0.008771     0.000000
1105.440    0.008817     0.000000
1105.600    0.008863     0.000000
1105.760    0.008909     0.000000
1105.920    0.008955     0.000000
1106.080    0.009000     0.000000
1106.240    0.009046     0.000000
1106.401    0.009092     0.000000
1106.561    0.009138     0.000000
1106.721    0.009184     0.000000
1106.881    0.009230     0.000000
1107.041    0.009275     0.000000
1107.201    0.009321     0.000000
1107.361    0.009367     0.000000
1107.521    0.009413     0.000000
1107.680    0.009459     0.000000
1107.840    0.009505     0.000000
1108.000    0.009551     0.000000
1108.160    0.009597     0.000000
1108.320    0.009643     0.000000
1108.480    0.009689     0.000000
1108.639    0.009735     0.000000
1108.799    0.009781     0.000000
1108.959    0.009827     0.000000
1109.119    0.009873     0.000000
1109.278    0.009919     0.000000
1109.438    0.009965     0.000000
1109.597    0.010011     0.000000
1109.757    0.010057     0.000000
1109.917    0.010103     0.000000
1110.076    0.010149     0.000000
1110.236    0.010195     0.000000
1110.395    0.010241     0.000000
1110.555    0.010287     0.000000
1110.714    0.010333     0.000000
1110.874    0.010379     0.000000
1111.033    0.010426     0.000000
1111.192    0.010472     0.000000
1111.352    0.010518     0.000000
1111.511    0.010564     0.000000
1111.671    0.010610     0.000000
1111.830    0.010656     0.000000
1111.989    0.010702     0.000000
1112.148    0.010749     0.000000
1112.308    0.010795     0.000000
1112.467    0.010841     0.000000
1112.626    0.010887     0.000000
1112.785    0.010933     0.000000
1112.944    0.010980     0.000000
1113.103    0.011026     0.000000
1113.263    0.011072     0.000000
1113.422    0.011118     0.000000
1113.581    0.011165     0.000000
1113.740    0.011211     0.000000
1113.899    0.011257     0.000000
1114.058    0.011303     0.000000
1114.217    0.011350     0.000000
1114.376    0.011396     0.000000
1114.535    0.011442     0.000000
1114.693    0.011489     0.000000
1114.852    0.011535     0.000000
1115.011    0.011581     0.000000
1115.170    0.011628     0.000000
1115.329    0.011674     0.000000
1115.488    0.011720     0.000000
1115.646    0.011767     0.000000
1115.805    0.011813     0.000000
1115.964    0.011860     0.000000
1116.122    0.011906     0.000000
1116.281    0.011952     0.000000
1116.440    0.011999     0.000000
1116.598    0.012045     0.000000
1116.757    0.012092     0.000000
1116.916    0.012138     0.000000
1117.074    0.012184     0.000000
1117.233    0.012231     0.000000
1117.391    0.012277     0.000000
1117.550    0.012324     0.000000
1117.708    0.012370     0.000000
1117.867    0.012417     0.000000
1118.025    0.012463     0.000000
1118.183    0.012510     0.000000
1118.342    0.012556     0.000000
1118.500    0.012603     0.000000
1118.658    0.012649     0.000000
1118.817    0.012696     0.000000
1118.975    0.012742     0.000000
1119.133    0.012789     0.000000
1119.292    0.012835     0.000000
1119.450    0.012882     0.000000
1119.608    0.012929     0.000000
1119.766    0.012975     0.000000
1119.924    0.013022     0.000000
1120.082    0.013068     0.000000
1120.241    0.013115     0.000000
1120.399    0.013161     0.000000
1120.557    0.013208     0.000000
1120.715    0.013255     0.000000
1120.873    0.013301     0.000000
1121.031    0.013348     0.000000
1121.189    0.013395     0.000000
1121.347    0.013441     0.000000
1121.505    0.013488     0.000000
1121.663    0.013535     0.000000
1121.820    0.013581     0.000000
1121.978    0.013628     0.000000
1122.136    0.013675     0.000000
1122.294    0.013721     0.000000
1122.452    0.013768     0.000000
1122.610    0.013815     0.000000
1122.767    0.013861     0.000000
1122.925    0.013908     0.000000
1123.083    0.013955     0.000000
1123.240    0.014001     0.000000
1123.398    0.014048     0.000000
1123.556    0.014095     0.000000
1123.713    0.014142     0.000000
1123.871    0.014188     0.000000
1124.028    0.014235     0.000000
1124.186    0.014282     0.000000
1124.344    0.014329     0.000000
1124.501    0.014376     0.000000
1124.659    0.014422     0.000000
1124.816    0.014469     0.000000
1124.973    0.014516     0.000000
1125.131    0.014563     0.000000
1125.288    0.014610     0.000000
1125.446    0.014656     0.000000
1125.603    0.014703     0.000000
1125.760    0.014750     0.000000
1125.918    0.014797     0.000000
1126.075    0.014844     0.000000
1126.232    0.014891     0.000000
1126.389    0.014937     0.000000
1126.547    0.014984     0.000000
1126.704    0.015031     0.000000
1126.861    0.015078     0.000000
1127.018    0.015125     0.000000
1127.175    0.015172     0.000000
1127.332    0.015219     0.000000
1127.490    0.015266     0.000000
1127.647    0.015312     0.000000
1127.804    0.015359     0.000000
1127.961    0.015406     0.000000
1128.118    0.015453     0.000000
1128.275    0.015500     0.000000
1128.432    0.015547     0.000000
1128.589    0.015594     0.000000
1128.746    0.015641     0.000000
1128.902    0.015688     0.000000
1129.059    0.015735     0.000000
1129.216    0.015782     0.000000
1129.373    0.015829     0.000000
1129.530    0.015876     0.000000
1129.687    0.015923     0.000000
1129.843    0.015970     0.000000
1130.000    0.016017     0.000000
1130.157    0.016064     0.000000
1130.313    0.016111     0.000000
1130.470    0.016158     0.000000
1130.627    0.016205     0.000000
1130.783    0.016252     0.000000
1130.940    0.016299     0.000000
1131.097    0.016346     0.000000
1131.253    0.016393     0.000000
1131.410    0.016440     0.000000
1131.566    0.016487     0.000000
1131.723    0.016534     0.000000
1131.879    0.016581     0.000000
1132.036    0.016628     0.000000
1132.192    0.016675     0.000000
1132.349    0.016722     0.000000
1132.505    0.016769     0.000000
1132.661    0.016816     0.000000
1132.818    0.016863     0.000000
1132.974    0.016910     0.000000
1133.130    0.016958     0.000000
1133.287    0.017005     0.000000
1133.443    0.017052     0.000000
1133.599    0.017099     0.000000
1133.755    0.017146     0.000000
1133.912    0.017193     0.000000
1134.068    0.017240     0.000000
1134.224    0.017287     0.000000
1134.380    0.017335     0.000000
1134.536    0.017382     0.000000
1134.692    0.017429     0.000000
1134.848    0.017476     0.000000
1135.004    0.017523     0.000000
1135.160    0.017570     0.000000
1135.316    0.017617     0.000000
1135.472    0.017665     0.000000
1135.628    0.017712     0.000000
1135.784    0.017759     0.000000
