   W         M1+(pi0_p)
 (MeV)      Re         Im
 1074.0    1.136946  -0.011095
 1075.0    1.290765  -0.007709
 1076.0    1.444584  -0.004323
 1077.0    1.598403  -0.000938
 1078.0    1.752222   0.002448
 1079.0    1.906040   0.005834
 1080.0    2.059859   0.009220
 1081.0    2.213678   0.012606
 1082.0    2.367497   0.015991
 1083.0    2.521316   0.019377
 1084.0    2.675134   0.022763
 1085.0    2.828953   0.026149
 1086.0    2.966455   0.031977
 1087.0    3.103956   0.037805
 1088.0    3.241458   0.043633
 1089.0    3.378959   0.049460
 1090.0    3.516461   0.055288
 1091.0    3.647718   0.064154
 1092.0    3.778975   0.073020
 1093.0    3.910232   0.081886
 1094.0    4.041489   0.090752
 1095.0    4.172746   0.099618
 1096.0    4.302244   0.112210
 1097.0    4.431741   0.124802
 1098.0    4.561239   0.137394
 1099.0    4.690737   0.149986
 1100.0    4.820235   0.162577
 1101.0    4.950534   0.179705
 1102.0    5.080834   0.196832
 1103.0    5.211133   0.213960
 1104.0    5.341433   0.231087
 1105.0    5.471733   0.248214
 1106.0    5.604523   0.270837
 1107.0    5.737314   0.293460
 1108.0    5.870104   0.316082
 1109.0    6.002895   0.338705
 1110.0    6.135685   0.361328
 1111.0    6.272199   0.390592
 1112.0    6.408713   0.419856
 1113.0    6.545227   0.449120
 1114.0    6.681741   0.478383
 1115.0    6.818255   0.507647
 1116.0    6.959419   0.544918
 1117.0    7.100583   0.582188
 1118.0    7.241748   0.619459
 1119.0    7.382912   0.656729
 1120.0    7.524076   0.693999
 1121.0    7.670595   0.740914
 1122.0    7.817115   0.787829
 1123.0    7.963634   0.834743
 1124.0    8.110154   0.881658
 1125.0    8.256674   0.928573
 1126.0    8.409014   0.987083
 1127.0    8.561355   1.045594
 1128.0    8.713695   1.104105
 1129.0    8.866036   1.162615
 1130.0    9.018376   1.221126
 1131.0    9.176738   1.293562
 1132.0    9.335101   1.365997
 1133.0    9.493463   1.438433
 1134.0    9.651825   1.510868
 1135.0    9.810187   1.583304
 1136.0    9.974412   1.672425
 1137.0   10.138636   1.761545
 1138.0   10.302861   1.850666
 1139.0   10.467085   1.939786
 1140.0   10.631310   2.028907
 1141.0   10.800727   2.137943
 1142.0   10.970144   2.246979
 1143.0   11.139561   2.356015
 1144.0   11.308979   2.465051
 1145.0   11.478396   2.574087
 1146.0   11.651650   2.706783
 1147.0   11.824903   2.839480
 1148.0   11.998157   2.972176
 1149.0   12.171411   3.104872
 1150.0   12.344664   3.237569
 1151.0   12.519417   3.398144
 1152.0   12.694170   3.558719
 1153.0   12.868922   3.719294
 1154.0   13.043675   3.879870
 1155.0   13.218428   4.040445
 1156.0   13.391011   4.233486
 1157.0   13.563594   4.426528
 1158.0   13.736178   4.619570
 1159.0   13.908761   4.812611
 1160.0   14.081344   5.005653
 1161.0   14.246344   5.235857
 1162.0   14.411344   5.466062
 1163.0   14.576344   5.696266
 1164.0   14.741344   5.926470
 1165.0   14.906344   6.156675
 1166.0   15.056132   6.428357
 1167.0   15.205919   6.700040
 1168.0   15.355707   6.971722
 1169.0   15.505494   7.243404
 1170.0   15.655281   7.515087
 1171.0   15.779611   7.831339
 1172.0   15.903940   8.147591
 1173.0   16.028269   8.463843
 1174.0   16.152598   8.780096
 1175.0   16.276928   9.096348
 1176.0   16.362799   9.457881
 1177.0   16.448671   9.819414
 1178.0   16.534542  10.180947
 1179.0   16.620414  10.542480
 1180.0   16.706286  10.904013
 1181.0   16.738307  11.307514
 1182.0   16.770328  11.711015
 1183.0   16.802348  12.114516
 1184.0   16.834369  12.518017
 1185.0   16.866390  12.921518
 1186.0   16.828058  13.357940
 1187.0   16.789726  13.794363
 1188.0   16.751395  14.230785
 1189.0   16.713063  14.667208
 1190.0   16.674731  15.103631
 1191.0   16.550881  15.556838
 1192.0   16.427031  16.010045
 1193.0   16.303181  16.463252
 1194.0   16.179331  16.916459
 1195.0   16.055481  17.369666
 1196.0   15.835824  17.816308
 1197.0   15.616167  18.262950
 1198.0   15.396509  18.709592
 1199.0   15.176852  19.156234
 1200.0   14.957195  19.602876
 1201.0   14.640189  20.014369
 1202.0   14.323184  20.425862
 1203.0   14.006179  20.837354
 1204.0   13.689174  21.248847
 1205.0   13.372169  21.660340
 1206.0   12.967757  22.007197
 1207.0   12.563345  22.354053
 1208.0   12.158933  22.700909
 1209.0   11.754521  23.047766
 1210.0   11.350109  23.394622
 1211.0   10.879712  23.652130
 1212.0   10.409314  23.909639
 1213.0    9.938917  24.167147
 1214.0    9.468520  24.424655
 1215.0    8.998123  24.682164
 1216.0    8.491389  24.835751
 1217.0    7.984655  24.989339
 1218.0    7.477921  25.142926
 1219.0    6.971187  25.296514
 1220.0    6.464453  25.450101
 1221.0    5.953320  25.497821
 1222.0    5.442188  25.545541
 1223.0    4.931055  25.593261
 1224.0    4.419923  25.640980
 1225.0    3.908791  25.688700
 1226.0    3.421651  25.640107
 1227.0    2.934511  25.591514
 1228.0    2.447372  25.542921
 1229.0    1.960232  25.494327
 1230.0    1.473093  25.445734
 1231.0    1.030735  25.318157
 1232.0    0.588377  25.190580
 1233.0    0.146019  25.063002
 1234.0   -0.296338  24.935425
 1235.0   -0.738696  24.807848
 1236.0   -1.124339  24.621838
 1237.0   -1.509982  24.435827
 1238.0   -1.895625  24.249817
 1239.0   -2.281267  24.063806
 1240.0   -2.666910  23.877796
 1241.0   -2.991788  23.653317
 1242.0   -3.316665  23.428838
 1243.0   -3.641542  23.204359
 1244.0   -3.966419  22.979880
 1245.0   -4.291297  22.755401
 1246.0   -4.557132  22.509521
 1247.0   -4.822968  22.263640
 1248.0   -5.088803  22.017760
 1249.0   -5.354639  21.771879
 1250.0   -5.620474  21.525999
 1251.0   -5.832504  21.271968
 1252.0   -6.044534  21.017937
 1253.0   -6.256565  20.763906
 1254.0   -6.468595  20.509875
 1255.0   -6.680625  20.255844
 1256.0   -6.845724  20.003192
 1257.0   -7.010823  19.750539
 1258.0   -7.175922  19.497887
 1259.0   -7.341021  19.245234
 1260.0   -7.506120  18.992582
 1261.0   -7.631552  18.747613
