   W         E2-(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.002898  -0.003174
 1075.0   -0.004049  -0.004931
 1076.0   -0.005201  -0.006688
 1077.0   -0.006352  -0.008444
 1078.0   -0.007503  -0.010201
 1079.0   -0.008655  -0.011957
 1080.0   -0.009806  -0.013714
 1081.0   -0.010958  -0.015470
 1082.0   -0.012109  -0.017227
 1083.0   -0.013261  -0.018983
 1084.0   -0.014412  -0.020740
 1085.0   -0.015563  -0.022497
 1086.0   -0.016476  -0.024036
 1087.0   -0.017389  -0.025576
 1088.0   -0.018302  -0.027116
 1089.0   -0.019214  -0.028656
 1090.0   -0.020127  -0.030196
 1091.0   -0.020816  -0.031533
 1092.0   -0.021505  -0.032871
 1093.0   -0.022194  -0.034208
 1094.0   -0.022883  -0.035546
 1095.0   -0.023572  -0.036883
 1096.0   -0.024051  -0.038032
 1097.0   -0.024531  -0.039180
 1098.0   -0.025010  -0.040329
 1099.0   -0.025489  -0.041477
 1100.0   -0.025969  -0.042626
 1101.0   -0.026251  -0.043597
 1102.0   -0.026534  -0.044569
 1103.0   -0.026817  -0.045540
 1104.0   -0.027099  -0.046512
 1105.0   -0.027382  -0.047483
 1106.0   -0.027481  -0.048289
 1107.0   -0.027579  -0.049094
 1108.0   -0.027677  -0.049900
 1109.0   -0.027776  -0.050705
 1110.0   -0.027874  -0.051511
 1111.0   -0.027800  -0.052160
 1112.0   -0.027726  -0.052810
 1113.0   -0.027652  -0.053460
 1114.0   -0.027578  -0.054110
 1115.0   -0.027503  -0.054759
 1116.0   -0.027268  -0.055263
 1117.0   -0.027032  -0.055766
 1118.0   -0.026796  -0.056269
 1119.0   -0.026560  -0.056772
 1120.0   -0.026324  -0.057276
 1121.0   -0.025938  -0.057641
 1122.0   -0.025551  -0.058007
 1123.0   -0.025164  -0.058372
 1124.0   -0.024777  -0.058737
 1125.0   -0.024390  -0.059103
 1126.0   -0.023862  -0.059338
 1127.0   -0.023333  -0.059574
 1128.0   -0.022805  -0.059809
 1129.0   -0.022277  -0.060045
 1130.0   -0.021749  -0.060281
 1131.0   -0.021089  -0.060394
