   W         M2+(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.000383  -0.000038
 1075.0   -0.000888   0.000011
 1076.0   -0.001393   0.000059
 1077.0   -0.001897   0.000108
 1078.0   -0.002402   0.000157
 1079.0   -0.002906   0.000205
 1080.0   -0.003411   0.000254
 1081.0   -0.003916   0.000303
 1082.0   -0.004420   0.000352
 1083.0   -0.004925   0.000400
 1084.0   -0.005429   0.000449
 1085.0   -0.005934   0.000498
 1086.0   -0.006438   0.000557
 1087.0   -0.006941   0.000616
 1088.0   -0.007445   0.000675
 1089.0   -0.007948   0.000734
 1090.0   -0.008451   0.000793
 1091.0   -0.008954   0.000863
 1092.0   -0.009456   0.000932
 1093.0   -0.009958   0.001002
 1094.0   -0.010460   0.001072
 1095.0   -0.010962   0.001142
 1096.0   -0.011463   0.001223
 1097.0   -0.011963   0.001305
 1098.0   -0.012464   0.001386
 1099.0   -0.012964   0.001468
 1100.0   -0.013465   0.001549
 1101.0   -0.013964   0.001643
 1102.0   -0.014462   0.001736
 1103.0   -0.014961   0.001830
 1104.0   -0.015460   0.001923
 1105.0   -0.015959   0.002017
 1106.0   -0.016456   0.002123
 1107.0   -0.016953   0.002230
 1108.0   -0.017450   0.002336
 1109.0   -0.017947   0.002442
 1110.0   -0.018444   0.002549
 1111.0   -0.018939   0.002669
 1112.0   -0.019434   0.002788
 1113.0   -0.019929   0.002908
 1114.0   -0.020424   0.003028
 1115.0   -0.020919   0.003148
 1116.0   -0.021412   0.003281
 1117.0   -0.021905   0.003415
 1118.0   -0.022398   0.003549
 1119.0   -0.022892   0.003682
 1120.0   -0.023385   0.003816
 1121.0   -0.023876   0.003964
 1122.0   -0.024368   0.004112
 1123.0   -0.024859   0.004260
 1124.0   -0.025350   0.004408
 1125.0   -0.025842   0.004556
 1126.0   -0.026331   0.004719
 1127.0   -0.026821   0.004882
 1128.0   -0.027310   0.005045
 1129.0   -0.027800   0.005208
 1130.0   -0.028289   0.005371
 1131.0   -0.028777   0.005549
 1132.0   -0.029265   0.005727
 1133.0   -0.029753   0.005905
 1134.0   -0.030241   0.006084
 1135.0   -0.030729   0.006262
 1136.0   -0.031215   0.006455
 1137.0   -0.031702   0.006649
 1138.0   -0.032188   0.006843
 1139.0   -0.032674   0.007037
 1140.0   -0.033161   0.007231
 1141.0   -0.033646   0.007440
 1142.0   -0.034131   0.007650
 1143.0   -0.034616   0.007860
 1144.0   -0.035101   0.008069
 1145.0   -0.035586   0.008279
 1146.0   -0.036071   0.008505
 1147.0   -0.036555   0.008731
 1148.0   -0.037039   0.008956
 1149.0   -0.037523   0.009182
 1150.0   -0.038007   0.009408
 1151.0   -0.038490   0.009650
 1152.0   -0.038973   0.009892
 1153.0   -0.039456   0.010135
 1154.0   -0.039940   0.010377
 1155.0   -0.040423   0.010619
 1156.0   -0.040905   0.010878
 1157.0   -0.041388   0.011136
 1158.0   -0.041871   0.011395
 1159.0   -0.042353   0.011654
 1160.0   -0.042836   0.011912
