   W         M1-(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.389350  -0.038572
 1075.0   -0.427039  -0.042104
 1076.0   -0.464727  -0.045635
 1077.0   -0.502415  -0.049167
 1078.0   -0.540103  -0.052699
 1079.0   -0.577792  -0.056231
 1080.0   -0.615480  -0.059763
 1081.0   -0.653168  -0.063294
 1082.0   -0.690856  -0.066826
 1083.0   -0.728545  -0.070358
 1084.0   -0.766233  -0.073890
 1085.0   -0.803921  -0.077422
 1086.0   -0.832981  -0.079977
 1087.0   -0.862041  -0.082532
 1088.0   -0.891101  -0.085087
 1089.0   -0.920160  -0.087642
 1090.0   -0.949220  -0.090197
 1091.0   -0.973096  -0.092106
 1092.0   -0.996971  -0.094014
 1093.0   -1.020846  -0.095923
 1094.0   -1.044722  -0.097832
 1095.0   -1.068597  -0.099740
 1096.0   -1.088801  -0.101151
 1097.0   -1.109005  -0.102561
 1098.0   -1.129209  -0.103972
 1099.0   -1.149413  -0.105383
 1100.0   -1.169617  -0.106793
 1101.0   -1.186977  -0.107791
 1102.0   -1.204338  -0.108789
 1103.0   -1.221698  -0.109787
 1104.0   -1.239059  -0.110784
 1105.0   -1.256419  -0.111782
 1106.0   -1.271449  -0.112424
 1107.0   -1.286478  -0.113066
 1108.0   -1.301508  -0.113707
 1109.0   -1.316537  -0.114349
 1110.0   -1.331566  -0.114991
 1111.0   -1.344611  -0.115318
 1112.0   -1.357655  -0.115645
 1113.0   -1.370699  -0.115973
 1114.0   -1.383743  -0.116300
 1115.0   -1.396787  -0.116627
 1116.0   -1.408094  -0.116673
 1117.0   -1.419401  -0.116719
 1118.0   -1.430708  -0.116765
 1119.0   -1.442015  -0.116811
 1120.0   -1.453321  -0.116857
 1121.0   -1.463076  -0.116649
 1122.0   -1.472831  -0.116440
 1123.0   -1.482586  -0.116232
 1124.0   -1.492341  -0.116024
 1125.0   -1.502096  -0.115816
 1126.0   -1.510443  -0.115377
 1127.0   -1.518791  -0.114938
 1128.0   -1.527139  -0.114499
 1129.0   -1.535487  -0.114061
 1130.0   -1.543834  -0.113622
 1131.0   -1.550891  -0.112973
 1132.0   -1.557948  -0.112325
 1133.0   -1.565004  -0.111676
 1134.0   -1.572061  -0.111028
 1135.0   -1.579118  -0.110379
 1136.0   -1.584979  -0.109539
 1137.0   -1.590839  -0.108699
 1138.0   -1.596700  -0.107859
 1139.0   -1.602561  -0.107019
 1140.0   -1.608422  -0.106179
 1141.0   -1.613167  -0.105164
 1142.0   -1.617913  -0.104150
 1143.0   -1.622658  -0.103135
 1144.0   -1.627403  -0.102120
 1145.0   -1.632148  -0.101105
 1146.0   -1.635845  -0.099930
 1147.0   -1.639543  -0.098756
 1148.0   -1.643240  -0.097581
 1149.0   -1.646937  -0.096406
 1150.0   -1.650634  -0.095231
 1151.0   -1.653343  -0.093909
 1152.0   -1.656051  -0.092588
 1153.0   -1.658759  -0.091266
 1154.0   -1.661467  -0.089945
 1155.0   -1.664175  -0.088623
 1156.0   -1.665945  -0.087167
 1157.0   -1.667714  -0.085710
 1158.0   -1.669484  -0.084254
 1159.0   -1.671253  -0.082797
 1160.0   -1.673023  -0.081341
 1161.0   -1.673899  -0.079760
 1162.0   -1.674774  -0.078179
 1163.0   -1.675650  -0.076598
 1164.0   -1.676526  -0.075017
 1165.0   -1.677402  -0.073435
 1166.0   -1.677423  -0.071739
 1167.0   -1.677444  -0.070042
 1168.0   -1.677465  -0.068345
 1169.0   -1.677486  -0.066648
 1170.0   -1.677506  -0.064952
 1171.0   -1.676708  -0.063147
 1172.0   -1.675909  -0.061342
 1173.0   -1.675110  -0.059537
 1174.0   -1.674311  -0.057732
 1175.0   -1.673512  -0.055928
 1176.0   -1.671923  -0.054021
 1177.0   -1.670334  -0.052114
 1178.0   -1.668746  -0.050206
 1179.0   -1.667157  -0.048299
 1180.0   -1.665568  -0.046392
 1181.0   -1.663216  -0.044388
 1182.0   -1.660865  -0.042383
 1183.0   -1.658513  -0.040378
 1184.0   -1.656161  -0.038373
 1185.0   -1.653810  -0.036368
 1186.0   -1.650718  -0.034269
 1187.0   -1.647627  -0.032169
 1188.0   -1.644536  -0.030069
 1189.0   -1.641445  -0.027970
 1190.0   -1.638353  -0.025870
 1191.0   -1.634543  -0.023677
 1192.0   -1.630733  -0.021484
 1193.0   -1.626922  -0.019290
 1194.0   -1.623112  -0.017097
 1195.0   -1.619301  -0.014904
 1196.0   -1.614789  -0.012616
 1197.0   -1.610277  -0.010329
 1198.0   -1.605765  -0.008041
 1199.0   -1.601253  -0.005753
 1200.0   -1.596741  -0.003466
 1201.0   -1.591542  -0.001082
 1202.0   -1.586343   0.001302
 1203.0   -1.581144   0.003687
 1204.0   -1.575945   0.006071
 1205.0   -1.570746   0.008455
 1206.0   -1.564876   0.010964
 1207.0   -1.559005   0.013473
 1208.0   -1.553134   0.015982
 1209.0   -1.547264   0.018491
 1210.0   -1.541393   0.021001
 1211.0   -1.534887   0.023916
 1212.0   -1.528380   0.026831
 1213.0   -1.521874   0.029747
 1214.0   -1.515368   0.032662
 1215.0   -1.508862   0.035577
 1216.0   -1.501738   0.038986
 1217.0   -1.494615   0.042395
 1218.0   -1.487492   0.045803
 1219.0   -1.480368   0.049212
 1220.0   -1.473245   0.052621
 1221.0   -1.465512   0.056534
 1222.0   -1.457779   0.060448
 1223.0   -1.450047   0.064362
 1224.0   -1.442314   0.068276
 1225.0   -1.434581   0.072190
 1226.0   -1.426246   0.076623
 1227.0   -1.417911   0.081057
 1228.0   -1.409576   0.085490
 1229.0   -1.401241   0.089924
 1230.0   -1.392906   0.094357
 1231.0   -1.383975   0.099328
 1232.0   -1.375043   0.104299
 1233.0   -1.366112   0.109269
 1234.0   -1.357181   0.114240
 1235.0   -1.348250   0.119211
 1236.0   -1.338728   0.124739
 1237.0   -1.329207   0.130268
 1238.0   -1.319685   0.135796
 1239.0   -1.310164   0.141325
 1240.0   -1.300642   0.146854
 1241.0   -1.290538   0.152965
 1242.0   -1.280433   0.159076
 1243.0   -1.270328   0.165187
 1244.0   -1.260223   0.171298
 1245.0   -1.250118   0.177409
 1246.0   -1.239438   0.184131
 1247.0   -1.228758   0.190853
 1248.0   -1.218078   0.197575
 1249.0   -1.207398   0.204297
 1250.0   -1.196718   0.211019
 1251.0   -1.185473   0.218384
 1252.0   -1.174228   0.225749
 1253.0   -1.162983   0.233114
 1254.0   -1.151738   0.240479
 1255.0   -1.140493   0.247844
 1256.0   -1.128699   0.255888
 1257.0   -1.116904   0.263932
 1258.0   -1.105109   0.271976
 1259.0   -1.093314   0.280020
 1260.0   -1.081519   0.288064
 1261.0   -1.069192   0.296830
 1262.0   -1.056865   0.305596
 1263.0   -1.044538   0.314361
 1264.0   -1.032211   0.323127
 1265.0   -1.019883   0.331893
 1266.0   -1.007050   0.341418
 1267.0   -0.994216   0.350944
 1268.0   -0.981383   0.360470
 1269.0   -0.968549   0.369995
 1270.0   -0.955716   0.379521
 1271.0   -0.942406   0.389865
 1272.0   -0.929096   0.400210
 1273.0   -0.915787   0.410555
 1274.0   -0.902477   0.420899
 1275.0   -0.889167   0.431244
 1276.0   -0.875423   0.442450
 1277.0   -0.861680   0.453656
 1278.0   -0.847936   0.464862
 1279.0   -0.834193   0.476068
 1280.0   -0.820449   0.487274
 1281.0   -0.806323   0.499404
 1282.0   -0.792196   0.511533
 1283.0   -0.778070   0.523662
 1284.0   -0.763944   0.535792
 1285.0   -0.749818   0.547921
 1286.0   -0.735350   0.561032
 1287.0   -0.720883   0.574142
 1288.0   -0.706416   0.587252
 1289.0   -0.691948   0.600363
 1290.0   -0.677481   0.613473
 1291.0   -0.662718   0.627639
 1292.0   -0.647956   0.641804
 1293.0   -0.633193   0.655969
 1294.0   -0.618431   0.670135
 1295.0   -0.603668   0.684300
 1296.0   -0.589551   0.699302
 1297.0   -0.575434   0.714304
 1298.0   -0.561317   0.729306
 1299.0   -0.547200   0.744308
 1300.0   -0.533083   0.759309
 1301.0   -0.518624   0.775501
 1302.0   -0.504165   0.791692
 1303.0   -0.489706   0.807884
 1304.0   -0.475247   0.824075
 1305.0   -0.460788   0.840267
 1306.0   -0.446006   0.857787
 1307.0   -0.431224   0.875308
