   W         E2+(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.000001  -0.000003
 1075.0    0.000024   0.000013
 1076.0    0.000050   0.000029
 1077.0    0.000075   0.000046
 1078.0    0.000100   0.000062
 1079.0    0.000125   0.000078
 1080.0    0.000150   0.000094
 1081.0    0.000176   0.000111
 1082.0    0.000201   0.000127
 1083.0    0.000226   0.000143
 1084.0    0.000251   0.000160
 1085.0    0.000277   0.000176
 1086.0    0.000304   0.000195
 1087.0    0.000332   0.000213
 1088.0    0.000360   0.000231
 1089.0    0.000387   0.000250
 1090.0    0.000415   0.000268
 1091.0    0.000445   0.000289
 1092.0    0.000475   0.000309
 1093.0    0.000505   0.000330
 1094.0    0.000536   0.000350
 1095.0    0.000566   0.000371
 1096.0    0.000598   0.000394
 1097.0    0.000631   0.000416
 1098.0    0.000663   0.000439
 1099.0    0.000696   0.000462
 1100.0    0.000728   0.000485
 1101.0    0.000763   0.000510
 1102.0    0.000798   0.000535
 1103.0    0.000833   0.000560
 1104.0    0.000868   0.000585
 1105.0    0.000903   0.000610
 1106.0    0.000940   0.000637
 1107.0    0.000977   0.000665
 1108.0    0.001014   0.000692
 1109.0    0.001052   0.000720
 1110.0    0.001089   0.000747
 1111.0    0.001128   0.000777
 1112.0    0.001167   0.000807
 1113.0    0.001207   0.000836
 1114.0    0.001246   0.000866
 1115.0    0.001286   0.000896
 1116.0    0.001327   0.000928
 1117.0    0.001369   0.000960
 1118.0    0.001410   0.000993
 1119.0    0.001452   0.001025
 1120.0    0.001493   0.001057
 1121.0    0.001537   0.001092
 1122.0    0.001580   0.001126
 1123.0    0.001624   0.001161
 1124.0    0.001667   0.001196
 1125.0    0.001711   0.001230
 1126.0    0.001756   0.001267
 1127.0    0.001802   0.001305
 1128.0    0.001847   0.001342
 1129.0    0.001893   0.001379
 1130.0    0.001938   0.001416
 1131.0    0.001985   0.001456
 1132.0    0.002032   0.001495
 1133.0    0.002080   0.001535
 1134.0    0.002127   0.001574
 1135.0    0.002174   0.001614
 1136.0    0.002223   0.001656
 1137.0    0.002272   0.001698
 1138.0    0.002321   0.001740
 1139.0    0.002370   0.001782
 1140.0    0.002419   0.001824
 1141.0    0.002469   0.001869
 1142.0    0.002520   0.001913
 1143.0    0.002570   0.001958
 1144.0    0.002620   0.002002
 1145.0    0.002671   0.002047
 1146.0    0.002723   0.002094
 1147.0    0.002775   0.002140
 1148.0    0.002826   0.002187
 1149.0    0.002878   0.002234
 1150.0    0.002930   0.002281
 1151.0    0.002983   0.002330
 1152.0    0.003036   0.002380
 1153.0    0.003089   0.002429
 1154.0    0.003143   0.002478
 1155.0    0.003196   0.002527
 1156.0    0.003250   0.002579
 1157.0    0.003304   0.002631
 1158.0    0.003358   0.002682
 1159.0    0.003412   0.002734
 1160.0    0.003467   0.002785
 1161.0    0.003522   0.002839
 1162.0    0.003577   0.002893
 1163.0    0.003632   0.002947
 1164.0    0.003687   0.003000
 1165.0    0.003742   0.003054
 1166.0    0.003798   0.003110
 1167.0    0.003854   0.003166
 1168.0    0.003910   0.003222
 1169.0    0.003966   0.003278
 1170.0    0.004022   0.003334
 1171.0    0.004079   0.003392
 1172.0    0.004135   0.003450
 1173.0    0.004192   0.003508
 1174.0    0.004249   0.003566
 1175.0    0.004305   0.003623
 1176.0    0.004362   0.003683
 1177.0    0.004419   0.003743
 1178.0    0.004476   0.003803
 1179.0    0.004534   0.003863
 1180.0    0.004591   0.003923
 1181.0    0.004648   0.003984
 1182.0    0.004705   0.004046
 1183.0    0.004763   0.004108
 1184.0    0.004820   0.004169
 1185.0    0.004878   0.004231
 1186.0    0.004935   0.004294
 1187.0    0.004993   0.004358
 1188.0    0.005050   0.004421
 1189.0    0.005108   0.004484
 1190.0    0.005166   0.004548
 1191.0    0.005223   0.004612
 1192.0    0.005281   0.004677
 1193.0    0.005339   0.004742
 1194.0    0.005396   0.004807
 1195.0    0.005454   0.004872
 1196.0    0.005511   0.004938
 1197.0    0.005569   0.005004
 1198.0    0.005626   0.005070
 1199.0    0.005684   0.005136
 1200.0    0.005741   0.005202
 1201.0    0.005799   0.005269
 1202.0    0.005856   0.005337
 1203.0    0.005913   0.005404
 1204.0    0.005970   0.005471
 1205.0    0.006027   0.005538
 1206.0    0.006084   0.005607
 1207.0    0.006141   0.005675
 1208.0    0.006198   0.005743
 1209.0    0.006255   0.005811
 1210.0    0.006312   0.005879
 1211.0    0.006368   0.005948
 1212.0    0.006424   0.006017
 1213.0    0.006481   0.006086
 1214.0    0.006537   0.006155
 1215.0    0.006593   0.006224
 1216.0    0.006649   0.006293
 1217.0    0.006705   0.006363
 1218.0    0.006760   0.006432
 1219.0    0.006816   0.006502
 1220.0    0.006872   0.006571
 1221.0    0.006927   0.006641
 1222.0    0.006982   0.006710
 1223.0    0.007036   0.006780
 1224.0    0.007091   0.006850
 1225.0    0.007146   0.006919
 1226.0    0.007200   0.006989
 1227.0    0.007254   0.007059
 1228.0    0.007308   0.007128
 1229.0    0.007363   0.007198
 1230.0    0.007417   0.007268
 1231.0    0.007470   0.007337
 1232.0    0.007523   0.007407
 1233.0    0.007576   0.007476
 1234.0    0.007629   0.007546
 1235.0    0.007682   0.007615
 1236.0    0.007734   0.007684
 1237.0    0.007786   0.007753
 1238.0    0.007838   0.007822
 1239.0    0.007890   0.007891
 1240.0    0.007943   0.007960
 1241.0    0.007993   0.008028
 1242.0    0.008044   0.008096
 1243.0    0.008095   0.008165
 1244.0    0.008146   0.008233
 1245.0    0.008197   0.008301
 1246.0    0.008247   0.008368
 1247.0    0.008297   0.008435
 1248.0    0.008347   0.008503
 1249.0    0.008397   0.008570
 1250.0    0.008447   0.008637
 1251.0    0.008495   0.008703
 1252.0    0.008544   0.008769
 1253.0    0.008592   0.008834
 1254.0    0.008641   0.008900
 1255.0    0.008690   0.008966
 1256.0    0.008737   0.009030
 1257.0    0.008784   0.009095
 1258.0    0.008832   0.009159
 1259.0    0.008879   0.009223
 1260.0    0.008927   0.009287
 1261.0    0.008973   0.009350
 1262.0    0.009019   0.009413
 1263.0    0.009065   0.009476
 1264.0    0.009112   0.009538
 1265.0    0.009158   0.009601
 1266.0    0.009203   0.009660
 1267.0    0.009247   0.009719
 1268.0    0.009292   0.009778
 1269.0    0.009337   0.009837
 1270.0    0.009382   0.009897
 1271.0    0.009426   0.009955
 1272.0    0.009469   0.010013
 1273.0    0.009513   0.010071
 1274.0    0.009557   0.010129
 1275.0    0.009601   0.010187
 1276.0    0.009643   0.010241
 1277.0    0.009686   0.010296
 1278.0    0.009728   0.010350
 1279.0    0.009771   0.010404
 1280.0    0.009813   0.010459
 1281.0    0.009855   0.010510
 1282.0    0.009896   0.010562
 1283.0    0.009938   0.010614
 1284.0    0.009979   0.010665
 1285.0    0.010020   0.010717
 1286.0    0.010061   0.010765
 1287.0    0.010101   0.010813
 1288.0    0.010141   0.010861
 1289.0    0.010182   0.010909
 1290.0    0.010222   0.010957
 1291.0    0.010261   0.011001
 1292.0    0.010301   0.011046
 1293.0    0.010340   0.011090
 1294.0    0.010380   0.011134
 1295.0    0.010419   0.011179
 1296.0    0.010457   0.011219
 1297.0    0.010496   0.011259
 1298.0    0.010535   0.011299
 1299.0    0.010573   0.011340
 1300.0    0.010612   0.011380
 1301.0    0.010649   0.011416
 1302.0    0.010687   0.011452
 1303.0    0.010725   0.011488
 1304.0    0.010763   0.011524
 1305.0    0.010800   0.011560
 1306.0    0.010838   0.011591
 1307.0    0.010875   0.011622
 1308.0    0.010912   0.011653
 1309.0    0.010949   0.011685
 1310.0    0.010986   0.011716
 1311.0    0.011023   0.011742
 1312.0    0.011060   0.011768
 1313.0    0.011096   0.011795
 1314.0    0.011133   0.011821
 1315.0    0.011170   0.011847
 1316.0    0.011206   0.011868
 1317.0    0.011243   0.011889
 1318.0    0.011279   0.011910
 1319.0    0.011316   0.011931
 1320.0    0.011352   0.011952
 1321.0    0.011388   0.011968
