   W         E0+(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.236697   0.024660
 1075.0   -0.265052   0.063130
 1076.0   -0.293407   0.101601
 1077.0   -0.321762   0.140071
 1078.0   -0.350117   0.178541
 1079.0   -0.378471   0.217012
 1080.0   -0.406826   0.255482
 1081.0   -0.435181   0.293953
 1082.0   -0.463536   0.332423
 1083.0   -0.491891   0.370893
 1084.0   -0.520246   0.409364
 1085.0   -0.548601   0.447834
 1086.0   -0.576958   0.478396
 1087.0   -0.605315   0.508959
 1088.0   -0.633672   0.539522
 1089.0   -0.662028   0.570084
 1090.0   -0.690385   0.600647
 1091.0   -0.718095   0.626641
 1092.0   -0.745805   0.652635
 1093.0   -0.773515   0.678629
 1094.0   -0.801225   0.704623
 1095.0   -0.828934   0.730617
 1096.0   -0.855462   0.753526
 1097.0   -0.881990   0.776434
 1098.0   -0.908518   0.799343
 1099.0   -0.935046   0.822252
 1100.0   -0.961573   0.845160
 1101.0   -0.986511   0.865797
 1102.0   -1.011449   0.886434
 1103.0   -1.036387   0.907071
 1104.0   -1.061324   0.927708
 1105.0   -1.086262   0.948345
 1106.0   -1.109336   0.967215
 1107.0   -1.132409   0.986086
 1108.0   -1.155483   1.004957
 1109.0   -1.178557   1.023828
 1110.0   -1.201630   1.042699
 1111.0   -1.222659   1.060147
 1112.0   -1.243688   1.077595
 1113.0   -1.264717   1.095043
 1114.0   -1.285746   1.112491
 1115.0   -1.306775   1.129939
 1116.0   -1.325658   1.146209
 1117.0   -1.344541   1.162479
 1118.0   -1.363424   1.178749
 1119.0   -1.382308   1.195019
 1120.0   -1.401191   1.211289
 1121.0   -1.417887   1.226569
 1122.0   -1.434583   1.241849
 1123.0   -1.451279   1.257129
 1124.0   -1.467975   1.272408
 1125.0   -1.484671   1.287688
 1126.0   -1.499197   1.302124
 1127.0   -1.513722   1.316560
 1128.0   -1.528248   1.330996
 1129.0   -1.542773   1.345433
 1130.0   -1.557299   1.359869
 1131.0   -1.569694   1.373581
 1132.0   -1.582090   1.387292
 1133.0   -1.594486   1.401004
 1134.0   -1.606881   1.414716
 1135.0   -1.619277   1.428428
 1136.0   -1.629612   1.441514
 1137.0   -1.639946   1.454600
 1138.0   -1.650281   1.467687
 1139.0   -1.660616   1.480773
 1140.0   -1.670950   1.493860
 1141.0   -1.679313   1.506404
 1142.0   -1.687676   1.518949
 1143.0   -1.696039   1.531493
 1144.0   -1.704401   1.544038
 1145.0   -1.712764   1.556582
 1146.0   -1.719253   1.568657
 1147.0   -1.725741   1.580731
 1148.0   -1.732230   1.592806
 1149.0   -1.738719   1.604881
 1150.0   -1.745207   1.616955
 1151.0   -1.749923   1.628621
 1152.0   -1.754639   1.640287
 1153.0   -1.759355   1.651954
 1154.0   -1.764071   1.663620
 1155.0   -1.768787   1.675286
 1156.0   -1.771839   1.686598
 1157.0   -1.774891   1.697909
 1158.0   -1.777944   1.709221
 1159.0   -1.780996   1.720533
 1160.0   -1.784049   1.731844
 1161.0   -1.785543   1.742849
 1162.0   -1.787038   1.753853
 1163.0   -1.788533   1.764858
 1164.0   -1.790028   1.775862
 1165.0   -1.791523   1.786866
 1166.0   -1.791565   1.797605
 1167.0   -1.791607   1.808343
 1168.0   -1.791649   1.819082
 1169.0   -1.791691   1.829820
 1170.0   -1.791733   1.840559
 1171.0   -1.790425   1.851068
 1172.0   -1.789117   1.861576
 1173.0   -1.787809   1.872085
 1174.0   -1.786501   1.882594
 1175.0   -1.785193   1.893103
 1176.0   -1.782634   1.903415
 1177.0   -1.780076   1.913728
 1178.0   -1.777517   1.924040
 1179.0   -1.774958   1.934352
 1180.0   -1.772400   1.944664
 1181.0   -1.768684   1.954809
 1182.0   -1.764968   1.964953
 1183.0   -1.761252   1.975097
 1184.0   -1.757535   1.985241
 1185.0   -1.753819   1.995386
 1186.0   -1.749037   2.005388
 1187.0   -1.744254   2.015390
 1188.0   -1.739471   2.025392
 1189.0   -1.734688   2.035394
 1190.0   -1.729906   2.045396
 1191.0   -1.724142   2.055279
 1192.0   -1.718377   2.065162
 1193.0   -1.712613   2.075045
 1194.0   -1.706849   2.084928
 1195.0   -1.701085   2.094811
 1196.0   -1.694420   2.104595
 1197.0   -1.687755   2.114380
 1198.0   -1.681090   2.124164
 1199.0   -1.674425   2.133949
 1200.0   -1.667759   2.143734
 1201.0   -1.660269   2.153438
 1202.0   -1.652779   2.163143
 1203.0   -1.645288   2.172848
 1204.0   -1.637798   2.182553
 1205.0   -1.630308   2.192258
 1206.0   -1.622066   2.201900
 1207.0   -1.613823   2.211542
 1208.0   -1.605581   2.221184
