   W         M3+(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.000030  -0.000001
 1075.0   -0.000017  -0.000001
 1076.0   -0.000004  -0.000000
 1077.0    0.000010   0.000000
 1078.0    0.000023   0.000000
 1079.0    0.000037   0.000001
 1080.0    0.000050   0.000001
 1081.0    0.000064   0.000001
 1082.0    0.000077   0.000002
 1083.0    0.000091   0.000002
 1084.0    0.000104   0.000002
 1085.0    0.000118   0.000003
 1086.0    0.000135   0.000003
 1087.0    0.000152   0.000004
 1088.0    0.000169   0.000004
 1089.0    0.000187   0.000005
 1090.0    0.000204   0.000005
 1091.0    0.000224   0.000006
 1092.0    0.000245   0.000007
 1093.0    0.000265   0.000007
 1094.0    0.000286   0.000008
 1095.0    0.000307   0.000009
 1096.0    0.000330   0.000010
 1097.0    0.000354   0.000010
 1098.0    0.000378   0.000011
 1099.0    0.000402   0.000012
 1100.0    0.000425   0.000013
 1101.0    0.000452   0.000014
 1102.0    0.000479   0.000016
 1103.0    0.000506   0.000017
 1104.0    0.000533   0.000018
 1105.0    0.000560   0.000019
 1106.0    0.000589   0.000021
 1107.0    0.000619   0.000022
 1108.0    0.000649   0.000024
 1109.0    0.000679   0.000026
 1110.0    0.000709   0.000027
 1111.0    0.000741   0.000029
 1112.0    0.000774   0.000031
 1113.0    0.000807   0.000033
 1114.0    0.000840   0.000035
 1115.0    0.000873   0.000037
 1116.0    0.000908   0.000039
 1117.0    0.000944   0.000042
 1118.0    0.000980   0.000044
 1119.0    0.001016   0.000047
 1120.0    0.001052   0.000049
 1121.0    0.001090   0.000052
 1122.0    0.001129   0.000055
 1123.0    0.001168   0.000058
 1124.0    0.001207   0.000061
 1125.0    0.001246   0.000064
 1126.0    0.001287   0.000068
 1127.0    0.001329   0.000071
 1128.0    0.001371   0.000075
 1129.0    0.001413   0.000079
 1130.0    0.001455   0.000082
 1131.0    0.001500   0.000086
 1132.0    0.001545   0.000091
 1133.0    0.001589   0.000095
 1134.0    0.001634   0.000099
 1135.0    0.001679   0.000104
 1136.0    0.001727   0.000109
 1137.0    0.001775   0.000114
 1138.0    0.001823   0.000119
 1139.0    0.001872   0.000124
 1140.0    0.001920   0.000129
 1141.0    0.001971   0.000135
 1142.0    0.002022   0.000141
 1143.0    0.002073   0.000147
 1144.0    0.002125   0.000153
 1145.0    0.002176   0.000159
 1146.0    0.002230   0.000166
 1147.0    0.002285   0.000173
 1148.0    0.002339   0.000180
 1149.0    0.002394   0.000187
 1150.0    0.002448   0.000194
 1151.0    0.002506   0.000202
 1152.0    0.002564   0.000210
 1153.0    0.002622   0.000218
 1154.0    0.002680   0.000226
 1155.0    0.002738   0.000234
 1156.0    0.002799   0.000243
 1157.0    0.002861   0.000252
 1158.0    0.002922   0.000262
 1159.0    0.002983   0.000271
 1160.0    0.003044   0.000280
 1161.0    0.003109   0.000290
 1162.0    0.003174   0.000301
 1163.0    0.003239   0.000311
 1164.0    0.003304   0.000322
 1165.0    0.003369   0.000332
 1166.0    0.003437   0.000344
 1167.0    0.003506   0.000356
 1168.0    0.003574   0.000368
 1169.0    0.003642   0.000380
 1170.0    0.003711   0.000392
 1171.0    0.003783   0.000405
 1172.0    0.003855   0.000418
 1173.0    0.003927   0.000432
 1174.0    0.004000   0.000445
 1175.0    0.004072   0.000458
 1176.0    0.004148   0.000473
 1177.0    0.004224   0.000488
 1178.0    0.004300   0.000503
 1179.0    0.004376   0.000518
 1180.0    0.004452   0.000533
 1181.0    0.004532   0.000550
 1182.0    0.004612   0.000567
 1183.0    0.004692   0.000583
 1184.0    0.004772   0.000600
 1185.0    0.004852   0.000617
 1186.0    0.004936   0.000635
 1187.0    0.005020   0.000654
 1188.0    0.005104   0.000672
 1189.0    0.005188   0.000691
 1190.0    0.005272   0.000709
 1191.0    0.005360   0.000730
 1192.0    0.005448   0.000750
 1193.0    0.005536   0.000771
 1194.0    0.005624   0.000791
 1195.0    0.005713   0.000812
 1196.0    0.005805   0.000834
 1197.0    0.005898   0.000856
 1198.0    0.005990   0.000879
 1199.0    0.006083   0.000901
 1200.0    0.006175   0.000924
 1201.0    0.006272   0.000949
 1202.0    0.006369   0.000973
 1203.0    0.006466   0.000998
 1204.0    0.006563   0.001023
 1205.0    0.006660   0.001047
 1206.0    0.006761   0.001074
