   W         E1+(pi0_p)
 (MeV)      Re         Im
 1074.0    0.000114  -0.022743
 1075.0   -0.000670  -0.026060
 1076.0   -0.001454  -0.029378
 1077.0   -0.002238  -0.032695
 1078.0   -0.003021  -0.036013
 1079.0   -0.003805  -0.039330
 1080.0   -0.004589  -0.042648
 1081.0   -0.005373  -0.045965
 1082.0   -0.006156  -0.049283
 1083.0   -0.006940  -0.052600
 1084.0   -0.007724  -0.055918
 1085.0   -0.008508  -0.059235
 1086.0   -0.009450  -0.062373
 1087.0   -0.010393  -0.065510
 1088.0   -0.011336  -0.068647
 1089.0   -0.012278  -0.071784
 1090.0   -0.013221  -0.074922
 1091.0   -0.014310  -0.078121
 1092.0   -0.015398  -0.081321
 1093.0   -0.016487  -0.084521
 1094.0   -0.017576  -0.087721
 1095.0   -0.018664  -0.090921
 1096.0   -0.019882  -0.094311
 1097.0   -0.021100  -0.097702
 1098.0   -0.022318  -0.101092
 1099.0   -0.023535  -0.104483
 1100.0   -0.024753  -0.107874
 1101.0   -0.026078  -0.111547
 1102.0   -0.027404  -0.115220
 1103.0   -0.028729  -0.118893
 1104.0   -0.030054  -0.122566
 1105.0   -0.031379  -0.126239
 1106.0   -0.032784  -0.130271
 1107.0   -0.034189  -0.134304
 1108.0   -0.035594  -0.138337
 1109.0   -0.036999  -0.142370
 1110.0   -0.038404  -0.146403
 1111.0   -0.039852  -0.150869
 1112.0   -0.041301  -0.155334
 1113.0   -0.042749  -0.159800
 1114.0   -0.044198  -0.164266
 1115.0   -0.045646  -0.168731
 1116.0   -0.047092  -0.173702
 1117.0   -0.048537  -0.178672
 1118.0   -0.049982  -0.183642
 1119.0   -0.051428  -0.188613
 1120.0   -0.052873  -0.193583
 1121.0   -0.054255  -0.199132
 1122.0   -0.055637  -0.204681
 1123.0   -0.057019  -0.210229
 1124.0   -0.058401  -0.215778
 1125.0   -0.059783  -0.221327
 1126.0   -0.061024  -0.227529
 1127.0   -0.062265  -0.233731
 1128.0   -0.063506  -0.239933
 1129.0   -0.064747  -0.246135
 1130.0   -0.065988  -0.252337
 1131.0   -0.066989  -0.259269
 1132.0   -0.067989  -0.266201
 1133.0   -0.068989  -0.273133
 1134.0   -0.069989  -0.280064
 1135.0   -0.070990  -0.286996
 1136.0   -0.071622  -0.294732
 1137.0   -0.072254  -0.302468
 1138.0   -0.072887  -0.310204
 1139.0   -0.073519  -0.317941
 1140.0   -0.074152  -0.325677
 1141.0   -0.074255  -0.334285
 1142.0   -0.074358  -0.342894
 1143.0   -0.074462  -0.351502
 1144.0   -0.074565  -0.360111
 1145.0   -0.074668  -0.368720
 1146.0   -0.074040  -0.378255
 1147.0   -0.073411  -0.387791
 1148.0   -0.072783  -0.397327
 1149.0   -0.072155  -0.406862
 1150.0   -0.071526  -0.416398
 1151.0   -0.069915  -0.426889
 1152.0   -0.068303  -0.437380
 1153.0   -0.066692  -0.447870
 1154.0   -0.065081  -0.458361
 1155.0   -0.063469  -0.468852
 1156.0   -0.060569  -0.480281
 1157.0   -0.057669  -0.491711
 1158.0   -0.054769  -0.503140
 1159.0   -0.051869  -0.514570
 1160.0   -0.048969  -0.525999
 1161.0   -0.044417  -0.538280
 1162.0   -0.039866  -0.550562
 1163.0   -0.035315  -0.562843
 1164.0   -0.030764  -0.575125
 1165.0   -0.026213  -0.587406
 1166.0   -0.019599  -0.600349
 1167.0   -0.012985  -0.613292
 1168.0   -0.006371  -0.626235
 1169.0    0.000243  -0.639178
 1170.0    0.006857  -0.652121
 1171.0    0.015972  -0.665390
 1172.0    0.025086  -0.678658
 1173.0    0.034201  -0.691927
 1174.0    0.043316  -0.705195
 1175.0    0.052431  -0.718464
 1176.0    0.064467  -0.731535
 1177.0    0.076503  -0.744607
 1178.0    0.088539  -0.757678
 1179.0    0.100575  -0.770750
 1180.0    0.112611  -0.783822
 1181.0    0.127891  -0.795954
 1182.0    0.143171  -0.808087
 1183.0    0.158451  -0.820220
 1184.0    0.173731  -0.832353
 1185.0    0.189010  -0.844485
 1186.0    0.207650  -0.854721
 1187.0    0.226289  -0.864956
 1188.0    0.244929  -0.875192
 1189.0    0.263568  -0.885427
 1190.0    0.282208  -0.895663
 1191.0    0.303986  -0.902887
 1192.0    0.325764  -0.910112
 1193.0    0.347542  -0.917337
 1194.0    0.369320  -0.924562
 1195.0    0.391098  -0.931787
 1196.0    0.415348  -0.934878
 1197.0    0.439597  -0.937969
 1198.0    0.463847  -0.941061
 1199.0    0.488096  -0.944152
 1200.0    0.512345  -0.947243
 1201.0    0.537920  -0.945288
 1202.0    0.563494  -0.943332
 1203.0    0.589068  -0.941377
 1204.0    0.614643  -0.939422
 1205.0    0.640217  -0.937467
 1206.0    0.665593  -0.930007
 1207.0    0.690969  -0.922547
 1208.0    0.716345  -0.915087
 1209.0    0.741721  -0.907627
 1210.0    0.767096  -0.900167
 1211.0    0.790625  -0.887369
 1212.0    0.814154  -0.874571
 1213.0    0.837683  -0.861773
 1214.0    0.861212  -0.848975
 1215.0    0.884741  -0.836177
 1216.0    0.904943  -0.818843
 1217.0    0.925145  -0.801510
 1218.0    0.945346  -0.784176
 1219.0    0.965548  -0.766843
 1220.0    0.985750  -0.749509
 1221.0    1.001597  -0.728912
 1222.0    1.017445  -0.708315
 1223.0    1.033292  -0.687717
 1224.0    1.049139  -0.667120
 1225.0    1.064987  -0.646523
 1226.0    1.076036  -0.624128
 1227.0    1.087086  -0.601733
 1228.0    1.098135  -0.579338
