   W         E3-(pi0_p)
 (MeV)      Re         Im
 1074.0   -0.000071   0.000002
 1075.0   -0.000043   0.000001
 1076.0   -0.000016   0.000000
 1077.0    0.000011  -0.000000
 1078.0    0.000038  -0.000001
 1079.0    0.000065  -0.000002
 1080.0    0.000092  -0.000002
 1081.0    0.000119  -0.000003
 1082.0    0.000147  -0.000003
 1083.0    0.000174  -0.000004
 1084.0    0.000201  -0.000005
 1085.0    0.000228  -0.000005
 1086.0    0.000266  -0.000006
 1087.0    0.000303  -0.000007
 1088.0    0.000341  -0.000008
 1089.0    0.000379  -0.000009
 1090.0    0.000416  -0.000010
 1091.0    0.000465  -0.000011
 1092.0    0.000513  -0.000012
 1093.0    0.000562  -0.000013
 1094.0    0.000610  -0.000014
 1095.0    0.000659  -0.000015
 1096.0    0.000719  -0.000017
 1097.0    0.000779  -0.000018
 1098.0    0.000838  -0.000020
 1099.0    0.000898  -0.000021
 1100.0    0.000958  -0.000023
 1101.0    0.001030  -0.000024
 1102.0    0.001102  -0.000026
 1103.0    0.001174  -0.000028
 1104.0    0.001246  -0.000030
 1105.0    0.001318  -0.000032
 1106.0    0.001402  -0.000034
 1107.0    0.001487  -0.000036
 1108.0    0.001572  -0.000038
 1109.0    0.001656  -0.000040
 1110.0    0.001741  -0.000043
 1111.0    0.001839  -0.000045
 1112.0    0.001938  -0.000048
 1113.0    0.002036  -0.000050
 1114.0    0.002134  -0.000053
 1115.0    0.002232  -0.000056
 1116.0    0.002345  -0.000059
 1117.0    0.002457  -0.000062
 1118.0    0.002570  -0.000065
 1119.0    0.002682  -0.000068
 1120.0    0.002795  -0.000071
 1121.0    0.002922  -0.000074
 1122.0    0.003050  -0.000078
 1123.0    0.003178  -0.000081
 1124.0    0.003305  -0.000085
 1125.0    0.003433  -0.000088
 1126.0    0.003576  -0.000092
 1127.0    0.003720  -0.000096
 1128.0    0.003863  -0.000100
 1129.0    0.004007  -0.000104
 1130.0    0.004150  -0.000108
 1131.0    0.004311  -0.000113
 1132.0    0.004471  -0.000118
 1133.0    0.004631  -0.000122
 1134.0    0.004791  -0.000127
 1135.0    0.004951  -0.000131
 1136.0    0.005129  -0.000136
 1137.0    0.005307  -0.000141
 1138.0    0.005485  -0.000146
 1139.0    0.005662  -0.000151
 1140.0    0.005840  -0.000156
 1141.0    0.006036  -0.000162
 1142.0    0.006232  -0.000167
 1143.0    0.006428  -0.000173
 1144.0    0.006624  -0.000178
 1145.0    0.006820  -0.000184
 1146.0    0.007035  -0.000190
 1147.0    0.007250  -0.000196
 1148.0    0.007465  -0.000202
 1149.0    0.007680  -0.000208
 1150.0    0.007895  -0.000214
 1151.0    0.008130  -0.000220
 1152.0    0.008365  -0.000227
 1153.0    0.008600  -0.000233
 1154.0    0.008835  -0.000240
 1155.0    0.009070  -0.000246
 1156.0    0.009325  -0.000253
 1157.0    0.009581  -0.000260
 1158.0    0.009836  -0.000266
 1159.0    0.010092  -0.000273
 1160.0    0.010348  -0.000280
 1161.0    0.010625  -0.000287
 1162.0    0.010902  -0.000295
 1163.0    0.011179  -0.000302
 1164.0    0.011456  -0.000309
 1165.0    0.011733  -0.000316
 1166.0    0.012032  -0.000324
 1167.0    0.012332  -0.000331
 1168.0    0.012631  -0.000339
 1169.0    0.012930  -0.000346
 1170.0    0.013229  -0.000353
 1171.0    0.013552  -0.000361
 1172.0    0.013874  -0.000369
 1173.0    0.014196  -0.000376
 1174.0    0.014519  -0.000384
 1175.0    0.014841  -0.000392
 1176.0    0.015187  -0.000399
 1177.0    0.015533  -0.000407
 1178.0    0.015879  -0.000415
 1179.0    0.016225  -0.000423
 1180.0    0.016571  -0.000430
 1181.0    0.016942  -0.000438
 1182.0    0.017312  -0.000446
 1183.0    0.017683  -0.000453
 1184.0    0.018054  -0.000461
 1185.0    0.018424  -0.000469
 1186.0    0.018820  -0.000476
 1187.0    0.019216  -0.000484
 1188.0    0.019612  -0.000491
 1189.0    0.020008  -0.000499
 1190.0    0.020404  -0.000506
 1191.0    0.020826  -0.000514
 1192.0    0.021248  -0.000521
 1193.0    0.021670  -0.000528
 1194.0    0.022091  -0.000535
 1195.0    0.022513  -0.000542
 1196.0    0.022962  -0.000549
 1197.0    0.023411  -0.000556
 1198.0    0.023859  -0.000562
 1199.0    0.024308  -0.000569
 1200.0    0.024757  -0.000576
 1201.0    0.025233  -0.000581
 1202.0    0.025709  -0.000587
 1203.0    0.026185  -0.000593
 1204.0    0.026661  -0.000599
 1205.0    0.027138  -0.000605
 1206.0    0.027642  -0.000610
 1207.0    0.028146  -0.000615
 1208.0    0.028651  -0.000620
 1209.0    0.029155  -0.000625
 1210.0    0.029660  -0.000630
 1211.0    0.030193  -0.000634
 1212.0    0.030726  -0.000638
 1213.0    0.031259  -0.000642
 1214.0    0.031793  -0.000646
 1215.0    0.032326  -0.000650
 1216.0    0.032889  -0.000652
 1217.0    0.033452  -0.000654
 1218.0    0.034014  -0.000657
 1219.0    0.034577  -0.000659
 1220.0    0.035140  -0.000662
 1221.0    0.035733  -0.000662
 1222.0    0.036327  -0.000663
 1223.0    0.036920  -0.000664
 1224.0    0.037513  -0.000664
 1225.0    0.038106  -0.000665
 1226.0    0.038730  -0.000664
 1227.0    0.039354  -0.000662
 1228.0    0.039978  -0.000661
 1229.0    0.040603  -0.000660
 1230.0    0.041227  -0.000658
 1231.0    0.041882  -0.000654
 1232.0    0.042538  -0.000651
 1233.0    0.043194  -0.000647
 1234.0    0.043850  -0.000643
 1235.0    0.044505  -0.000640
 1236.0    0.045193  -0.000633
 1237.0    0.045881  -0.000627
 1238.0    0.046569  -0.000620
