   W         M2-(pi0_p)
 (MeV)      Re         Im
 1074.0    0.000085   0.000056
 1075.0    0.000626   0.000147
 1076.0    0.001166   0.000237
 1077.0    0.001707   0.000328
 1078.0    0.002248   0.000418
 1079.0    0.002788   0.000509
 1080.0    0.003329   0.000599
 1081.0    0.003869   0.000690
 1082.0    0.004410   0.000780
 1083.0    0.004951   0.000871
 1084.0    0.005491   0.000961
 1085.0    0.006032   0.001052
 1086.0    0.006614   0.001143
 1087.0    0.007196   0.001234
 1088.0    0.007778   0.001326
 1089.0    0.008361   0.001417
 1090.0    0.008943   0.001508
 1091.0    0.009568   0.001600
 1092.0    0.010194   0.001691
 1093.0    0.010819   0.001783
 1094.0    0.011444   0.001874
 1095.0    0.012069   0.001966
 1096.0    0.012739   0.002057
 1097.0    0.013409   0.002148
 1098.0    0.014078   0.002240
 1099.0    0.014748   0.002331
 1100.0    0.015418   0.002422
 1101.0    0.016133   0.002513
 1102.0    0.016848   0.002604
 1103.0    0.017564   0.002694
 1104.0    0.018279   0.002785
 1105.0    0.018995   0.002876
 1106.0    0.019757   0.002965
 1107.0    0.020520   0.003055
 1108.0    0.021283   0.003145
 1109.0    0.022045   0.003234
 1110.0    0.022808   0.003324
 1111.0    0.023619   0.003412
 1112.0    0.024430   0.003501
 1113.0    0.025242   0.003589
 1114.0    0.026053   0.003677
 1115.0    0.026864   0.003766
 1116.0    0.027726   0.003853
 1117.0    0.028587   0.003939
 1118.0    0.029449   0.004026
 1119.0    0.030310   0.004113
 1120.0    0.031172   0.004200
 1121.0    0.032085   0.004285
 1122.0    0.032998   0.004370
 1123.0    0.033911   0.004455
 1124.0    0.034824   0.004541
 1125.0    0.035737   0.004626
 1126.0    0.036704   0.004709
 1127.0    0.037670   0.004793
 1128.0    0.038637   0.004876
 1129.0    0.039603   0.004960
 1130.0    0.040570   0.005043
 1131.0    0.041591   0.005125
 1132.0    0.042612   0.005207
 1133.0    0.043634   0.005288
 1134.0    0.044655   0.005370
 1135.0    0.045677   0.005452
 1136.0    0.046754   0.005532
 1137.0    0.047832   0.005612
 1138.0    0.048910   0.005692
 1139.0    0.049988   0.005772
 1140.0    0.051066   0.005853
 1141.0    0.052202   0.005931
 1142.0    0.053339   0.006010
 1143.0    0.054475   0.006089
 1144.0    0.055611   0.006167
 1145.0    0.056747   0.006246
 1146.0    0.057943   0.006324
 1147.0    0.059139   0.006401
 1148.0    0.060336   0.006479
 1149.0    0.061532   0.006557
 1150.0    0.062728   0.006634
 1151.0    0.063986   0.006711
 1152.0    0.065244   0.006788
 1153.0    0.066502   0.006865
 1154.0    0.067760   0.006942
 1155.0    0.069018   0.007019
 1156.0    0.070340   0.007095
 1157.0    0.071661   0.007172
 1158.0    0.072983   0.007248
 1159.0    0.074304   0.007325
 1160.0    0.075626   0.007402
 1161.0    0.077013   0.007479
 1162.0    0.078400   0.007556
 1163.0    0.079787   0.007633
 1164.0    0.081174   0.007709
 1165.0    0.082561   0.007786
 1166.0    0.084015   0.007864
 1167.0    0.085470   0.007942
 1168.0    0.086924   0.008020
 1169.0    0.088378   0.008098
 1170.0    0.089833   0.008176
 1171.0    0.091357   0.008256
 1172.0    0.092880   0.008336
 1173.0    0.094404   0.008415
 1174.0    0.095928   0.008495
 1175.0    0.097451   0.008575
 1176.0    0.099046   0.008657
 1177.0    0.100641   0.008740
 1178.0    0.102237   0.008822
 1179.0    0.103832   0.008905
 1180.0    0.105427   0.008987
 1181.0    0.107095   0.009073
 1182.0    0.108764   0.009160
 1183.0    0.110432   0.009246
 1184.0    0.112101   0.009332
 1185.0    0.113769   0.009418
 1186.0    0.115513   0.009509
 1187.0    0.117257   0.009600
 1188.0    0.119001   0.009691
 1189.0    0.120745   0.009782
 1190.0    0.122489   0.009873
 1191.0    0.124311   0.009970
 1192.0    0.126132   0.010067
 1193.0    0.127954   0.010164
 1194.0    0.129776   0.010261
 1195.0    0.131598   0.010358
 1196.0    0.133499   0.010462
 1197.0    0.135401   0.010567
 1198.0    0.137303   0.010671
 1199.0    0.139204   0.010776
 1200.0    0.141106   0.010880
 1201.0    0.143090   0.010993
 1202.0    0.145074   0.011107
 1203.0    0.147058   0.011220
 1204.0    0.149042   0.011333
 1205.0    0.151026   0.011446
 1206.0    0.153095   0.011570
 1207.0    0.155163   0.011694
 1208.0    0.157232   0.011817
 1209.0    0.159301   0.011941
 1210.0    0.161369   0.012065
 1211.0    0.163525   0.012201
 1212.0    0.165681   0.012337
 1213.0    0.167837   0.012473
 1214.0    0.169992   0.012609
 1215.0    0.172148   0.012746
 1216.0    0.174394   0.012896
 1217.0    0.176639   0.013047
 1218.0    0.178885   0.013198
 1219.0    0.181130   0.013349
 1220.0    0.183376   0.013499
 1221.0    0.185714   0.013667
 1222.0    0.188052   0.013834
 1223.0    0.190390   0.014002
 1224.0    0.192728   0.014169
 1225.0    0.195066   0.014337
 1226.0    0.197499   0.014524
 1227.0    0.199933   0.014711
 1228.0    0.202367   0.014897
 1229.0    0.204800   0.015084
 1230.0    0.207234   0.015271
 1231.0    0.209766   0.015479
 1232.0    0.212298   0.015688
 1233.0    0.214830   0.015897
 1234.0    0.217362   0.016105
 1235.0    0.219894   0.016314
 1236.0    0.222528   0.016547
 1237.0    0.225163   0.016781
 1238.0    0.227797   0.017014
 1239.0    0.230431   0.017248
 1240.0    0.233065   0.017481
 1241.0    0.235804   0.017743
 1242.0    0.238544   0.018004
 1243.0    0.241283   0.018265
 1244.0    0.244023   0.018527
 1245.0    0.246762   0.018788
 1246.0    0.249611   0.019081
 1247.0    0.252460   0.019374
 1248.0    0.255308   0.019667
 1249.0    0.258157   0.019960
 1250.0    0.261006   0.020253
 1251.0    0.263968   0.020582
 1252.0    0.266930   0.020910
 1253.0    0.269892   0.021239
 1254.0    0.272853   0.021567
 1255.0    0.275815   0.021896
 1256.0    0.278895   0.022264
 1257.0    0.281974   0.022632
 1258.0    0.285053   0.023001
 1259.0    0.288132   0.023369
 1260.0    0.291212   0.023737
 1261.0    0.294413   0.024150
 1262.0    0.297614   0.024562
 1263.0    0.300815   0.024974
 1264.0    0.304017   0.025387
 1265.0    0.307218   0.025799
 1266.0    0.310547   0.026264
 1267.0    0.313875   0.026729
 1268.0    0.317204   0.027194
 1269.0    0.320532   0.027659
 1270.0    0.323861   0.028124
 1271.0    0.327321   0.028643
 1272.0    0.330782   0.029162
 1273.0    0.334242   0.029681
 1274.0    0.337703   0.030200
 1275.0    0.341164   0.030720
 1276.0    0.344762   0.031304
 1277.0    0.348360   0.031888
 1278.0    0.351959   0.032473
 1279.0    0.355557   0.033057
 1280.0    0.359156   0.033642
 1281.0    0.362898   0.034297
 1282.0    0.366641   0.034953
 1283.0    0.370384   0.035608
 1284.0    0.374126   0.036264
 1285.0    0.377869   0.036919
 1286.0    0.381762   0.037657
 1287.0    0.385654   0.038395
 1288.0    0.389547   0.039132
 1289.0    0.393440   0.039870
 1290.0    0.397333   0.040607
 1291.0    0.401383   0.041437
 1292.0    0.405433   0.042266
