   W          M2+(pi0_p)
 (MeV)       Re        Im
 1073.30   -0.00005   0.00000
 1073.40   -0.00014   0.00000
 1073.50   -0.00022   0.00000
 1073.60   -0.00030   0.00000
 1073.70   -0.00039   0.00000
 1073.80   -0.00047   0.00000
 1073.90   -0.00055   0.00000
 1074.00   -0.00064   0.00000
 1074.10   -0.00072   0.00000
 1074.20   -0.00080   0.00000
 1074.30   -0.00089   0.00000
 1074.40   -0.00097   0.00000
 1074.50   -0.00105   0.00000
 1074.60   -0.00114   0.00000
 1074.70   -0.00122   0.00000
 1074.80   -0.00130   0.00000
 1074.90   -0.00139   0.00000
 1075.00   -0.00147   0.00000
 1075.10   -0.00155   0.00000
 1075.20   -0.00163   0.00000
 1075.30   -0.00172   0.00000
 1075.40   -0.00180   0.00000
 1075.50   -0.00188   0.00000
 1075.60   -0.00197   0.00000
 1075.70   -0.00205   0.00000
 1075.80   -0.00213   0.00000
 1075.90   -0.00221   0.00000
 1076.00   -0.00230   0.00000
 1076.10   -0.00238   0.00000
 1076.20   -0.00246   0.00000
 1076.30   -0.00254   0.00000
 1076.40   -0.00263   0.00000
 1076.50   -0.00271   0.00000
 1076.60   -0.00279   0.00000
 1076.70   -0.00287   0.00000
 1076.80   -0.00296   0.00000
 1076.90   -0.00304   0.00000
 1077.00   -0.00312   0.00000
 1077.10   -0.00320   0.00000
 1077.20   -0.00328   0.00000
 1077.30   -0.00337   0.00000
 1077.40   -0.00345   0.00000
 1077.50   -0.00353   0.00000
 1077.60   -0.00361   0.00000
 1077.70   -0.00369   0.00000
 1077.80   -0.00378   0.00000
 1077.90   -0.00386   0.00000
 1078.00   -0.00394   0.00000
 1078.10   -0.00402   0.00000
 1078.20   -0.00410   0.00000
 1078.30   -0.00418   0.00000
 1078.40   -0.00427   0.00000
 1078.50   -0.00435   0.00000
 1078.60   -0.00443   0.00000
 1078.70   -0.00451   0.00000
 1078.80   -0.00459   0.00000
 1078.90   -0.00467   0.00000
 1079.00   -0.00476   0.00000
 1079.10   -0.00484   0.00000
 1079.20   -0.00492   0.00000
 1079.30   -0.00500   0.00000
 1079.40   -0.00508   0.00000
 1079.50   -0.00516   0.00000
 1079.60   -0.00524   0.00000
 1079.70   -0.00532   0.00000
 1079.80   -0.00541   0.00000
 1079.90   -0.00549   0.00000
 1080.00   -0.00557   0.00000
 1080.10   -0.00565   0.00000
 1080.20   -0.00573   0.00000
 1080.30   -0.00581   0.00000
 1080.40   -0.00589   0.00000
 1080.50   -0.00597   0.00000
 1080.60   -0.00605   0.00000
 1080.70   -0.00613   0.00000
 1080.80   -0.00621   0.00000
 1080.90   -0.00630   0.00000
 1081.00   -0.00638   0.00000
 1081.10   -0.00646   0.00000
 1081.20   -0.00654   0.00000
 1081.30   -0.00662   0.00000
 1081.40   -0.00670   0.00000
 1081.50   -0.00678   0.00000
 1081.60   -0.00686   0.00000
 1081.70   -0.00694   0.00000
 1081.80   -0.00702   0.00000
 1081.90   -0.00710   0.00000
 1082.00   -0.00718   0.00000
 1082.10   -0.00726   0.00000
 1082.20   -0.00734   0.00000
 1082.30   -0.00742   0.00000
 1082.40   -0.00750   0.00000
 1082.50   -0.00758   0.00000
 1082.60   -0.00766   0.00000
 1082.70   -0.00774   0.00000
 1082.80   -0.00782   0.00000
 1082.90   -0.00790   0.00000
 1083.00   -0.00798   0.00000
 1083.10   -0.00806   0.00000
 1083.20   -0.00814   0.00000
 1083.30   -0.00822   0.00000
 1083.40   -0.00830   0.00000
 1083.50   -0.00838   0.00000
 1083.60   -0.00846   0.00000
 1083.70   -0.00854   0.00000
 1083.80   -0.00862   0.00000
 1083.90   -0.00870   0.00000
 1084.00   -0.00878   0.00000
 1084.10   -0.00885   0.00000
 1084.20   -0.00893   0.00000
 1084.30   -0.00901   0.00000
 1084.40   -0.00909   0.00000
 1084.50   -0.00917   0.00000
 1084.60   -0.00925   0.00000
 1084.70   -0.00933   0.00000
 1084.80   -0.00941   0.00000
 1084.90   -0.00949   0.00000
 1085.00   -0.00957   0.00000
 1085.10   -0.00964   0.00000
 1085.20   -0.00972   0.00000
 1085.30   -0.00980   0.00000
 1085.40   -0.00988   0.00000
 1085.50   -0.00996   0.00000
 1085.60   -0.01004   0.00000
 1085.70   -0.01012   0.00000
 1085.80   -0.01020   0.00000
 1085.90   -0.01027   0.00000
 1086.00   -0.01035   0.00000
 1086.10   -0.01043   0.00000
 1086.20   -0.01051   0.00000
 1086.30   -0.01059   0.00000
 1086.40   -0.01067   0.00000
 1086.50   -0.01074   0.00000
 1086.60   -0.01082   0.00000
 1086.70   -0.01090   0.00000
 1086.80   -0.01098   0.00000
 1086.90   -0.01106   0.00000
 1087.00   -0.01113   0.00000
 1087.10   -0.01121   0.00000
 1087.20   -0.01129   0.00000
 1087.30   -0.01137   0.00000
 1087.40   -0.01145   0.00000
 1087.50   -0.01152   0.00000
 1087.60   -0.01160   0.00000
 1087.70   -0.01168   0.00000
 1087.80   -0.01176   0.00000
 1087.90   -0.01183   0.00000
 1088.00   -0.01191   0.00000
 1088.10   -0.01199   0.00000
 1088.20   -0.01207   0.00000
 1088.30   -0.01214   0.00000
 1088.40   -0.01222   0.00000
 1088.50   -0.01230   0.00000
 1088.60   -0.01237   0.00000
 1088.70   -0.01245   0.00000
 1088.80   -0.01253   0.00000
 1088.90   -0.01261   0.00000
 1089.00   -0.01268   0.00000
 1089.10   -0.01276   0.00000
 1089.20   -0.01284   0.00000
 1089.30   -0.01291   0.00000
 1089.40   -0.01299   0.00000
 1089.50   -0.01307   0.00000
 1089.60   -0.01314   0.00000
 1089.70   -0.01322   0.00000
 1089.80   -0.01330   0.00000
 1089.90   -0.01337   0.00000
 1090.00   -0.01345   0.00000
 1090.10   -0.01353   0.00000
 1090.20   -0.01360   0.00000
 1090.30   -0.01368   0.00000
 1090.40   -0.01376   0.00000
 1090.50   -0.01383   0.00000
 1090.60   -0.01391   0.00000
 1090.70   -0.01398   0.00000
 1090.80   -0.01406   0.00000
 1090.90   -0.01414   0.00000
 1091.00   -0.01421   0.00000
 1091.10   -0.01429   0.00000
 1091.20   -0.01436   0.00000
 1091.30   -0.01444   0.00000
 1091.40   -0.01452   0.00000
 1091.50   -0.01459   0.00000
 1091.60   -0.01467   0.00000
 1091.70   -0.01474   0.00000
 1091.80   -0.01482   0.00000
 1091.90   -0.01489   0.00000
 1092.00   -0.01497   0.00000
 1092.10   -0.01504   0.00000
 1092.20   -0.01512   0.00000
 1092.30   -0.01520   0.00000
 1092.40   -0.01527   0.00000
 1092.50   -0.01535   0.00000
 1092.60   -0.01542   0.00000
 1092.70   -0.01550   0.00000
