   W          E0+(pi0_p)
 (MeV)       Re        Im
1073.524   -1.0254    0.0000
1073.961   -1.0018    0.0000
1074.397   -0.9771    0.0000
1074.834   -0.9510    0.0000
1075.270   -0.9235    0.0000
1075.707   -0.8940    0.0000
1076.143   -0.8624    0.0000
1076.578   -0.8281    0.0000
1077.014   -0.7903    0.0000
1077.450   -0.7480    0.0000
1077.885   -0.6990    0.0000
1078.320   -0.6394    0.0000
1078.755   -0.5584    0.0000
1079.190   -0.3767    0.0712
1079.624   -0.3838    0.2132
1080.059   -0.3909    0.2925
1080.493   -0.3980    0.3540
1080.927   -0.4050    0.4059
1081.361   -0.4121    0.4515
1081.795   -0.4192    0.4926
1082.229   -0.4263    0.5302
1082.662   -0.4334    0.5650
1083.095   -0.4405    0.5975
1083.528   -0.4476    0.6281
1083.961   -0.4547    0.6570
1084.394   -0.4618    0.6844
1084.826   -0.4689    0.7105
1085.259   -0.4760    0.7355
1085.691   -0.4831    0.7595
1086.123   -0.4902    0.7825
1086.555   -0.4973    0.8046
1086.987   -0.5044    0.8260
1087.418   -0.5114    0.8466
1087.849   -0.5185    0.8665
1088.281   -0.5256    0.8858
1088.712   -0.5327    0.9044
1089.142   -0.5398    0.9226
1089.573   -0.5469    0.9402
1090.003   -0.5540    0.9572
1090.434   -0.5611    0.9739
1090.864   -0.5682    0.9900
1091.294   -0.5753    1.0057
1091.724   -0.5824    1.0211
1092.153   -0.5895    1.0360
1092.583   -0.5966    1.0506
1093.012   -0.6037    1.0648
1093.441   -0.6108    1.0786
1093.870   -0.6178    1.0921
1094.299   -0.6249    1.1053
1094.728   -0.6320    1.1182
1095.156   -0.6391    1.1308
1095.584   -0.6462    1.1431
1096.012   -0.6533    1.1551
1096.440   -0.6604    1.1668
1096.868   -0.6675    1.1783
1097.296   -0.6746    1.1895
1097.723   -0.6817    1.2005
1098.151   -0.6888    1.2112
1098.578   -0.6959    1.2217
1099.005   -0.7030    1.2320
1099.431   -0.7101    1.2420
1099.858   -0.7172    1.2518
1100.285   -0.7242    1.2614
1100.711   -0.7313    1.2708
1101.137   -0.7384    1.2800
1101.563   -0.7455    1.2890
1101.989   -0.7526    1.2978
1102.414   -0.7597    1.3064
1102.840   -0.7668    1.3148
1103.265   -0.7739    1.3230
1103.690   -0.7810    1.3311
1104.115   -0.7881    1.3389
1104.540   -0.7952    1.3466
1104.965   -0.8023    1.3541
1105.389   -0.8094    1.3615
1105.814   -0.8165    1.3687
1106.238   -0.8235    1.3757
1106.662   -0.8306    1.3825
1107.086   -0.8377    1.3892
1107.509   -0.8448    1.3958
1107.933   -0.8519    1.4022
1108.356   -0.8590    1.4084
1108.779   -0.8661    1.4145
1109.202   -0.8732    1.4205
1109.625   -0.8803    1.4263
1110.048   -0.8874    1.4319
1110.470   -0.8945    1.4374
1110.893   -0.9016    1.4428
1111.315   -0.9087    1.4480
1111.737   -0.9158    1.4531
1112.159   -0.9229    1.4581
1112.581   -0.9299    1.4629
1113.002   -0.9370    1.4676
1113.424   -0.9441    1.4722
1113.845   -0.9512    1.4766
1114.266   -0.9583    1.4810
1114.687   -0.9654    1.4851
1115.108   -0.9725    1.4892
1115.529   -0.9796    1.4932
1115.949   -0.9867    1.4970
1116.369   -0.9938    1.5007
1116.789   -1.0009    1.5042
1117.209   -1.0080    1.5077
1117.629   -1.0151    1.5110
1118.049   -1.0222    1.5143
1118.469   -1.0293    1.5174
1118.888   -1.0363    1.5204
1119.307   -1.0434    1.5233
1119.726   -1.0505    1.5260
1120.145   -1.0576    1.5287
1120.564   -1.0647    1.5312
