   W          M1-(pi0_p)
 (MeV)       Re        Im
1073.524   -3.8079    0.0000
1073.961   -3.7941    0.0000
1074.397   -3.7802    0.0000
1074.834   -3.7663    0.0000
1075.270   -3.7525    0.0000
1075.707   -3.7386    0.0000
1076.143   -3.7248    0.0000
1076.578   -3.7109    0.0000
1077.014   -3.6970    0.0000
1077.450   -3.6832    0.0000
1077.885   -3.6693    0.0000
1078.320   -3.6554    0.0000
1078.755   -3.6416    0.0000
1079.190   -3.6277    0.0000
1079.624   -3.6138    0.0000
1080.059   -3.6000    0.0000
1080.493   -3.5861    0.0000
1080.927   -3.5723    0.0000
1081.361   -3.5584    0.0000
1081.795   -3.5445    0.0000
1082.229   -3.5307    0.0000
1082.662   -3.5168    0.0000
1083.095   -3.5029    0.0000
1083.528   -3.4891    0.0000
1083.961   -3.4752    0.0000
1084.394   -3.4613    0.0000
1084.826   -3.4475    0.0000
1085.259   -3.4336    0.0000
1085.691   -3.4197    0.0000
1086.123   -3.4059    0.0000
1086.555   -3.3920    0.0000
1086.987   -3.3782    0.0000
1087.418   -3.3643    0.0000
1087.849   -3.3504    0.0000
1088.281   -3.3366    0.0000
1088.712   -3.3227    0.0000
1089.142   -3.3088    0.0000
1089.573   -3.2950    0.0000
1090.003   -3.2811    0.0000
1090.434   -3.2672    0.0000
1090.864   -3.2534    0.0000
1091.294   -3.2395    0.0000
1091.724   -3.2257    0.0000
1092.153   -3.2118    0.0000
1092.583   -3.1979    0.0000
1093.012   -3.1841    0.0000
1093.441   -3.1702    0.0000
1093.870   -3.1563    0.0000
1094.299   -3.1425    0.0000
1094.728   -3.1286    0.0000
1095.156   -3.1147    0.0000
1095.584   -3.1009    0.0000
1096.012   -3.0870    0.0000
1096.440   -3.0731    0.0000
1096.868   -3.0593    0.0000
1097.296   -3.0454    0.0000
1097.723   -3.0316    0.0000
1098.151   -3.0177    0.0000
1098.578   -3.0038    0.0000
1099.005   -2.9900    0.0000
1099.431   -2.9761    0.0000
1099.858   -2.9622    0.0000
1100.285   -2.9484    0.0000
1100.711   -2.9345    0.0000
1101.137   -2.9206    0.0000
1101.563   -2.9068    0.0000
1101.989   -2.8929    0.0000
1102.414   -2.8791    0.0000
1102.840   -2.8652    0.0000
1103.265   -2.8513    0.0000
1103.690   -2.8375    0.0000
1104.115   -2.8236    0.0000
1104.540   -2.8097    0.0000
1104.965   -2.7959    0.0000
1105.389   -2.7820    0.0000
1105.814   -2.7681    0.0000
1106.238   -2.7543    0.0000
1106.662   -2.7404    0.0000
1107.086   -2.7265    0.0000
1107.509   -2.7127    0.0000
1107.933   -2.6988    0.0000
1108.356   -2.6850    0.0000
1108.779   -2.6711    0.0000
1109.202   -2.6572    0.0000
1109.625   -2.6434    0.0000
1110.048   -2.6295    0.0000
1110.470   -2.6156    0.0000
1110.893   -2.6018    0.0000
1111.315   -2.5879    0.0000
1111.737   -2.5740    0.0000
1112.159   -2.5602    0.0000
1112.581   -2.5463    0.0000
1113.002   -2.5325    0.0000
1113.424   -2.5186    0.0000
1113.845   -2.5047    0.0000
1114.266   -2.4909    0.0000
1114.687   -2.4770    0.0000
1115.108   -2.4631    0.0000
1115.529   -2.4493    0.0000
1115.949   -2.4354    0.0000
1116.369   -2.4215    0.0000
1116.789   -2.4077    0.0000
1117.209   -2.3938    0.0000
1117.629   -2.3799    0.0000
1118.049   -2.3661    0.0000
1118.469   -2.3522    0.0000
1118.888   -2.3384    0.0000
1119.307   -2.3245    0.0000
1119.726   -2.3106    0.0000
1120.145   -2.2968    0.0000
1120.564   -2.2829    0.0000
