   W                 E2+_p1/2
 (MeV)      Re       DRe      Im       DIm
1125.893    0.234    0.065    0.024    0.045
1127.891    0.260    0.068    0.024    0.030
1129.903    0.274    0.066   -0.011    0.045
1131.911    0.123    0.105    0.066    0.059
1133.915    0.124    0.104    0.065    0.043
1135.841    0.303    0.037    0.004    0.032
1135.916    0.298    0.039    0.008    0.032
1137.913    0.358    0.041   -0.021    0.040
1139.396    0.290    0.041    0.187    0.040
1139.923    0.285    0.039    0.060    0.049
1141.905    0.348    0.151    0.008    0.031
1142.931    0.337    0.151   -0.055    0.046
1143.916    0.505    0.151    0.039    0.038
1145.916    0.347    0.152   -0.061    0.051
1146.464    0.344    0.150   -0.020    0.043
1147.855    0.315    0.152    0.007    0.032
1149.905    0.282    0.051    0.057    0.039
1149.986    0.275    0.052    0.056    0.042
1151.886    0.323    0.051   -0.047    0.045
1153.497    0.233    0.049   -0.024    0.041
1153.880    0.304    0.051    0.004    0.034
1155.862    0.268    0.097   -0.053    0.043
1157.006    0.115    0.058   -0.038    0.045
1157.849    0.130    0.057   -0.031    0.037
1159.841    0.120    0.057   -0.038    0.038
1160.504    0.261    0.032   -0.036    0.037
1161.821    0.275    0.031    0.006    0.040
1163.798    0.298    0.039    0.055    0.033
1163.991    0.290    0.037    0.057    0.032
1165.780    0.329    0.030   -0.018    0.033
1167.468    0.321    0.030   -0.003    0.038
1167.758    0.320    0.027   -0.008    0.032
1169.733    0.329    0.028   -0.081    0.036
1170.951    0.233    0.067   -0.011    0.038
1171.680    0.369    0.070   -0.070    0.048
1173.680    0.223    0.067    0.070    0.034
1174.336    0.350    0.031    0.001    0.032
1175.653    0.318    0.026    0.001    0.020
1177.631    0.401    0.030   -0.021    0.028
1177.870    0.370    0.033   -0.089    0.034
1179.597    0.380    0.029   -0.068    0.027
1181.306    0.379    0.032   -0.077    0.031
1181.560    0.380    0.027   -0.040    0.026
1183.528    0.303    0.022    0.055    0.022
1184.748    0.391    0.030   -0.078    0.029
1185.493    0.317    0.021    0.019    0.018
1187.454    0.301    0.047    0.036    0.020
1188.180    0.391    0.051   -0.053    0.026
1189.412    0.347    0.048   -0.013    0.021
1191.366    0.295    0.029    0.035    0.024
1191.603    0.461    0.040   -0.066    0.028
1193.334    0.313    0.030    0.017    0.022
1195.015    0.387    0.045    0.004    0.026
1195.235    0.371    0.032    0.041    0.019
1197.235    0.465    0.048   -0.001    0.020
1198.426    0.324    0.051    0.110    0.028
1199.193    0.410    0.045    0.028    0.020
1201.038    0.295    0.030    0.008    0.018
1201.819    0.210    0.037    0.101    0.027
1202.950    0.229    0.057    0.011    0.017
1204.852    0.157    0.059    0.159    0.022
1205.210    0.105    0.063    0.105    0.028
1206.751    0.364    0.038    0.023    0.020
1208.600    0.426    0.050   -0.002    0.024
1208.646    0.370    0.037    0.032    0.018
1210.539    0.314    0.038    0.054    0.019
1211.987    0.530    0.053   -0.021    0.023
1212.429    0.340    0.037   -0.020    0.020
1214.315    0.347    0.031    0.021    0.016
1215.273    0.385    0.039   -0.055    0.022
1216.207    0.355    0.030    0.028    0.015
1218.049    0.327    0.033    0.055    0.014
1218.712    0.260    0.045    0.058    0.017
1219.951    0.423    0.051    0.037    0.014
1221.826    0.461    0.057    0.066    0.017
1222.048    0.492    0.061    0.049    0.021
1223.690    0.357    0.046    0.052    0.016
1225.399    0.205    0.058   -0.029    0.023
1225.560    0.356    0.049    0.047    0.016
1227.419    0.329    0.048    0.068    0.017
1228.733    0.456    0.047    0.046    0.022
1229.275    0.400    0.043    0.068    0.019
1231.128    0.375    0.055    0.027    0.026
1232.065    0.395    0.050    0.028    0.023
1232.979    0.327    0.047    0.015    0.019
1234.819    0.460    0.068    0.083    0.021
1235.389    0.386    0.076    0.019    0.024
1236.664    0.344    0.065    0.006    0.016
1238.514    0.354    0.045   -0.016    0.017
1238.696    0.333    0.052    0.012    0.020
1240.301    0.407    0.054    0.077    0.025
1242.009    0.257    0.073   -0.025    0.022
1242.183    0.412    0.055    0.061    0.025
1244.002    0.353    0.049    0.104    0.029
1245.306    0.268    0.046    0.057    0.027
1245.826    0.208    0.055    0.068    0.028
1247.647    0.316    0.046    0.037    0.021
1248.594    0.368    0.042    0.077    0.032
1249.466    0.354    0.045    0.120    0.029
1251.274    0.400    0.074    0.059    0.023
1251.896    0.419    0.074    0.072    0.026
1253.095    0.381    0.076    0.092    0.028
1254.883    0.395    0.048    0.119    0.031
1255.085    0.411    0.048    0.119    0.032
1256.684    0.400    0.046    0.106    0.025
1258.437    0.518    0.053    0.091    0.025
1258.482    0.537    0.053    0.126    0.027
1260.285    0.538    0.050    0.101    0.027
1261.691    0.423    0.036    0.094    0.027
1262.026    0.426    0.036    0.105    0.025
1263.861    0.444    0.047    0.070    0.047
1264.944    0.383    0.046    0.023    0.034
1265.649    0.535    0.075    0.104    0.033
1267.412    0.365    0.073   -0.018    0.024
1268.189    0.432    0.072    0.025    0.028
1269.187    0.399    0.047    0.047    0.030
1270.960    0.354    0.046    0.022    0.029
1271.433    0.385    0.042    0.042    0.023
1272.731    0.379    0.042    0.000    0.024
1274.477    0.275    0.054    0.049    0.026
1274.661    0.297    0.054    0.038    0.022
1276.250    0.252    0.053    0.028    0.026
1278.006    0.314    0.034   -0.030    0.024
1279.752    0.339    0.033   -0.025    0.026
1281.108    0.383    0.071    0.001    0.025
1281.510    0.426    0.071    0.046    0.030
1283.215    0.392    0.073   -0.005    0.028
1284.319    0.269    0.045    0.002    0.025
1284.991    0.260    0.051    0.017    0.031
1286.720    0.233    0.056    0.007    0.036
1287.522    0.292    0.051    0.037    0.028
1288.447    0.393    0.037    0.055    0.032
1290.179    0.431    0.039    0.065    0.033
1290.724    0.376    0.041    0.101    0.038
1291.902    0.414    0.062   -0.002    0.042
1293.614    0.472    0.066    0.002    0.043
1293.846    0.572    0.057    0.139    0.055
1295.332    0.564    0.068    0.134    0.066
1297.041    0.486    0.044    0.055    0.031
1297.098    0.552    0.042    0.118    0.030
1298.754    0.446    0.039    0.066    0.031
1300.263    0.524    0.038    0.118    0.028
1300.450    0.448    0.039    0.061    0.030
1302.152    0.463    0.040    0.066    0.033
1303.434    0.566    0.070    0.107    0.027
1303.816    0.455    0.070   -0.029    0.024
1305.542    0.465    0.070    0.006    0.026
1306.590    0.427    0.070   -0.047    0.021
1307.222    0.492    0.068    0.050    0.027
1308.901    0.475    0.068    0.021    0.027
1309.746    0.338    0.046    0.053    0.026
1310.577    0.399    0.053    0.083    0.033
1312.251    0.391    0.051    0.086    0.032
1312.895    0.335    0.045    0.056    0.026
1313.916    0.357    0.046    0.068    0.026
1315.579    0.352    0.073    0.091    0.024
1316.035    0.303    0.072    0.058    0.026
1317.240    0.379    0.093    0.077    0.062
1318.898    0.346    0.093    0.107    0.036
1320.548    0.357    0.094    0.083    0.034
1322.174    0.502    0.053    0.100    0.035
1323.847    0.509    0.053    0.097    0.035
1325.406    0.423    0.059    0.102    0.027
1325.477    0.362    0.065    0.057    0.035
1327.118    0.319    0.066    0.038    0.035
1328.531    0.426    0.059    0.110    0.026
1328.743    0.333    0.067    0.041    0.035
1330.373    0.339    0.063    0.063    0.033
1331.557    0.401    0.056    0.103    0.027
1331.987    0.324    0.063    0.057    0.029
1333.606    0.304    0.063    0.034    0.033
1334.732    0.393    0.045    0.040    0.024
1335.217    0.299    0.046   -0.050    0.039
1336.825    0.290    0.063   -0.046    0.064
1337.807    0.386    0.059    0.033    0.050
1338.438    0.315    0.055   -0.010    0.048
1340.000    0.308    0.045   -0.012    0.031
1340.896    0.348    0.041    0.012    0.025
1341.631    0.327    0.053    0.001    0.039
1343.211    0.350    0.043   -0.003    0.031
1343.972    0.425    0.042    0.038    0.025
1344.809    0.342    0.044    0.003    0.029
1346.378    0.267    0.051    0.006    0.026
1347.040    0.262    0.047   -0.015    0.025
1347.959    0.282    0.050    0.001    0.028
1349.531    0.196    0.056   -0.038    0.030
1350.101    0.284    0.064   -0.033    0.047
1351.095    0.292    0.054   -0.019    0.029
1352.663    0.283    0.062   -0.034    0.044
1353.156    0.291    0.063   -0.028    0.047
1354.223    0.290    0.054   -0.024    0.028
1355.767    0.270    0.089   -0.018    0.037
1356.203    0.302    0.085   -0.012    0.025
1357.296    0.272    0.091   -0.023    0.041
1358.864    0.270    0.090   -0.025    0.037
1359.244    0.267    0.092    0.022    0.044
1360.410    0.270    0.091    0.028    0.042
1361.954    0.229    0.077    0.008    0.041
1362.285    0.243    0.079    0.018    0.043
1363.469    0.229    0.077    0.010    0.041
1364.996    0.230    0.072    0.005    0.030
1366.528    0.297    0.098    0.031    0.039
1368.030    0.214    0.088    0.019    0.031
1368.264    0.271    0.094    0.026    0.033
1369.545    0.292    0.092    0.007    0.026
1371.065    0.273    0.098    0.036    0.045
1371.353    0.321    0.085    0.060    0.024
1372.556    0.265    0.098    0.027    0.044
1374.032    0.279    0.099    0.028    0.046
1374.353    0.214    0.085    0.017    0.038
1375.561    0.302    0.087   -0.003    0.024
1377.034    0.286    0.087   -0.001    0.025
1377.347    0.336    0.072    0.009    0.021
1378.518    0.293    0.075    0.005    0.024
1379.994    0.281    0.071    0.069    0.019
1380.341    0.284    0.070    0.089    0.016
