   W                 E1+_3/2
 (MeV)      Re       DRe      Im       DIm
1125.893   -2.629    0.274   -0.226    0.429
1127.891   -2.480    0.276   -0.262    0.405
1129.903   -2.502    0.282   -0.324    0.453
1131.911   -2.114    0.483   -0.114    0.457
1133.915   -1.600    0.491   -0.509    0.477
1135.841   -2.558    0.182   -0.235    0.313
1135.916   -2.566    0.189   -0.243    0.329
1137.913   -2.627    0.178   -0.779    0.319
1139.396   -1.894    0.207   -0.713    0.338
1139.923   -2.764    0.168   -0.521    0.402
1141.905   -2.909    0.273   -1.775    0.926
1142.931   -2.040    0.274   -0.195    0.966
1143.916   -2.379    0.261   -1.077    0.944
1145.916   -2.345    0.263   -0.881    0.961
1146.464   -2.321    0.290   -1.107    0.950
1147.855   -2.490    0.263   -0.816    0.947
1149.905   -2.458    0.188   -0.967    0.340
1149.986   -2.482    0.198   -0.993    0.386
1151.886   -2.453    0.186   -1.177    0.338
1153.497   -2.637    0.190   -0.488    0.352
1153.880   -2.510    0.190   -1.090    0.345
1155.862   -1.905    0.485   -0.545    0.386
1157.006   -3.214    0.244   -0.672    0.384
1157.849   -2.926    0.239   -0.806    0.377
1159.841   -2.964    0.246   -0.633    0.383
1160.504   -2.254    0.193   -0.546    0.332
1161.821   -2.645    0.187   -0.589    0.331
1163.798   -2.238    0.222   -1.016    0.401
1163.991   -2.196    0.207   -0.914    0.379
1165.780   -2.349    0.196   -1.178    0.350
1167.468   -2.116    0.196   -1.268    0.322
1167.758   -2.255    0.177   -1.107    0.293
1169.733   -2.493    0.174   -1.327    0.281
1170.951   -2.054    0.260   -1.019    0.352
1171.680   -2.250    0.291   -1.199    0.409
1173.680   -2.378    0.229   -1.247    0.306
1174.336   -2.005    0.195   -1.224    0.339
1175.653   -1.611    0.160   -1.243    0.290
1177.631   -2.127    0.169   -0.870    0.267
1177.870   -2.405    0.192   -0.503    0.297
1179.597   -2.406    0.160   -0.595    0.255
1181.306   -2.426    0.188   -0.475    0.283
1181.560   -2.353    0.153   -0.382    0.243
1183.528   -2.215    0.169   -0.797    0.222
1184.748   -2.081    0.208   -0.950    0.261
1185.493   -1.949    0.180   -1.132    0.195
1187.454   -2.158    0.197   -0.944    0.232
1188.180   -1.802    0.229   -1.110    0.279
1189.412   -1.982    0.189   -0.863    0.234
1191.366   -2.522    0.188   -0.618    0.237
1191.603   -1.417    0.231   -1.632    0.256
1193.334   -2.101    0.192   -0.931    0.224
1195.015   -1.174    0.267   -1.829    0.255
1195.235   -1.108    0.191   -1.717    0.212
1197.235   -0.792    0.223   -2.000    0.215
1198.426   -0.842    0.294   -1.944    0.233
1199.193   -1.496    0.217   -1.194    0.222
1201.038   -1.561    0.197   -0.897    0.196
1201.819   -0.428    0.265   -1.721    0.201
1202.950   -1.564    0.232   -0.666    0.230
1204.852    0.119    0.248   -1.731    0.203
1205.210   -0.116    0.315   -1.644    0.231
1206.751   -0.980    0.218   -1.119    0.216
