   W                 E2-_3/2
 (MeV)      Re       DRe      Im       DIm
1125.893   -2.418    0.639    0.514    0.352
1127.891   -2.854    0.642    0.565    0.283
1129.903   -2.775    0.603   -0.053    0.506
1131.911   -2.196    0.874   -0.042    0.495
1133.915   -2.324    0.865   -0.092    0.468
1135.841   -2.857    0.436    0.195    0.278
1135.916   -2.808    0.450    0.161    0.292
1137.913   -2.975    0.469    0.046    0.385
1139.396   -3.339    0.411   -0.301    0.994
1139.923   -3.207    0.404   -0.220    0.683
1141.905   -3.437    1.009   -0.232    0.380
1142.931   -3.714    0.975    0.030    0.888
1143.916   -3.789    1.060    0.184    0.657
1145.916   -3.669    0.995    0.154    0.510
1146.464   -3.817    1.000   -0.137    0.442
1147.855   -3.726    1.025    0.076    0.357
1149.905   -2.677    0.500    0.152    0.650
1149.986   -2.697    0.532    0.148    0.751
1151.886   -2.324    0.486    0.298    0.733
1153.497   -2.945    0.542    0.383    0.423
1153.880   -3.100    0.488   -0.466    0.572
1155.862   -2.653    1.030    0.338    0.525
1157.006   -3.587    0.748    0.294    0.451
1157.849   -3.553    0.759    0.039    0.407
1159.841   -3.295    0.760   -0.205    0.370
1160.504   -3.579    0.608    0.083    0.369
1161.821   -3.374    0.539    0.441    0.421
1163.798   -3.747    0.583   -0.217    0.640
1163.991   -3.929    0.564   -0.046    0.561
1165.780   -3.027    0.553   -0.475    0.684
1167.468   -3.494    0.645    0.300    1.301
1167.758   -3.614    0.553    0.209    1.122
1169.733   -3.314    0.558    0.265    0.519
1170.951   -3.328    0.810   -0.344    0.494
1171.680   -3.332    0.829   -0.096    1.400
1173.680   -3.507    0.757    0.100    0.505
1174.336   -3.746    0.672    0.217    0.619
1175.653   -3.730    0.651    0.341    0.347
1177.631   -3.169    0.539    0.006    0.530
1177.870   -3.883    0.628   -0.379    0.481
1179.597   -3.890    0.568    0.318    0.400
1181.306   -3.591    0.739    0.023    0.534
1181.560   -3.419    0.600    0.007    0.436
1183.528   -2.224    0.497   -0.156    0.383
1184.748   -3.289    0.690    0.012    0.568
1185.493   -2.384    0.482   -0.630    0.386
1187.454   -2.182    0.607   -0.340    0.372
1188.180   -2.881    0.767   -0.035    0.567
1189.412   -2.869    0.657   -0.531    0.452
1191.366   -1.893    0.549   -0.585    0.382
1191.603   -2.703    0.634    0.399    0.590
1193.334   -2.224    0.548   -0.962    0.380
1195.015   -2.653    0.701   -0.386    0.600
1195.235   -2.618    0.619   -0.617    0.466
1197.235   -4.311    0.667    0.381    0.399
1198.426   -3.594    0.728   -0.088    0.574
1199.193   -4.770    0.701   -1.153    0.408
1201.038   -4.164    0.571   -0.133    0.341
1201.819   -3.652    0.656   -0.276    0.583
1202.950   -3.613    0.712    1.201    0.317
1204.852   -5.081    0.659    0.194    0.426
1205.210   -3.874    0.755    0.371    0.553
1206.751   -3.772    0.617    0.201    0.404
1208.600   -5.454    0.840    0.379    0.533
1208.646   -4.815    0.623   -0.196    0.367
1210.539   -3.847    0.492    0.498    0.427
1211.987   -4.758    0.530    1.178    0.493
1212.429   -4.120    0.605    0.442    0.363
1214.315   -4.635    0.511   -0.584    0.392
1215.273   -5.053    0.614   -0.100    0.525
1216.207   -4.748    0.470   -1.210    0.352
1218.049   -4.254    0.433   -0.940    0.377
1218.712   -3.769    0.526   -0.683    0.577
1219.951   -3.928    0.433    0.449    0.403
1221.826   -4.676    0.470   -1.051    0.354
1222.048   -5.124    0.519   -1.134    0.430
1223.690   -4.451    0.434    0.514    0.386
1225.399   -3.033    0.598   -1.024    0.448
1225.560   -4.367    0.465   -0.271    0.429
1227.419   -4.066    0.490   -1.426    0.397
1228.733   -5.938    0.571   -0.531    0.389
1229.275   -4.891    0.518   -1.864    0.399
1231.128   -4.670    0.586   -0.513    1.019
1232.065   -4.789    0.553   -0.523    0.581
1232.979   -4.378    0.532   -0.131    0.955
1234.819   -5.262    0.584   -0.635    0.393
1235.389   -4.787    0.615   -0.466    0.567
1236.664   -4.349    0.520   -0.841    0.464
1238.514   -4.138    0.469    1.070    0.444
1238.696   -4.530    0.599   -0.706    0.655
1240.301   -4.715    0.521   -1.820    0.391
1242.009   -4.977    0.725   -0.604    0.496
1242.183   -4.877    0.526   -0.618    0.411
1244.002   -4.981    0.530   -0.993    0.492
1245.306   -4.752    0.586   -0.658    0.668
1245.826   -5.252    0.504   -0.419    0.443
1247.647   -4.541    0.522   -0.496    0.441
1248.594   -4.507    0.623   -0.752    0.627
1249.466   -4.820    0.545   -1.521    0.494
1251.274   -4.894    0.524   -0.089    0.490
1251.896   -4.741    0.581   -0.421    0.621
1253.095   -4.894    0.524   -0.007    0.491
1254.883   -4.348    0.511   -1.044    0.515
1255.085   -4.319    0.547   -1.330    0.552
1256.684   -4.338    0.498   -1.222    0.470
1258.437   -4.919    0.528   -0.797    0.566
1258.482   -5.179    0.479   -0.556    0.487
1260.285   -5.238    0.471    0.340    0.465
1261.691   -4.906    0.503   -0.560    0.549
1262.026   -5.112    0.440   -0.085    0.449
1263.861   -4.730    0.584    0.295    0.642
1264.944   -5.185    0.522    0.080    0.526
1265.649   -4.895    0.515   -0.314    0.398
1267.412   -5.228    0.515    0.023    0.565
1268.189   -4.867    0.604   -0.309    0.587
1269.187   -5.164    0.496   -0.319    0.486
1270.960   -4.949    0.507   -0.788    0.489
1271.433   -4.796    0.577   -0.991    0.519
1272.731   -4.953    0.547   -0.172    0.559
1274.477   -5.842    0.515   -0.091    0.490
1274.661   -5.705    0.571   -0.072    0.540
1276.250   -5.090    0.547   -0.565    0.498
1278.006   -4.709    0.526   -0.738    0.547
1279.752   -5.316    0.574    0.330    0.599
1281.108   -5.684    0.612    0.027    0.478
1281.510   -5.202    0.565   -0.633    0.420
1283.215   -5.753    0.720    0.216    0.585
1284.319   -5.132    0.568   -0.145    0.484
1284.991   -4.879    0.568    0.391    0.551
1286.720   -5.222    0.601    0.578    0.644
1287.522   -4.554    0.537    0.058    0.448
1288.447   -4.558    0.528    0.043    0.513
1290.179   -4.459    0.523   -0.063    0.507
1290.724   -4.815    0.515   -0.123    0.435
1291.902   -4.521    0.578    0.439    0.687
1293.614   -4.403    0.600    0.457    0.675
1293.846   -4.435    0.512    0.583    0.411
1295.332   -4.570    0.538    0.305    0.485
1297.041   -4.794    0.500    0.289    0.419
1297.098   -4.775    0.486   -0.329    0.395
1298.754   -4.917    0.527    0.144    0.427
1300.263   -4.815    0.486   -0.391    0.376
1300.450   -4.892    0.529    0.184    0.424
1302.152   -4.861    0.511    0.037    0.435
1303.434   -6.869    0.585   -0.873    0.332
1303.816   -6.037    0.656    0.293    0.390
1305.542   -6.052    0.648   -0.029    0.396
1306.590   -6.443    0.655    0.252    0.368
1307.222   -6.300    0.654   -0.255    0.385
1308.901   -6.142    0.640   -0.084    0.365
1309.746   -5.231    0.635    0.172    0.367
1310.577   -5.291    0.571   -0.218    0.422
1312.251   -5.309    0.567   -0.217    0.417
1312.895   -5.212    0.625    0.164    0.364
1313.916   -5.153    0.616   -0.078    0.386
1315.579   -5.409    0.705   -0.404    0.393
1316.035   -5.520    0.719    0.132    0.378
1317.240   -5.612    0.833   -0.418    0.668
1318.898   -6.089    0.834   -0.258    0.443
1320.548   -5.946    0.843   -0.505    0.438
1322.174   -5.923    0.616   -0.472    0.425
1323.847   -5.926    0.603   -0.452    0.418
1325.406   -5.388    0.748   -0.543    0.414
1325.477   -5.418    0.878    0.007    0.616
1327.118   -5.646    0.868    0.365    0.622
1328.531   -5.345    0.748   -0.548    0.412
1328.743   -5.580    0.899    0.379    0.633
1330.373   -4.722    0.792    0.090    0.617
1331.557   -4.805    0.655   -0.396    0.437
1331.987   -4.786    0.775    0.305    0.582
1333.606   -4.898    0.766    0.508    0.594
1334.732   -5.038    0.593    0.182    0.378
1335.217   -5.399    0.617   -0.300    0.604
1336.825   -5.230    0.721   -0.255    0.713
1337.807   -4.937    0.818    0.267    0.516
1338.438   -5.090    0.796   -0.392    0.706
1340.000   -5.475    0.788   -0.275    0.629
1340.896   -5.820    0.751   -0.295    0.442
1341.631   -5.664    0.889   -0.356    0.706
1343.211   -5.695    0.763   -0.387    0.588
1343.972   -5.392    0.642   -0.297    0.464
1344.809   -5.732    0.781   -0.447    0.617
1346.378   -4.710    0.766   -0.236    0.650
1347.040   -4.466    0.627    0.070    0.434
1347.959   -4.786    0.699   -0.387    0.584
