   W                 E2+_3/2
 (MeV)      Re       DRe      Im       DIm
1125.893   -0.477    0.112    0.072    0.135
1127.891   -0.399    0.130    0.072    0.091
1129.903   -0.357    0.119   -0.032    0.134
1131.911   -0.455    0.172    0.197    0.178
1133.915   -0.452    0.167    0.196    0.130
1135.841   -0.524    0.082    0.011    0.095
1135.916   -0.537    0.092    0.023    0.096
1137.913   -0.359    0.096   -0.065    0.121
1139.396   -0.562    0.096    0.560    0.119
1139.923   -0.577    0.091    0.179    0.147
1141.905   -0.572    0.238    0.021    0.094
1142.931   -0.606    0.235   -0.167    0.139
1143.916   -0.103    0.236    0.114    0.113
1145.916   -0.577    0.240   -0.185    0.153
1146.464   -0.585    0.232   -0.063    0.129
1147.855   -0.671    0.241    0.018    0.097
1149.905   -0.389    0.095    0.169    0.116
1149.986   -0.410    0.101    0.166    0.126
1151.886   -0.267    0.095   -0.143    0.135
1153.497   -0.537    0.085   -0.073    0.123
1153.880   -0.324    0.097    0.009    0.101
1155.862   -0.474    0.154   -0.161    0.130
1157.006   -0.320    0.100   -0.113    0.134
1157.849   -0.276    0.091   -0.094    0.110
1159.841   -0.307    0.094   -0.113    0.114
1160.504   -0.472    0.062   -0.111    0.112
1161.821   -0.431    0.062    0.017    0.119
1163.798   -0.362    0.092    0.164    0.100
1163.991   -0.386    0.085    0.168    0.097
1165.780   -0.359    0.077   -0.058    0.100
1167.468   -0.384    0.077   -0.013    0.113
1167.758   -0.387    0.065   -0.027    0.095
1169.733   -0.360    0.070   -0.248    0.107
1170.951   -0.525    0.113   -0.037    0.115
1171.680   -0.116    0.131   -0.215    0.143
1173.680   -0.555    0.113    0.205    0.103
1174.336   -0.417    0.077   -0.000    0.096
1175.653   -0.512    0.059   -0.001    0.061
1177.631   -0.262    0.072   -0.068    0.085
1177.870   -0.356    0.084   -0.271    0.102
1179.597   -0.327    0.070   -0.207    0.082
1181.306   -0.328    0.081   -0.235    0.094
1181.560   -0.326    0.064   -0.125    0.077
1183.528   -0.589    0.059    0.159    0.065
1184.748   -0.325    0.085   -0.239    0.086
1185.493   -0.546    0.053    0.051    0.055
1187.454   -0.561    0.085    0.102    0.060
1188.180   -0.292    0.105   -0.166    0.079
1189.412   -0.424    0.088   -0.046    0.063
1191.366   -0.675    0.069    0.098    0.071
1191.603   -0.177    0.106   -0.205    0.084
1193.334   -0.621    0.071    0.046    0.065
1195.015   -0.399    0.123    0.006    0.079
1195.235   -0.445    0.081    0.118    0.058
1197.235   -0.385    0.099   -0.009    0.059
1198.426   -0.809    0.110    0.323    0.085
1199.193   -0.549    0.085    0.078    0.059
1201.038   -0.468    0.078    0.018    0.053
1201.819   -0.724    0.100    0.298    0.081
1202.950   -0.274    0.107    0.028    0.051
1204.852   -0.491    0.117    0.473    0.066
1205.210   -0.645    0.131    0.312    0.084
1206.751   -0.564    0.089    0.061    0.060
1208.600   -0.376    0.132   -0.015    0.071
1208.646   -0.544    0.087    0.088    0.055
1210.539   -0.712    0.090    0.154    0.057
1211.987   -0.066    0.144   -0.071    0.068
1212.429   -0.635    0.088   -0.069    0.061
1214.315   -0.643    0.075    0.055    0.047
1215.273   -0.530    0.105   -0.174    0.065
1216.207   -0.618    0.074    0.075    0.046
1218.049   -0.702    0.083    0.157    0.043
1218.712   -0.905    0.125    0.166    0.051
1219.951   -0.676    0.105    0.100    0.042
1221.826   -0.562    0.129    0.188    0.051
1222.048   -0.469    0.144    0.135    0.062
1223.690   -0.517    0.107    0.146    0.048
1225.399   -0.975    0.151   -0.099    0.070
1225.560   -0.522    0.118    0.130    0.048
1227.419   -0.601    0.116    0.192    0.050
1228.733   -0.252    0.124    0.126    0.066
1229.275   -0.421    0.109    0.193    0.056
1231.128   -0.495    0.152    0.070    0.078
1232.065   -0.435    0.135    0.073    0.070
1232.979   -0.639    0.124    0.034    0.056
1234.819   -0.428    0.139    0.238    0.064
1235.389   -0.648    0.173    0.044    0.072
1236.664   -0.774    0.126    0.005    0.049
1238.514   -0.825    0.114   -0.064    0.052
1238.696   -0.888    0.138    0.020    0.059
1240.301   -0.446    0.122    0.219    0.075
1242.009   -0.897    0.190   -0.088    0.065
1242.183   -0.432    0.122    0.170    0.075
1244.002   -0.583    0.135    0.301    0.088
1245.306   -0.837    0.125    0.158    0.081
1245.826   -1.017    0.154    0.191    0.085
1247.647   -0.695    0.125    0.099    0.062
1248.594   -0.537    0.115    0.220    0.095
1249.466   -0.581    0.122    0.349    0.087
1251.274   -0.802    0.142    0.163    0.069
1251.896   -0.747    0.140    0.202    0.079
1253.095   -0.860    0.149    0.262    0.083
1254.883   -0.698    0.115    0.341    0.092
1255.085   -0.650    0.114    0.341    0.095
1256.684   -0.683    0.108    0.302    0.076
1258.437   -0.789    0.117    0.253    0.076
1258.482   -0.733    0.116    0.358    0.081
1260.285   -0.731    0.105    0.282    0.080
1261.691   -0.722    0.090    0.264    0.082
1262.026   -0.714    0.090    0.297    0.076
1263.861   -0.659    0.126    0.192    0.141
1264.944   -0.843    0.124    0.053    0.101
1265.649   -0.547    0.144    0.290    0.098
1267.412   -1.057    0.134   -0.074    0.071
1268.189   -0.858    0.132    0.055    0.085
1269.187   -0.785    0.116    0.119    0.090
1270.960   -0.920    0.112    0.044    0.086
1271.433   -0.825    0.097    0.106    0.070
1272.731   -0.845    0.096   -0.020    0.071
1274.477   -0.640    0.114    0.131    0.078
1274.661   -0.574    0.115    0.099    0.067
1276.250   -0.711    0.110    0.069    0.077
1278.006   -0.725    0.088   -0.106    0.071
1279.752   -0.651    0.086   -0.092    0.077
1281.108   -0.684    0.129   -0.019    0.074
1281.510   -0.555    0.132    0.117    0.090
1283.215   -0.657    0.139   -0.036    0.085
1284.319   -0.525    0.095   -0.009    0.074
1284.991   -0.553    0.120    0.037    0.093
1286.720   -0.634    0.137    0.005    0.108
1287.522   -0.456    0.119    0.095    0.085
1288.447   -0.559    0.095    0.145    0.095
1290.179   -0.443    0.103    0.173    0.099
1290.724   -0.610    0.109    0.283    0.113
1291.902   -0.495    0.178   -0.027    0.127
1293.614   -0.535    0.180   -0.018    0.130
1293.846   -0.234    0.148    0.393    0.166
1295.332   -0.259    0.184    0.377    0.198
1297.041   -0.491    0.100    0.142    0.094
1297.098   -0.293    0.092    0.331    0.091
1298.754   -0.520    0.092    0.174    0.093
1300.263   -0.287    0.085    0.329    0.084
1300.450   -0.514    0.090    0.159    0.090
1302.152   -0.470    0.094    0.175    0.098
1303.434   -0.507    0.123    0.290    0.082
1303.816   -0.841    0.121   -0.116    0.071
1305.542   -0.812    0.121   -0.011    0.079
1306.590   -0.925    0.121   -0.172    0.062
1307.222   -0.730    0.112    0.121    0.082
1308.901   -0.780    0.113    0.034    0.082
1309.746   -0.807    0.096    0.135    0.077
1310.577   -0.624    0.124    0.224    0.098
1312.251   -0.650    0.118    0.232    0.095
1312.895   -0.817    0.092    0.142    0.077
1313.916   -0.751    0.096    0.179    0.077
1315.579   -0.664    0.128    0.247    0.071
1316.035   -0.811    0.123    0.149    0.079
1317.240   -0.581    0.214    0.207    0.185
1318.898   -0.497    0.164    0.300    0.109
1320.548   -0.464    0.168    0.228    0.103
1322.174   -0.617    0.121    0.267    0.104
1323.847   -0.598    0.122    0.256    0.106
1325.406   -0.362    0.114    0.282    0.080
1325.477   -0.546    0.140    0.145    0.105
1327.118   -0.674    0.145    0.088    0.106
1328.531   -0.353    0.115    0.304    0.078
1328.743   -0.632    0.149    0.099    0.106
1330.373   -0.522    0.144    0.166    0.100
1331.557   -0.337    0.115    0.284    0.080
1331.987   -0.569    0.142    0.148    0.086
1333.606   -0.629    0.142    0.079    0.099
1334.732   -0.580    0.104    0.090    0.071
1335.217   -0.861    0.107   -0.179    0.118
1336.825   -0.887    0.167   -0.169    0.192
1337.807   -0.601    0.154    0.068    0.149
1338.438   -0.812    0.141   -0.060    0.144
1340.000   -0.973    0.103   -0.069    0.094
1340.896   -0.852    0.085    0.003    0.074
1341.631   -0.914    0.132   -0.030    0.118
1343.211   -0.845    0.092   -0.041    0.094
1343.972   -0.621    0.088    0.082    0.074
1344.809   -0.871    0.098   -0.023    0.087
1346.378   -0.793    0.107   -0.012    0.078
1347.040   -0.808    0.086   -0.074    0.076
1347.959   -0.750    0.101   -0.026    0.083
1349.531   -0.767    0.116   -0.139    0.089
1350.101   -0.896    0.150   -0.132    0.141
1351.095   -0.873    0.109   -0.088    0.088
1352.663   -0.899    0.143   -0.134    0.132
1353.156   -0.874    0.146   -0.117    0.140
1354.223   -0.879    0.112   -0.104    0.083
1355.767   -0.793    0.161   -0.086    0.112
1356.203   -0.697    0.143   -0.068    0.076
1357.296   -0.789    0.169   -0.100    0.122
1358.864   -0.795    0.164   -0.108    0.112
1359.244   -0.802    0.176    0.035    0.131
1360.410   -0.795    0.171    0.052    0.126
1361.954   -0.822    0.151   -0.005    0.122
1362.285   -0.780    0.161    0.025    0.129
1363.469   -0.822    0.152    0.001    0.123
1364.996   -0.818    0.129   -0.016    0.089
1366.528   -0.326    0.193    0.067    0.118
1368.030   -0.576    0.146    0.031    0.093
1368.264   -0.404    0.172    0.054    0.098
1369.545   -0.342    0.163   -0.004    0.078
1371.065   -0.391    0.207    0.084    0.134
1371.353   -0.247    0.143    0.156    0.073
1372.556   -0.414    0.208    0.056    0.132
1374.032   -0.372    0.209    0.058    0.137
1374.353   -0.567    0.147    0.026    0.115
1375.561   -0.302    0.158   -0.035    0.073
1377.034   -0.350    0.154   -0.029    0.076
1377.347   -0.253    0.120   -0.003    0.063
1378.518   -0.381    0.138   -0.015    0.072
1379.994   -0.416    0.118    0.176    0.056
1380.341   -0.408    0.114    0.236    0.049
1381.483   -0.586    0.111    0.224    0.064
1382.928   -0.389    0.135    0.083    0.089
1383.329   -0.496    0.151    0.278    0.052
1384.413   -0.377    0.155    0.195    0.056
1385.863   -0.368    0.154    0.194    0.052
1386.310   -0.494    0.151    0.274    0.051
1387.318   -0.487    0.155    0.244    0.062
1388.771   -0.565    0.126    0.254    0.064
1389.278   -0.582    0.119    0.273    0.050
1390.183   -0.597    0.125    0.233    0.067
1391.660   -0.456    0.123    0.185    0.052
1392.246   -0.575    0.119    0.253    0.052
1393.088   -0.298    0.162    0.198    0.048
1394.522   -0.154    0.173    0.107    0.090
1395.202   -0.338    0.161    0.264    0.046
1395.941   -0.281    0.162    0.187    0.055
1397.359   -0.625    0.117    0.116    0.074
1398.158   -0.541    0.109    0.120    0.049
1398.788   -0.622    0.113    0.111    0.076
1400.189   -0.677    0.127    0.092    0.067
1401.107   -0.707    0.104    0.127    0.044
1401.589   -0.706    0.126    0.072    0.066
1403.001   -0.780    0.149    0.081    0.068
1404.371   -0.749    0.153    0.084    0.068
1405.787   -0.445    0.146    0.211    0.055
1407.168   -0.516    0.126    0.209    0.051
1408.548   -0.512    0.128    0.203    0.051
1409.892   -0.464    0.119    0.098    0.049
1409.919   -0.474    0.135    0.139    0.062
1411.296   -0.498    0.138    0.128    0.059
1412.658   -0.475    0.137    0.139    0.055
1412.811   -0.458    0.117    0.100    0.045
